"edf","Ref.df","Chi.sq","p-value","term","fit_id","series","age_band"
2.28185145685212,2.7416953131289,5.90197975274141,0.0553902369866934,"s(pfpr_pct)","map_full_age_1","map_full","<1"
1.00115692439931,1.00191474119904,34.199682239536,0,"s(calendar_year)","map_full_age_1","map_full","<1"
37.6862253555448,104,261.814614077994,0,"s(survey)","map_full_age_1","map_full","<1"
19.1379741458531,33,628.766061057732,0,"s(country)","map_full_age_1","map_full","<1"
84.6813964094323,1014,220.419341779504,0,"s(region)","map_full_age_1","map_full","<1"
1.97684342449861,2.43868672018588,17.4782678592459,0.000309350641605977,"s(pfpr_pct)","map_full_age_2","map_full","1-5"
3.49237536830672,4.07703634973712,90.5948607294135,0,"s(calendar_year)","map_full_age_2","map_full","1-5"
15.0967929743974,104,47.2944890659761,0,"s(survey)","map_full_age_2","map_full","1-5"
25.3156066077803,33,483.862231987697,0,"s(country)","map_full_age_2","map_full","1-5"
0.00500086488547891,1014,0.00913494109282053,0,"s(region)","map_full_age_2","map_full","1-5"
2.58701836187017,3.10800753038789,88.1188417310371,0,"s(pfpr_pct)","map_full_age_3","map_full","6-11"
1.85090106371955,2.20094843452786,66.0100636447315,0,"s(calendar_year)","map_full_age_3","map_full","6-11"
41.5926489023366,104,390.054087749798,0,"s(survey)","map_full_age_3","map_full","6-11"
22.4819710463676,33,1141.3015040547,0,"s(country)","map_full_age_3","map_full","6-11"
14.5267020220108,1014,31.5186687405022,0,"s(region)","map_full_age_3","map_full","6-11"
3.52628592309664,3.81632942553646,137.576321598566,0,"s(pfpr_pct)","map_full_age_4","map_full","12-23"
2.13921825876098,2.5390332109573,48.9634363368964,0,"s(calendar_year)","map_full_age_4","map_full","12-23"
41.9492855285455,104,439.410074866173,0,"s(survey)","map_full_age_4","map_full","12-23"
19.4898405532161,33,700.949968937857,0,"s(country)","map_full_age_4","map_full","12-23"
110.152475246211,1014,422.938865098033,0,"s(region)","map_full_age_4","map_full","12-23"
3.60779280646634,3.86302488766596,173.05616842834,0,"s(pfpr_pct)","map_full_age_5","map_full","24-35"
1.71622333458125,2.0151555788755,71.7797276110869,0,"s(calendar_year)","map_full_age_5","map_full","24-35"
33.3676067372559,104,398.17748757587,0,"s(survey)","map_full_age_5","map_full","24-35"
21.8488220786309,33,822.337266520704,0,"s(country)","map_full_age_5","map_full","24-35"
105.102521472113,1014,621.963867625409,0,"s(region)","map_full_age_5","map_full","24-35"
3.40104783793225,3.77391456147509,129.946758825089,0,"s(pfpr_pct)","map_full_age_6","map_full","36-47"
1.00022847187005,1.00038655569893,71.9821888616414,0,"s(calendar_year)","map_full_age_6","map_full","36-47"
24.8325719589222,104,107.090893550963,0,"s(survey)","map_full_age_6","map_full","36-47"
15.8261009915151,33,118.352490955316,-6.76880657968226e-07,"s(country)","map_full_age_6","map_full","36-47"
22.2231159457967,1012,53.5314112717119,0,"s(region)","map_full_age_6","map_full","36-47"
3.38966818885735,3.77899581076952,72.6273080068202,0,"s(pfpr_pct)","map_full_age_7","map_full","48-59"
1.00024812286686,1.00043922056354,40.6950390364458,0,"s(calendar_year)","map_full_age_7","map_full","48-59"
16.0308228527952,104,49.8466568015886,0,"s(survey)","map_full_age_7","map_full","48-59"
11.7786812216945,33,51.1974698312987,1.08642443263918e-06,"s(country)","map_full_age_7","map_full","48-59"
0.000785881265070843,1013,0.00125951827433906,0,"s(region)","map_full_age_7","map_full","48-59"
