"series","age_band","edf"
"map_full","<1",2.28185145685212
"map_full","1-5",1.97684342449861
"map_full","6-11",2.58701836187017
"map_full","12-23",3.52628592309664
"map_full","24-35",3.60779280646634
"map_full","36-47",3.40104783793225
"map_full","48-59",3.38966818885735
