"fit_id","series","age_band","model_file","md5","selected_version","source_path","source_md5","prepared_data_md5"
"map_full_age_1","map_full","<1","data/derived_cbh/models/primary_map_gamma2_v1/map_full_age_1.rds","dcb807a390f24444b9a8e8a5a7c7072b","original","data/derived_cbh/models/map_snow_gamma2_v1/map_full_age_1.rds","703aca30476aa5fa0cb8138e357ba0c6","ce2f9078666dd31eef9356eb6e1fcb75"
"map_full_age_2","map_full","1-5","data/derived_cbh/models/primary_map_gamma2_v1/map_full_age_2.rds","2501c4f3eeaf1a40c665e1808c000662","original","data/derived_cbh/models/map_snow_gamma2_v1/map_full_age_2.rds","880718a0cf6f107e8562a8a2348a4ee0","ce2f9078666dd31eef9356eb6e1fcb75"
"map_full_age_3","map_full","6-11","data/derived_cbh/models/primary_map_gamma2_v1/map_full_age_3.rds","af1210d082c4512560b4a4611392895f","original","data/derived_cbh/models/map_snow_gamma2_v1/map_full_age_3.rds","0d094d1c2a8b8eea5ee21214b8b776dc","ce2f9078666dd31eef9356eb6e1fcb75"
"map_full_age_4","map_full","12-23","data/derived_cbh/models/primary_map_gamma2_v1/map_full_age_4.rds","a711a4610a8c31ae62c2cbf3749e6812","original","data/derived_cbh/models/map_snow_gamma2_v1/map_full_age_4.rds","205acf40f0b885818969a63374f3b21f","ce2f9078666dd31eef9356eb6e1fcb75"
"map_full_age_5","map_full","24-35","data/derived_cbh/models/primary_map_gamma2_v1/map_full_age_5.rds","c973c47d27b5ae3e3602c73d8df6218d","original","data/derived_cbh/models/map_snow_gamma2_v1/map_full_age_5.rds","c010a112d670fdb52097afcd93b6a6b3","ce2f9078666dd31eef9356eb6e1fcb75"
"map_full_age_6","map_full","36-47","data/derived_cbh/models/primary_map_gamma2_v1/map_full_age_6.rds","9f6ad2e1b9fa60ec9ee12203480db56b","original","data/derived_cbh/models/map_snow_gamma2_v1/map_full_age_6.rds","1aa446be845114740de806f27ca2b275","ce2f9078666dd31eef9356eb6e1fcb75"
"map_full_age_7","map_full","48-59","data/derived_cbh/models/primary_map_gamma2_v1/map_full_age_7.rds","e827cd26a46dc028444fd2905019b9ab","original","data/derived_cbh/models/map_snow_gamma2_v1/map_full_age_7.rds","f7fb989354d16ba35f142a9896a38d64","ce2f9078666dd31eef9356eb6e1fcb75"
