"age_band","records","observed_deaths","observed_u5_death_share_pct","displayed_death_share_pct","pfpr_edf","hr_40_to_20","hr_40_to_20_lower_95","hr_40_to_20_upper_95","hr_20_to_zero","hr_20_to_zero_lower_95","hr_20_to_zero_upper_95","zero_below_observed_support"
"<1",1042571,30086,36.5054905053692,36.5,2.28185145685212,0.96510106721675,0.93634276401296,0.994742636714622,0.968470826643111,0.9216999712657,1.01761502799094,TRUE
"1-5",935677,12137,14.7266881028939,14.7,1.97684342449861,0.926141739877461,0.888889363874629,0.964955322003636,0.898986256563583,0.840998138827365,0.960972744383328,TRUE
"6-11",895573,11291,13.7001759388461,13.7,2.58701836187017,0.837164397988756,0.795051883381581,0.881507539204846,0.746470654604205,0.681416055629494,0.817735997826572,TRUE
"12-23",772578,11062,13.4223138991688,13.4,3.52628592309664,0.872482532054734,0.813180406257916,0.936109334266476,0.532406337557971,0.468940265971152,0.604461866128872,TRUE
"24-35",768240,9168,11.1241885579081,11.1,3.60779280646634,0.84267303332918,0.779298236522633,0.911201652744377,0.448028351876889,0.387871216274939,0.517515597092506,TRUE
"36-47",744682,5477,6.64563489656009,6.7,3.40104783793225,0.822919819843493,0.756278700127309,0.895433164754277,0.500714951861482,0.4303731245081,0.582553716160144,TRUE
"48-59",725701,3194,3.87550809925378,3.9,3.38966818885735,0.955143040414161,0.862574116374006,1.05764618985627,0.50507788971474,0.424130271687348,0.601474810236482,TRUE
