"svkey","regkey","iso3","survey_year","region","lat","lon","mean_pfpr_pct","person_months_w","deaths_w"
"ML6AFL","kidal","MLI",2012,"Kidal",19.4917545780534,1.14660529305456,7.08462080673729,,
"ML6AFL","koulikoro","MLI",2012,"Koulikoro",13.6249668816767,-7.64090621013081,28.8602747526382,48940.222526,136.474682
"ML6AFL","mopti","MLI",2012,"Mopti",14.2801345202262,-3.57682464905954,46.0756386832274,29416.75633,84.701465
"ML6AFL","moptinotsurveyed","MLI",2012,"Mopti (Not Surveyed)",15.0464816301965,-3.47494818469963,38.9498843533645,,
"ML6AFL","segou","MLI",2012,"Segou",13.8089523791963,-5.69211709663022,48.2250623283217,45477.308864,115.06203
"ML6AFL","sikasso","MLI",2012,"Sikasso",11.4251282017593,-6.55627553787753,53.7199650856652,54219.427549,192.947344
"ML6AFL","tombouctou","MLI",2012,"Tombouctou",20.0107934672899,-3.56660766114711,23.801625784619,,
"ML7AFL","bamako","MLI",2018,"Bamako",12.606547927628,-7.97691305715908,7.3587940016399,29468.273462,38.781026
"ML7AFL","gao","MLI",2018,"Gao",16.8078496564357,1.36641622343453,14.394981125314,5107.592455,13.1575
"ML7AFL","kayes","MLI",2018,"Kayes",13.8729838052462,-10.2337517520479,21.956008678399,34958.645353,101.491784
"ML7AFL","kidal","MLI",2018,"Kidal",19.4917545753818,1.14660529462239,7.57512368087436,107.849348,0.065387
"ML7AFL","koulikoro","MLI",2018,"Koulikoro",13.6249668816495,-7.64090621023042,23.1390561827054,42973.359499,106.6834
"ML7AFL","mopti","MLI",2018,"Mopti",14.7058903786012,-3.52031448771255,44.6331439998921,25177.343048,88.001076
"ML7AFL","segou","MLI",2018,"Segou",13.8089523790353,-5.69211709678914,33.0620463231741,36457.428227,112.409767
"ML7AFL","sikasso","MLI",2018,"Sikasso",11.4251282015973,-6.55627553848271,37.0683700477688,40386.036299,124.480782
"ML7AFL","tombouctou","MLI",2018,"Tombouctou",20.010793467851,-3.56660766116505,16.0249002105796,9379.35618999999,37.033162
"ML8AFL","bamako","MLI",2023,"Bamako",12.606547927628,-7.97691305715907,7.30863535580433,39177.912329,71.396185
"ML8AFL","gao","MLI",2023,"Gao",16.8078288056455,1.36638553001454,13.5944503296193,9004.36606799998,23.302124
"ML8AFL","kayes","MLI",2023,"Kayes",13.8729401292731,-10.2337690114962,12.4016502890612,53605.096606,146.296079
"ML8AFL","kidal","MLI",2023,"Kidal",19.4917283712689,1.14657850038663,9.58627402339164,135.876628,0.358555
"ML8AFL","koulikoro","MLI",2023,"Koulikoro",13.6249196260357,-7.64091237815682,15.5479614695712,81579.983748,209.218904
"ML8AFL","mopti","MLI",2023,"Mopti",14.7058879057958,-3.52027039609343,17.0928236774256,34784.042262,124.131328
"ML8AFL","segou","MLI",2023,"Segou",13.8089384122689,-5.6921174990429,18.7976232477416,55815.207986,173.891492
"ML8AFL","sikasso","MLI",2023,"Sikasso",11.4251054172696,-6.55629305205674,21.554877600856,68567.959571,189.436536
"ML8AFL","tombouctou","MLI",2023,"Tombouctou",20.0107531018287,-3.56663059981216,11.1829593536685,6272.78558,9.401801
"MR71FL","adrar","MRT",2020,"Adrar",21.0530753469912,-10.127746526145,4.62717082878024,4234.627669,13.368716
"MR71FL","assaba","MRT",2020,"Assaba",16.582908965407,-11.5378263936016,5.46158380748561,22936.446292,31.865104
"MR71FL","brakna","MRT",2020,"Brakna",17.2622991929926,-13.3902519873115,3.75630930302382,23472.366693,47.355627
"MR71FL","easternbasinregion","MRT",2020,"Eastern Basin Region",18.0908686042365,-7.08358814172998,9.29122796382737,41473.172048,64.349258
"MR71FL","gorgol","MRT",2020,"Gorgol",16.0138593773451,-12.8370942616141,2.4619533340577,25696.504862,46.315421
"MR71FL","guidimagha","MRT",2020,"Guidimagha",15.3760974205326,-12.1350443224562,3.3748984142657,25051.834814,43.253408
"MR71FL","northnouakchott","MRT",2020,"North Nouakchott",18.1007954178001,-15.9201277413273,3.01734695828669,27386.071024,25.149783
"MR71FL","southnouakchott","MRT",2020,"South Nouakchott",18.0177513752063,-15.9646016542669,3.56663384807481,23849.73848,20.44559
"MR71FL","tagant","MRT",2020,"Tagant",18.5914325001837,-10.3383632326455,5.85794482338722,6309.256371,18.053505
"MR71FL","tiriszemourandinchiri","MRT",2020,"Tiris Zemour and Inchiri",23.722639536338,-10.2838509080866,4.16370552654068,4382.700826,6.409951
"MR71FL","trarza","MRT",2020,"Trarza",17.8772139012008,-14.8145358165863,3.82222580490032,14401.857427,21.898599
"MR71FL","westernbasinregion","MRT",2020,"Western Basin Region",16.5550756644458,-9.83830694510962,7.63029227440436,31090.45279,54.267714
"MR71FL","westnouakchott","MRT",2020,"West Nouakchott",18.1236954845027,-15.9907954109315,3.61067450619082,9096.54345899999,9.865026
"NI51FL","agadez","NER",2006,"Agadez",19.4915875194352,10.462989817903,11.2671999345255,4860.831751,15.420176
"NI51FL","diffa","NER",2006,"Diffa",15.8660541559976,13.2286089540638,16.1773240161087,5188.530432,14.881478
"NI51FL","dosso","NER",2006,"Dosso",13.1943781699064,3.54629948950746,32.0634924911217,28737.930763,152.622267
"NI51FL","maradi","NER",2006,"Maradi",14.117756948016,7.30137924084018,26.0539374914785,49321.785024,276.445829
"NI51FL","niamey","NER",2006,"Niamey",13.5327694974541,2.11135111821143,29.1602390022603,12584.01595,39.189814
"NI51FL","tahoua","NER",2006,"Tahoua",15.7508299600732,5.24331987462582,19.8643944834488,41475.673284,234.756549
"NI51FL","tillaberi","NER",2006,"Tillaberi",14.1881193265045,2.18829531413784,26.9471007309663,28617.24192,131.676097
"NI51FL","zinder","NER",2006,"Zinder",14.9916351312728,10.0328067908452,20.4033202963677,40157.107854,291.152602
"NI61FL","agadez","NER",2012,"Agadez",19.4915875194352,10.462989817903,10.2325390744561,3968.555686,6.105411
"NI61FL","diffa","NER",2012,"Diffa",15.8660541559976,13.2286089540638,13.0454644570572,8424.291979,7.297037
"NI61FL","dosso","NER",2012,"Dosso",13.1943781699064,3.54629948950746,35.1025679354615,34844.824905,136.542583
"NI61FL","maradi","NER",2012,"Maradi",14.117756948016,7.30137924084018,34.1216903263711,68274.584451,228.711843
"NI61FL","niamey","NER",2012,"Niamey",13.5327694974541,2.11135111821143,23.442158971268,15852.125481,35.628945
"NI61FL","tahoua","NER",2012,"Tahoua",15.7508299600732,5.24331987462582,25.1482195639844,63763.358356,185.956597
"NI61FL","tillaberi","NER",2012,"Tillaberi",14.1881193265045,2.18829531413784,27.4386267601841,38725.792195,144.186766
"NI61FL","zinder","NER",2012,"Zinder",14.9916351312728,10.0328067908452,20.5719795960501,59769.878582,163.467774
"NG4BFL","northwest","NGA",2003,"Northwest",11.843858364963,6.86096304327375,39.6548657936177,40677.340071,236.55456
"NG53FL","northwest","NGA",2008,"North West",11.843858364963,6.86096304327375,42.0458112299607,187741.375434001,894.844658000002
"NG61FL","northwest","NGA",2010,"North West",11.8438583647445,6.86096304310659,42.5318389063705,42004.636852,175.475235
"NG6AFL","northwest","NGA",2013,"North West",11.8438583646195,6.86096304290913,43.3878208166251,262961.366525,1296.293386
"NG7BFL","northwest","NGA",2018,"North West",11.8438583646195,6.86096304290913,35.8808798348141,278241.07685,1468.886208
"NG8BFL","northwest","NGA",2024,"North West",11.8379487761451,6.84867524870058,31.1302560445379,249163.977887,1131.244101
"SN4AFL","dakar","SEN",2005,"Dakar",14.7543734439117,-17.2725706058219,3.10458610813942,41494.997595,80.704303
"SN4AFL","diourbel","SEN",2005,"Diourbel",14.7758749850723,-16.1806819556565,6.39963285666104,25885.881551,103.878851
"SN4AFL","fatick","SEN",2005,"Fatick",14.2172829898868,-16.2251434022141,7.58030769703959,12847.318673,43.755192
"SN4AFL","kaolack","SEN",2005,"Kaolack",14.1185330084647,-15.3864183472623,12.8849867378519,27586.989543,108.02647
"SN4AFL","kolda","SEN",2005,"Kolda",12.9861839053844,-14.8238280968842,13.5550054222782,19602.889471,80.164598
"SN4AFL","louga","SEN",2005,"Louga",15.3735904537925,-15.3916521613655,5.120636610267,15290.016046,33.977146
"SN4AFL","matam","SEN",2005,"Matam",15.15711721694,-13.6021106511192,3.93440110450099,9093.141973,20.960332
"SN4AFL","saintlouis","SEN",2005,"Saint-Louis",16.2142941779104,-15.0421401199118,5.66808122372571,14288.537741,30.574597
"SN4AFL","tambacounda","SEN",2005,"Tambacounda",13.5846680786301,-12.9279139798528,13.6883225219502,16976.07159,62.242189
"SN4AFL","thies","SEN",2005,"Thies",14.8271308627079,-16.7598103500974,6.52399716076486,30088.968328,78.514848
"SN4AFL","ziguinchor","SEN",2005,"Ziguinchor",12.7844324571812,-16.3644813944822,13.1736014077874,7837.78607199999,19.854014
"SN5AFL","dakar","SEN",2008,"Dakar",14.7543734439117,-17.2725706058219,3.60345826272736,55415.4062880001,84.232507
"SN5AFL","diourbel","SEN",2008,"Diourbel",14.7758749850723,-16.1806819556565,4.19421066863366,32222.831333,66.566081
"SN5AFL","fatick","SEN",2008,"Fatick",14.2172829898868,-16.2251434022141,6.42102056493391,18115.697071,50.02151
"SN5AFL","kaolack","SEN",2008,"Kaolack",14.1185330084647,-15.3864183472623,9.92659980664359,31133.634542,89.503897
"SN5AFL","kolda","SEN",2008,"Kolda",12.9861839053844,-14.8238280968842,8.16972399185866,26715.930038,88.507535
"SN5AFL","louga","SEN",2008,"Louga",15.3735904537925,-15.3916521613655,4.3990255985751,16415.038863,51.679147
"SN5AFL","matam","SEN",2008,"Matam",15.15711721694,-13.6021106511192,5.21975123986133,13811.341321,57.807002
"SN5AFL","saintlouis","SEN",2008,"Saint-Louis",16.2142941779104,-15.0421401199118,5.09004841228021,14582.87514,27.916624
"SN5AFL","tambacounda","SEN",2008,"Tambacounda",13.5846680786301,-12.9279139798528,12.1166191832948,9358.51118,37.88765
"SN5AFL","thies","SEN",2008,"Thies",14.8271308627079,-16.7598103500974,5.40773529046312,50321.4322630001,82.376012
"SN5AFL","ziguinchor","SEN",2008,"Ziguinchor",12.7844324571812,-16.3644813944822,9.54945442771756,11100.384997,22.40367
"SN61FL","dakar","SEN",2010,"Dakar",14.7525418996636,-17.2711356755104,3.49639482648212,47901.269781,54.155181
"SN61FL","diourbel","SEN",2010,"Diourbel",14.7758749630307,-16.1806820613366,4.0315789740723,26153.755256,66.258503
"SN61FL","fatick","SEN",2010,"Fatick",14.2173077306213,-16.2250621394917,5.3036015008942,13200.561159,29.299191
"SN61FL","kaffrine","SEN",2010,"Kaffrine",14.204879991823,-15.1861050887872,6.85821292239803,10793.687064,26.554898
"SN61FL","kaolack","SEN",2010,"Kaolack",13.8819830687547,-15.9322713148697,7.85128049444697,20873.106511,47.612784
"SN61FL","kedougou","SEN",2010,"Kedougou",12.8333729306407,-12.1987444476065,17.2524068147191,2233.921813,5.641524
"SN61FL","kolda","SEN",2010,"Kolda",13.0326522681238,-14.4231496467518,7.13883082518105,13956.279592,43.716092
"SN61FL","louga","SEN",2010,"Louga",15.3736034749275,-15.3916787685765,3.94848415277073,14224.510639,31.016286
"SN61FL","matam","SEN",2010,"Matam",15.1575179132026,-13.6022019395453,6.21225799250009,8321.67549600001,15.957009
"SN61FL","saintlouis","SEN",2010,"Saint-Louis",16.2143459351753,-15.042777572715,4.26937069165127,14436.492186,27.321669
"SN61FL","sedhiou","SEN",2010,"Sedhiou",12.8960545232332,-15.5848908061892,6.85423403797485,8957.60172299999,26.486428
"SN61FL","tambacounda","SEN",2010,"Tambacounda",13.880439711725,-13.216696781144,10.0165492786343,13441.961953,33.135887
"SN61FL","thies","SEN",2010,"Thies",14.8272251137378,-16.7594897326312,4.24176888241035,24549.724011,36.81438
"SN61FL","ziguinchor","SEN",2010,"Ziguinchor",12.7844787637137,-16.3644228854304,7.09268765809524,8027.55353199999,16.624712
"SN6DFL","center","SEN",2012,"Center",14.2536742379147,-15.7662543418759,4.05715917269996,43922.987709,111.396351
"SN6DFL","north","SEN",2012,"North",15.520131799418,-14.6875580553484,3.9507992753296,28594.660453,50.01035
"SN6DFL","south","SEN",2012,"South",13.3791378839655,-13.6663010670006,7.36602229378626,26720.979847,54.909556
"SN6DFL","west","SEN",2012,"West",14.8274907599959,-16.7961503940941,3.28514866287167,42647.28194,79.429456
"SN71FL","center","SEN",2014,"Center",14.2536742379147,-15.7662543418759,2.7443576228006,41856.900827,76.608157
"SN71FL","north","SEN",2014,"North",15.520131799418,-14.6875580553484,2.71968023464519,29358.688389,49.455727
"SN71FL","south","SEN",2014,"South",13.3791378839655,-13.6663010670006,6.1740738629143,23411.910006,62.338004
"SN71FL","west","SEN",2014,"West",14.8274907599959,-16.7961503940941,2.9912032347831,45861.6055,51.065266
"SN7AFL","center","SEN",2015,"Center",14.2536742379147,-15.7662543418759,2.56745478310024,48902.212393,110.61512
"SN7AFL","north","SEN",2015,"North",15.520131799418,-14.6875580553484,2.61190347997111,24724.217887,45.060921
"SN7AFL","south","SEN",2015,"South",13.3791378839655,-13.6663010670006,6.0400636833249,29001.250896,78.83675
"SN7AFL","west","SEN",2015,"West",14.8274907599959,-16.7961503940941,3.2226256818904,43373.306598,49.698118
"SN7IFL","center","SEN",2016,"Center",14.2536742379147,-15.7662543418759,2.26109190816129,43508.270333,84.499146
"SN7IFL","north","SEN",2016,"North",15.520131799418,-14.6875580553484,2.42686961580648,24880.763029,53.526513
"SN7IFL","south","SEN",2016,"South",13.3791378839655,-13.6663010670006,5.4690494500653,23993.321502,58.782403
"SN7IFL","west","SEN",2016,"West",14.8274907599959,-16.7961503940941,3.22314769654017,45129.170512,40.279364
"SN7ZFL","dakar","SEN",2017,"Dakar",14.7542648398428,-17.2689572705252,3.94314583368758,49295.714091,65.513728
"SN7ZFL","diourbel","SEN",2017,"Diourbel",14.7826078582764,-16.1201897470573,2.34783469028134,33794.971419,82.275523
"SN7ZFL","fatick","SEN",2017,"Fatick",14.1584226004644,-16.3443175504165,2.16418349215208,13270.158435,20.309374
"SN7ZFL","kaffrine","SEN",2017,"Kaffrine",14.2159304189681,-15.1877231849046,1.92856626423028,14871.322241,26.516922
"SN7ZFL","kaolack","SEN",2017,"Kaolack",13.9726834910302,-15.9362339163907,2.03628761316639,17716.371968,31.817669
"SN7ZFL","kedougou","SEN",2017,"Kedougou",12.8369570471586,-12.1997092065338,8.10287607270496,3153.679063,5.487127
"SN7ZFL","kolda","SEN",2017,"Kolda",13.0319214336142,-14.4151285484481,6.19888403655052,14339.180475,38.595217
"SN7ZFL","louga","SEN",2017,"Louga",15.4300758579032,-15.5350458136475,2.15614378093062,17539.833734,46.639895
"SN7ZFL","matam","SEN",2017,"Matam",15.1460413354176,-13.7468816694091,3.18739063979538,10759.301327,31.259479
"SN7ZFL","saintlouis","SEN",2017,"Saint-Louis",16.207170145436,-15.0323697613882,2.24777852299468,16523.00793,39.563647
"SN7ZFL","sedhiou","SEN",2017,"Sedhiou",12.8966748263995,-15.5863466485171,3.00711899263757,9141.444736,22.955986
"SN7ZFL","tambacounda","SEN",2017,"Tambacounda",13.8855676727462,-13.2204300459406,5.62335569167032,15615.010531,24.586422
"SN7ZFL","thies","SEN",2017,"Thies",14.8336953089602,-16.755785646297,2.24984464841238,32284.561633,72.015501
"SN7ZFL","ziguinchor","SEN",2017,"Ziguinchor",12.7838888279382,-16.3672687856499,3.83614771617007,8873.342216,17.352814
"SN81FL","center","SEN",2018,"Center",14.2536742379147,-15.7662543418759,2.25391018325197,48834.1510380001,86.093424
"SN81FL","north","SEN",2018,"North",15.520131799418,-14.6875580553484,2.61549348569452,23365.823719,43.110247
"SN81FL","south","SEN",2018,"South",13.3791378839655,-13.6663010670006,4.63523038833849,22265.352531,48.055022
"SN81FL","west","SEN",2018,"West",14.8274907599959,-16.7961503940941,3.49369328602011,43983.11092,68.439477
"SN8BFL","center","SEN",2019,"Center",14.2536742379147,-15.7662543418759,2.21700124410387,44437.343852,70.142038
"SN8BFL","north","SEN",2019,"North",15.520131799418,-14.6875580553484,2.58262041326667,21191.603907,38.94392
"SN8BFL","south","SEN",2019,"South",13.3791378839655,-13.6663010670006,3.8829925486695,23746.838338,39.497283
"SN8BFL","west","SEN",2019,"West",14.8274907599959,-16.7961503940941,3.30115116604115,37276.999868,31.171396
"SN8SFL","dakar","SEN",2023,"Dakar",14.75426483371,-17.2689572629122,3.64903685349052,44702.918621,47.202668
"SN8SFL","diourbel","SEN",2023,"Diourbel",14.783877350788,-16.1218660007922,4.30965450709527,25588.077392,44.667789
"SN8SFL","fatick","SEN",2023,"Fatick",14.159713672781,-16.3436521325051,3.22762990109502,14759.321408,19.310349
"SN8SFL","kaffrine","SEN",2023,"Kaffrine",14.2162676050188,-15.1878309385762,2.77673953850156,12782.100103,19.803502
"SN8SFL","kaolack","SEN",2023,"Kaolack",13.9726834911149,-15.9362339160209,3.21718385725202,19191.877832,12.020577
"SN8SFL","kedougou","SEN",2023,"Kedougou",12.8369570474716,-12.1997092058277,4.81477214450238,2818.121938,4.06066
"SN8SFL","kolda","SEN",2023,"Kolda",13.031921428184,-14.4151285413786,3.98625746982567,10721.985948,25.685501
"SN8SFL","louga","SEN",2023,"Louga",15.4305663767714,-15.5347827992682,5.07483648744116,13434.391788,25.75761
"SN8SFL","matam","SEN",2023,"Matam",15.1334872200626,-13.7341511393404,3.11098149345311,10487.288236,15.202917
"SN8SFL","saintlouis","SEN",2023,"Saint-Louis",16.1807759489547,-14.9967204677537,4.72888340302661,17060.877772,18.160571
"SN8SFL","sedhiou","SEN",2023,"Sedhiou",12.8966416017808,-15.586380521742,3.14947208646077,7938.84152899999,23.032699
"SN8SFL","tambacounda","SEN",2023,"Tambacounda",13.8855676592194,-13.2204300255817,3.33938839170143,12192.004645,22.772914
"SN8SFL","thies","SEN",2023,"Thies",14.8342340102509,-16.7563511140955,3.98735802444386,30161.475565,39.184499
