"svkey","iso3","survey_year","band","month","age_months","person_months_w","person_months_n","deaths_w","deaths_n"
"NG7BFL","NGA",2018,"12-23 months",12,20,1052.577348,850,5.191162,3
"SN81FL","SEN",2018,"12-23 months",12,20,435.070034,493,0,0
"GM81FL","GMB",2019,"12-23 months",12,20,562.887476,576,0,0
"SN8BFL","SEN",2019,"12-23 months",12,20,385.086693,451,0.592385,1
"MR71FL","MRT",2020,"12-23 months",12,20,743.764385,726,0,0
"BF81FL","BFA",2021,"12-23 months",12,20,1012.31309,926,0,0
"ML8AFL","MLI",2023,"12-23 months",12,20,1284.757383,1294,0,0
"SN8SFL","SEN",2023,"12-23 months",12,20,675.095967,730,0,0
"NG8BFL","NGA",2024,"12-23 months",12,20,934.227760999999,703,2.214722,2
"ML41FL","MLI",2001,"12-23 months",1,21,940.681637,844,0,0
"BF43FL","BFA",2003,"12-23 months",1,21,814.487042,743,0,0
"NG4BFL","NGA",2003,"12-23 months",1,21,172.891924,146,0,0
"CM44FL","CMR",2004,"12-23 months",1,21,139.35842,85,0,0
"TD41FL","TCD",2004,"12-23 months",1,21,192.000811,259,0,0
"GN52FL","GIN",2005,"12-23 months",1,21,65.060028,70,0,0
"SN4AFL","SEN",2005,"12-23 months",1,21,643.903563,678,0,0
"BJ51FL","BEN",2006,"12-23 months",1,21,124.098457,117,0,0
"ML53FL","MLI",2006,"12-23 months",1,21,1192.994588,1135,0,0
"NI51FL","NER",2006,"12-23 months",1,21,713.072183,648,0.884855,1
"NG53FL","NGA",2008,"12-23 months",1,21,891.389999000009,802,0,0
"SN5AFL","SEN",2008,"12-23 months",1,21,921.074627,1045,0,0
"BF62FL","BFA",2010,"12-23 months",1,21,1190.293387,1082,0,0
"NG61FL","NGA",2010,"12-23 months",1,21,126.52837,93,0,0
"SN61FL","SEN",2010,"12-23 months",1,21,689.06767,773,0,0
"CM61FL","CMR",2011,"12-23 months",1,21,155.624151,106,0,0
"BJ61FL","BEN",2012,"12-23 months",1,21,36.759137,45,0,0
"GN62FL","GIN",2012,"12-23 months",1,21,117.514668,144,0,0
"ML6AFL","MLI",2012,"12-23 months",1,21,959.371527,940,0,0
"NI61FL","NER",2012,"12-23 months",1,21,1188.703196,1132,0,0
"SN6DFL","SEN",2012,"12-23 months",1,21,371.107902,408,0,0
"GM61FL","GMB",2013,"12-23 months",1,21,510.040839,522,0,0
"NG6AFL","NGA",2013,"12-23 months",1,21,1087.161822,910,3.136829,2
"SN71FL","SEN",2014,"12-23 months",1,21,394.037021,450,0,0
"TD71FL","TCD",2014,"12-23 months",1,21,635.797993,744,0,0
"SN7AFL","SEN",2015,"12-23 months",1,21,389.200609,427,0,0
"SN7IFL","SEN",2016,"12-23 months",1,21,370.477835,426,0,0
"BJ71FL","BEN",2017,"12-23 months",1,21,122.062142,110,0,0
"SN7ZFL","SEN",2017,"12-23 months",1,21,767.613326,870,0,0
"CM71FL","CMR",2018,"12-23 months",1,21,182.128454,122,0,0
"GN71FL","GIN",2018,"12-23 months",1,21,241.910032,298,0,0
"ML7AFL","MLI",2018,"12-23 months",1,21,878.013077,832,0,0
"NG7BFL","NGA",2018,"12-23 months",1,21,1047.386186,847,3.715636,3
"SN81FL","SEN",2018,"12-23 months",1,21,435.070034,493,0,0
"GM81FL","GMB",2019,"12-23 months",1,21,562.063372,576,0,0
"SN8BFL","SEN",2019,"12-23 months",1,21,384.494308,450,0,0
"MR71FL","MRT",2020,"12-23 months",1,21,736.219107,715,0,0
"BF81FL","BFA",2021,"12-23 months",1,21,1012.31309,926,0,0
"ML8AFL","MLI",2023,"12-23 months",1,21,1311.305463,1318,0,0
"SN8SFL","SEN",2023,"12-23 months",1,21,675.095967,730,0,0
"NG8BFL","NGA",2024,"12-23 months",1,21,943.500958999999,713,4.977488,3
"ML41FL","MLI",2001,"12-23 months",2,21,863.194556,817,0,0
"BF43FL","BFA",2003,"12-23 months",2,21,790.217111,717,0,0
"NG4BFL","NGA",2003,"12-23 months",2,21,135.31693,112,0,0
"CM44FL","CMR",2004,"12-23 months",2,21,129.504,80,0,0
"TD41FL","TCD",2004,"12-23 months",2,21,254.061027,275,0,0
"GN52FL","GIN",2005,"12-23 months",2,21,49.715585,52,0,0
"SN4AFL","SEN",2005,"12-23 months",2,21,598.880262,644,0,0
"BJ51FL","BEN",2006,"12-23 months",2,21,133.08507,119,0,0
"ML53FL","MLI",2006,"12-23 months",2,21,1253.246119,1257,0,0
"NI51FL","NER",2006,"12-23 months",2,21,676.635648,634,0,0
"NG53FL","NGA",2008,"12-23 months",2,21,785.324770000006,742,2.552732,2
"SN5AFL","SEN",2008,"12-23 months",2,21,814.400333,929,0,0
"BF62FL","BFA",2010,"12-23 months",2,21,1195.878929,1102,0,0
"NG61FL","NGA",2010,"12-23 months",2,21,83.75448,64,0,0
"SN61FL","SEN",2010,"12-23 months",2,21,669.906349,761,0,0
"CM61FL","CMR",2011,"12-23 months",2,21,138.406678,95,0,0
"BJ61FL","BEN",2012,"12-23 months",2,21,29.967635,36,0,0
"GN62FL","GIN",2012,"12-23 months",2,21,118.645865,129,0,0
"ML6AFL","MLI",2012,"12-23 months",2,21,929.900699,906,0,0
"NI61FL","NER",2012,"12-23 months",2,21,1014.757733,988,1.201639,1
"SN6DFL","SEN",2012,"12-23 months",2,21,369.922276,418,0,0
"GM61FL","GMB",2013,"12-23 months",2,21,503.553626,528,0,0
"NG6AFL","NGA",2013,"12-23 months",2,21,697.138458,601,4.86976,5
"SN71FL","SEN",2014,"12-23 months",2,21,390.924718,432,0,0
"TD71FL","TCD",2014,"12-23 months",2,21,734.948758,877,0,0
"SN7AFL","SEN",2015,"12-23 months",2,21,400.481836,488,0,0
"SN7IFL","SEN",2016,"12-23 months",2,21,372.016671,422,0,0
"BJ71FL","BEN",2017,"12-23 months",2,21,122.91771,113,0,0
"SN7ZFL","SEN",2017,"12-23 months",2,21,773.47383,901,0,0
"CM71FL","CMR",2018,"12-23 months",2,21,199.995652,137,0,0
"GN71FL","GIN",2018,"12-23 months",2,21,167.735874,202,0,0
"ML7AFL","MLI",2018,"12-23 months",2,21,905.06893,818,0,0
"NG7BFL","NGA",2018,"12-23 months",2,21,1087.516203,902,3.713052,2
"SN81FL","SEN",2018,"12-23 months",2,21,403.427706,436,0,0
"GM81FL","GMB",2019,"12-23 months",2,21,520.054834,578,0,0
"SN8BFL","SEN",2019,"12-23 months",2,21,404.143112,457,0,0
"MR71FL","MRT",2020,"12-23 months",2,21,939.457288,892,0,0
"BF81FL","BFA",2021,"12-23 months",2,21,1047.659601,970,0,0
"ML8AFL","MLI",2023,"12-23 months",2,21,1261.815503,1221,0.976477,1
"SN8SFL","SEN",2023,"12-23 months",2,21,740.001097,820,0,0
"NG8BFL","NGA",2024,"12-23 months",2,21,939.225410999998,751,0.95246,1
"ML41FL","MLI",2001,"12-23 months",3,21,932.61227,938,0,0
"BF43FL","BFA",2003,"12-23 months",3,21,808.24169,725,0.857996,1
"NG4BFL","NGA",2003,"12-23 months",3,21,134.66098,113,0,0
"CM44FL","CMR",2004,"12-23 months",3,21,111.22472,68,0,0
"TD41FL","TCD",2004,"12-23 months",3,21,279.595857,317,0,0
"GN52FL","GIN",2005,"12-23 months",3,21,210.804742,229,0,0
"SN4AFL","SEN",2005,"12-23 months",3,21,538.456716,590,0,0
"BJ51FL","BEN",2006,"12-23 months",3,21,122.958666,110,0,0
"ML53FL","MLI",2006,"12-23 months",3,21,1257.93834,1241,0,0
"NI51FL","NER",2006,"12-23 months",3,21,584.603252,550,0,0
"NG53FL","NGA",2008,"12-23 months",3,21,970.953639000011,892,0,0
"SN5AFL","SEN",2008,"12-23 months",3,21,703.498162,803,0,0
"BF62FL","BFA",2010,"12-23 months",3,21,1061.909916,976,0,0
"NG61FL","NGA",2010,"12-23 months",3,21,140.294323,110,0,0
"SN61FL","SEN",2010,"12-23 months",3,21,562.381103,659,0,0
"CM61FL","CMR",2011,"12-23 months",3,21,144.539897,99,0.884641,1
"BJ61FL","BEN",2012,"12-23 months",3,21,39.543869,41,0,0
"GN62FL","GIN",2012,"12-23 months",3,21,125.821728,141,0,0
"ML6AFL","MLI",2012,"12-23 months",3,21,1043.5235,1039,0,0
"NI61FL","NER",2012,"12-23 months",3,21,898.21749,799,0.778712,1
"SN6DFL","SEN",2012,"12-23 months",3,21,347.855878,432,0,0
"GM61FL","GMB",2013,"12-23 months",3,21,531.366582,537,0,0
"NG6AFL","NGA",2013,"12-23 months",3,21,665.223883,543,1.300458,1
"SN71FL","SEN",2014,"12-23 months",3,21,339.680335,411,0,0
"TD71FL","TCD",2014,"12-23 months",3,21,778.890434,925,0,0
"SN7AFL","SEN",2015,"12-23 months",3,21,401.976147,447,0,0
"SN7IFL","SEN",2016,"12-23 months",3,21,312.151662,418,0,0
"BJ71FL","BEN",2017,"12-23 months",3,21,131.457789,117,0,0
"SN7ZFL","SEN",2017,"12-23 months",3,21,652.554287,759,0,0
"CM71FL","CMR",2018,"12-23 months",3,21,175.44861,122,0,0
"GN71FL","GIN",2018,"12-23 months",3,21,73.79225,89,0,0
"ML7AFL","MLI",2018,"12-23 months",3,21,868.076407,835,0,0
"NG7BFL","NGA",2018,"12-23 months",3,21,1254.412813,1011,0,0
"SN81FL","SEN",2018,"12-23 months",3,21,356.569114,461,0,0
"GM81FL","GMB",2019,"12-23 months",3,21,545.448407,583,0,0
"SN8BFL","SEN",2019,"12-23 months",3,21,355.15618,427,0,0
"MR71FL","MRT",2020,"12-23 months",3,21,882.982791,877,0.285938,1
"BF81FL","BFA",2021,"12-23 months",3,21,886.319254,841,0,0
"ML8AFL","MLI",2023,"12-23 months",3,21,1216.176318,1244,0,0
"SN8SFL","SEN",2023,"12-23 months",3,21,714.024024,867,0,0
"NG8BFL","NGA",2024,"12-23 months",3,21,1011.402675,804,0,0
"ML41FL","MLI",2001,"12-23 months",4,21,789.941438,743,0.607695,1
"BF43FL","BFA",2003,"12-23 months",4,21,756.304329,647,0,0
"NG4BFL","NGA",2003,"12-23 months",4,21,92.74752,75,0,0
"CM44FL","CMR",2004,"12-23 months",4,21,101.43004,62,0,0
"TD41FL","TCD",2004,"12-23 months",4,21,278.13066,305,0,0
"GN52FL","GIN",2005,"12-23 months",4,21,86.2678299999999,95,0,0
"SN4AFL","SEN",2005,"12-23 months",4,21,519.844229,558,0,0
"BJ51FL","BEN",2006,"12-23 months",4,21,147.635853,131,0,0
"ML53FL","MLI",2006,"12-23 months",4,21,971.622553,949,0,0
"NI51FL","NER",2006,"12-23 months",4,21,660.994879,621,0,0
"NG53FL","NGA",2008,"12-23 months",4,21,692.521406000004,650,0,0
"SN5AFL","SEN",2008,"12-23 months",4,21,831.671488,906,0,0
"BF62FL","BFA",2010,"12-23 months",4,21,1011.459536,909,3.749774,3
"NG61FL","NGA",2010,"12-23 months",4,21,143.830699,110,0,0
"SN61FL","SEN",2010,"12-23 months",4,21,523.07557,615,0,0
"CM61FL","CMR",2011,"12-23 months",4,21,181.11396,113,0,0
"BJ61FL","BEN",2012,"12-23 months",4,21,48.534567,55,0,0
"GN62FL","GIN",2012,"12-23 months",4,21,109.016258,130,0,0
"ML6AFL","MLI",2012,"12-23 months",4,21,843.37406,861,0,0
"NI61FL","NER",2012,"12-23 months",4,21,816.758656,775,0.998038,1
"SN6DFL","SEN",2012,"12-23 months",4,21,404.41094,445,1.012311,1
"GM61FL","GMB",2013,"12-23 months",4,21,435.851926,433,0,0
"NG6AFL","NGA",2013,"12-23 months",4,21,786.43455,667,1.724622,1
"SN71FL","SEN",2014,"12-23 months",4,21,349.099705,406,0,0
"TD71FL","TCD",2014,"12-23 months",4,21,908.06944,1041,0,0
"SN7AFL","SEN",2015,"12-23 months",4,21,368.641394,421,0,0
"SN7IFL","SEN",2016,"12-23 months",4,21,352.645599,395,0,0
"BJ71FL","BEN",2017,"12-23 months",4,21,108.963683,98,0,0
"SN7ZFL","SEN",2017,"12-23 months",4,21,798.465676,848,0,0
"CM71FL","CMR",2018,"12-23 months",4,21,134.991375,93,0,0
"GN71FL","GIN",2018,"12-23 months",4,21,68.08851,82,0,0
"ML7AFL","MLI",2018,"12-23 months",4,21,855.858271,785,0,0
"NG7BFL","NGA",2018,"12-23 months",4,21,1143.232206,940,0,0
"SN81FL","SEN",2018,"12-23 months",4,21,393.774119,438,0.830756,1
"GM81FL","GMB",2019,"12-23 months",4,21,424.782095,495,0,0
"SN8BFL","SEN",2019,"12-23 months",4,21,365.787106,390,0,0
"MR71FL","MRT",2020,"12-23 months",4,21,777.548937,744,1.408225,1
"BF81FL","BFA",2021,"12-23 months",4,21,803.859645,752,0,0
"ML8AFL","MLI",2023,"12-23 months",4,21,1057.423531,1104,0,0
"SN8SFL","SEN",2023,"12-23 months",4,21,667.695505,708,0,0
"NG8BFL","NGA",2024,"12-23 months",4,21,931.705392999998,719,0.476125,1
"ML41FL","MLI",2001,"12-23 months",5,21,899.454939,871,0,0
"BF43FL","BFA",2003,"12-23 months",5,21,774.427336,707,1.4264,1
"NG4BFL","NGA",2003,"12-23 months",5,21,107.126441,93,0,0
"CM44FL","CMR",2004,"12-23 months",5,21,63.82918,39,0,0
"TD41FL","TCD",2004,"12-23 months",5,21,338.728868,371,0,0
"GN52FL","GIN",2005,"12-23 months",5,21,53.269205,56,0,0
"SN4AFL","SEN",2005,"12-23 months",5,21,760.411897,790,0,0
"BJ51FL","BEN",2006,"12-23 months",5,21,136.621449,126,0,0
"ML53FL","MLI",2006,"12-23 months",5,21,949.806141,945,0.689226,1
"NI51FL","NER",2006,"12-23 months",5,21,909.32573,836,0,0
"NG53FL","NGA",2008,"12-23 months",5,21,606.557839000002,549,0,0
"SN5AFL","SEN",2008,"12-23 months",5,21,913.592005,1027,0.521021,1
"BF62FL","BFA",2010,"12-23 months",5,21,1227.013418,1154,0,0
"NG61FL","NGA",2010,"12-23 months",5,21,172.20131,129,0,0
"SN61FL","SEN",2010,"12-23 months",5,21,813.053606,943,0,0
"CM61FL","CMR",2011,"12-23 months",5,21,221.134286,143,0,0
"BJ61FL","BEN",2012,"12-23 months",5,21,30.175352,38,0,0
"GN62FL","GIN",2012,"12-23 months",5,21,109.20247,128,0,0
"ML6AFL","MLI",2012,"12-23 months",5,21,854.492432000001,845,0,0
"NI61FL","NER",2012,"12-23 months",5,21,915.942877,856,0,0
"SN6DFL","SEN",2012,"12-23 months",5,21,584.387383,627,0,0
"GM61FL","GMB",2013,"12-23 months",5,21,595.258603,646,0.921706,1
"NG6AFL","NGA",2013,"12-23 months",5,21,776.244718000001,641,4.191192,3
"SN71FL","SEN",2014,"12-23 months",5,21,552.751389,583,0,0
"TD71FL","TCD",2014,"12-23 months",5,21,951.310552,1053,0,0
"SN7AFL","SEN",2015,"12-23 months",5,21,549.06095,634,0,0
"SN7IFL","SEN",2016,"12-23 months",5,21,552.913774,600,0,0
"BJ71FL","BEN",2017,"12-23 months",5,21,144.193543,121,0,0
"SN7ZFL","SEN",2017,"12-23 months",5,21,891.078134,947,0,0
"CM71FL","CMR",2018,"12-23 months",5,21,197.577761,138,0,0
"GN71FL","GIN",2018,"12-23 months",5,21,78.617986,94,0,0
"ML7AFL","MLI",2018,"12-23 months",5,21,904.775466,858,0,0
"NG7BFL","NGA",2018,"12-23 months",5,21,1133.178335,975,3.677767,3
"SN81FL","SEN",2018,"12-23 months",5,21,503.165259,544,0,0
"GM81FL","GMB",2019,"12-23 months",5,21,470.372149,563,0.662849,1
"SN8BFL","SEN",2019,"12-23 months",5,21,444.793296,479,0,0
"MR71FL","MRT",2020,"12-23 months",5,21,1065.733125,1029,0,0
"BF81FL","BFA",2021,"12-23 months",5,21,964.512118,888,0,0
"ML8AFL","MLI",2023,"12-23 months",5,21,1226.68877,1225,0,0
"SN8SFL","SEN",2023,"12-23 months",5,21,734.414745,737,0,0
"NG8BFL","NGA",2024,"12-23 months",5,21,907.842260999999,723,0.911916,1
"ML41FL","MLI",2001,"12-23 months",6,21,819.033849,782,0,0
"BF43FL","BFA",2003,"12-23 months",6,21,698.747938,676,0,0
"NG4BFL","NGA",2003,"12-23 months",6,21,153.956303,122,0,0
"CM44FL","CMR",2004,"12-23 months",6,21,90.71254,55,0,0
"TD41FL","TCD",2004,"12-23 months",6,21,364.115191,357,0,0
"GN52FL","GIN",2005,"12-23 months",6,21,33.47214,34,0,0
"SN4AFL","SEN",2005,"12-23 months",6,21,753.10642,748,0,0
"BJ51FL","BEN",2006,"12-23 months",6,21,96.904303,86,0,0
"ML53FL","MLI",2006,"12-23 months",6,21,940.95579,956,0,0
"NI51FL","NER",2006,"12-23 months",6,21,690.583688,690,0,0
"NG53FL","NGA",2008,"12-23 months",6,21,458.054262,405,0.834239,1
"SN5AFL","SEN",2008,"12-23 months",6,21,1100.131372,1144,0,0
"BF62FL","BFA",2010,"12-23 months",6,21,1087.186801,1052,0,0
"NG61FL","NGA",2010,"12-23 months",6,21,215.020753,161,0,0
"SN61FL","SEN",2010,"12-23 months",6,21,967.893276,988,0,0
"CM61FL","CMR",2011,"12-23 months",6,21,178.633489,110,0,0
"BJ61FL","BEN",2012,"12-23 months",6,21,51.533881,52,0,0
"GN62FL","GIN",2012,"12-23 months",6,21,82.384144,94,0,0
"ML6AFL","MLI",2012,"12-23 months",6,21,842.27256,825,0,0
"NI61FL","NER",2012,"12-23 months",6,21,895.789554,848,0,0
"SN6DFL","SEN",2012,"12-23 months",6,21,643.488823,682,0,0
"GM61FL","GMB",2013,"12-23 months",6,21,680.555047,724,0,0
"NG6AFL","NGA",2013,"12-23 months",6,21,769.407772000001,634,0,0
"SN71FL","SEN",2014,"12-23 months",6,21,564.79386,634,0.745706,1
"TD71FL","TCD",2014,"12-23 months",6,21,904.972695,1035,0,0
"SN7AFL","SEN",2015,"12-23 months",6,21,644.129996,676,0,0
"SN7IFL","SEN",2016,"12-23 months",6,21,580.62209,601,0,0
"BJ71FL","BEN",2017,"12-23 months",6,21,117.863605,106,0,0
"SN7ZFL","SEN",2017,"12-23 months",6,21,1023.312188,1060,0,0
"CM71FL","CMR",2018,"12-23 months",6,21,169.404906,102,0,0
"GN71FL","GIN",2018,"12-23 months",6,21,79.059904,102,0,0
"ML7AFL","MLI",2018,"12-23 months",6,21,787.401169,762,0,0
"NG7BFL","NGA",2018,"12-23 months",6,21,997.956746999999,814,5.232646,5
"SN81FL","SEN",2018,"12-23 months",6,21,587.229756,628,0.255806,1
"GM81FL","GMB",2019,"12-23 months",6,21,638.424711,716,0,0
"SN8BFL","SEN",2019,"12-23 months",6,21,519.672128,562,0,0
"MR71FL","MRT",2020,"12-23 months",6,21,883.102677,833,0,0
"BF81FL","BFA",2021,"12-23 months",6,21,945.312572,878,0,0
"ML8AFL","MLI",2023,"12-23 months",6,21,1279.158396,1312,0.763313,1
"SN8SFL","SEN",2023,"12-23 months",6,21,901.845563,915,0,0
"NG8BFL","NGA",2024,"12-23 months",6,21,887.309323999998,705,1.081981,1
"ML41FL","MLI",2001,"12-23 months",7,21,911.401109,809,0.21633,1
"BF43FL","BFA",2003,"12-23 months",7,21,685.755369,613,0,0
"NG4BFL","NGA",2003,"12-23 months",7,21,70.579642,62,0,0
"CM44FL","CMR",2004,"12-23 months",7,21,110.3019,67,0,0
"TD41FL","TCD",2004,"12-23 months",7,21,229.417816,259,0,0
"GN52FL","GIN",2005,"12-23 months",7,21,39.667769,42,0,0
"SN4AFL","SEN",2005,"12-23 months",7,21,761.314304,766,0,0
"BJ51FL","BEN",2006,"12-23 months",7,21,95.823591,82,0,0
"ML53FL","MLI",2006,"12-23 months",7,21,820.634309,811,0,0
"NI51FL","NER",2006,"12-23 months",7,21,755.453374,698,2.513493,2
"NG53FL","NGA",2008,"12-23 months",7,21,339.462832,294,2.063358,2
"SN5AFL","SEN",2008,"12-23 months",7,21,1247.274096,1294,0,0
"BF62FL","BFA",2010,"12-23 months",7,21,1082.539959,1023,0,0
"NG61FL","NGA",2010,"12-23 months",7,21,216.666308,172,0,0
"SN61FL","SEN",2010,"12-23 months",7,21,906.192928,961,0.73599,1
"CM61FL","CMR",2011,"12-23 months",7,21,174.075325,115,0,0
"BJ61FL","BEN",2012,"12-23 months",7,21,25.183878,28,0,0
"GN62FL","GIN",2012,"12-23 months",7,21,52.808321,67,0,0
"ML6AFL","MLI",2012,"12-23 months",7,21,806.907018,791,0,0
"NI61FL","NER",2012,"12-23 months",7,21,697.951664,673,0,0
"SN6DFL","SEN",2012,"12-23 months",7,21,677.706033,683,0,0
"GM61FL","GMB",2013,"12-23 months",7,21,698.029531,693,0,0
"NG6AFL","NGA",2013,"12-23 months",7,21,825.596189000002,643,1.609262,1
"SN71FL","SEN",2014,"12-23 months",7,21,584.091044,644,0,0
"TD71FL","TCD",2014,"12-23 months",7,21,768.904594,873,0,0
"SN7AFL","SEN",2015,"12-23 months",7,21,608.820714,637,0.402225,1
"SN7IFL","SEN",2016,"12-23 months",7,21,681.438,691,0,0
"BJ71FL","BEN",2017,"12-23 months",7,21,131.582987,120,0,0
"SN7ZFL","SEN",2017,"12-23 months",7,21,1078.209059,1141,0,0
"CM71FL","CMR",2018,"12-23 months",7,21,117.048014,83,0,0
"GN71FL","GIN",2018,"12-23 months",7,21,70.358921,84,0,0
"ML7AFL","MLI",2018,"12-23 months",7,21,600.429819,552,1.469979,1
"NG7BFL","NGA",2018,"12-23 months",7,21,706.542134,568,1.038816,1
"SN81FL","SEN",2018,"12-23 months",7,21,574.437838,618,0,0
"GM81FL","GMB",2019,"12-23 months",7,21,798.744475,846,1.291637,1
"SN8BFL","SEN",2019,"12-23 months",7,21,551.732501,585,0,0
"MR71FL","MRT",2020,"12-23 months",7,21,937.093211,911,0,0
"BF81FL","BFA",2021,"12-23 months",7,21,925.327162,844,0,0
"ML8AFL","MLI",2023,"12-23 months",7,21,1148.041024,1123,0,0
"SN8SFL","SEN",2023,"12-23 months",7,21,878.352989,874,0,0
"NG8BFL","NGA",2024,"12-23 months",7,21,838.090644999999,641,1.154607,1
"ML41FL","MLI",2001,"12-23 months",8,21,718.883788,726,0,0
"BF43FL","BFA",2003,"12-23 months",8,21,509.012928,463,0.379297,1
"NG4BFL","NGA",2003,"12-23 months",8,21,92.118912,71,0.930385,1
"CM44FL","CMR",2004,"12-23 months",8,21,92.35014,55,0,0
"TD41FL","TCD",2004,"12-23 months",8,21,181.762019,217,0,0
"GN52FL","GIN",2005,"12-23 months",8,21,36.686501,37,0,0
"SN4AFL","SEN",2005,"12-23 months",8,21,723.67036,757,0,0
"BJ51FL","BEN",2006,"12-23 months",8,21,72.458298,64,0,0
"ML53FL","MLI",2006,"12-23 months",8,21,657.37402,633,0,0
"NI51FL","NER",2006,"12-23 months",8,21,414.499784,435,0,0
"NG53FL","NGA",2008,"12-23 months",8,21,228.621209999999,204,0.870296,1
"SN5AFL","SEN",2008,"12-23 months",8,21,1078.901931,1184,0,0
"BF62FL","BFA",2010,"12-23 months",8,21,959.607504,891,0,0
"NG61FL","NGA",2010,"12-23 months",8,21,117.477633,92,0,0
"SN61FL","SEN",2010,"12-23 months",8,21,828.458018,891,0,0
"CM61FL","CMR",2011,"12-23 months",8,21,167.384656,109,0,0
"BJ61FL","BEN",2012,"12-23 months",8,21,15.526651,16,0,0
"GN62FL","GIN",2012,"12-23 months",8,21,37.604715,44,0,0
"ML6AFL","MLI",2012,"12-23 months",8,21,652.691155,642,0,0
"NI61FL","NER",2012,"12-23 months",8,21,630.716558,584,1.235822,1
"SN6DFL","SEN",2012,"12-23 months",8,21,547.022201,578,0.679668,1
"GM61FL","GMB",2013,"12-23 months",8,21,603.016551,621,0,0
"NG6AFL","NGA",2013,"12-23 months",8,21,446.735721999999,354,0,0
"SN71FL","SEN",2014,"12-23 months",8,21,495.424549,558,0,0
"TD71FL","TCD",2014,"12-23 months",8,21,639.531668,751,0,0
"SN7AFL","SEN",2015,"12-23 months",8,21,484.219954,541,0,0
"SN7IFL","SEN",2016,"12-23 months",8,21,498.524386,528,0,0
"BJ71FL","BEN",2017,"12-23 months",8,21,108.32858,97,0,0
"SN7ZFL","SEN",2017,"12-23 months",8,21,986.727229,1077,0,0
"CM71FL","CMR",2018,"12-23 months",8,21,85.748448,59,0,0
"GN71FL","GIN",2018,"12-23 months",8,21,69.203703,80,0,0
"ML7AFL","MLI",2018,"12-23 months",8,21,546.016956,495,0,0
"NG7BFL","NGA",2018,"12-23 months",8,21,605.782778000001,509,0,0
"SN81FL","SEN",2018,"12-23 months",8,21,556.404521,605,0,0
"GM81FL","GMB",2019,"12-23 months",8,21,687.446995,751,0,0
"SN8BFL","SEN",2019,"12-23 months",8,21,446.291802,463,0,0
"MR71FL","MRT",2020,"12-23 months",8,21,831.922244,807,0,0
"BF81FL","BFA",2021,"12-23 months",8,21,716.757115,672,0,0
"ML8AFL","MLI",2023,"12-23 months",8,21,1133.455282,1148,0,0
"SN8SFL","SEN",2023,"12-23 months",8,21,792.20746,771,0,0
"NG8BFL","NGA",2024,"12-23 months",8,21,874.029386999998,616,3.779166,1
"ML41FL","MLI",2001,"12-23 months",9,21,944.711483,931,0.546424,1
"BF43FL","BFA",2003,"12-23 months",9,21,533.481854,478,0,0
"NG4BFL","NGA",2003,"12-23 months",9,21,85.760867,79,0,0
"CM44FL","CMR",2004,"12-23 months",9,21,127.7181,77,0,0
"TD41FL","TCD",2004,"12-23 months",9,21,159.126048,193,0,0
"GN52FL","GIN",2005,"12-23 months",9,21,22.290859,24,0,0
"SN4AFL","SEN",2005,"12-23 months",9,21,884.193209,897,0.631545,1
"BJ51FL","BEN",2006,"12-23 months",9,21,58.200432,52,0,0
"ML53FL","MLI",2006,"12-23 months",9,21,692.771855,697,0,0
"NI51FL","NER",2006,"12-23 months",9,21,588.660176,605,0,0
"NG53FL","NGA",2008,"12-23 months",9,21,278.358822,231,2.030916,2
"SN5AFL","SEN",2008,"12-23 months",9,21,790.575616,866,0,0
"BF62FL","BFA",2010,"12-23 months",9,21,899.716955,845,0,0
"NG61FL","NGA",2010,"12-23 months",9,21,88.639383,65,0,0
"SN61FL","SEN",2010,"12-23 months",9,21,872.812888,882,0,0
"CM61FL","CMR",2011,"12-23 months",9,21,168.627452,112,0,0
"BJ61FL","BEN",2012,"12-23 months",9,21,29.01559,33,0,0
"GN62FL","GIN",2012,"12-23 months",9,21,47.427544,60,0,0
"ML6AFL","MLI",2012,"12-23 months",9,21,453.413047,452,0,0
"NI61FL","NER",2012,"12-23 months",9,21,744.3261,686,0,0
"SN6DFL","SEN",2012,"12-23 months",9,21,498.760559,529,0,0
"GM61FL","GMB",2013,"12-23 months",9,21,597.036499,598,0,0
"NG6AFL","NGA",2013,"12-23 months",9,21,694.297220000001,528,1.300458,1
"SN71FL","SEN",2014,"12-23 months",9,21,494.408772,517,0,0
"TD71FL","TCD",2014,"12-23 months",9,21,505.312829,574,0,0
"SN7AFL","SEN",2015,"12-23 months",9,21,624.716476,618,0,0
"SN7IFL","SEN",2016,"12-23 months",9,21,546.660511,561,0,0
"BJ71FL","BEN",2017,"12-23 months",9,21,109.676925,96,1.155021,1
"SN7ZFL","SEN",2017,"12-23 months",9,21,953.298195,1014,0,0
"CM71FL","CMR",2018,"12-23 months",9,21,112.996871,73,0,0
"GN71FL","GIN",2018,"12-23 months",9,21,73.180481,91,0,0
"ML7AFL","MLI",2018,"12-23 months",9,21,517.363513,503,0,0
"NG7BFL","NGA",2018,"12-23 months",9,21,533.748515000001,448,0,0
"SN81FL","SEN",2018,"12-23 months",9,21,564.053298,599,0,0
"GM81FL","GMB",2019,"12-23 months",9,21,671.180567,679,0,0
"SN8BFL","SEN",2019,"12-23 months",9,21,492.081203,527,1.110591,1
"MR71FL","MRT",2020,"12-23 months",9,21,1065.239761,1076,0,0
