"svkey","iso3","survey_year","band","month","age_months","person_months_w","person_months_n","deaths_w","deaths_n"
"ML7AFL","MLI",2018,"6-11 months",2,7,822.29761,769,2.008285,2
"NG7BFL","NGA",2018,"6-11 months",2,7,1118.13097,915,4.78009,4
"SN81FL","SEN",2018,"6-11 months",2,7,403.888405,449,0,0
"GM81FL","GMB",2019,"6-11 months",2,7,403.48214,454,0,0
"SN8BFL","SEN",2019,"6-11 months",2,7,366.900122,397,0,0
"MR71FL","MRT",2020,"6-11 months",2,7,833.991902,802,0,0
"BF81FL","BFA",2021,"6-11 months",2,7,819.097411,769,0,0
"ML8AFL","MLI",2023,"6-11 months",2,7,1088.842801,1124,4.796507,4
"SN8SFL","SEN",2023,"6-11 months",2,7,606.008001,641,0,0
"NG8BFL","NGA",2024,"6-11 months",2,7,872.500851999998,681,0,0
"ML41FL","MLI",2001,"6-11 months",3,7,902.424284,866,6.718708,5
"BF43FL","BFA",2003,"6-11 months",3,7,835.651427,748,5.918337,4
"NG4BFL","NGA",2003,"6-11 months",3,7,129.437306,113,0,0
"CM44FL","CMR",2004,"6-11 months",3,7,91.36758,55,0,0
"TD41FL","TCD",2004,"6-11 months",3,7,355.714978,391,2.028912,2
"GN52FL","GIN",2005,"6-11 months",3,7,71.983767,76,0,0
"SN4AFL","SEN",2005,"6-11 months",3,7,800.987309,845,2.059353,3
"BJ51FL","BEN",2006,"6-11 months",3,7,146.972512,138,0,0
"ML53FL","MLI",2006,"6-11 months",3,7,1041.589367,1012,5.56476,6
"NI51FL","NER",2006,"6-11 months",3,7,1005.62423,907,7.43935,6
"NG53FL","NGA",2008,"6-11 months",3,7,695.956560000004,641,0,0
"SN5AFL","SEN",2008,"6-11 months",3,7,948.931363,1080,1.647972,3
"BF62FL","BFA",2010,"6-11 months",3,7,1213.791372,1163,0.84174,1
"NG61FL","NGA",2010,"6-11 months",3,7,174.517881,131,1.961534,1
"SN61FL","SEN",2010,"6-11 months",3,7,855.784656,973,0.459447,1
"CM61FL","CMR",2011,"6-11 months",3,7,207.813527,136,0,0
"BJ61FL","BEN",2012,"6-11 months",3,7,33.628868,40,0,0
"GN62FL","GIN",2012,"6-11 months",3,7,118.920533,138,0,0
"ML6AFL","MLI",2012,"6-11 months",3,7,843.758703,841,0.415269,1
"NI61FL","NER",2012,"6-11 months",3,7,946.534684,902,1.937117,2
"SN6DFL","SEN",2012,"6-11 months",3,7,583.592166,647,0,0
"GM61FL","GMB",2013,"6-11 months",3,7,571.963991,651,0.325569,1
"NG6AFL","NGA",2013,"6-11 months",3,7,845.446991000001,722,2.962175,4
"SN71FL","SEN",2014,"6-11 months",3,7,576.045811,609,0.361746,1
"TD71FL","TCD",2014,"6-11 months",3,7,904.101613,1006,2.910195,3
"SN7AFL","SEN",2015,"6-11 months",3,7,565.456376,662,0,0
"SN7IFL","SEN",2016,"6-11 months",3,7,522.826072,577,0,0
"BJ71FL","BEN",2017,"6-11 months",3,7,147.593598,123,0,0
"SN7ZFL","SEN",2017,"6-11 months",3,7,901.438978,928,0,0
"CM71FL","CMR",2018,"6-11 months",3,7,205.406772,141,0,0
"GN71FL","GIN",2018,"6-11 months",3,7,90.99355,108,0,0
"ML7AFL","MLI",2018,"6-11 months",3,7,925.00574,882,1.330594,1
"NG7BFL","NGA",2018,"6-11 months",3,7,1172.435608,1001,3.998064,4
"SN81FL","SEN",2018,"6-11 months",3,7,465.206374,538,0,0
"GM81FL","GMB",2019,"6-11 months",3,7,493.292497,581,2.193992,1
"SN8BFL","SEN",2019,"6-11 months",3,7,426.270475,455,0,0
"MR71FL","MRT",2020,"6-11 months",3,7,1027.701318,1002,0.587955,1
"BF81FL","BFA",2021,"6-11 months",3,7,933.508999,870,1.193333,1
"ML8AFL","MLI",2023,"6-11 months",3,7,1243.041773,1262,0,0
"SN8SFL","SEN",2023,"6-11 months",3,7,726.605305,760,0,0
"NG8BFL","NGA",2024,"6-11 months",3,7,907.298467999998,709,1.73039,1
"ML41FL","MLI",2001,"6-11 months",4,7,921.908553,877,2.261962,3
"BF43FL","BFA",2003,"6-11 months",4,7,748.191607,704,1.006521,1
"NG4BFL","NGA",2003,"6-11 months",4,7,146.186991,122,0,0
"CM44FL","CMR",2004,"6-11 months",4,7,110.62942,67,0,0
"TD41FL","TCD",2004,"6-11 months",4,7,339.80498,347,4.952199,4
"GN52FL","GIN",2005,"6-11 months",4,7,56.056802,57,0,0
"SN4AFL","SEN",2005,"6-11 months",4,7,834.051652,856,0,0
"BJ51FL","BEN",2006,"6-11 months",4,7,96.282459,86,0,0
"ML53FL","MLI",2006,"6-11 months",4,7,1026.175401,1021,7.542518,6
"NI51FL","NER",2006,"6-11 months",4,7,794.619458,769,6.400175,3
"NG53FL","NGA",2008,"6-11 months",4,7,532.715956999999,486,2.621311,3
"SN5AFL","SEN",2008,"6-11 months",4,7,1209.729538,1265,0.664422,1
"BF62FL","BFA",2010,"6-11 months",4,7,1175.844023,1122,6.021666,7
"NG61FL","NGA",2010,"6-11 months",4,7,237.419089,178,0,0
"SN61FL","SEN",2010,"6-11 months",4,7,1075.567106,1107,1.020617,2
"CM61FL","CMR",2011,"6-11 months",4,7,177.381906,118,4.374462,2
"BJ61FL","BEN",2012,"6-11 months",4,7,67.688547,68,0,0
"GN62FL","GIN",2012,"6-11 months",4,7,89.454525,105,0,0
"ML6AFL","MLI",2012,"6-11 months",4,7,867.194219,850,1.217455,1
"NI61FL","NER",2012,"6-11 months",4,7,989.463052,929,3.69466,4
"SN6DFL","SEN",2012,"6-11 months",4,7,674.895864,696,0,0
"GM61FL","GMB",2013,"6-11 months",4,7,688.112101,739,0,0
"NG6AFL","NGA",2013,"6-11 months",4,7,800.903084,673,4.114674,4
"SN71FL","SEN",2014,"6-11 months",4,7,544.705865,631,0,0
"TD71FL","TCD",2014,"6-11 months",4,7,828.101136,945,2.701079,2
"SN7AFL","SEN",2015,"6-11 months",4,7,629.682487,677,0,0
"SN7IFL","SEN",2016,"6-11 months",4,7,573.830338,621,0.634799,1
"BJ71FL","BEN",2017,"6-11 months",4,7,118.594528,110,0,0
"SN7ZFL","SEN",2017,"6-11 months",4,7,1080.027187,1133,0,0
"CM71FL","CMR",2018,"6-11 months",4,7,191.532802,115,0,0
"GN71FL","GIN",2018,"6-11 months",4,7,78.926412,99,0,0
"ML7AFL","MLI",2018,"6-11 months",4,7,821.063208,792,0,0
"NG7BFL","NGA",2018,"6-11 months",4,7,1061.637274,875,5.263249,4
"SN81FL","SEN",2018,"6-11 months",4,7,606.467771,667,0,0
"GM81FL","GMB",2019,"6-11 months",4,7,670.070325,744,0.531994,1
"SN8BFL","SEN",2019,"6-11 months",4,7,556.179854,590,0,0
"MR71FL","MRT",2020,"6-11 months",4,7,887.931428,865,0,0
"BF81FL","BFA",2021,"6-11 months",4,7,982.75001,917,1.049693,1
"ML8AFL","MLI",2023,"6-11 months",4,7,1397.999986,1395,0.73329,1
"SN8SFL","SEN",2023,"6-11 months",4,7,889.167108,941,0,0
"NG8BFL","NGA",2024,"6-11 months",4,7,844.307239999997,665,0,0
"ML41FL","MLI",2001,"6-11 months",5,7,982.673006,866,7.516333,3
"BF43FL","BFA",2003,"6-11 months",5,7,784.366656,715,2.677525,3
"NG4BFL","NGA",2003,"6-11 months",5,7,96.818687,79,2.387147,2
"CM44FL","CMR",2004,"6-11 months",5,7,116.67308,70,1.90538,1
"TD41FL","TCD",2004,"6-11 months",5,7,257.771176,284,0.307094,1
"GN52FL","GIN",2005,"6-11 months",5,7,48.349013,51,0,0
"SN4AFL","SEN",2005,"6-11 months",5,7,850.466546,864,3.882544,5
"BJ51FL","BEN",2006,"6-11 months",5,7,92.782221,81,0,0
"ML53FL","MLI",2006,"6-11 months",5,7,953.164516,969,5.602421,5
"NI51FL","NER",2006,"6-11 months",5,7,851.369402,796,1.313877,1
"NG53FL","NGA",2008,"6-11 months",5,7,431.048387,380,1.16062,1
"SN5AFL","SEN",2008,"6-11 months",5,7,1376.417909,1423,1.808617,3
"BF62FL","BFA",2010,"6-11 months",5,7,1186.459002,1114,1.104396,1
"NG61FL","NGA",2010,"6-11 months",5,7,250.968683,193,0.625018,1
"SN61FL","SEN",2010,"6-11 months",5,7,976.174245,1013,0.240041,1
"CM61FL","CMR",2011,"6-11 months",5,7,184.346835,122,0,0
"BJ61FL","BEN",2012,"6-11 months",5,7,31.32491,34,0,0
"GN62FL","GIN",2012,"6-11 months",5,7,67.312363,80,2.326556,2
"ML6AFL","MLI",2012,"6-11 months",5,7,798.957384,794,0,0
"NI61FL","NER",2012,"6-11 months",5,7,754.797826,709,5.259246,3
"SN6DFL","SEN",2012,"6-11 months",5,7,693.135301,702,0,0
"GM61FL","GMB",2013,"6-11 months",5,7,701.195444,704,0,0
"NG6AFL","NGA",2013,"6-11 months",5,7,792.737165000002,641,6.809503,6
"SN71FL","SEN",2014,"6-11 months",5,7,625.940854,701,0,0
"TD71FL","TCD",2014,"6-11 months",5,7,739.431503,845,0.715734,2
"SN7AFL","SEN",2015,"6-11 months",5,7,652.678472,683,0.799166,1
"SN7IFL","SEN",2016,"6-11 months",5,7,660.447708,690,0,0
"BJ71FL","BEN",2017,"6-11 months",5,7,144.901556,132,0,0
"SN7ZFL","SEN",2017,"6-11 months",5,7,1086.795683,1151,1.233014,2
"CM71FL","CMR",2018,"6-11 months",5,7,124.951749,88,0,0
"GN71FL","GIN",2018,"6-11 months",5,7,71.504846,87,0,0
"ML7AFL","MLI",2018,"6-11 months",5,7,674.712641,635,2.488757,2
"NG7BFL","NGA",2018,"6-11 months",5,7,804.345158,644,0,0
"SN81FL","SEN",2018,"6-11 months",5,7,612.066772,651,0,0
"GM81FL","GMB",2019,"6-11 months",5,7,785.390188,840,0,0
"SN8BFL","SEN",2019,"6-11 months",5,7,552.282396,586,0,0
"MR71FL","MRT",2020,"6-11 months",5,7,943.381076,922,0,0
"BF81FL","BFA",2021,"6-11 months",5,7,980.666064,898,0,0
"ML8AFL","MLI",2023,"6-11 months",5,7,1207.443402,1188,1.126406,1
"SN8SFL","SEN",2023,"6-11 months",5,7,942.435739,969,0,0
"NG8BFL","NGA",2024,"6-11 months",5,7,869.198738999999,658,6.264435,6
"ML41FL","MLI",2001,"6-11 months",6,7,774.330696,796,4.657988,4
"BF43FL","BFA",2003,"6-11 months",6,7,619.277233,563,6.323211,5
"NG4BFL","NGA",2003,"6-11 months",6,7,97.731126,89,0,0
"CM44FL","CMR",2004,"6-11 months",6,7,119.2335,71,3.15572,2
"TD41FL","TCD",2004,"6-11 months",6,7,204.332266,236,1.099382,2
"GN52FL","GIN",2005,"6-11 months",6,7,51.407498,53,0,0
"SN4AFL","SEN",2005,"6-11 months",6,7,864.109276,894,0,0
"BJ51FL","BEN",2006,"6-11 months",6,7,64.048638,58,0,0
"ML53FL","MLI",2006,"6-11 months",6,7,760.361704,734,7.613136,6
"NI51FL","NER",2006,"6-11 months",6,7,493.109138,510,3.152656,3
"NG53FL","NGA",2008,"6-11 months",6,7,324.139646,292,1.16062,1
"SN5AFL","SEN",2008,"6-11 months",6,7,1146.817095,1237,1.177513,1
"BF62FL","BFA",2010,"6-11 months",6,7,1042.603129,973,5.783627,6
"NG61FL","NGA",2010,"6-11 months",6,7,143.481695,109,0.625018,1
"SN61FL","SEN",2010,"6-11 months",6,7,916.237707,964,0.949802,1
"CM61FL","CMR",2011,"6-11 months",6,7,162.307753,108,0,0
"BJ61FL","BEN",2012,"6-11 months",6,7,22.683446,23,0,0
"GN62FL","GIN",2012,"6-11 months",6,7,51.332396,61,0,0
"ML6AFL","MLI",2012,"6-11 months",6,7,675.714705,666,0,0
"NI61FL","NER",2012,"6-11 months",6,7,666.473039,634,5.076459,4
"SN6DFL","SEN",2012,"6-11 months",6,7,568.804138,590,0.431372,1
"GM61FL","GMB",2013,"6-11 months",6,7,661.857562,676,0,0
"NG6AFL","NGA",2013,"6-11 months",6,7,502.069512999999,405,1.237798,2
"SN71FL","SEN",2014,"6-11 months",6,7,545.264679,602,0,0
"TD71FL","TCD",2014,"6-11 months",6,7,608.166899,697,1.236781,2
"SN7AFL","SEN",2015,"6-11 months",6,7,537.600976,576,0,0
"SN7IFL","SEN",2016,"6-11 months",6,7,552.332667,575,1.758929,1
"BJ71FL","BEN",2017,"6-11 months",6,7,115.835239,104,0,0
"SN7ZFL","SEN",2017,"6-11 months",6,7,989.835697,1070,0,0
"CM71FL","CMR",2018,"6-11 months",6,7,107.061878,75,0,0
"GN71FL","GIN",2018,"6-11 months",6,7,73.153997,88,0,0
"ML7AFL","MLI",2018,"6-11 months",6,7,609.668804,558,0,0
"NG7BFL","NGA",2018,"6-11 months",6,7,703.317633999999,582,3.296061,2
"SN81FL","SEN",2018,"6-11 months",6,7,557.171785,620,0,0
"GM81FL","GMB",2019,"6-11 months",6,7,691.446725,743,0,0
"SN8BFL","SEN",2019,"6-11 months",6,7,440.476778,473,0,0
"MR71FL","MRT",2020,"6-11 months",6,7,838.318573,823,0,0
"BF81FL","BFA",2021,"6-11 months",6,7,812.548715,771,0,0
"ML8AFL","MLI",2023,"6-11 months",6,7,1208.70431,1215,1.264117,2
"SN8SFL","SEN",2023,"6-11 months",6,7,822.85769,841,0,0
"NG8BFL","NGA",2024,"6-11 months",6,7,958.733970999998,680,0,0
"ML41FL","MLI",2001,"6-11 months",7,7,1046.322324,1031,0.405833,1
"BF43FL","BFA",2003,"6-11 months",7,7,657.166873,588,3.782043,4
"NG4BFL","NGA",2003,"6-11 months",7,7,98.915063,90,0,0
"CM44FL","CMR",2004,"6-11 months",7,7,119.8288,72,0,0
"TD41FL","TCD",2004,"6-11 months",7,7,168.778674,213,1.970134,2
"GN52FL","GIN",2005,"6-11 months",7,7,38.655974,41,0,0
"SN4AFL","SEN",2005,"6-11 months",7,7,957.987675,984,4.633935,3
"BJ51FL","BEN",2006,"6-11 months",7,7,57.914178,50,0,0
"ML53FL","MLI",2006,"6-11 months",7,7,774.699588,776,2.167006,3
"NI51FL","NER",2006,"6-11 months",7,7,678.183446,685,4.065357,3
"NG53FL","NGA",2008,"6-11 months",7,7,390.146587,330,1.682436,1
"SN5AFL","SEN",2008,"6-11 months",7,7,892.849035,959,0,0
"BF62FL","BFA",2010,"6-11 months",7,7,971.819421,902,0.938078,1
"NG61FL","NGA",2010,"6-11 months",7,7,96.616415,71,0,0
"SN61FL","SEN",2010,"6-11 months",7,7,942.48449,948,1.723518,2
"CM61FL","CMR",2011,"6-11 months",7,7,182.538496,113,0,0
"BJ61FL","BEN",2012,"6-11 months",7,7,30.310016,36,0,0
"GN62FL","GIN",2012,"6-11 months",7,7,59.416125,68,0,0
"ML6AFL","MLI",2012,"6-11 months",7,7,471.399399,471,0.864485,1
"NI61FL","NER",2012,"6-11 months",7,7,796.119994,735,1.646242,1
"SN6DFL","SEN",2012,"6-11 months",7,7,556.638204,570,0,0
"GM61FL","GMB",2013,"6-11 months",7,7,634.879309,614,0,0
"NG6AFL","NGA",2013,"6-11 months",7,7,728.847784000001,568,5.132397,4
"SN71FL","SEN",2014,"6-11 months",7,7,510.302381,539,3.849491,1
"TD71FL","TCD",2014,"6-11 months",7,7,541.255349,590,2.342258,3
"SN7AFL","SEN",2015,"6-11 months",7,7,636.790868,628,0,0
"SN7IFL","SEN",2016,"6-11 months",7,7,535.425774,568,1.025279,1
"BJ71FL","BEN",2017,"6-11 months",7,7,108.06208,93,1.645669,1
"SN7ZFL","SEN",2017,"6-11 months",7,7,1013.789583,1063,0.771645,1
"CM71FL","CMR",2018,"6-11 months",7,7,123.314552,82,0,0
"GN71FL","GIN",2018,"6-11 months",7,7,84.14874,103,0,0
"ML7AFL","MLI",2018,"6-11 months",7,7,614.10828,572,0,0
"NG7BFL","NGA",2018,"6-11 months",7,7,633.639170000001,527,1.283709,2
"SN81FL","SEN",2018,"6-11 months",7,7,568.522108,589,0,0
"GM81FL","GMB",2019,"6-11 months",7,7,693.100516,710,0.394574,1
"SN8BFL","SEN",2019,"6-11 months",7,7,527.012908,556,0,0
"MR71FL","MRT",2020,"6-11 months",7,7,1020.415391,1065,0,0
"BF81FL","BFA",2021,"6-11 months",7,7,866.690874,828,1.086587,1
"ML8AFL","MLI",2023,"6-11 months",7,7,1319.570392,1275,3.560672,4
"SN8SFL","SEN",2023,"6-11 months",7,7,928.518063,955,0,0
"NG8BFL","NGA",2024,"6-11 months",7,7,908.334386999998,664,3.915608,2
"ML41FL","MLI",2001,"6-11 months",8,7,906.034577,817,4.219283,3
"BF43FL","BFA",2003,"6-11 months",8,7,591.089395,525,0.75673,1
"NG4BFL","NGA",2003,"6-11 months",8,7,217.810255,180,5.666161,6
"CM44FL","CMR",2004,"6-11 months",8,7,196.60838,119,1.90538,1
"TD41FL","TCD",2004,"6-11 months",8,7,109.965842,156,0,0
"GN52FL","GIN",2005,"6-11 months",8,7,70.546875,78,0,0
"SN4AFL","SEN",2005,"6-11 months",8,7,989.30836,975,3.312842,4
"BJ51FL","BEN",2006,"6-11 months",8,7,105.402952,100,0,0
"ML53FL","MLI",2006,"6-11 months",8,7,980.728433,1008,9.39582,8
"NI51FL","NER",2006,"6-11 months",8,7,671.873281,641,0,0
"NG53FL","NGA",2008,"6-11 months",8,7,742.560862000004,683,6.965511,7
"SN5AFL","SEN",2008,"6-11 months",8,7,1000.085136,958,3.215119,3
"BF62FL","BFA",2010,"6-11 months",8,7,1000.127528,918,4.422758,5
"NG61FL","NGA",2010,"6-11 months",8,7,138.37329,105,0,0
"SN61FL","SEN",2010,"6-11 months",8,7,791.845431,838,0.447475,1
"CM61FL","CMR",2011,"6-11 months",8,7,213.328696,141,0,0
"BJ61FL","BEN",2012,"6-11 months",8,7,151.847457,167,0,0
"GN62FL","GIN",2012,"6-11 months",8,7,102.575397,116,0,0
"ML6AFL","MLI",2012,"6-11 months",8,7,692.802162,679,0.841753,1
"NI61FL","NER",2012,"6-11 months",8,7,1408.521463,1364,10.536637,9
"SN6DFL","SEN",2012,"6-11 months",8,7,442.111058,484,0.601717,1
"GM61FL","GMB",2013,"6-11 months",8,7,673.126189,638,0,0
"NG6AFL","NGA",2013,"6-11 months",8,7,1235.794605,1049,5.477831,6
"SN71FL","SEN",2014,"6-11 months",8,7,548.581146,569,1.149294,1
"TD71FL","TCD",2014,"6-11 months",8,7,543.043888,631,2.973175,3
"SN7AFL","SEN",2015,"6-11 months",8,7,537.121632,559,3.081979,2
"SN7IFL","SEN",2016,"6-11 months",8,7,507.617824,552,0.96283,2
"BJ71FL","BEN",2017,"6-11 months",8,7,152.48308,132,0,0
"SN7ZFL","SEN",2017,"6-11 months",8,7,1015.694276,1039,0,0
"CM71FL","CMR",2018,"6-11 months",8,7,132.466415,87,0,0
"GN71FL","GIN",2018,"6-11 months",8,7,192.457655,233,0,0
"ML7AFL","MLI",2018,"6-11 months",8,7,701.833625,699,1.423559,1
"NG7BFL","NGA",2018,"6-11 months",8,7,884.428575999999,711,7.368849,6
"SN81FL","SEN",2018,"6-11 months",8,7,467.332761,526,0.59688,1
"GM81FL","GMB",2019,"6-11 months",8,7,671.294297,736,0,0
"SN8BFL","SEN",2019,"6-11 months",8,7,475.851449,515,0,0
"MR71FL","MRT",2020,"6-11 months",8,7,976.161436,961,0,0
"BF81FL","BFA",2021,"6-11 months",8,7,909.513677,859,1.005202,1
"ML8AFL","MLI",2023,"6-11 months",8,7,1141.709131,1152,0.233513,1
"SN8SFL","SEN",2023,"6-11 months",8,7,972.251507,958,0,0
"NG8BFL","NGA",2024,"6-11 months",8,7,723.049969999998,508,0,0
"ML41FL","MLI",2001,"6-11 months",9,7,847.742574,775,11.537961,6
"BF43FL","BFA",2003,"6-11 months",9,7,724.799633,599,5.069043,3
"NG4BFL","NGA",2003,"6-11 months",9,7,150.675662,134,0,0
"CM44FL","CMR",2004,"6-11 months",9,7,179.5197,109,4.73358,3
"TD41FL","TCD",2004,"6-11 months",9,7,196.591415,216,2.187958,2
"GN52FL","GIN",2005,"6-11 months",9,7,104.115217,108,0,0
"SN4AFL","SEN",2005,"6-11 months",9,7,817.187403,847,2.170033,3
"BJ51FL","BEN",2006,"6-11 months",9,7,130.887709,113,0.858324,1
"ML53FL","MLI",2006,"6-11 months",9,7,1123.525264,1114,4.468545,7
"NI51FL","NER",2006,"6-11 months",9,7,867.243563,793,2.903592,2
"NG53FL","NGA",2008,"6-11 months",9,7,736.159997000005,673,2.544856,3
"SN5AFL","SEN",2008,"6-11 months",9,7,908.750899,946,0.664754,1
"BF62FL","BFA",2010,"6-11 months",9,7,964.745603,874,2.231051,2
"NG61FL","NGA",2010,"6-11 months",9,7,142.010328,101,1.901825,1
"SN61FL","SEN",2010,"6-11 months",9,7,788.252861,842,0.207411,1
"CM61FL","CMR",2011,"6-11 months",9,7,270.257581,174,1.293525,1
"BJ61FL","BEN",2012,"6-11 months",9,7,48.095356,53,0,0
"GN62FL","GIN",2012,"6-11 months",9,7,118.473349,140,0,0
"ML6AFL","MLI",2012,"6-11 months",9,7,724.786955,708,0,0
"NI61FL","NER",2012,"6-11 months",9,7,1248.190116,1187,3.750009,3
"SN6DFL","SEN",2012,"6-11 months",9,7,472.799001,525,0,0
"GM61FL","GMB",2013,"6-11 months",9,7,647.975357,641,0,0
"NG6AFL","NGA",2013,"6-11 months",9,7,1414.27476800001,1175,5.775601,5
"SN71FL","SEN",2014,"6-11 months",9,7,515.613823,535,0,0
"TD71FL","TCD",2014,"6-11 months",9,7,624.613717,690,0,0
"SN7AFL","SEN",2015,"6-11 months",9,7,509.943443,563,0.567628,1
"SN7IFL","SEN",2016,"6-11 months",9,7,481.160388,492,0,0
"BJ71FL","BEN",2017,"6-11 months",9,7,107.516913,98,0,0
"SN7ZFL","SEN",2017,"6-11 months",9,7,836.289503,900,0.900712,1
"CM71FL","CMR",2018,"6-11 months",9,7,152.900701,103,0.487339,1
"GN71FL","GIN",2018,"6-11 months",9,7,206.625184,252,0,0
"ML7AFL","MLI",2018,"6-11 months",9,7,733.593304,715,1.262225,1
"NG7BFL","NGA",2018,"6-11 months",9,7,990.130237999997,828,7.83552,6
"SN81FL","SEN",2018,"6-11 months",9,7,428.366546,447,0,0
"GM81FL","GMB",2019,"6-11 months",9,7,586.136904,620,1.975148,2
"SN8BFL","SEN",2019,"6-11 months",9,7,407.631268,423,0,0
"MR71FL","MRT",2020,"6-11 months",9,7,829.319491,812,0.630062,1
"BF81FL","BFA",2021,"6-11 months",9,7,718.941722,673,0,0
"ML8AFL","MLI",2023,"6-11 months",9,7,995.927111,1036,2.948869,3
"SN8SFL","SEN",2023,"6-11 months",9,7,732.736786,810,0,0
"NG8BFL","NGA",2024,"6-11 months",9,7,752.391033999999,543,5.455941,1
"ML41FL","MLI",2001,"6-11 months",10,7,963.610732,896,4.368094,6
"BF43FL","BFA",2003,"6-11 months",10,7,756.703909,673,4.878189,3
"NG4BFL","NGA",2003,"6-11 months",10,7,242.161747,186,1.225084,1
"CM44FL","CMR",2004,"6-11 months",10,7,204.17016,124,0,0
"TD41FL","TCD",2004,"6-11 months",10,7,191.512868,244,3.25656,2
"GN52FL","GIN",2005,"6-11 months",10,7,136.94919,144,0.799949,1
"SN4AFL","SEN",2005,"6-11 months",10,7,764.83623,796,0,0
"BJ51FL","BEN",2006,"6-11 months",10,7,100.192491,88,0,0
"ML53FL","MLI",2006,"6-11 months",10,7,1224.4901,1238,2.971439,4
"NI51FL","NER",2006,"6-11 months",10,7,871.222848,767,7.353372,6
"NG53FL","NGA",2008,"6-11 months",10,7,760.535738000005,701,1.16062,1
"SN5AFL","SEN",2008,"6-11 months",10,7,1070.267442,1061,3.354439,3
"BF62FL","BFA",2010,"6-11 months",10,7,1094.253925,1009,0,0
"NG61FL","NGA",2010,"6-11 months",10,7,137.710796,101,1.651279,1
"SN61FL","SEN",2010,"6-11 months",10,7,817.039106,900,0,0
"CM61FL","CMR",2011,"6-11 months",10,7,232.602413,157,0,0
"BJ61FL","BEN",2012,"6-11 months",10,7,31.416691,37,0,0
"GN62FL","GIN",2012,"6-11 months",10,7,114.148829,131,0.662187,1
"ML6AFL","MLI",2012,"6-11 months",10,7,873.20007,879,3.069842,2
"NI61FL","NER",2012,"6-11 months",10,7,1429.611354,1387,5.001789,4
"SN6DFL","SEN",2012,"6-11 months",10,7,483.447337,523,1.930896,2
"GM61FL","GMB",2013,"6-11 months",10,7,692.048992,667,1.471387,1
"NG6AFL","NGA",2013,"6-11 months",10,7,1294.325928,1112,3.931924,3
"SN71FL","SEN",2014,"6-11 months",10,7,467.709349,509,0,0
"TD71FL","TCD",2014,"6-11 months",10,7,647.442452,738,2.123297,2
"SN7AFL","SEN",2015,"6-11 months",10,7,454.661173,487,0.095468,1
"SN7IFL","SEN",2016,"6-11 months",10,7,418.182703,487,0,0
"BJ71FL","BEN",2017,"6-11 months",10,7,150.106073,137,1.137663,1
"SN7ZFL","SEN",2017,"6-11 months",10,7,835.427882,900,0.874411,1
"CM71FL","CMR",2018,"6-11 months",10,7,194.226869,128,0,0
"GN71FL","GIN",2018,"6-11 months",10,7,251.44575,302,0.6371,1
"ML7AFL","MLI",2018,"6-11 months",10,7,866.460529,811,1.790711,2
"NG7BFL","NGA",2018,"6-11 months",10,7,1048.944755,886,8.833372,7
"SN81FL","SEN",2018,"6-11 months",10,7,454.408267,493,0,0
"GM81FL","GMB",2019,"6-11 months",10,7,671.223917,707,0,0
"SN8BFL","SEN",2019,"6-11 months",10,7,407.535647,445,0,0
"MR71FL","MRT",2020,"6-11 months",10,7,776.898143,786,0,0
"BF81FL","BFA",2021,"6-11 months",10,7,860.251857,797,0,0
"ML8AFL","MLI",2023,"6-11 months",10,7,1276.200503,1198,1.453731,1
"SN8SFL","SEN",2023,"6-11 months",10,7,803.301538,874,0,0
"NG8BFL","NGA",2024,"6-11 months",10,7,873.536422999998,665,2.577399,1
"ML41FL","MLI",2001,"6-11 months",11,7,962.142751,875,1.816999,3
"BF43FL","BFA",2003,"6-11 months",11,7,827.60039,735,5.289888,5
"NG4BFL","NGA",2003,"6-11 months",11,7,188.52739,154,1.275607,2
"CM44FL","CMR",2004,"6-11 months",11,7,151.9813,93,0,0
"TD41FL","TCD",2004,"6-11 months",11,7,188.549748,247,3.188347,5
"GN52FL","GIN",2005,"6-11 months",11,7,84.887053,90,0,0
"SN4AFL","SEN",2005,"6-11 months",11,7,694.034612,723,3.483892,5
"BJ51FL","BEN",2006,"6-11 months",11,7,122.075256,113,0,0
"ML53FL","MLI",2006,"6-11 months",11,7,1217.038702,1148,3.148589,2
"NI51FL","NER",2006,"6-11 months",11,7,788.212771,708,6.502886,4
"NG53FL","NGA",2008,"6-11 months",11,7,828.768567000007,744,2.353682,2
"SN5AFL","SEN",2008,"6-11 months",11,7,879.291859,1007,3.358219,3
"BF62FL","BFA",2010,"6-11 months",11,7,1234.408296,1122,3.443294,3
"NG61FL","NGA",2010,"6-11 months",11,7,123.161814,89,0,0
"SN61FL","SEN",2010,"6-11 months",11,7,716.47685,786,1.358252,2
"CM61FL","CMR",2011,"6-11 months",11,7,172.310772,117,0,0
"BJ61FL","BEN",2012,"6-11 months",11,7,38.149382,45,0,0
"GN62FL","GIN",2012,"6-11 months",11,7,118.412108,146,1.244193,1
"ML6AFL","MLI",2012,"6-11 months",11,7,901.535075,902,0,0
"NI61FL","NER",2012,"6-11 months",11,7,1225.09965,1163,3.842849,3
"SN6DFL","SEN",2012,"6-11 months",11,7,401.321798,440,0,0
"GM61FL","GMB",2013,"6-11 months",11,7,559.083997,573,2.405722,1
"NG6AFL","NGA",2013,"6-11 months",11,7,1180.775405,978,5.944765,5
"SN71FL","SEN",2014,"6-11 months",11,7,389.302576,456,0,0
"TD71FL","TCD",2014,"6-11 months",11,7,564.545189,661,1.492267,2
