"svkey","iso3","survey_year","regkey","band","month","person_months_w","person_months_n","deaths_w","deaths_n"
"NI51FL","NER",2006,"niamey","12-23 months",4,487.959237,787,0.437651,1
"NI61FL","NER",2012,"niamey","12-23 months",4,633.911836,897,1.775237,2
"BF43FL","BFA",2003,"nord","12-23 months",4,1017.944102,694,5.923392,3
"BF62FL","BFA",2010,"nord","12-23 months",4,1034.156893,1058,3.260846,3
"BF81FL","BFA",2021,"nord","12-23 months",4,764.42263,1018,0.983752,1
"SN6DFL","SEN",2012,"north","12-23 months",4,1178.852089,1361,0,0
"SN71FL","SEN",2014,"north","12-23 months",4,1199.725967,1408,0,0
"SN7AFL","SEN",2015,"north","12-23 months",4,1005.726585,1193,0.87839,1
"SN7IFL","SEN",2016,"north","12-23 months",4,1019.841167,1254,0,0
"SN81FL","SEN",2018,"north","12-23 months",4,972.756845999999,1247,0.673319,1
"SN8BFL","SEN",2019,"north","12-23 months",4,886.54666,1131,0,0
"MR71FL","MRT",2020,"northnouakchott","12-23 months",4,1118.980017,493,0,0
"NG4BFL","NGA",2003,"northwest","12-23 months",4,1606.113886,1333,3.876571,4
"NG53FL","NGA",2008,"northwest","12-23 months",4,7490.44891700004,6812,19.396116,16
"NG61FL","NGA",2010,"northwest","12-23 months",4,1666.216568,1257,1.974831,1
"NG6AFL","NGA",2013,"northwest","12-23 months",4,10571.481617,8798,39.789174,37
"NG7BFL","NGA",2018,"northwest","12-23 months",4,11324.524283,9364,24.898717,22
"NG8BFL","NGA",2024,"northwest","12-23 months",4,10278.227551,7839,24.041238,19
"TD71FL","TCD",2014,"ouaddai","12-23 months",4,995.079878,784,2.071366,2
"BF43FL","BFA",2003,"ouagadougou","12-23 months",4,569.763119,276,0,0
"BF43FL","BFA",2003,"plateaucentral","12-23 months",4,512.436988,862,2.421067,6
"BF62FL","BFA",2010,"plateaucentral","12-23 months",4,621.977921,930,1.646113,2
"BF81FL","BFA",2021,"plateaucentral","12-23 months",4,711.585804,959,0,0
"BF43FL","BFA",2003,"sahel","12-23 months",4,723.628504,629,3.128961,3
"BF62FL","BFA",2010,"sahel","12-23 months",4,1262.791483,1097,5.02799,4
"BF81FL","BFA",2021,"sahel","12-23 months",4,354.189696,449,0.8158,1
"SN4AFL","SEN",2005,"saintlouis","12-23 months",4,575.309519,728,0,0
"SN5AFL","SEN",2008,"saintlouis","12-23 months",4,571.558881,1301,0.512565,1
"SN61FL","SEN",2010,"saintlouis","12-23 months",4,571.174252,624,0,0
"SN7ZFL","SEN",2017,"saintlouis","12-23 months",4,689.292845,736,0,0
"SN8SFL","SEN",2023,"saintlouis","12-23 months",4,721.066456,639,0,0
"SN61FL","SEN",2010,"sedhiou","12-23 months",4,365.565431,828,0,0
"SN7ZFL","SEN",2017,"sedhiou","12-23 months",4,379.272151,866,0.865511,2
"SN8SFL","SEN",2023,"sedhiou","12-23 months",4,324.122609,756,0,0
"ML41FL","MLI",2001,"segou","12-23 months",4,1937.910572,1574,3.201252,3
"ML53FL","MLI",2006,"segou","12-23 months",4,2045.472207,1461,7.754843,5
"ML6AFL","MLI",2012,"segou","12-23 months",4,1916.618432,1831,2.549997,3
"ML7AFL","MLI",2018,"segou","12-23 months",4,1514.212799,1217,2.612118,2
"ML8AFL","MLI",2023,"segou","12-23 months",4,2269.976565,1879,2.371757,2
"ML41FL","MLI",2001,"sikasso","12-23 months",4,2294.077252,2062,9.431912,4
"ML53FL","MLI",2006,"sikasso","12-23 months",4,2226.370579,2398,3.254103,4
"ML6AFL","MLI",2012,"sikasso","12-23 months",4,2210.91139,1625,0,0
"ML7AFL","MLI",2018,"sikasso","12-23 months",4,1633.191338,1453,0,0
"ML8AFL","MLI",2023,"sikasso","12-23 months",4,2810.942362,2095,2.382618,2
"TD71FL","TCD",2014,"sila","12-23 months",4,397.636491,789,0.169675,1
"SN6DFL","SEN",2012,"south","12-23 months",4,1086.246058,1870,0,0
"SN71FL","SEN",2014,"south","12-23 months",4,937.737160000001,1851,0.674604,3
"SN7AFL","SEN",2015,"south","12-23 months",4,1203.95151,2176,3.616876,5
"SN7IFL","SEN",2016,"south","12-23 months",4,981.269033999999,1985,0.642874,1
"SN81FL","SEN",2018,"south","12-23 months",4,917.543907,1927,0,0
"SN8BFL","SEN",2019,"south","12-23 months",4,991.863561,1908,0,0
"MR71FL","MRT",2020,"southnouakchott","12-23 months",4,1043.72638,479,0,0
"MR71FL","MRT",2020,"tagant","12-23 months",4,254.914957,649,0.337192,1
"NI51FL","NER",2006,"tahoua","12-23 months",4,1624.507548,1222,0.77264,1
"NI61FL","NER",2012,"tahoua","12-23 months",4,2575.044809,1820,8.397883,6
"SN4AFL","SEN",2005,"tambacounda","12-23 months",4,697.195555,928,0,0
"SN5AFL","SEN",2008,"tambacounda","12-23 months",4,365.231293,344,0,0
"SN61FL","SEN",2010,"tambacounda","12-23 months",4,558.837764,868,0,0
"SN7ZFL","SEN",2017,"tambacounda","12-23 months",4,635.0393,895,0.681184,1
"SN8SFL","SEN",2023,"tambacounda","12-23 months",4,512.960069,813,0,0
"SN4AFL","SEN",2005,"thies","12-23 months",4,1175.1497,910,0,0
"SN5AFL","SEN",2008,"thies","12-23 months",4,2007.998976,783,0,0
"SN61FL","SEN",2010,"thies","12-23 months",4,937.311615,615,0,0
"SN7ZFL","SEN",2017,"thies","12-23 months",4,1323.774941,871,0,0
"SN8SFL","SEN",2023,"thies","12-23 months",4,1270.168138,753,0,0
"NI51FL","NER",2006,"tillaberi","12-23 months",4,1174.36699,1124,2.020546,3
"NI61FL","NER",2012,"tillaberi","12-23 months",4,1567.703963,1526,2.642399,3
"MR71FL","MRT",2020,"tiriszemourandinchiri","12-23 months",4,175.833768,500,0,0
"ML53FL","MLI",2006,"tombouctou","12-23 months",4,570.414045,860,1.285895,2
"ML7AFL","MLI",2018,"tombouctou","12-23 months",4,380.282121,989,0.271691,1
"ML8AFL","MLI",2023,"tombouctou","12-23 months",4,259.473363,1624,0,0
"MR71FL","MRT",2020,"trarza","12-23 months",4,586.295795,783,0,0
"TD71FL","TCD",2014,"wadifira","12-23 months",4,446.4009,827,0,0
"SN6DFL","SEN",2012,"west","12-23 months",4,1755.972348,860,0,0
"SN71FL","SEN",2014,"west","12-23 months",4,1858.400232,775,0.970012,1
"SN7AFL","SEN",2015,"west","12-23 months",4,1787.294136,851,1.22716,1
"SN7IFL","SEN",2016,"west","12-23 months",4,1894.123034,843,0,0
"SN81FL","SEN",2018,"west","12-23 months",4,1827.45849,859,0.440912,1
"SN8BFL","SEN",2019,"west","12-23 months",4,1549.542141,734,0,0
"MR71FL","MRT",2020,"westernbasinregion","12-23 months",4,1322.952551,1105,0,0
"MR71FL","MRT",2020,"westnouakchott","12-23 months",4,364.335403,309,0,0
"SN4AFL","SEN",2005,"ziguinchor","12-23 months",4,316.493706,539,0.235704,1
"SN5AFL","SEN",2008,"ziguinchor","12-23 months",4,435.908125,547,0,0
"SN61FL","SEN",2010,"ziguinchor","12-23 months",4,318.069161,518,0,0
"SN7ZFL","SEN",2017,"ziguinchor","12-23 months",4,359.987322,554,0,0
"SN8SFL","SEN",2023,"ziguinchor","12-23 months",4,293.188064,388,0,0
"NI51FL","NER",2006,"zinder","12-23 months",4,1532.0702,880,11.148294,6
"NI61FL","NER",2012,"zinder","12-23 months",4,2369.650756,1553,5.551786,3
"TD41FL","TCD",2004,"zone1","12-23 months",4,372.485535,960,1.88303,4
"TD41FL","TCD",2004,"zone2","12-23 months",4,671.011816,537,0,0
"TD41FL","TCD",2004,"zone3","12-23 months",4,638.712456,695,2.383229,2
"TD41FL","TCD",2004,"zone4","12-23 months",4,424.862145,438,0,0
"TD41FL","TCD",2004,"zone5","12-23 months",4,657.08952,503,2.810352,1
"MR71FL","MRT",2020,"adrar","6-11 months",4,81.72151,221,0,0
"NI51FL","NER",2006,"agadez","6-11 months",4,100.380948,347,0,0
"NI61FL","NER",2012,"agadez","6-11 months",4,69.95538,248,0,0
"BJ51FL","BEN",2006,"alibori","6-11 months",4,744.26189,677,2.421809,2
"BJ61FL","BEN",2012,"alibori","6-11 months",4,250.411596,275,0,0
"BJ71FL","BEN",2017,"alibori","6-11 months",4,802.666629,714,0.577868,1
"MR71FL","MRT",2020,"assaba","6-11 months",4,479.71749,523,1.062052,1
"ML41FL","MLI",2001,"bamako","6-11 months",4,605.55385,589,3.373343,3
"ML53FL","MLI",2006,"bamako","6-11 months",4,668.033834,622,0.984671,1
"ML6AFL","MLI",2012,"bamako","6-11 months",4,513.728051,739,0,0
"ML7AFL","MLI",2018,"bamako","6-11 months",4,678.281758,621,0,0
"ML8AFL","MLI",2023,"bamako","6-11 months",4,809.003692,717,1.273188,1
"GM61FL","GMB",2013,"banjul","6-11 months",4,53.527159,248,0,0
"GM81FL","GMB",2019,"banjul","6-11 months",4,34.682641,203,0,0
"TD71FL","TCD",2014,"barhelgazal","6-11 months",4,136.586001,485,0,0
"GM61FL","GMB",2013,"basse","6-11 months",4,600.606333,626,1.235487,2
"GM81FL","GMB",2019,"basse","6-11 months",4,450.166564,774,1.547413,3
"TD71FL","TCD",2014,"batha","6-11 months",4,459.760437,424,1.50173,1
"GN52FL","GIN",2005,"boke","6-11 months",4,348.621228,378,2.493693,2
"GN62FL","GIN",2012,"boke","6-11 months",4,320.75357,328,0,0
"GN71FL","GIN",2018,"boke","6-11 months",4,282.76441,376,0,0
"TD71FL","TCD",2014,"borkoutibesti","6-11 months",4,32.883745,243,0,0
"BF43FL","BFA",2003,"boucledumouhoun","6-11 months",4,418.789869,406,0.651485,1
"BF62FL","BFA",2010,"boucledumouhoun","6-11 months",4,831.956396,622,0,0
"BF81FL","BFA",2021,"boucledumouhoun","6-11 months",4,604.245563,517,1.370084,1
"MR71FL","MRT",2020,"brakna","6-11 months",4,493.51023,540,1.881156,2
"GM61FL","GMB",2013,"brikama","6-11 months",4,1096.892304,578,0,0
"GM81FL","GMB",2019,"brikama","6-11 months",4,1383.223863,619,0,0
"SN6DFL","SEN",2012,"center","6-11 months",4,944.989522,1130,0,0
"SN71FL","SEN",2014,"center","6-11 months",4,863.565769,1110,0,0
"SN7AFL","SEN",2015,"center","6-11 months",4,1027.789422,1184,0.747943,1
"SN7IFL","SEN",2016,"center","6-11 months",4,919.790415000001,1086,0,0
"SN81FL","SEN",2018,"center","6-11 months",4,1003.824939,1128,0,0
"SN8BFL","SEN",2019,"center","6-11 months",4,933.716396000001,991,0,0
"BF62FL","BFA",2010,"centre","6-11 months",4,652.865222,464,1.905791,1
"BF81FL","BFA",2021,"centre","6-11 months",4,986.627181,598,2.630994,2
"BF43FL","BFA",2003,"centreest","6-11 months",4,405.868699,339,0,0
"BF62FL","BFA",2010,"centreest","6-11 months",4,557.228037,540,2.183544,2
"BF81FL","BFA",2021,"centreest","6-11 months",4,686.300672,626,2.220982,2
"BF43FL","BFA",2003,"centrenord","6-11 months",4,527.942179,463,3.45868,3
"BF62FL","BFA",2010,"centrenord","6-11 months",4,580.557636,538,6.702147,6
"BF81FL","BFA",2021,"centrenord","6-11 months",4,612.195024,475,0,0
"BF43FL","BFA",2003,"centreouest","6-11 months",4,376.35311,517,0,0
"BF62FL","BFA",2010,"centreouest","6-11 months",4,611.478818,664,0,0
"BF81FL","BFA",2021,"centreouest","6-11 months",4,570.847182,499,0,0
"BF43FL","BFA",2003,"centresud","6-11 months",4,276.454724,320,0,0
"BF62FL","BFA",2010,"centresud","6-11 months",4,327.804096,474,0,0
"BF81FL","BFA",2021,"centresud","6-11 months",4,252.3162,374,0,0
"TD71FL","TCD",2014,"charibaguirmi","6-11 months",4,386.441912,425,0.829042,1
"SN4AFL","SEN",2005,"dakar","6-11 months",4,780.611385,311,0,0
"SN5AFL","SEN",2008,"dakar","6-11 months",4,1114.848282,379,3.53045,1
"SN61FL","SEN",2010,"dakar","6-11 months",4,936.129037,320,0,0
"SN7ZFL","SEN",2017,"dakar","6-11 months",4,988.900501,351,0,0
"SN8SFL","SEN",2023,"dakar","6-11 months",4,908.748199,307,0,0
"NI51FL","NER",2006,"diffa","6-11 months",4,98.880062,329,0,0
"NI61FL","NER",2012,"diffa","6-11 months",4,114.71094,362,0,0
"SN4AFL","SEN",2005,"diourbel","6-11 months",4,493.99424,460,0,0
"SN5AFL","SEN",2008,"diourbel","6-11 months",4,733.893999,528,0,0
"SN61FL","SEN",2010,"diourbel","6-11 months",4,564.269987,442,1.162646,1
"SN7ZFL","SEN",2017,"diourbel","6-11 months",4,679.080952,470,0,0
"SN8SFL","SEN",2023,"diourbel","6-11 months",4,537.022497,383,0,0
"NI51FL","NER",2006,"dosso","6-11 months",4,649.015896,705,3.471791,4
"NI61FL","NER",2012,"dosso","6-11 months",4,607.101321,668,0.838789,1
"MR71FL","MRT",2020,"easternbasinregion","6-11 months",4,1016.147059,640,0,0
"BF43FL","BFA",2003,"est","6-11 months",4,463.217164,393,1.599782,1
"BF62FL","BFA",2010,"est","6-11 months",4,802.5408,715,0.557558,1
"BF81FL","BFA",2021,"est","6-11 months",4,429.45036,347,0.553576,1
"CM44FL","CMR",2004,"farnorth","6-11 months",4,655.17244,398,1.57786,1
"CM61FL","CMR",2011,"farnorth","6-11 months",4,1052.035818,699,5.117978,3
"CM71FL","CMR",2018,"farnorth","6-11 months",4,1024.939156,688,0.791405,1
"SN4AFL","SEN",2005,"fatick","6-11 months",4,241.624452,369,0,0
"SN5AFL","SEN",2008,"fatick","6-11 months",4,361.886882,444,1.617196,2
"SN61FL","SEN",2010,"fatick","6-11 months",4,267.027363,364,1.910723,3
"SN7ZFL","SEN",2017,"fatick","6-11 months",4,286.773962,445,0,0
"SN8SFL","SEN",2023,"fatick","6-11 months",4,308.651891,410,0,0
"ML53FL","MLI",2006,"gao","6-11 months",4,275.620242,438,0.171144,1
"ML7AFL","MLI",2018,"gao","6-11 months",4,112.489882,273,0,0
"ML8AFL","MLI",2023,"gao","6-11 months",4,178.227911,445,0,0
"MR71FL","MRT",2020,"gorgol","6-11 months",4,503.652536,530,0,0
"TD71FL","TCD",2014,"guera","6-11 months",4,624.183978,551,1.629174,2
"MR71FL","MRT",2020,"guidimagha","6-11 months",4,485.819703,686,0,0
"TD71FL","TCD",2014,"hadjerlamis","6-11 months",4,651.01467,499,0,0
"BF43FL","BFA",2003,"hautsbassins","6-11 months",4,661.024327,399,0,0
"BF62FL","BFA",2010,"hautsbassins","6-11 months",4,766.723843,573,1.456932,1
"BF81FL","BFA",2021,"hautsbassins","6-11 months",4,579.407125,608,0,0
"GM61FL","GMB",2013,"janjanbureh","6-11 months",4,311.078027,440,0,0
"GM81FL","GMB",2019,"janjanbureh","6-11 months",4,208.984778,435,0,0
"SN61FL","SEN",2010,"kaffrine","6-11 months",4,230.602911,413,0,0
"SN7ZFL","SEN",2017,"kaffrine","6-11 months",4,321.483008,569,0,0
"SN8SFL","SEN",2023,"kaffrine","6-11 months",4,271.190787,522,0,0
"TD71FL","TCD",2014,"kanem","6-11 months",4,392.810432,526,0,0
"GM61FL","GMB",2013,"kanifing","6-11 months",4,556.573313,355,1.404684,1
"GM81FL","GMB",2019,"kanifing","6-11 months",4,548.879282,330,2.531174,1
"SN4AFL","SEN",2005,"kaolack","6-11 months",4,501.173741,474,2.366375,1
"SN5AFL","SEN",2008,"kaolack","6-11 months",4,683.340107,1516,2.497119,4
"SN61FL","SEN",2010,"kaolack","6-11 months",4,423.410968,498,0,0
"SN7ZFL","SEN",2017,"kaolack","6-11 months",4,363.179351,360,0,0
"SN8SFL","SEN",2023,"kaolack","6-11 months",4,367.79727,337,0,0
"ML41FL","MLI",2001,"kayes","6-11 months",4,924.005860000001,1011,3.248694,5
"ML53FL","MLI",2006,"kayes","6-11 months",4,961.168715,856,7.699751,5
"ML6AFL","MLI",2012,"kayes","6-11 months",4,701.969185,868,0.895601,1
"ML7AFL","MLI",2018,"kayes","6-11 months",4,826.080349,667,0,0
"ML8AFL","MLI",2023,"kayes","6-11 months",4,1178.151971,1205,3.868833,4
"SN61FL","SEN",2010,"kedougou","6-11 months",4,47.926376,194,0,0
"SN7ZFL","SEN",2017,"kedougou","6-11 months",4,66.223156,318,0,0
"SN8SFL","SEN",2023,"kedougou","6-11 months",4,58.427582,302,0.237741,1
"GM61FL","GMB",2013,"kerewan","6-11 months",4,394.999742,521,0,0
"GM81FL","GMB",2019,"kerewan","6-11 months",4,393.396087,481,0,0
"ML53FL","MLI",2006,"kidal","6-11 months",4,21.82637,136,0,0
"ML7AFL","MLI",2018,"kidal","6-11 months",4,1.849883,128,0,0
"ML8AFL","MLI",2023,"kidal","6-11 months",4,2.834431,97,0,0
"SN4AFL","SEN",2005,"kolda","6-11 months",4,377.937715,436,1.107695,1
"SN5AFL","SEN",2008,"kolda","6-11 months",4,601.616446999999,1099,0.809295,1
"SN61FL","SEN",2010,"kolda","6-11 months",4,290.755392,471,0,0
"SN7ZFL","SEN",2017,"kolda","6-11 months",4,279.692233,407,0,0
"SN8SFL","SEN",2023,"kolda","6-11 months",4,193.266392,297,0.874636,2
"ML41FL","MLI",2001,"koulikoro","6-11 months",4,998.354725,943,6.448665,5
"ML53FL","MLI",2006,"koulikoro","6-11 months",4,1294.493136,938,6.439692,3
"ML6AFL","MLI",2012,"koulikoro","6-11 months",4,1117.527341,926,0,0
"ML7AFL","MLI",2018,"koulikoro","6-11 months",4,989.687851,697,1.623906,1
"ML8AFL","MLI",2023,"koulikoro","6-11 months",4,1768.880842,1198,2.236981,2
"GM61FL","GMB",2013,"kuntaur","6-11 months",4,240.82326,458,0.210953,1
"GM81FL","GMB",2019,"kuntaur","6-11 months",4,237.200786,586,0,0
"GN52FL","GIN",2005,"labe","6-11 months",4,225.591665,230,0.65012,1
"GN62FL","GIN",2012,"labe","6-11 months",4,313.735684,402,0,0
"GN71FL","GIN",2018,"labe","6-11 months",4,324.239305,356,2.856531,2
"TD71FL","TCD",2014,"lac","6-11 months",4,509.619548,501,2.696923,2
"SN4AFL","SEN",2005,"louga","6-11 months",4,305.196839,433,0,0
"SN5AFL","SEN",2008,"louga","6-11 months",4,355.85874,454,0,0
"SN61FL","SEN",2010,"louga","6-11 months",4,335.322376,363,0,0
"SN7ZFL","SEN",2017,"louga","6-11 months",4,402.938666,445,0,0
"SN8SFL","SEN",2023,"louga","6-11 months",4,268.998621,340,0,0
"GM61FL","GMB",2013,"mansakonko","6-11 months",4,179.312864,377,0,0
"GM81FL","GMB",2019,"mansakonko","6-11 months",4,143.746993,340,0,0
"NI51FL","NER",2006,"maradi","6-11 months",4,1128.477073,738,1.803103,1
"NI61FL","NER",2012,"maradi","6-11 months",4,1425.369383,1213,7.460354,7
"SN4AFL","SEN",2005,"matam","6-11 months",4,186.436868,396,1.429994,3
"SN5AFL","SEN",2008,"matam","6-11 months",4,306.828188,480,0,0
"SN61FL","SEN",2010,"matam","6-11 months",4,209.902662,347,0,0
"SN7ZFL","SEN",2017,"matam","6-11 months",4,234.344453,470,0,0
"SN8SFL","SEN",2023,"matam","6-11 months",4,240.743201,458,0.175687,1
"ML41FL","MLI",2001,"mopti","6-11 months",4,796.092201,796,10.041097,7
"ML53FL","MLI",2006,"mopti","6-11 months",4,785.119637,965,4.30464,5
"ML6AFL","MLI",2012,"mopti","6-11 months",4,674.679036,784,2.131289,2
"ML7AFL","MLI",2018,"mopti","6-11 months",4,572.84167,403,2.7841,2
"ML8AFL","MLI",2023,"mopti","6-11 months",4,756.390051,868,0.830268,1
"TD71FL","TCD",2014,"ndjamena","6-11 months",4,592.249598,557,0.875473,1
"NI51FL","NER",2006,"niamey","6-11 months",4,283.533606,447,1.534473,2
"NI61FL","NER",2012,"niamey","6-11 months",4,330.219048,484,3.774116,5
"BF43FL","BFA",2003,"nord","6-11 months",4,561.707633,388,2.645311,2
"BF62FL","BFA",2010,"nord","6-11 months",4,587.373335,597,2.512599,2
"BF81FL","BFA",2021,"nord","6-11 months",4,381.543043,510,0,0
"SN6DFL","SEN",2012,"north","6-11 months",4,637.842884,741,0,0
"SN71FL","SEN",2014,"north","6-11 months",4,621.896991,748,2.112719,3
"SN7AFL","SEN",2015,"north","6-11 months",4,542.757816,642,0,0
"SN7IFL","SEN",2016,"north","6-11 months",4,544.067194,663,3.017018,3
"SN81FL","SEN",2018,"north","6-11 months",4,507.941566,660,0.730529,1
"SN8BFL","SEN",2019,"north","6-11 months",4,458.6497,595,1.967089,2
"MR71FL","MRT",2020,"northnouakchott","6-11 months",4,570.523818,250,0,0
"NG4BFL","NGA",2003,"northwest","6-11 months",4,734.869129,634,2.222537,2
"NG53FL","NGA",2008,"northwest","6-11 months",4,4179.65541400003,3847,17.829331,17
"NG61FL","NGA",2010,"northwest","6-11 months",4,1007.23328,772,0,0
"NG6AFL","NGA",2013,"northwest","6-11 months",4,4764.187896,4007,19.030927,19
"NG7BFL","NGA",2018,"northwest","6-11 months",4,6496.76382399999,5341,23.944868,19
"NG8BFL","NGA",2024,"northwest","6-11 months",4,5436.03189999999,4265,9.545573,7
"TD71FL","TCD",2014,"ouaddai","6-11 months",4,516.153371,405,1.469016,1
"BF43FL","BFA",2003,"ouagadougou","6-11 months",4,281.053423,139,0,0
"BF43FL","BFA",2003,"plateaucentral","6-11 months",4,294.048672,493,1.128215,2
"BF62FL","BFA",2010,"plateaucentral","6-11 months",4,350.236771,517,2.272762,3
"BF81FL","BFA",2021,"plateaucentral","6-11 months",4,387.263916,508,0,0
"BF43FL","BFA",2003,"sahel","6-11 months",4,429.135451,370,2.283391,2
"BF62FL","BFA",2010,"sahel","6-11 months",4,734.030111,634,3.851796,4
"BF81FL","BFA",2021,"sahel","6-11 months",4,166.869465,212,0,0
"SN4AFL","SEN",2005,"saintlouis","6-11 months",4,267.884992,339,1.006222,1
"SN5AFL","SEN",2008,"saintlouis","6-11 months",4,297.731469,674,0,0
"SN61FL","SEN",2010,"saintlouis","6-11 months",4,302.0186,325,0.644575,1
"SN7ZFL","SEN",2017,"saintlouis","6-11 months",4,331.64707,354,0,0
"SN8SFL","SEN",2023,"saintlouis","6-11 months",4,364.881412,319,0,0
"SN61FL","SEN",2010,"sedhiou","6-11 months",4,164.214543,381,0.3343,1
"SN7ZFL","SEN",2017,"sedhiou","6-11 months",4,174.231036,400,0,0
"SN8SFL","SEN",2023,"sedhiou","6-11 months",4,163.408219,381,0.441553,1
"ML41FL","MLI",2001,"segou","6-11 months",4,956.276042,779,3.828126,3
"ML53FL","MLI",2006,"segou","6-11 months",4,1090.701218,792,4.508311,3
"ML6AFL","MLI",2012,"segou","6-11 months",4,1003.494266,964,1.655424,2
"ML7AFL","MLI",2018,"segou","6-11 months",4,762.022371,613,0.583103,1
"ML8AFL","MLI",2023,"segou","6-11 months",4,1171.431531,970,4.71761,3
"ML41FL","MLI",2001,"sikasso","6-11 months",4,1157.657993,1013,4.345128,4
"ML53FL","MLI",2006,"sikasso","6-11 months",4,1214.260224,1313,4.705583,4
"ML6AFL","MLI",2012,"sikasso","6-11 months",4,1233.982177,908,0.711157,1
"ML7AFL","MLI",2018,"sikasso","6-11 months",4,833.31572,722,3.188999,3
"ML8AFL","MLI",2023,"sikasso","6-11 months",4,1375.443344,1018,0,0
"TD71FL","TCD",2014,"sila","6-11 months",4,194.772634,406,0,0
"SN6DFL","SEN",2012,"south","6-11 months",4,620.547067,1054,0,0
"SN71FL","SEN",2014,"south","6-11 months",4,510.892859,993,1.223653,2
"SN7AFL","SEN",2015,"south","6-11 months",4,650.783628000001,1185,2.165187,4
"SN7IFL","SEN",2016,"south","6-11 months",4,510.993815,1063,1.324081,2
"SN81FL","SEN",2018,"south","6-11 months",4,455.975819,981,1.510485,3
"SN8BFL","SEN",2019,"south","6-11 months",4,511.730371,977,0,0
"MR71FL","MRT",2020,"southnouakchott","6-11 months",4,457.843244,216,0,0
"MR71FL","MRT",2020,"tagant","6-11 months",4,138.340941,356,0.671192,2
"NI51FL","NER",2006,"tahoua","6-11 months",4,848.867077,643,3.978166,3
"NI61FL","NER",2012,"tahoua","6-11 months",4,1241.356917,852,3.262783,2
"SN4AFL","SEN",2005,"tambacounda","6-11 months",4,340.925471,462,0,0
"SN5AFL","SEN",2008,"tambacounda","6-11 months",4,196.92895,185,0,0
"SN61FL","SEN",2010,"tambacounda","6-11 months",4,292.762483,469,0.365087,1
"SN7ZFL","SEN",2017,"tambacounda","6-11 months",4,350.658867,490,0,0
"SN8SFL","SEN",2023,"tambacounda","6-11 months",4,258.719894,418,0,0
"SN4AFL","SEN",2005,"thies","6-11 months",4,564.047027,441,0,0
"SN5AFL","SEN",2008,"thies","6-11 months",4,1040.337879,397,1.781221,1
"SN61FL","SEN",2010,"thies","6-11 months",4,482.648035,319,0,0
"SN7ZFL","SEN",2017,"thies","6-11 months",4,647.600812,425,0,0
"SN8SFL","SEN",2023,"thies","6-11 months",4,576.74002,342,0,0
"NI51FL","NER",2006,"tillaberi","6-11 months",4,623.719435999999,596,2.029938,2
"NI61FL","NER",2012,"tillaberi","6-11 months",4,686.199987,655,2.191477,2
"MR71FL","MRT",2020,"tiriszemourandinchiri","6-11 months",4,96.917214,267,0,0
"ML53FL","MLI",2006,"tombouctou","6-11 months",4,313.896736,486,0,0
"ML7AFL","MLI",2018,"tombouctou","6-11 months",4,246.95086,628,0.43368,1
"ML8AFL","MLI",2023,"tombouctou","6-11 months",4,143.934475,874,0.540167,2
"MR71FL","MRT",2020,"trarza","6-11 months",4,312.605218,388,0,0
"TD71FL","TCD",2014,"wadifira","6-11 months",4,221.735541,402,0,0
"SN6DFL","SEN",2012,"west","6-11 months",4,873.424446,428,0,0
"SN71FL","SEN",2014,"west","6-11 months",4,880.461648,373,0,0
"SN7AFL","SEN",2015,"west","6-11 months",4,799.212632,400,0,0
"SN7IFL","SEN",2016,"west","6-11 months",4,867.14831,393,0,0
"SN81FL","SEN",2018,"west","6-11 months",4,899.512669,437,0,0
"SN8BFL","SEN",2019,"west","6-11 months",4,747.498923,358,0,0
"MR71FL","MRT",2020,"westernbasinregion","6-11 months",4,724.758544,611,0.916621,1
"MR71FL","MRT",2020,"westnouakchott","6-11 months",4,140.862518,119,0,0
"SN4AFL","SEN",2005,"ziguinchor","6-11 months",4,139.075851,240,0,0
"SN5AFL","SEN",2008,"ziguinchor","6-11 months",4,236.413904,292,0,0
"SN61FL","SEN",2010,"ziguinchor","6-11 months",4,146.266296,239,0,0
"SN7ZFL","SEN",2017,"ziguinchor","6-11 months",4,164.288258,253,0,0
"SN8SFL","SEN",2023,"ziguinchor","6-11 months",4,133.526337,178,0,0
"NI51FL","NER",2006,"zinder","6-11 months",4,947.711114,543,11.093705,6
"NI61FL","NER",2012,"zinder","6-11 months",4,1027.515246,694,0,0
"TD41FL","TCD",2004,"zone1","6-11 months",4,215.22073,558,0.936424,2
"TD41FL","TCD",2004,"zone2","6-11 months",4,423.834218,346,3.459316,3
"TD41FL","TCD",2004,"zone3","6-11 months",4,426.523439,441,0,0
"TD41FL","TCD",2004,"zone4","6-11 months",4,279.527753,259,0,0
"TD41FL","TCD",2004,"zone5","6-11 months",4,412.217399,305,1.831492,2
"MR71FL","MRT",2020,"adrar","<1 month",5,14.014644,37,0,0
"NI51FL","NER",2006,"agadez","<1 month",5,16.976045,57,0.999405,3
"NI61FL","NER",2012,"agadez","<1 month",5,12.943452,45,0,0
"BJ51FL","BEN",2006,"alibori","<1 month",5,154.005479,138,8.034173,6
"BJ61FL","BEN",2012,"alibori","<1 month",5,31.680263,40,0.928404,2
"BJ71FL","BEN",2017,"alibori","<1 month",5,159.21329,142,4.081587,4
"MR71FL","MRT",2020,"assaba","<1 month",5,101.673449,102,2.253297,2
"ML41FL","MLI",2001,"bamako","<1 month",5,101.351708,100,4.812658,5
"ML53FL","MLI",2006,"bamako","<1 month",5,141.276663,128,5.247052,5
