"svkey","iso3","survey_year","regkey","band","month","person_months_w","person_months_n","deaths_w","deaths_n"
"ML8AFL","MLI",2023,"bamako","6-11 months",6,901.032408,800,0.856988,1
"GM61FL","GMB",2013,"banjul","6-11 months",6,60.199832,283,0,0
"GM81FL","GMB",2019,"banjul","6-11 months",6,38.662389,229,0,0
"TD71FL","TCD",2014,"barhelgazal","6-11 months",6,117.265084,448,0.276849,1
"GM61FL","GMB",2013,"basse","6-11 months",6,565.641932,580,0,0
"GM81FL","GMB",2019,"basse","6-11 months",6,488.554306,831,0,0
"TD71FL","TCD",2014,"batha","6-11 months",6,414.373552,384,2.611751,2
"GN52FL","GIN",2005,"boke","6-11 months",6,203.270645,223,0,0
"GN62FL","GIN",2012,"boke","6-11 months",6,243.454238,248,0,0
"GN71FL","GIN",2018,"boke","6-11 months",6,222.406917,296,0.84131,1
"TD71FL","TCD",2014,"borkoutibesti","6-11 months",6,29.581589,206,0.085628,1
"BF43FL","BFA",2003,"boucledumouhoun","6-11 months",6,391.872156,376,1.09301,1
"BF62FL","BFA",2010,"boucledumouhoun","6-11 months",6,819.42534,619,3.265348,2
"BF81FL","BFA",2021,"boucledumouhoun","6-11 months",6,539.799778,478,0,0
"MR71FL","MRT",2020,"brakna","6-11 months",6,495.188914,538,0.599205,1
"GM61FL","GMB",2013,"brikama","6-11 months",6,1195.743879,636,0,0
"GM81FL","GMB",2019,"brikama","6-11 months",6,1556.866263,697,0,0
"SN6DFL","SEN",2012,"center","6-11 months",6,1056.455082,1271,3.129938,3
"SN71FL","SEN",2014,"center","6-11 months",6,977.604894000001,1279,0,0
"SN7AFL","SEN",2015,"center","6-11 months",6,1142.540356,1297,0,0
"SN7IFL","SEN",2016,"center","6-11 months",6,1036.382422,1223,3.4146,2
"SN81FL","SEN",2018,"center","6-11 months",6,1179.738559,1303,2.644659,2
"SN8BFL","SEN",2019,"center","6-11 months",6,1040.283539,1079,0.846594,1
"BF62FL","BFA",2010,"centre","6-11 months",6,583.497151,414,0,0
"BF81FL","BFA",2021,"centre","6-11 months",6,999.29765,605,0,0
"BF43FL","BFA",2003,"centreest","6-11 months",6,369.436523,316,1.679611,2
"BF62FL","BFA",2010,"centreest","6-11 months",6,535.86444,535,0.569569,1
"BF81FL","BFA",2021,"centreest","6-11 months",6,602.118669,548,0,0
"BF43FL","BFA",2003,"centrenord","6-11 months",6,504.40856,448,2.14294,2
"BF62FL","BFA",2010,"centrenord","6-11 months",6,602.265965,557,2.804673,3
"BF81FL","BFA",2021,"centrenord","6-11 months",6,549.608893,419,0,0
"BF43FL","BFA",2003,"centreouest","6-11 months",6,358.783869,508,0.873099,1
"BF62FL","BFA",2010,"centreouest","6-11 months",6,584.741617,632,1.279981,1
"BF81FL","BFA",2021,"centreouest","6-11 months",6,627.157036,537,0,0
"BF43FL","BFA",2003,"centresud","6-11 months",6,233.141452,279,1.170989,1
"BF62FL","BFA",2010,"centresud","6-11 months",6,326.181952,468,0.247964,1
"BF81FL","BFA",2021,"centresud","6-11 months",6,244.946022,360,0,0
"TD71FL","TCD",2014,"charibaguirmi","6-11 months",6,339.666081,372,0.588345,1
"SN4AFL","SEN",2005,"dakar","6-11 months",6,917.863555,373,0,0
"SN5AFL","SEN",2008,"dakar","6-11 months",6,1304.567093,449,0,0
"SN61FL","SEN",2010,"dakar","6-11 months",6,1158.133438,402,0,0
"SN7ZFL","SEN",2017,"dakar","6-11 months",6,1210.90522,430,0,0
"SN8SFL","SEN",2023,"dakar","6-11 months",6,1093.038815,367,0,0
"NI51FL","NER",2006,"diffa","6-11 months",6,104.45667,352,1.489807,3
"NI61FL","NER",2012,"diffa","6-11 months",6,90.746022,277,0.365699,1
"SN4AFL","SEN",2005,"diourbel","6-11 months",6,590.818349,538,1.251162,1
"SN5AFL","SEN",2008,"diourbel","6-11 months",6,695.67478,504,4.690641,4
"SN61FL","SEN",2010,"diourbel","6-11 months",6,658.64076,504,0,0
"SN7ZFL","SEN",2017,"diourbel","6-11 months",6,759.211064,529,0,0
"SN8SFL","SEN",2023,"diourbel","6-11 months",6,580.398883,409,0,0
"NI51FL","NER",2006,"dosso","6-11 months",6,627.293342,674,0.875346,1
"NI61FL","NER",2012,"dosso","6-11 months",6,540.508358,591,1.541805,2
"MR71FL","MRT",2020,"easternbasinregion","6-11 months",6,921.013385,587,3.449324,2
"BF43FL","BFA",2003,"est","6-11 months",6,361.555418,311,0,0
"BF62FL","BFA",2010,"est","6-11 months",6,732.36374,667,2.998616,3
"BF81FL","BFA",2021,"est","6-11 months",6,386.863,313,0,0
"CM44FL","CMR",2004,"farnorth","6-11 months",6,648.7127,391,6.31144,4
"CM61FL","CMR",2011,"farnorth","6-11 months",6,1088.407672,704,4.972103,4
"CM71FL","CMR",2018,"farnorth","6-11 months",6,878.986145,591,0.812345,1
"SN4AFL","SEN",2005,"fatick","6-11 months",6,266.881192,401,0,0
"SN5AFL","SEN",2008,"fatick","6-11 months",6,410.099489,500,1.392967,1
"SN61FL","SEN",2010,"fatick","6-11 months",6,303.912672,419,0,0
"SN7ZFL","SEN",2017,"fatick","6-11 months",6,289.494028,446,0,0
"SN8SFL","SEN",2023,"fatick","6-11 months",6,317.710319,417,0,0
"ML53FL","MLI",2006,"gao","6-11 months",6,214.854239,331,1.597733,2
"ML7AFL","MLI",2018,"gao","6-11 months",6,97.237208,224,0,0
"ML8AFL","MLI",2023,"gao","6-11 months",6,189.624452,464,0,0
"MR71FL","MRT",2020,"gorgol","6-11 months",6,502.677351,540,0,0
"TD71FL","TCD",2014,"guera","6-11 months",6,554.30294,464,0,0
"MR71FL","MRT",2020,"guidimagha","6-11 months",6,505.43187,732,0.371693,1
"TD71FL","TCD",2014,"hadjerlamis","6-11 months",6,620.577049,468,5.698989,5
"BF43FL","BFA",2003,"hautsbassins","6-11 months",6,607.114688,371,9.914954,4
"BF62FL","BFA",2010,"hautsbassins","6-11 months",6,737.500995,557,2.208337,2
"BF81FL","BFA",2021,"hautsbassins","6-11 months",6,543.399924,565,0,0
"GM61FL","GMB",2013,"janjanbureh","6-11 months",6,315.212133,449,0,0
"GM81FL","GMB",2019,"janjanbureh","6-11 months",6,240.351753,508,0,0
"SN61FL","SEN",2010,"kaffrine","6-11 months",6,230.351992,415,0,0
"SN7ZFL","SEN",2017,"kaffrine","6-11 months",6,338.975247,596,0,0
"SN8SFL","SEN",2023,"kaffrine","6-11 months",6,295.072848,575,0,0
"TD71FL","TCD",2014,"kanem","6-11 months",6,368.530783,497,0.63126,1
"GM61FL","GMB",2013,"kanifing","6-11 months",6,669.748325,427,3.167394,1
"GM81FL","GMB",2019,"kanifing","6-11 months",6,623.295532,375,0,0
"SN4AFL","SEN",2005,"kaolack","6-11 months",6,579.870594,538,0,0
"SN5AFL","SEN",2008,"kaolack","6-11 months",6,731.260464,1610,0.603807,1
"SN61FL","SEN",2010,"kaolack","6-11 months",6,480.645053,566,0.80863,1
"SN7ZFL","SEN",2017,"kaolack","6-11 months",6,405.770499,402,0,0
"SN8SFL","SEN",2023,"kaolack","6-11 months",6,389.480847,367,0,0
"ML41FL","MLI",2001,"kayes","6-11 months",6,904.034542000001,1020,3.772293,5
"ML53FL","MLI",2006,"kayes","6-11 months",6,864.485357000001,744,2.057903,2
"ML6AFL","MLI",2012,"kayes","6-11 months",6,628.354493,767,0.742724,1
"ML7AFL","MLI",2018,"kayes","6-11 months",6,759.64105,619,0,0
"ML8AFL","MLI",2023,"kayes","6-11 months",6,1170.577418,1196,0.758474,1
"SN61FL","SEN",2010,"kedougou","6-11 months",6,44.693672,184,0,0
"SN7ZFL","SEN",2017,"kedougou","6-11 months",6,66.576096,315,0,0
"SN8SFL","SEN",2023,"kedougou","6-11 months",6,51.135798,269,0,0
"GM61FL","GMB",2013,"kerewan","6-11 months",6,450.861474,584,0,0
"GM81FL","GMB",2019,"kerewan","6-11 months",6,420.470089,520,1.02917,1
"ML53FL","MLI",2006,"kidal","6-11 months",6,10.243639,78,0,0
"ML7AFL","MLI",2018,"kidal","6-11 months",6,1.457915,99,0,0
"ML8AFL","MLI",2023,"kidal","6-11 months",6,2.731153,94,0,0
"SN4AFL","SEN",2005,"kolda","6-11 months",6,353.943899,422,1.107695,1
"SN5AFL","SEN",2008,"kolda","6-11 months",6,595.405967999999,1106,1.18295,2
"SN61FL","SEN",2010,"kolda","6-11 months",6,288.427262,463,0.949802,1
"SN7ZFL","SEN",2017,"kolda","6-11 months",6,285.097179,414,0,0
"SN8SFL","SEN",2023,"kolda","6-11 months",6,200.374985,316,0,0
"ML41FL","MLI",2001,"koulikoro","6-11 months",6,1030.998046,938,4.784976,5
"ML53FL","MLI",2006,"koulikoro","6-11 months",6,1038.90091,779,9.44287,8
"ML6AFL","MLI",2012,"koulikoro","6-11 months",6,968.648933,816,0,0
"ML7AFL","MLI",2018,"koulikoro","6-11 months",6,876.461796,605,0,0
"ML8AFL","MLI",2023,"koulikoro","6-11 months",6,1707.179885,1150,1.33375,1
"GM61FL","GMB",2013,"kuntaur","6-11 months",6,229.307035,439,0.550611,1
"GM81FL","GMB",2019,"kuntaur","6-11 months",6,229.410829,578,0,0
"GN52FL","GIN",2005,"labe","6-11 months",6,139.441206,141,0,0
"GN62FL","GIN",2012,"labe","6-11 months",6,246.699853,326,0,0
"GN71FL","GIN",2018,"labe","6-11 months",6,225.056475,250,0,0
"TD71FL","TCD",2014,"lac","6-11 months",6,474.915344,461,0,0
"SN4AFL","SEN",2005,"louga","6-11 months",6,377.958639,544,1.763708,2
"SN5AFL","SEN",2008,"louga","6-11 months",6,375.176988,475,0,0
"SN61FL","SEN",2010,"louga","6-11 months",6,365.335682,393,0,0
"SN7ZFL","SEN",2017,"louga","6-11 months",6,418.510633,471,0.818702,1
"SN8SFL","SEN",2023,"louga","6-11 months",6,299.985219,385,0,0
"GM61FL","GMB",2013,"mansakonko","6-11 months",6,196.921399,418,0,0
"GM81FL","GMB",2019,"mansakonko","6-11 months",6,141.552152,335,0,0
"NI51FL","NER",2006,"maradi","6-11 months",6,1037.820391,690,19.4048,11
"NI61FL","NER",2012,"maradi","6-11 months",6,1321.082527,1139,4.228635,3
"SN4AFL","SEN",2005,"matam","6-11 months",6,194.751451,422,0.436651,1
"SN5AFL","SEN",2008,"matam","6-11 months",6,299.88225,462,0.680079,1
"SN61FL","SEN",2010,"matam","6-11 months",6,221.164921,381,0.569843,1
"SN7ZFL","SEN",2017,"matam","6-11 months",6,240.762888,487,0.55756,1
"SN8SFL","SEN",2023,"matam","6-11 months",6,221.441125,420,0,0
"ML41FL","MLI",2001,"mopti","6-11 months",6,782.08934,801,3.760716,4
"ML53FL","MLI",2006,"mopti","6-11 months",6,561.115058,704,1.670358,1
"ML6AFL","MLI",2012,"mopti","6-11 months",6,566.132851,653,1.000144,1
"ML7AFL","MLI",2018,"mopti","6-11 months",6,483.971445,341,0,0
"ML8AFL","MLI",2023,"mopti","6-11 months",6,761.452785,882,4.253236,5
"TD71FL","TCD",2014,"ndjamena","6-11 months",6,576.625354,536,5.339431,5
"NI51FL","NER",2006,"niamey","6-11 months",6,310.620305,502,0,0
"NI61FL","NER",2012,"niamey","6-11 months",6,313.303472,462,0,0
"BF43FL","BFA",2003,"nord","6-11 months",6,567.524307,388,1.566391,1
"BF62FL","BFA",2010,"nord","6-11 months",6,591.272054,600,1.983778,2
"BF81FL","BFA",2021,"nord","6-11 months",6,361.678669,495,0,0
"SN6DFL","SEN",2012,"north","6-11 months",6,705.835139,811,0,0
"SN71FL","SEN",2014,"north","6-11 months",6,663.206796,790,0,0
"SN7AFL","SEN",2015,"north","6-11 months",6,589.820418,712,0,0
"SN7IFL","SEN",2016,"north","6-11 months",6,618.60229,750,0,0
"SN81FL","SEN",2018,"north","6-11 months",6,570.648959,735,0,0
"SN8BFL","SEN",2019,"north","6-11 months",6,474.310378,627,1.09646,1
"MR71FL","MRT",2020,"northnouakchott","6-11 months",6,598.377358,263,0,0
"NG4BFL","NGA",2003,"northwest","6-11 months",6,640.174799,552,0,0
"NG53FL","NGA",2008,"northwest","6-11 months",6,3136.32727500001,2823,16.30765,14
"NG61FL","NGA",2010,"northwest","6-11 months",6,1036.535368,782,1.1724,2
"NG6AFL","NGA",2013,"northwest","6-11 months",6,4372.374109,3600,13.445964,15
"NG7BFL","NGA",2018,"northwest","6-11 months",6,5467.17755399999,4521,14.616047,13
"NG8BFL","NGA",2024,"northwest","6-11 months",6,5395.45582299999,4087,2.448284,3
"TD71FL","TCD",2014,"ouaddai","6-11 months",6,527.214398,406,1.532888,1
"BF43FL","BFA",2003,"ouagadougou","6-11 months",6,318.540792,154,0.988778,1
"BF43FL","BFA",2003,"plateaucentral","6-11 months",6,268.138294,449,1.06664,3
"BF62FL","BFA",2010,"plateaucentral","6-11 months",6,339.046786,507,1.66837,2
"BF81FL","BFA",2021,"plateaucentral","6-11 months",6,380.092588,509,0,0
"BF43FL","BFA",2003,"sahel","6-11 months",6,429.286055,374,2.213007,2
"BF62FL","BFA",2010,"sahel","6-11 months",6,673.602408,573,8.682325,7
"BF81FL","BFA",2021,"sahel","6-11 months",6,153.153096,218,0,0
"SN4AFL","SEN",2005,"saintlouis","6-11 months",6,312.47524,400,0,0
"SN5AFL","SEN",2008,"saintlouis","6-11 months",6,337.181568,765,0.512565,1
"SN61FL","SEN",2010,"saintlouis","6-11 months",6,332.909459,361,0,0
"SN7ZFL","SEN",2017,"saintlouis","6-11 months",6,369.6417,401,0,0
"SN8SFL","SEN",2023,"saintlouis","6-11 months",6,377.581122,332,0,0
"SN61FL","SEN",2010,"sedhiou","6-11 months",6,168.736446,393,0,0
"SN7ZFL","SEN",2017,"sedhiou","6-11 months",6,175.110991,401,0,0
"SN8SFL","SEN",2023,"sedhiou","6-11 months",6,146.188732,350,0.769803,2
"ML41FL","MLI",2001,"segou","6-11 months",6,872.723379,719,3.867518,4
"ML53FL","MLI",2006,"segou","6-11 months",6,888.707335,652,5.929491,4
"ML6AFL","MLI",2012,"segou","6-11 months",6,839.79842,791,3.27826,2
"ML7AFL","MLI",2018,"segou","6-11 months",6,660.582996,524,1.988794,1
"ML8AFL","MLI",2023,"segou","6-11 months",6,1185.993941,989,2.24329,2
"ML41FL","MLI",2001,"sikasso","6-11 months",6,1183.356988,1073,4.71347,4
"ML53FL","MLI",2006,"sikasso","6-11 months",6,1054.253823,1143,5.806368,7
"ML6AFL","MLI",2012,"sikasso","6-11 months",6,1004.949968,735,3.407191,3
"ML7AFL","MLI",2018,"sikasso","6-11 months",6,704.23873,624,0,0
"ML8AFL","MLI",2023,"sikasso","6-11 months",6,1387.330601,1019,5.300025,4
"TD71FL","TCD",2014,"sila","6-11 months",6,175.564115,351,0,0
"SN6DFL","SEN",2012,"south","6-11 months",6,605.89155,1029,0.431372,1
"SN71FL","SEN",2014,"south","6-11 months",6,501.464237,979,0.470238,1
"SN7AFL","SEN",2015,"south","6-11 months",6,638.744695,1159,0.722789,2
"SN7IFL","SEN",2016,"south","6-11 months",6,501.218539,1007,0.656051,1
"SN81FL","SEN",2018,"south","6-11 months",6,451.689347,970,0,0
"SN8BFL","SEN",2019,"south","6-11 months",6,481.08074,924,0,0
"MR71FL","MRT",2020,"southnouakchott","6-11 months",6,532.767951,250,0,0
"MR71FL","MRT",2020,"tagant","6-11 months",6,137.15713,357,0.837315,1
"NI51FL","NER",2006,"tahoua","6-11 months",6,819.2469,624,3.871069,2
"NI61FL","NER",2012,"tahoua","6-11 months",6,1120.335192,765,4.561154,4
"SN4AFL","SEN",2005,"tambacounda","6-11 months",6,377.313193,507,2.971496,4
"SN5AFL","SEN",2008,"tambacounda","6-11 months",6,220.424267,205,0,0
"SN61FL","SEN",2010,"tambacounda","6-11 months",6,295.718111,475,0,0
"SN7ZFL","SEN",2017,"tambacounda","6-11 months",6,346.118574,490,0,0
"SN8SFL","SEN",2023,"tambacounda","6-11 months",6,213.53116,345,0,0
"SN4AFL","SEN",2005,"thies","6-11 months",6,667.51189,510,0.597442,1
"SN5AFL","SEN",2008,"thies","6-11 months",6,1188.771186,462,0,0
"SN61FL","SEN",2010,"thies","6-11 months",6,590.887901,389,0,0
"SN7ZFL","SEN",2017,"thies","6-11 months",6,735.595909,485,0,0
"SN8SFL","SEN",2023,"thies","6-11 months",6,631.852206,374,0,0
"NI51FL","NER",2006,"tillaberi","6-11 months",6,585.319569,557,1.722216,2
"NI61FL","NER",2012,"tillaberi","6-11 months",6,619.846629,608,0,0
"MR71FL","MRT",2020,"tiriszemourandinchiri","6-11 months",6,97.72372,278,0,0
"ML53FL","MLI",2006,"tombouctou","6-11 months",6,275.491715,425,4.258195,7
"ML7AFL","MLI",2018,"tombouctou","6-11 months",6,221.923006,567,1.131849,2
"ML8AFL","MLI",2023,"tombouctou","6-11 months",6,142.568189,861,0,0
"MR71FL","MRT",2020,"trarza","6-11 months",6,356.818422,449,0,0
"TD71FL","TCD",2014,"wadifira","6-11 months",6,226.982402,412,0,0
"SN6DFL","SEN",2012,"west","6-11 months",6,1102.92527,534,0,0
"SN71FL","SEN",2014,"west","6-11 months",6,1015.298595,418,0,0
"SN7AFL","SEN",2015,"west","6-11 months",6,1031.84432,501,0,0
"SN7IFL","SEN",2016,"west","6-11 months",6,1076.520982,479,1.302174,1
"SN81FL","SEN",2018,"west","6-11 months",6,1006.400809,484,0,0
"SN8BFL","SEN",2019,"west","6-11 months",6,863.021851,415,0,0
"MR71FL","MRT",2020,"westernbasinregion","6-11 months",6,662.884015,566,0,0
"MR71FL","MRT",2020,"westnouakchott","6-11 months",6,159.067748,137,0,0
"SN4AFL","SEN",2005,"ziguinchor","6-11 months",6,158.913432,276,0,0
"SN5AFL","SEN",2008,"ziguinchor","6-11 months",6,257.099342,320,2.001945,3
"SN61FL","SEN",2010,"ziguinchor","6-11 months",6,177.893311,291,0,0
"SN7ZFL","SEN",2017,"ziguinchor","6-11 months",6,184.698964,289,0,0
"SN8SFL","SEN",2023,"ziguinchor","6-11 months",6,144.744641,192,0,0
"NI51FL","NER",2006,"zinder","6-11 months",6,883.745431,503,1.083906,1
"NI61FL","NER",2012,"zinder","6-11 months",6,864.896186,590,3.712396,2
"TD41FL","TCD",2004,"zone1","6-11 months",6,216.966783,550,2.73971,6
"TD41FL","TCD",2004,"zone2","6-11 months",6,334.442906,273,0,0
"TD41FL","TCD",2004,"zone3","6-11 months",6,389.587586,416,1.792328,3
"TD41FL","TCD",2004,"zone4","6-11 months",6,262.943697,245,0.210462,1
"TD41FL","TCD",2004,"zone5","6-11 months",6,407.367842,286,5.768701,4
"MR71FL","MRT",2020,"adrar","<1 month",7,15.416493,43,0.179352,1
"NI51FL","NER",2006,"agadez","<1 month",7,15.946502,51,0.252725,1
"NI61FL","NER",2012,"agadez","<1 month",7,16.476009,62,0.318424,1
"BJ51FL","BEN",2006,"alibori","<1 month",7,161.498376,145,4.083565,4
"BJ61FL","BEN",2012,"alibori","<1 month",7,48.269554,57,1.168065,2
"BJ71FL","BEN",2017,"alibori","<1 month",7,121.46639,111,4.724202,5
"MR71FL","MRT",2020,"assaba","<1 month",7,70.493214,78,0,0
"ML41FL","MLI",2001,"bamako","<1 month",7,91.544741,86,2.511115,2
"ML53FL","MLI",2006,"bamako","<1 month",7,87.750526,86,0.207537,1
"ML6AFL","MLI",2012,"bamako","<1 month",7,82.249782,116,0.778277,1
"ML7AFL","MLI",2018,"bamako","<1 month",7,118.916331,110,2.744259,3
"ML8AFL","MLI",2023,"bamako","<1 month",7,108.572261,96,2.152474,2
"GM61FL","GMB",2013,"banjul","<1 month",7,5.949702,28,0,0
"GM81FL","GMB",2019,"banjul","<1 month",7,3.798774,22,0.276061,1
"TD71FL","TCD",2014,"barhelgazal","<1 month",7,23.853797,83,0.192028,1
"GM61FL","GMB",2013,"basse","<1 month",7,90.1039139999999,93,1.063182,1
"GM81FL","GMB",2019,"basse","<1 month",7,54.993541,89,1.742986,2
"TD71FL","TCD",2014,"batha","<1 month",7,79.547668,76,0.890696,1
"GN52FL","GIN",2005,"boke","<1 month",7,90.8648109999998,99,2.061961,2
"GN62FL","GIN",2012,"boke","<1 month",7,52.24221,54,3.417301,3
"GN71FL","GIN",2018,"boke","<1 month",7,35.386945,49,0.728741,1
"TD71FL","TCD",2014,"borkoutibesti","<1 month",7,5.791814,45,0.096112,1
"BF43FL","BFA",2003,"boucledumouhoun","<1 month",7,56.611087,54,0,0
"BF62FL","BFA",2010,"boucledumouhoun","<1 month",7,140.945129,101,3.940803,3
"BF81FL","BFA",2021,"boucledumouhoun","<1 month",7,98.956528,86,0,0
"MR71FL","MRT",2020,"brakna","<1 month",7,101.633038,106,5.747146,5
"GM61FL","GMB",2013,"brikama","<1 month",7,120.028518,66,0,0
"GM81FL","GMB",2019,"brikama","<1 month",7,153.301149,68,0,0
"SN6DFL","SEN",2012,"center","<1 month",7,143.065424,178,2.951709,3
"SN71FL","SEN",2014,"center","<1 month",7,128.183023,168,4.59785,5
"SN7AFL","SEN",2015,"center","<1 month",7,140.974515,165,7.911966,9
"SN7IFL","SEN",2016,"center","<1 month",7,128.07734,156,4.778417,4
"SN81FL","SEN",2018,"center","<1 month",7,164.647142,182,3.223727,5
"SN8BFL","SEN",2019,"center","<1 month",7,146.3552,155,2.658528,4
"BF62FL","BFA",2010,"centre","<1 month",7,99.0485089999999,68,0.843644,1
"BF81FL","BFA",2021,"centre","<1 month",7,143.30595,88,0,0
"BF43FL","BFA",2003,"centreest","<1 month",7,83.561312,68,0.840459,1
"BF62FL","BFA",2010,"centreest","<1 month",7,79.046097,77,2.093622,2
"BF81FL","BFA",2021,"centreest","<1 month",7,100.376009,93,1.941496,2
"BF43FL","BFA",2003,"centrenord","<1 month",7,82.04407,71,2.604556,2
"BF62FL","BFA",2010,"centrenord","<1 month",7,123.081098,109,3.002454,3
"BF81FL","BFA",2021,"centrenord","<1 month",7,97.222397,73,0,0
"BF43FL","BFA",2003,"centreouest","<1 month",7,46.409931,67,1.113637,2
"BF62FL","BFA",2010,"centreouest","<1 month",7,91.127746,93,2.023258,2
"BF81FL","BFA",2021,"centreouest","<1 month",7,107.87007,91,0.736084,1
"BF43FL","BFA",2003,"centresud","<1 month",7,54.434327,66,0,0
"BF62FL","BFA",2010,"centresud","<1 month",7,50.490963,73,1.088537,1
"BF81FL","BFA",2021,"centresud","<1 month",7,34.008694,53,1.569411,3
"TD71FL","TCD",2014,"charibaguirmi","<1 month",7,79.593108,89,1.524654,2
"SN4AFL","SEN",2005,"dakar","<1 month",7,97.591603,36,2.950824,2
"SN5AFL","SEN",2008,"dakar","<1 month",7,163.94107,54,0,0
"SN61FL","SEN",2010,"dakar","<1 month",7,103.734115,38,0.362041,1
"SN7ZFL","SEN",2017,"dakar","<1 month",7,130.604586,42,7.11972,2
"SN8SFL","SEN",2023,"dakar","<1 month",7,126.975628,40,16.867552,4
"NI51FL","NER",2006,"diffa","<1 month",7,16.768482,60,0,0
"NI61FL","NER",2012,"diffa","<1 month",7,15.218083,47,0.631778,2
"SN4AFL","SEN",2005,"diourbel","<1 month",7,50.828366,49,0,0
"SN5AFL","SEN",2008,"diourbel","<1 month",7,124.405344,88,5.475748,4
"SN61FL","SEN",2010,"diourbel","<1 month",7,91.436478,71,10.740964,7
"SN7ZFL","SEN",2017,"diourbel","<1 month",7,90.283012,64,3.439452,2
"SN8SFL","SEN",2023,"diourbel","<1 month",7,91.674458,64,3.20261,2
"NI51FL","NER",2006,"dosso","<1 month",7,81.48144,94,0.875346,1
"NI61FL","NER",2012,"dosso","<1 month",7,78.5292579999999,87,2.814685,3
"MR71FL","MRT",2020,"easternbasinregion","<1 month",7,195.372862,121,0,0
"BF43FL","BFA",2003,"est","<1 month",7,79.039257,68,0.805146,1
"BF62FL","BFA",2010,"est","<1 month",7,144.844448,132,2.607813,2
"BF81FL","BFA",2021,"est","<1 month",7,58.87509,49,1.138425,1
"CM44FL","CMR",2004,"farnorth","<1 month",7,134.29732,82,4.73358,3
"CM61FL","CMR",2011,"farnorth","<1 month",7,170.799487,111,8.482491,5
"CM71FL","CMR",2018,"farnorth","<1 month",7,136.345515,97,3.903563,2
"SN4AFL","SEN",2005,"fatick","<1 month",7,30.11087,46,0.731813,1
"SN5AFL","SEN",2008,"fatick","<1 month",7,45.489343,57,0,0
"SN61FL","SEN",2010,"fatick","<1 month",7,37.835118,56,0,0
"SN7ZFL","SEN",2017,"fatick","<1 month",7,37.319414,56,0,0
"SN8SFL","SEN",2023,"fatick","<1 month",7,43.805582,58,2.418756,3
"ML53FL","MLI",2006,"gao","<1 month",7,62.47589,102,2.550978,5
"ML7AFL","MLI",2018,"gao","<1 month",7,23.537264,52,0.965803,1
"ML8AFL","MLI",2023,"gao","<1 month",7,29.383672,75,1.343102,3
"MR71FL","MRT",2020,"gorgol","<1 month",7,73.107372,82,2.987173,4
"TD71FL","TCD",2014,"guera","<1 month",7,104.269578,90,2.408449,3
"MR71FL","MRT",2020,"guidimagha","<1 month",7,85.673959,109,5.50834,4
"TD71FL","TCD",2014,"hadjerlamis","<1 month",7,125.102144,98,1.729256,2
"BF43FL","BFA",2003,"hautsbassins","<1 month",7,108.247164,65,3.200392,2
"BF62FL","BFA",2010,"hautsbassins","<1 month",7,101.867535,78,4.273918,4
"BF81FL","BFA",2021,"hautsbassins","<1 month",7,101.247649,101,1.130805,1
"GM61FL","GMB",2013,"janjanbureh","<1 month",7,49.976109,68,0,0
"GM81FL","GMB",2019,"janjanbureh","<1 month",7,19.68618,44,0.751142,2
"SN61FL","SEN",2010,"kaffrine","<1 month",7,32.599915,57,0.921075,2
"SN7ZFL","SEN",2017,"kaffrine","<1 month",7,55.9340559999999,96,1.183022,2
"SN8SFL","SEN",2023,"kaffrine","<1 month",7,31.72572,62,1.302543,3
"TD71FL","TCD",2014,"kanem","<1 month",7,86.241434,113,0.473217,1
"GM61FL","GMB",2013,"kanifing","<1 month",7,57.665822,37,3.802663,2
"GM81FL","GMB",2019,"kanifing","<1 month",7,60.068483,37,1.254687,1
"SN4AFL","SEN",2005,"kaolack","<1 month",7,79.764677,72,3.162167,3
"SN5AFL","SEN",2008,"kaolack","<1 month",7,120.406863,267,3.475684,6
"SN61FL","SEN",2010,"kaolack","<1 month",7,62.296218,73,0.942837,1
"SN7ZFL","SEN",2017,"kaolack","<1 month",7,42.652887,40,1.197112,1
"SN8SFL","SEN",2023,"kaolack","<1 month",7,48.703292,44,0,0
"ML41FL","MLI",2001,"kayes","<1 month",7,154.78089,184,14.844253,18
"ML53FL","MLI",2006,"kayes","<1 month",7,196.768623,171,15.292326,14
"ML6AFL","MLI",2012,"kayes","<1 month",7,121.264771,153,4.297957,5
"ML7AFL","MLI",2018,"kayes","<1 month",7,118.891789,97,2.772546,2
"ML8AFL","MLI",2023,"kayes","<1 month",7,178.609849,183,3.494991,4
"SN61FL","SEN",2010,"kedougou","<1 month",7,6.472052,29,0.10688,1
"SN7ZFL","SEN",2017,"kedougou","<1 month",7,10.676411,52,0.218175,1
"SN8SFL","SEN",2023,"kedougou","<1 month",7,8.579298,43,0,0
"GM61FL","GMB",2013,"kerewan","<1 month",7,67.234909,86,0.380512,1
"GM81FL","GMB",2019,"kerewan","<1 month",7,49.229924,61,1.687951,3
"ML53FL","MLI",2006,"kidal","<1 month",7,6.253779,33,0,0
"ML7AFL","MLI",2018,"kidal","<1 month",7,0.241094,19,0.019359,1
"ML8AFL","MLI",2023,"kidal","<1 month",7,0.659386,23,0,0
"SN4AFL","SEN",2005,"kolda","<1 month",7,47.457574,54,0,0
"SN5AFL","SEN",2008,"kolda","<1 month",7,84.7655299999999,153,0.637525,1
"SN61FL","SEN",2010,"kolda","<1 month",7,47.997863,71,1.764743,3
"SN7ZFL","SEN",2017,"kolda","<1 month",7,41.525761,59,1.54329,2
