"iso3","country","year","series","pfpr_pct","exposure_source","status","ihme_under5_deaths","attributable_under5_deaths","counterfactual_under5_deaths","attributable_fraction","ihme_malaria_deaths","previous_map_gamma1_deaths","map_population_coverage","any_current_pfpr_outside_observed_support","any_zero_below_observed_support","temporal_transport_from_pre2016_fit"
"TZA","Tanzania",2005,"map_full",21.5102815877522,"MAP","estimated",143205.034385894,35328.9569685281,107876.077417366,0.246701920222493,17905.7678371295,32474.6613126968,0.982661834291151,FALSE,TRUE,FALSE
"UGA","Uganda",2005,"map_full",41.7907617391782,"MAP","estimated",137915.902947265,44853.4887613395,93062.4141859259,0.325223471715876,44154.0043335441,40328.8581209795,0.972005626882908,FALSE,TRUE,FALSE
"ZMB","Zambia",2005,"map_full",20.8670520447216,"MAP","estimated",52399.241167066,14110.1790334468,38289.0621336191,0.269282125450232,3742.04847209806,13032.6397945098,0.999994981989078,FALSE,TRUE,FALSE
"ZWE","Zimbabwe",2005,"map_full",4.09485353977597,"MAP","estimated",28517.2506942995,1842.73443142731,26674.5162628722,0.06461823585945,363.485138105732,1706.28449341475,0.993374399109765,FALSE,TRUE,FALSE
"AGO","Angola",2005,"snow_full",20.1035553415068,"MAP","estimated",96551.420798192,18648.9714215507,77902.4493766414,0.193150667979604,17036.3618753842,24014.9981133368,0.998084957706995,FALSE,TRUE,FALSE
"BDI","Burundi",2005,"snow_full",32.7108667147613,"MAP","estimated",39965.5290915808,9712.35059216713,30253.1784994136,0.243018191249547,9544.83585622456,11359.6605912383,0.903118502531811,FALSE,TRUE,FALSE
"BEN","Benin",2005,"snow_full",56.789331963267,"MAP","estimated",35764.568969811,10812.0197226836,24952.5492471274,0.302310919273487,7882.71211201263,10738.4789435372,1,FALSE,TRUE,FALSE
"BFA","Burkina Faso",2005,"snow_full",53.1839944402602,"MAP","estimated",88292.8538201055,28216.1711090276,60076.6827110779,0.31957480009104,24966.6794975544,28950.5098974106,1,FALSE,TRUE,FALSE
"BWA","Botswana",2005,"snow_full",0.0739687942020688,"MAP","estimated",2386.55814676257,1.67174771991464,2384.88639904266,0.000700484805778736,1.01106893548783,2.26855548489891,0.500006041684288,FALSE,TRUE,FALSE
"CAF","Central African Republic",2005,"snow_full",57.137610295232,"MAP","estimated",27492.8570841914,7947.99157227902,19544.8655119123,0.289092965054155,3752.68743335549,7858.3138610342,1,FALSE,TRUE,FALSE
"CIV","Cote d'Ivoire",2005,"snow_full",62.0559536355424,"MAP","estimated",80769.9833548921,23477.1823633774,57292.8009915147,0.290667168522518,18927.1407480006,21625.8928876256,0.999044906250652,FALSE,TRUE,FALSE
"CMR","Cameroon",2005,"snow_full",48.6084683420969,"MAP","estimated",89440.1172170792,26529.6668255521,62910.450391527,0.296619320848633,20518.3763959582,28045.6295002086,0.994188327616715,FALSE,TRUE,FALSE
"COD","Democratic Republic of the Congo",2005,"snow_full",64.5181086884157,"MAP","estimated",291364.155661708,94685.6974826531,196678.458179055,0.324973733531551,90901.2946546033,89693.9915482513,0.967925701459564,FALSE,TRUE,FALSE
"COG","Congo",2005,"snow_full",32.8294542135053,"MAP","estimated",10371.3261694714,2381.57651073034,7989.74965874108,0.229630856441546,1798.4947973644,2773.49396963213,0.999999884856155,FALSE,TRUE,FALSE
"COM","Comoros",2005,"snow_full",1.49344288730066,"MAP","estimated",1294.11415854412,17.9510713847894,1276.16308715933,0.0138713198262079,6.01667570728837,24.578096789962,0.977875023773357,FALSE,TRUE,FALSE
"CPV","Cape Verde",2005,"snow_full",,"MAP","missing_MAP_no_estimate",487.882790929842,,,,0.360636598851271,,,,TRUE,FALSE
"DJI","Djibouti",2005,"snow_full",0.180218583070353,"MAP","estimated",1827.74449858499,2.63737611050256,1825.10712247448,0.0014429676098297,3.15105029062501,3.58479236620103,0.900748542924068,FALSE,TRUE,FALSE
"ERI","Eritrea",2005,"snow_full",0.264051516629705,"MAP","estimated",12881.6351925552,48.9029638237878,12832.7322287314,0.00379633199456313,20.5491549999896,72.102501604516,0.951453885431987,FALSE,TRUE,FALSE
"ETH","Ethiopia",2005,"snow_full",10.282958677834,"MAP","estimated",324374.02190096,31068.7480344278,293305.273866532,0.0957806295718525,31593.2561718979,41246.9303430137,0.827728262514435,FALSE,TRUE,FALSE
"GAB","Gabon",2005,"snow_full",13.5729851145187,"MAP","estimated",2434.17926397405,296.609130791112,2137.57013318294,0.12185180244567,247.587005011858,385.909397130943,0.999284909726468,FALSE,TRUE,FALSE
"GHA","Ghana",2005,"snow_full",33.4717058296969,"MAP","estimated",57379.9146584327,12787.3418278937,44592.572830539,0.222853970836544,14365.2438310093,14589.0752268959,0.999730304961018,FALSE,TRUE,FALSE
"GIN","Guinea",2005,"snow_full",42.9604000479577,"MAP","estimated",47244.174690902,12999.7084749175,34244.4662159845,0.275160028934126,9581.37694548418,14142.3271503897,0.996935005435981,FALSE,TRUE,FALSE
"GMB","The Gambia",2005,"snow_full",6.80021050223797,"MAP","estimated",5244.84227075379,361.72916953526,4883.11310121853,0.0689685505991912,309.032888877776,493.199308849682,0.99989435444155,FALSE,TRUE,FALSE
"GNB","Guinea-Bissau",2005,"snow_full",5.47134440577292,"MAP","estimated",7767.24982587559,474.140894955292,7293.1089309203,0.0610436004486109,322.64768526346,663.88795543468,0.996068689009789,FALSE,TRUE,FALSE
"GNQ","Equatorial Guinea",2005,"snow_full",33.9046533846217,"MAP","estimated",2828.61147410932,628.129885480467,2200.48158862886,0.222062977269882,795.294411262496,714.863251913439,0.967788791016353,FALSE,TRUE,FALSE
"KEN","Kenya",2005,"snow_full",12.1603957572431,"MAP","estimated",82551.3260242614,9418.20561442818,73133.1204098333,0.114089089394642,5380.61737522306,12349.5305604762,0.822215895130027,FALSE,TRUE,FALSE
"LBR","Liberia",2005,"snow_full",42.3245620053839,"MAP","estimated",18341.6145030929,4690.19432847525,13651.4201746177,0.255713275823366,4318.96062855385,5060.86295335511,0.999979141849584,FALSE,TRUE,FALSE
"LSO","Lesotho",2005,"snow_full",,"MAP","missing_MAP_no_estimate",4720.58173459787,,,,,,0,,TRUE,FALSE
"MDG","Madagascar",2005,"snow_full",16.612555436176,"MAP","estimated",62155.6370120644,9627.93074612502,52527.7062659394,0.154900363168287,5743.20514220464,12471.3450748798,0.965066759112986,FALSE,TRUE,FALSE
"MLI","Mali",2005,"snow_full",38.5111391906618,"MAP","estimated",87830.0017542328,23665.3676035337,64164.6341506991,0.269445145518208,19914.3514175643,26731.8077474102,0.977670801796849,FALSE,TRUE,FALSE
"MOZ","Mozambique",2005,"snow_full",44.2928156950409,"MAP","estimated",99135.6037445077,25494.7235352229,73640.8802092848,0.257170204974269,12272.1178087967,27261.7967064724,0.999790945132115,FALSE,TRUE,FALSE
"MRT","Mauritania",2005,"snow_full",4.08661106779518,"MAP","estimated",7861.39012005786,290.232050614584,7571.15806944327,0.0369186678414642,254.427955607677,392.432128455988,0.840119682930452,FALSE,TRUE,FALSE
"MWI","Malawi",2005,"snow_full",32.2108258478265,"MAP","estimated",61511.0868799983,15009.6096473187,46501.4772326796,0.244014703830561,8465.6610118672,17582.5299711906,0.999764978481837,FALSE,TRUE,FALSE
"NAM","Namibia",2005,"snow_full",4.5353951282014,"MAP","estimated",3618.47879220969,168.367819446928,3450.11097276277,0.0465300003441808,68.1857539029271,227.467802426499,0.611389973186959,FALSE,TRUE,FALSE
"NER","Niger",2005,"snow_full",26.7916282649868,"MAP","estimated",124960.908948674,33432.4536912105,91528.4552574634,0.267543297920012,19061.3616023064,41338.5242118454,0.952363358910006,FALSE,TRUE,FALSE
"NGA","Nigeria",2005,"snow_full",44.911076588637,"MAP","estimated",913193.381854743,268100.582897503,645092.79895724,0.29358577079586,141101.592555906,290072.650447731,0.999968748812492,FALSE,TRUE,FALSE
"RWA","Rwanda",2005,"snow_full",4.897431879853,"MAP","estimated",38267.9806795348,2285.76003911616,35982.2206404186,0.0597303541636457,2841.50458808531,3193.51356552961,0.814603360177058,FALSE,TRUE,FALSE
"SEN","Senegal",2005,"snow_full",5.44994687087531,"MAP","estimated",38522.3642175266,2387.57378446182,36134.7904330648,0.0619789006453435,4355.85191330994,3308.86339471412,0.99558981120801,FALSE,TRUE,FALSE
"SLE","Sierra Leone",2005,"snow_full",40.7926668056115,"MAP","estimated",37841.2524673903,10056.8396878448,27784.4127795455,0.265763922494671,6759.19690523862,11178.5290427355,0.99816935916103,FALSE,TRUE,FALSE
"SOM","Somalia",2005,"snow_full",9.00565355096317,"MAP","estimated",91196.3495631419,10017.3714539686,81178.9781091733,0.109843995970835,2834.75713714953,13697.6539352942,0.983183349547194,FALSE,TRUE,FALSE
"SSD","South Sudan",2005,"snow_full",35.4180105817913,"MAP","estimated",37611.7230423069,9154.48156252052,28457.2414797864,0.243394368086334,4727.21749013014,10410.301717289,0.998944588913762,FALSE,TRUE,FALSE
"STP","Sao Tome and Principe",2005,"snow_full",,"MAP","missing_MAP_no_estimate",413.742464346307,,,,39.3306059836189,,,,TRUE,FALSE
"SWZ","Swaziland",2005,"snow_full",2.77619052188256,"MAP","estimated",3247.7077903365,89.0548909327763,3158.65289940372,0.0274208446947591,2.47884157083843,122.9469738783,0.0274046526925583,FALSE,TRUE,FALSE
"TCD","Chad",2005,"snow_full",17.2544300153994,"MAP","estimated",77646.949864827,14270.6825380454,63376.2673267816,0.183789351196522,3943.23764594159,18795.7454310331,0.941951498070144,FALSE,TRUE,FALSE
"TGO","Togo",2005,"snow_full",54.7789048030301,"MAP","estimated",22148.2394810415,6638.15106377266,15510.0884172688,0.299714614764519,3282.74509670263,6684.11665155544,1,FALSE,TRUE,FALSE
"TZA","Tanzania",2005,"snow_full",21.5102815877522,"MAP","estimated",143205.034385894,26198.8256806262,117006.208705268,0.182946261582036,17905.7678371295,32474.6613126968,0.982661834291151,FALSE,TRUE,FALSE
"UGA","Uganda",2005,"snow_full",41.7907617391782,"MAP","estimated",137915.902947265,36832.5903261951,101083.31262107,0.267065577928883,44154.0043335441,40328.8581209795,0.972005626882908,FALSE,TRUE,FALSE
"ZMB","Zambia",2005,"snow_full",20.8670520447216,"MAP","estimated",52399.241167066,10346.9167255457,42052.3244415202,0.19746310242464,3742.04847209806,13032.6397945098,0.999994981989078,FALSE,TRUE,FALSE
"ZWE","Zimbabwe",2005,"snow_full",4.09485353977597,"MAP","estimated",28517.2506942995,1248.81073365534,27268.4399606441,0.043791414082739,363.485138105732,1706.28449341475,0.993374399109765,FALSE,TRUE,FALSE
"AGO","Angola",2015,"map_matched",12.001303326479,"MAP","estimated",77321.0488630936,12697.429087393,64623.6197757006,0.164216979387791,6832.55631081913,12839.0388844565,0.998084957706995,FALSE,TRUE,FALSE
"BDI","Burundi",2015,"map_matched",16.717817650048,"MAP","estimated",39468.6283250787,8088.71320626229,31379.9151188164,0.204940317146078,7621.7837339771,8034.40932554586,0.903118502531811,FALSE,TRUE,FALSE
"BEN","Benin",2015,"map_matched",36.3793100261877,"MAP","estimated",38817.0754924682,12270.6648423177,26546.4106501505,0.316115129402228,7298.77480376705,11828.6272004272,1,FALSE,TRUE,FALSE
"BFA","Burkina Faso",2015,"map_matched",39.2003452509794,"MAP","estimated",55253.1036656593,15862.2866927277,39390.8169729317,0.287084084700681,13545.8717646912,14934.344384126,1,FALSE,TRUE,FALSE
"BWA","Botswana",2015,"map_matched",0.0668556239324968,"MAP","estimated",2000.78906689539,1.76597900025582,1999.02308789513,0.000882641268625121,0.518384167820944,1.70026200689591,0.500006041684288,FALSE,TRUE,FALSE
"CAF","Central African Republic",2015,"map_matched",36.7348327663838,"MAP","estimated",28150.8022278888,7779.14297148622,20371.6592564026,0.276338233934217,2950.93257259004,7484.69883671562,1,FALSE,TRUE,FALSE
"CIV","Cote d'Ivoire",2015,"map_matched",21.3567298975211,"MAP","estimated",77900.2697353517,17267.5347684826,60632.734966869,0.221662066474803,12113.9747572197,16746.1663912467,0.999044906250652,FALSE,TRUE,FALSE
"CMR","Cameroon",2015,"map_matched",25.339889009207,"MAP","estimated",86832.2296518058,23241.7311868448,63590.4984649609,0.267662494445246,12490.1867607554,22692.2599158856,0.994188327616715,FALSE,TRUE,FALSE
"COD","Democratic Republic of the Congo",2015,"map_matched",31.2906693790223,"MAP","estimated",248211.14235586,73090.4714858054,175120.670870055,0.294468937985933,72887.450903449,71147.3987223138,0.967925701459564,FALSE,TRUE,FALSE
"COG","Congo",2015,"map_matched",19.1216915715156,"MAP","estimated",9147.10580862238,1912.4566380204,7234.64917060198,0.209077786792152,1162.69867040741,1877.30067356812,0.999999884856155,FALSE,TRUE,FALSE
"COM","Comoros",2015,"map_matched",0.242446595277091,"MAP","estimated",1091.49777195399,3.31482493491524,1088.18294701908,0.00303695071129743,0.566885759376502,3.23778208902262,0.977875023773357,FALSE,TRUE,FALSE
"CPV","Cape Verde",2015,"map_matched",,"MAP","missing_MAP_no_estimate",297.674343911655,,,,0.0236627273474872,,,,TRUE,FALSE
"DJI","Djibouti",2015,"map_matched",0.446388006068223,"MAP","estimated",1975.83391624404,9.4976701418142,1966.33624610222,0.00480691725338372,15.5983083618225,9.15241597180649,0.900244405140964,FALSE,TRUE,FALSE
"ERI","Eritrea",2015,"map_matched",0.437883754324056,"MAP","estimated",12707.9072451884,105.723768934395,12602.183476254,0.00831952633069655,22.6752348843585,110.921587008119,0.941587510523092,FALSE,TRUE,FALSE
"ETH","Ethiopia",2015,"map_matched",4.44168903034584,"MAP","estimated",222280.681072972,11700.8735252726,210579.8075477,0.0526400831092978,11813.4580723826,11460.1289214996,0.827586281480413,FALSE,TRUE,FALSE
"GAB","Gabon",2015,"map_matched",16.5336880312919,"MAP","estimated",2235.68864689905,392.267302352182,1843.42134454687,0.175457035529641,307.793775942293,379.100663887335,0.999284909726468,FALSE,TRUE,FALSE
"GHA","Ghana",2015,"map_matched",27.1359006682193,"MAP","estimated",45615.0682451127,10168.9437966443,35446.1244484684,0.222929487729832,9488.9556894683,9643.33092275288,0.999730304961018,FALSE,TRUE,FALSE
"GIN","Guinea",2015,"map_matched",37.0047253732389,"MAP","estimated",45918.3793797175,13922.2341263484,31996.1452533691,0.303195241522351,8411.25835546664,13256.395283172,0.996935005435981,FALSE,TRUE,FALSE
"GMB","The Gambia",2015,"map_matched",16.1615436677223,"MAP","estimated",4466.05170786417,750.433773347225,3715.61793451694,0.168030695216941,380.221418593574,726.451644086098,0.99989435444155,FALSE,TRUE,FALSE
"GNB","Guinea-Bissau",2015,"map_matched",5.43390998716656,"MAP","estimated",5858.71311364054,441.493715569764,5417.21939807078,0.0753567732377708,240.020921747807,447.303594539874,0.996068689009789,FALSE,TRUE,FALSE
"GNQ","Equatorial Guinea",2015,"map_matched",34.4631748290858,"MAP","estimated",2397.90491647383,602.522937318738,1795.3819791551,0.251270570896848,720.251418626558,565.858656569197,0.967788791016353,FALSE,TRUE,FALSE
"KEN","Kenya",2015,"map_matched",5.61238811543549,"MAP","estimated",58800.8181651058,3950.43862625934,54850.3795388465,0.0671833955637653,2218.91481903351,3856.80849649151,0.822215895130027,FALSE,TRUE,FALSE
"LBR","Liberia",2015,"map_matched",33.370745219075,"MAP","estimated",16738.7379224384,4362.15465270381,12376.5832697346,0.260602362789629,2549.96903104348,4098.46234528327,0.999979141849584,FALSE,TRUE,FALSE
"LSO","Lesotho",2015,"map_matched",,"MAP","missing_MAP_no_estimate",3209.90050536875,,,,,,0,,TRUE,FALSE
"MDG","Madagascar",2015,"map_matched",6.1292538325627,"MAP","estimated",64918.4040198667,5824.01955916576,59094.384460701,0.0897129195810708,3397.67118195632,5890.98312653028,0.965066759112986,FALSE,TRUE,FALSE
"MLI","Mali",2015,"map_matched",29.3609132094117,"MAP","estimated",87968.261234185,24657.9249068637,63310.3363273213,0.280304789033178,17514.868481058,23913.9342656264,0.97767054940682,FALSE,TRUE,FALSE
"MOZ","Mozambique",2015,"map_matched",34.6327854633793,"MAP","estimated",74024.3876125815,18937.3892668685,55086.998345713,0.255826355038293,6527.55341006905,17838.8693067979,0.999790945132115,FALSE,TRUE,FALSE
"MRT","Mauritania",2015,"map_matched",6.4035707842887,"MAP","estimated",6687.89899376322,463.926712228393,6223.97228153482,0.0693680799696627,382.678216987015,447.907046700647,0.840119682930452,FALSE,TRUE,FALSE
"MWI","Malawi",2015,"map_matched",18.220052663991,"MAP","estimated",39889.0024103965,8272.18685370666,31616.8155566899,0.207380138730936,4821.92982126994,8136.2127097837,0.999764978481837,FALSE,TRUE,FALSE
"NAM","Namibia",2015,"map_matched",0.747527078008077,"MAP","estimated",2917.63286683462,32.0838218498926,2885.54904498473,0.0109965246877345,8.80805539286492,31.8982872823856,0.611389973186959,FALSE,TRUE,FALSE
"NER","Niger",2015,"map_matched",24.4675094266675,"MAP","estimated",130781.033490802,40784.1799890819,89996.8535017202,0.311850877000068,23833.605476099,40558.7211205351,0.952363358910006,FALSE,TRUE,FALSE
"NGA","Nigeria",2015,"map_matched",24.7148386742744,"MAP","estimated",864459.156359802,239346.080042664,625113.076317138,0.276873786669736,131749.412498181,236788.087657324,0.999968748812492,FALSE,TRUE,FALSE
"RWA","Rwanda",2015,"map_matched",3.51517020020461,"MAP","estimated",24192.851240852,1271.40838948547,22921.4428513665,0.0525530611017264,2258.86330735559,1281.34175860812,0.814603360177058,FALSE,TRUE,FALSE
"SEN","Senegal",2015,"map_matched",3.7940130969993,"MAP","estimated",25792.154911383,1208.34648229745,24583.8084290855,0.0468493806139542,1477.05079283071,1192.30646290114,0.99558981120801,FALSE,TRUE,FALSE
"SLE","Sierra Leone",2015,"map_matched",39.4884460983626,"MAP","estimated",30658.3071959905,9052.40117598918,21605.9060200013,0.295267482255937,5877.6609699097,8584.40865239291,0.99816935916103,FALSE,TRUE,FALSE
"SOM","Somalia",2015,"map_matched",3.06207942936047,"MAP","estimated",74992.4241087959,3876.27624238062,71116.1478664152,0.0516889044252934,1156.96102925527,3952.9915019971,0.983183349547194,FALSE,TRUE,FALSE
"SSD","South Sudan",2015,"map_matched",26.9542365045867,"MAP","estimated",37596.1477230602,9836.84901778863,27759.2987052715,0.261645131577006,4239.80271119919,9532.80304383181,0.998944588913762,FALSE,TRUE,FALSE
"STP","Sao Tome and Principe",2015,"map_matched",,"MAP","missing_MAP_no_estimate",246.668713665251,,,,1.97586382035857,,,,TRUE,FALSE
"SWZ","Swaziland",2015,"map_matched",1.50976317944939,"MAP","estimated",2182.78050307361,44.1370763478657,2138.64342672574,0.0202205747603644,1.1775372350791,43.3916279735447,0.0264825648638429,FALSE,TRUE,FALSE
"TCD","Chad",2015,"map_matched",15.4351335502291,"MAP","estimated",80419.5352387475,16111.8952646406,64307.6399741069,0.200348027588172,3813.80248648943,16164.6085007125,0.941951498070144,FALSE,TRUE,FALSE
"TGO","Togo",2015,"map_matched",35.5367930048613,"MAP","estimated",19215.9012241169,5614.19543837944,13601.7057857374,0.292164045438231,2690.54017770444,5374.49401822495,1,FALSE,TRUE,FALSE
"TZA","Tanzania",2015,"map_matched",10.3871042581125,"MAP","estimated",105515.469734238,12226.3219778902,93289.1477563475,0.115872317193723,9239.79602778234,11768.5183063765,0.982661834291151,FALSE,TRUE,FALSE
"UGA","Uganda",2015,"map_matched",22.5283221289013,"MAP","estimated",102980.329081345,23831.6280008997,79148.7010804458,0.231419225530681,20152.3749939553,23021.8512873042,0.972005626882908,FALSE,TRUE,FALSE
"ZMB","Zambia",2015,"map_matched",18.7741653137543,"MAP","estimated",40792.1955819214,8819.30215029064,31972.8934316307,0.21620072233129,3116.41915303928,8620.16202187501,0.999994981989078,FALSE,TRUE,FALSE
"ZWE","Zimbabwe",2015,"map_matched",6.83446267073993,"MAP","estimated",28833.3741163462,2472.96553346055,26360.4085828856,0.085767469442939,786.280022691115,2414.62297877854,0.993374399109765,FALSE,TRUE,FALSE
"AGO","Angola",2015,"snow_matched",12.001303326479,"MAP","estimated",77321.0488630936,9541.62003479581,67779.4288282978,0.123402620309645,6832.55631081913,12839.0388844565,0.998084957706995,FALSE,TRUE,FALSE
"BDI","Burundi",2015,"snow_matched",16.717817650048,"MAP","estimated",39468.6283250787,6223.31819083067,33245.310134248,0.157677589896792,7621.7837339771,8034.40932554586,0.903118502531811,FALSE,TRUE,FALSE
"BEN","Benin",2015,"snow_matched",36.3793100261877,"MAP","estimated",38817.0754924682,10261.534231337,28555.5412611312,0.264356191216108,7298.77480376705,11828.6272004272,1,FALSE,TRUE,FALSE
"BFA","Burkina Faso",2015,"snow_matched",39.2003452509794,"MAP","estimated",55253.1036656593,13607.262929477,41645.8407361823,0.246271467605071,13545.8717646912,14934.344384126,1,FALSE,TRUE,FALSE
"BWA","Botswana",2015,"snow_matched",0.0668556239324968,"MAP","estimated",2000.78906689539,1.26725903378472,1999.5218078616,0.000633379627444244,0.518384167820944,1.70026200689591,0.500006041684288,FALSE,TRUE,FALSE
"CAF","Central African Republic",2015,"snow_matched",36.7348327663838,"MAP","estimated",28150.8022278888,6575.70042470525,21575.1018031835,0.233588384852164,2950.93257259004,7484.69883671562,1,FALSE,TRUE,FALSE
"CIV","Cote d'Ivoire",2015,"snow_matched",21.3567298975211,"MAP","estimated",77900.2697353517,13552.6156057305,64347.6541296212,0.173973923989896,12113.9747572197,16746.1663912467,0.999044906250652,FALSE,TRUE,FALSE
"CMR","Cameroon",2015,"snow_matched",25.339889009207,"MAP","estimated",86832.2296518058,18504.341037288,68327.8886145178,0.213104524800177,12490.1867607554,22692.2599158856,0.994188327616715,FALSE,TRUE,FALSE
"COD","Democratic Republic of the Congo",2015,"snow_matched",31.2906693790223,"MAP","estimated",248211.14235586,59543.9216967715,188667.220659089,0.239892218905319,72887.450903449,71147.3987223138,0.967925701459564,FALSE,TRUE,FALSE
"COG","Congo",2015,"snow_matched",19.1216915715156,"MAP","estimated",9147.10580862238,1482.09261153444,7665.01319708794,0.162028585056638,1162.69867040741,1877.30067356812,0.999999884856155,FALSE,TRUE,FALSE
"COM","Comoros",2015,"snow_matched",0.242446595277091,"MAP","estimated",1091.49777195399,2.37040839930464,1089.12736355469,0.00217170246262725,0.566885759376502,3.23778208902262,0.977875023773357,FALSE,TRUE,FALSE
"CPV","Cape Verde",2015,"snow_matched",,"MAP","missing_MAP_no_estimate",297.674343911655,,,,0.0236627273474872,,,,TRUE,FALSE
"DJI","Djibouti",2015,"snow_matched",0.446388006068223,"MAP","estimated",1975.83391624404,6.80240356568581,1969.03151267835,0.00344280129506879,15.5983083618225,9.15241597180649,0.900244405140964,FALSE,TRUE,FALSE
"ERI","Eritrea",2015,"snow_matched",0.437883754324056,"MAP","estimated",12707.9072451884,75.8740676717519,12632.0331775167,0.00597061862412318,22.6752348843585,110.921587008119,0.941587510523092,FALSE,TRUE,FALSE
"ETH","Ethiopia",2015,"snow_matched",4.44168903034584,"MAP","estimated",222280.681072972,8533.92832703918,213746.752745933,0.0383925777348036,11813.4580723826,11460.1289214996,0.827586281480413,FALSE,TRUE,FALSE
"GAB","Gabon",2015,"snow_matched",16.5336880312919,"MAP","estimated",2235.68864689905,299.943760781965,1935.74488611709,0.134161687137426,307.793775942293,379.100663887335,0.999284909726468,FALSE,TRUE,FALSE
"GHA","Ghana",2015,"snow_matched",27.1359006682193,"MAP","estimated",45615.0682451127,8244.79768531019,37370.2705598025,0.180747239947264,9488.9556894683,9643.33092275288,0.999730304961018,FALSE,TRUE,FALSE
"GIN","Guinea",2015,"snow_matched",37.0047253732389,"MAP","estimated",45918.3793797175,11733.8184972603,34184.5608824572,0.255536424755513,8411.25835546664,13256.395283172,0.996935005435981,FALSE,TRUE,FALSE
"GMB","The Gambia",2015,"snow_matched",16.1615436677223,"MAP","estimated",4466.05170786417,576.657368989221,3889.39433887495,0.129120172964813,380.221418593574,726.451644086098,0.99989435444155,FALSE,TRUE,FALSE
"GNB","Guinea-Bissau",2015,"snow_matched",5.43390998716656,"MAP","estimated",5858.71311364054,323.491229132421,5535.22188450812,0.0552154070113542,240.020921747807,447.303594539874,0.996068689009789,FALSE,TRUE,FALSE
"GNQ","Equatorial Guinea",2015,"snow_matched",34.4631748290858,"MAP","estimated",2397.90491647383,504.982563873128,1892.92235260071,0.210593239291454,720.251418626558,565.858656569197,0.967788791016353,FALSE,TRUE,FALSE
"KEN","Kenya",2015,"snow_matched",5.61238811543549,"MAP","estimated",58800.8181651058,2878.94248088215,55921.8756842237,0.0489609255571651,2218.91481903351,3856.80849649151,0.822215895130027,FALSE,TRUE,FALSE
"LBR","Liberia",2015,"snow_matched",33.370745219075,"MAP","estimated",16738.7379224384,3619.05170856092,13119.6862138775,0.216208158902444,2549.96903104348,4098.46234528327,0.999979141849584,FALSE,TRUE,FALSE
"LSO","Lesotho",2015,"snow_matched",,"MAP","missing_MAP_no_estimate",3209.90050536875,,,,,,0,,TRUE,FALSE
"MDG","Madagascar",2015,"snow_matched",6.1292538325627,"MAP","estimated",64918.4040198667,4272.15789045348,60646.2461294133,0.0658081164340714,3397.67118195632,5890.98312653028,0.965066759112986,FALSE,TRUE,FALSE
"MLI","Mali",2015,"snow_matched",29.3609132094117,"MAP","estimated",87968.261234185,20037.7928437458,67930.4683904393,0.227784345883592,17514.868481058,23913.9342656264,0.97767054940682,FALSE,TRUE,FALSE
"MOZ","Mozambique",2015,"snow_matched",34.6327854633793,"MAP","estimated",74024.3876125815,15855.8810096833,58168.5066028982,0.214198070677296,6527.55341006905,17838.8693067979,0.999790945132115,FALSE,TRUE,FALSE
"MRT","Mauritania",2015,"snow_matched",6.4035707842887,"MAP","estimated",6687.89899376322,341.798262052676,6346.10073171054,0.0511069713181105,382.678216987015,447.907046700647,0.840119682930452,FALSE,TRUE,FALSE
"MWI","Malawi",2015,"snow_matched",18.220052663991,"MAP","estimated",39889.0024103965,6401.18216053217,33487.8202498644,0.16047486208539,4821.92982126994,8136.2127097837,0.999764978481837,FALSE,TRUE,FALSE
"NAM","Namibia",2015,"snow_matched",0.747527078008077,"MAP","estimated",2917.63286683462,23.1851867768158,2894.44768005781,0.00794657444408684,8.80805539286492,31.8982872823856,0.611389973186959,FALSE,TRUE,FALSE
"NER","Niger",2015,"snow_matched",24.4675094266675,"MAP","estimated",130781.033490802,32385.5251168435,98395.5083739586,0.247631665329524,23833.605476099,40558.7211205351,0.952363358910006,FALSE,TRUE,FALSE
"NGA","Nigeria",2015,"snow_matched",24.7148386742744,"MAP","estimated",864459.156359802,190256.251280712,674202.90507909,0.22008703347174,131749.412498181,236788.087657324,0.999968748812492,FALSE,TRUE,FALSE
"RWA","Rwanda",2015,"snow_matched",3.51517020020461,"MAP","estimated",24192.851240852,924.633330104092,23268.2179107479,0.0382192789472768,2258.86330735559,1281.34175860812,0.814603360177058,FALSE,TRUE,FALSE
"SEN","Senegal",2015,"snow_matched",3.7940130969993,"MAP","estimated",25792.154911383,880.186138045713,24911.9687733373,0.0341261186228862,1477.05079283071,1192.30646290114,0.99558981120801,FALSE,TRUE,FALSE
"SLE","Sierra Leone",2015,"snow_matched",39.4884460983626,"MAP","estimated",30658.3071959905,7718.08564914731,22940.2215468432,0.251745329571121,5877.6609699097,8584.40865239291,0.99816935916103,FALSE,TRUE,FALSE
"SOM","Somalia",2015,"snow_matched",3.06207942936047,"MAP","estimated",74992.4241087959,2814.59902211817,72177.8250866777,0.0375317781171451,1156.96102925527,3952.9915019971,0.983183349547194,FALSE,TRUE,FALSE
"SSD","South Sudan",2015,"snow_matched",26.9542365045867,"MAP","estimated",37596.1477230602,7927.40000000395,29668.7477230562,0.210856709533077,4239.80271119919,9532.80304383181,0.998944588913762,FALSE,TRUE,FALSE
"STP","Sao Tome and Principe",2015,"snow_matched",,"MAP","missing_MAP_no_estimate",246.668713665251,,,,1.97586382035857,,,,TRUE,FALSE
