"iso3","country","year","map_matched","snow_matched","map_full","snow_full","pfpr_pct","previous_map_gamma1","ihme_malaria","matched_snow_minus_map","matched_snow_vs_map_percent","full_snow_minus_map","full_snow_vs_map_percent","map_gamma2_minus_previous","map_gamma2_vs_previous_percent"
"GIN","Guinea",2024,10135.7215799808,7957.8781452584,10787.5204895068,7948.68837091944,21.3998882059171,9965.44612532933,7062.92867541533,-2177.84343472241,-21.48681194069,-2838.83211858732,-26.3158908606358,822.074364177432,8.2492479898913
"GMB","The Gambia",2024,356.136102455959,263.218318293172,373.083936291486,262.741577291111,7.44118125415429,347.202407323794,125.250703961608,-92.9177841627869,-26.090526493106,-110.342359000376,-29.5757464385082,25.8815289676922,7.45430573687114
"GNB","Guinea-Bissau",2024,427.900424001758,314.830495708027,459.726766975333,314.374838864651,6.4586512545087,429.211971208823,243.753822660091,-113.069928293731,-26.4243552825427,-145.351928110681,-31.6170252750327,30.5147957665097,7.10949316734306
"GNQ","Equatorial Guinea",2024,489.911835450192,386.12207278862,516.926536419611,385.612389858881,22.7935103595535,469.629522414182,718.459783286752,-103.789762661571,-21.1853960552303,-131.314146560731,-25.4028642967823,47.2970140054291,10.0711330416993
"KEN","Kenya",2024,2193.66802988953,1592.05818732951,2311.80718171011,1589.01884601003,4.56636270936913,2134.02691116835,2762.50881132626,-601.60984256002,-27.424835224057,-722.788335700081,-31.2650787409275,177.780270541756,8.330741735793
"LBR","Liberia",2024,2543.4895598666,1941.09083630005,2669.44645302497,1938.04126825288,15.076632247439,2459.58577139001,2689.78371276534,-602.398723566541,-23.6839471673765,-731.405184772094,-27.3991330278709,209.86068163496,8.53235874414575
"LSO","Lesotho",2024,,,,,,,,,,,,,
"MDG","Madagascar",2024,7189.70279425051,5351.56169487666,7728.0493521416,5344.2065365125,9.56229188686996,7188.30107010822,4898.31220543322,-1838.14109937385,-25.5663015840347,-2383.8428156291,-30.846630333287,539.748282033384,7.50870444586509
"MLI","Mali",2024,18654.9499462754,14433.1409601858,19907.9857492141,14415.6777480066,17.8255590399717,18542.5466539217,12944.5842730324,-4221.80898608953,-22.6310389373757,-5492.30800120752,-27.5884666103115,1365.43909529242,7.36381642056505
"MOZ","Mozambique",2024,16841.2149810129,13331.7224584953,17755.44062374,13313.5110032717,24.0344454120773,16165.6115090219,10284.9934524545,-3509.49252251758,-20.8387133973069,-4441.92962046833,-25.0172874590858,1589.82911471811,9.83463640599578
