"iso3","country","year","map_matched","snow_matched","map_full","snow_full","pfpr_pct","previous_map_gamma1","ihme_malaria","matched_snow_minus_map","matched_snow_vs_map_percent","full_snow_minus_map","full_snow_vs_map_percent","map_gamma2_minus_previous","map_gamma2_vs_previous_percent"
"MRT","Mauritania",2024,165.335748892621,120.000089963716,172.010945607465,119.755773736428,2.77377496776398,159.224016466713,192.831907593039,-45.3356589289053,-27.4203608309471,-52.2551718710373,-30.3789806436419,12.7869291407525,8.03077916541923
"MWI","Malawi",2024,7131.52275413545,5539.39633435708,7547.091931447,5531.93353768218,19.1757235989892,6973.68042027351,5556.77907078908,-1592.12641977837,-22.3251958195762,-2015.15839376482,-26.7011242485084,573.411511173485,8.22250915752454
"NAM","Namibia",2024,32.4911253872222,23.4657248143308,34.9945389614559,23.4275502364138,0.94567686375632,32.2878392719497,11.0131110529254,-9.02540057289144,-27.7780485142594,-11.5669887250421,-33.0536965718633,2.70669968950617,8.38303135341001
"NER","Niger",2024,34432.676016036,26635.6720854068,37159.2378384172,26609.3295030091,17.3368601964551,34770.335062814,20343.4978323923,-7797.00393062922,-22.6441997334102,-10549.9083354081,-28.3910783673313,2388.90277560322,6.87051985920633
"NGA","Nigeria",2024,196851.604858561,156537.837657324,210621.69857261,156375.99335922,24.7045606738025,194354.195983394,138110.850542117,-40313.7672012371,-20.4792677358169,-54245.7052133906,-25.7550411856971,16267.5025892165,8.37002901167436
"RWA","Rwanda",2024,844.311263560119,612.513650942314,916.233137136765,611.601518902096,2.95274596542956,850.789430694682,2147.105688144,-231.797612617805,-27.4540471769153,-304.631618234669,-33.2482646487383,65.4437064420831,7.69211559065177
"SEN","Senegal",2024,1735.06457104369,1279.96871758278,1804.28844018576,1277.51491562522,6.76968783303698,1678.78977996224,766.297572416344,-455.095853460901,-26.2293323865837,-526.773524560541,-29.1956381711511,125.498660223524,7.47554349695567
"SLE","Sierra Leone",2024,7566.71132755309,6150.86663461584,8019.32327761276,6144.31038476525,30.8209909320081,7250.2965830168,6200.18547588636,-1415.84469293724,-18.7114934301993,-1875.01289284751,-23.3811860170534,769.026694595956,10.6068308487867
"SOM","Somalia",2024,3776.28256820175,2740.17006231188,4129.19148039365,2736.35863495248,3.00562461766305,3830.32950678629,1200.23039386064,-1036.11250588987,-27.437366965451,-1392.83284544117,-33.7313697379901,298.861973607355,7.80251341504312
"SSD","South Sudan",2024,9862.75636202618,7814.30940732571,10539.1751864342,7806.62154069856,23.1223019010464,9620.77790744836,4779.0227833698,-2048.44695470047,-20.7695179674867,-2732.55364573559,-25.9275853887777,918.397278985793,9.54597734009401
"STP","Sao Tome and Principe",2024,,,,,,,2.34744035019355,,,,,,
"SWZ","Swaziland",2024,34.4007813096194,24.6698029969839,36.9255200726506,24.6273160840627,2.08854269781645,33.8605252246948,0.481067001536171,-9.73097831263551,-28.2870851829009,-12.2982039885879,-33.3054320274739,3.0649948479558,9.05182311147514
"TCD","Chad",2024,17507.0230140076,13300.1025418601,18832.158476162,13284.0076841123,15.0510808013007,17480.2232312217,4884.19831764987,-4206.9204721475,-24.0299019929402,-5548.15079204972,-29.4610455783528,1351.93524494033,7.73408455405546
"TGO","Togo",2024,3447.18957747298,2699.59484288301,3683.45824965038,2696.51579071344,20.9673047922131,3415.61347458147,1863.65613692523,-747.594734589968,-21.6870792217353,-986.94245893694,-26.7939092028698,267.844775068907,7.84177650844196
"TZA","Tanzania",2024,8899.26931975386,6610.30028156183,9251.65540575795,6597.6507383678,8.82121978993696,8570.97450694477,9939.76533484766,-2288.96903819203,-25.7208648929319,-2654.00466739015,-28.6868084790359,680.680898813176,7.94169785782985
"UGA","Uganda",2024,21665.1827554184,17019.0880282397,22843.4563955451,16996.3848698353,21.8964090477387,20998.7728833006,26093.0901265167,-4646.09472717868,-21.4449828539605,-5847.07152570988,-25.5962645252325,1844.68351224454,8.78472052865304
"ZMB","Zambia",2024,6365.30887185638,4847.32052650804,6778.89305479772,4840.7901377398,14.2728881701827,6296.72183593524,4717.79275413367,-1517.98834534835,-23.8478348169401,-1938.10291705792,-28.5902565712589,482.171218862484,7.65749593877159
"ZWE","Zimbabwe",2024,1051.48977387968,764.410775245482,1112.29010486462,762.991866271297,3.38446214555114,1027.74926088376,275.192339219123,-287.078998634193,-27.3021198841487,-349.298238593319,-31.403519375535,84.5408439808562,8.22582386565374
