"age_band","rows","deaths","share_of_observed_under5_deaths_pct","pfpr_edf","hr_40_to_20","hr_40_to_20_lower_95","hr_40_to_20_upper_95","hr_20_to_zero","hr_20_to_zero_lower_95","hr_20_to_zero_upper_95"
"<1",966553,27788,36.6954546655046,2.25682571766677,0.935680812739981,0.906068956920131,0.966260433759597,0.938032145024276,0.889222066041729,0.989521446555682
"1-5",868070,11146,14.7188548186884,1.77078453104883,0.92353246867843,0.885856459806251,0.962810860903829,0.908371850272348,0.85072173619559,0.969928689088415
"6-11",831667,10286,13.5831814700367,2.33443716098132,0.813983348630764,0.773245822324423,0.856867082522903,0.754519334856353,0.688933990562984,0.826348292391339
"12-23",717905,10215,13.4894223912527,3.30605240520396,0.83509970631583,0.779558252557644,0.894598341048564,0.578224652867549,0.507327260001534,0.659029733948826
"24-35",713239,8383,11.0701740485434,3.38072407525557,0.8238374777074,0.764999556531241,0.887200762249818,0.528684581652124,0.457870380804933,0.610450901814853
"36-47",692778,4992,6.5921876238016,3.21123821214508,0.839309623771094,0.772647276856995,0.911723454744224,0.554566762943331,0.474582231888984,0.648031624229426
"48-59",675093,2916,3.85072498217257,3.16094074654435,0.929414797411845,0.838480442379783,1.03021110808073,0.563660658811199,0.470037904493185,0.675931313739574
