"fit_id","original_min_hessian","strict_min_hessian","original_fREML","strict_fREML","strict_selected"
"map_full_age_3",-0.0137028927121566,0.000317798746992534,27029.5850580648,27029.413168667,TRUE
"map_full_age_7",-2.97998418776007e-05,5.51487453897152e-05,9268.71689218328,9268.48292865494,TRUE
