"age_band","records","observed_deaths","fitted_deaths","mean_observed_probability","mean_fitted_probability","brier_score","bernoulli_log_loss","smoothing_corrected_covariance_available","model_md5_verified"
"<1",966553,27788,27791.3268325241,0.02874958745149,0.028753029407104,0.0278694668105566,0.129431869482309,TRUE,TRUE
"1-5",868070,11146,11146.5638995516,0.0128399783427604,0.0128406279442332,0.0126418175283579,0.0674642338067487,TRUE,TRUE
"6-11",831667,10286,10286.6962488834,0.0123679309146569,0.0123687680873269,0.0121635760706779,0.0645964780296598,TRUE,TRUE
"12-23",717905,10215,10217.1703312679,0.0142289021527918,0.0142319252982905,0.0139162270512472,0.0711825259128066,TRUE,TRUE
"24-35",713239,8383,8384.34766384924,0.0117534234667482,0.0117553129650087,0.0115230527647016,0.0605041503004841,TRUE,TRUE
"36-47",692778,4992,4992.23031689039,0.00720577154586318,0.00720610399996966,0.00712957048755909,0.0411851685010385,TRUE,TRUE
"48-59",675093,2916,2916.05785291327,0.00431940488199404,0.00431949057820508,0.00429507739190624,0.0271761622309561,TRUE,TRUE
