"fit_id","series","age_band","model_file","md5","selected_version","source_path","source_md5","prepared_data_md5","reuse"
"map_full_age_1","map_full","<1","data/derived_cbh/models/primary_map_regional18_gamma2_v2/map_full_age_1.rds","23f32273c47cb7d8727bc11e455bf120","original","data/derived_cbh/models/primary_map_regional18_gamma2_v2/map_full_age_1.rds","23f32273c47cb7d8727bc11e455bf120","3555dedd1f09e36a7f7fbcbcf03e8831",FALSE
"map_full_age_2","map_full","1-5","data/derived_cbh/models/primary_map_regional18_gamma2_v2/map_full_age_2.rds","fbafa2ca2481ee5b7de013dc0aa765e6","original","data/derived_cbh/models/primary_map_regional18_gamma2_v2/map_full_age_2.rds","fbafa2ca2481ee5b7de013dc0aa765e6","3555dedd1f09e36a7f7fbcbcf03e8831",FALSE
"map_full_age_3","map_full","6-11","data/derived_cbh/models/primary_map_regional18_gamma2_v2/map_full_age_3.rds","82038f4c70117c1eb48af2a9dae33995","original","data/derived_cbh/models/primary_map_regional18_gamma2_v2/map_full_age_3.rds","82038f4c70117c1eb48af2a9dae33995","3555dedd1f09e36a7f7fbcbcf03e8831",FALSE
"map_full_age_4","map_full","12-23","data/derived_cbh/models/primary_map_regional18_gamma2_v2/map_full_age_4.rds","56d698e58eaec46dec05f4a1212658f8","original","data/derived_cbh/models/primary_map_regional18_gamma2_v2/map_full_age_4.rds","56d698e58eaec46dec05f4a1212658f8","3555dedd1f09e36a7f7fbcbcf03e8831",FALSE
"map_full_age_5","map_full","24-35","data/derived_cbh/models/primary_map_regional18_gamma2_v2/map_full_age_5.rds","c2e1bef15cc1ddcae08725b5b4d8a17c","original","data/derived_cbh/models/primary_map_regional18_gamma2_v2/map_full_age_5.rds","c2e1bef15cc1ddcae08725b5b4d8a17c","3555dedd1f09e36a7f7fbcbcf03e8831",FALSE
"map_full_age_6","map_full","36-47","data/derived_cbh/models/primary_map_regional18_gamma2_v2/map_full_age_6.rds","d9cabeef11c2da144dc58f048424f796","original","data/derived_cbh/models/primary_map_regional18_gamma2_v2/map_full_age_6.rds","d9cabeef11c2da144dc58f048424f796","3555dedd1f09e36a7f7fbcbcf03e8831",FALSE
"map_full_age_7","map_full","48-59","data/derived_cbh/models/primary_map_regional18_gamma2_v2/map_full_age_7.rds","2b24367191de22da1cf8774a3118308e","original","data/derived_cbh/models/primary_map_regional18_gamma2_v2/map_full_age_7.rds","2b24367191de22da1cf8774a3118308e","3555dedd1f09e36a7f7fbcbcf03e8831",FALSE
