"series","age_band","edf"
"map_full","<1",2.25682571766677
"map_full","1-5",1.77078453104883
"map_full","6-11",2.33443716098132
"map_full","12-23",3.30605240520396
"map_full","24-35",3.38072407525557
"map_full","36-47",3.21123821214508
"map_full","48-59",3.16094074654435
