"variable","mean","sd"
"birth_order",3.62967462143738,2.38111205414402
"maternal_age_birth",26.9225409296104,6.80986639335335
"maternal_education_years",3.78989475316818,4.36411746160755
"log_hiv_incidence",-0.0326218116506924,1.16714665067636
"log_gdp_pc",6.83200283911327,0.784014307525115
"log_health_expenditure_pc",3.67621531655321,0.707423558023265
"political_stability",-0.796817585651687,0.787001727534496
