"survey","country","region","records","deaths","distinct_children","regkey","survey_year","lat","lon","selected","exclusion"
"GM81FL","GMB","GMB:GM81FL:kanifing",4647,44,1399,"kanifing",2019,13.4440056944325,-16.6747283019561,TRUE,"included"
"GM81FL","GMB","GMB:GM81FL:brikama",8339,55,2508,"brikama",2019,13.2425193398986,-16.3929759659518,TRUE,"included"
"GM81FL","GMB","GMB:GM81FL:mansakonko",4548,54,1387,"mansakonko",2019,13.3905486341632,-15.7367323998165,TRUE,"included"
"GM81FL","GMB","GMB:GM81FL:kerewan",6531,73,1983,"kerewan",2019,13.5085214975041,-16.0112532553312,TRUE,"included"
"GM81FL","GMB","GMB:GM81FL:kuntaur",6898,89,2097,"kuntaur",2019,13.6602789141231,-14.9294628753505,TRUE,"included"
"GM81FL","GMB","GMB:GM81FL:janjanbureh",6018,66,1838,"janjanbureh",2019,13.5402880234889,-14.9366140522677,TRUE,"included"
"GM81FL","GMB","GMB:GM81FL:basse",9434,81,2892,"basse",2019,13.3984299455495,-14.1589951753945,TRUE,"included"
"ML53FL","MLI","MLI:ML53FL:koulikoro",9538,314,3100,"koulikoro",2006,13.6249668816495,-7.64090621023042,TRUE,"included"
"ML53FL","MLI","MLI:ML53FL:bamako",6950,107,2194,"bamako",2006,12.606547927628,-7.97691305715908,TRUE,"included"
"ML53FL","MLI","MLI:ML53FL:mopti",11426,330,3691,"mopti",2006,14.7058903786012,-3.52031448771255,TRUE,"included"
"ML53FL","MLI","MLI:ML53FL:kayes",8801,218,2870,"kayes",2006,13.8729838052462,-10.2337517520479,TRUE,"included"
"ML53FL","MLI","MLI:ML53FL:segou",8604,300,2776,"segou",2006,13.8089523790353,-5.69211709678914,TRUE,"included"
"ML53FL","MLI","MLI:ML53FL:gao",5172,101,1627,"gao",2006,16.8078496564357,1.36641622343453,TRUE,"included"
"ML53FL","MLI","MLI:ML53FL:tombouctou",5198,133,1654,"tombouctou",2006,20.010793467851,-3.56660766116505,TRUE,"included"
"ML53FL","MLI","MLI:ML53FL:kidal",1535,11,494,"kidal",2006,19.4917545753818,1.14660529462239,TRUE,"included"
"ML6AFL","MLI","MLI:ML6AFL:mopti",8938,149,2707,"mopti",2012,14.2801345202262,-3.57682464905954,TRUE,"included"
"ML6AFL","MLI","MLI:ML6AFL:bamako",8335,79,2500,"bamako",2012,12.606547927628,-7.97691305715907,TRUE,"included"
"ML6AFL","MLI","MLI:ML6AFL:koulikoro",10534,143,3170,"koulikoro",2012,13.6249668816767,-7.64090621013081,TRUE,"included"
"ML6AFL","MLI","MLI:ML6AFL:segou",11068,179,3307,"segou",2012,13.8089523791963,-5.69211709663022,TRUE,"included"
"ML6AFL","MLI","MLI:ML6AFL:kayes",9729,132,2936,"kayes",2012,13.8729838053101,-10.2337517522317,TRUE,"included"
"ML7AFL","MLI","MLI:ML7AFL:kayes",7765,128,2364,"kayes",2018,13.8729838052462,-10.2337517520479,TRUE,"included"
"ML7AFL","MLI","MLI:ML7AFL:koulikoro",7802,127,2348,"koulikoro",2018,13.6249668816495,-7.64090621023042,TRUE,"included"
"ML7AFL","MLI","MLI:ML7AFL:segou",7538,123,2280,"segou",2018,13.8089523790353,-5.69211709678914,TRUE,"included"
"ML7AFL","MLI","MLI:ML7AFL:mopti",4624,86,1389,"mopti",2018,14.7058903786012,-3.52031448771255,TRUE,"included"
"ML7AFL","MLI","MLI:ML7AFL:tombouctou",6211,123,1849,"tombouctou",2018,20.010793467851,-3.56660766116505,TRUE,"included"
"ML7AFL","MLI","MLI:ML7AFL:gao",3867,36,1110,"gao",2018,16.8078496564357,1.36641622343453,TRUE,"included"
"ML7AFL","MLI","MLI:ML7AFL:kidal",2490,7,676,"kidal",2018,19.4917545753818,1.14660529462239,TRUE,"included"
"ML7AFL","MLI","MLI:ML7AFL:bamako",6881,46,2062,"bamako",2018,12.606547927628,-7.97691305715908,TRUE,"included"
"ML8AFL","MLI","MLI:ML8AFL:kayes",13820,195,4132,"kayes",2023,13.8729401292731,-10.2337690114962,TRUE,"included"
"ML8AFL","MLI","MLI:ML8AFL:koulikoro",14001,171,4182,"koulikoro",2023,13.6249196260357,-7.64091237815682,TRUE,"included"
"ML8AFL","MLI","MLI:ML8AFL:segou",11590,172,3448,"segou",2023,13.8089384122689,-5.6921174990429,TRUE,"included"
"ML8AFL","MLI","MLI:ML8AFL:mopti",10296,187,3057,"mopti",2023,14.7058879057958,-3.52027039609343,TRUE,"included"
"ML8AFL","MLI","MLI:ML8AFL:tombouctou",9894,54,2738,"tombouctou",2023,20.0107531018287,-3.56663059981216,TRUE,"included"
"ML8AFL","MLI","MLI:ML8AFL:gao",6183,72,1802,"gao",2023,16.8078288056455,1.36638553001454,TRUE,"included"
"ML8AFL","MLI","MLI:ML8AFL:kidal",1171,13,346,"kidal",2023,19.4917283712689,1.14657850038663,TRUE,"included"
"ML8AFL","MLI","MLI:ML8AFL:bamako",8713,70,2588,"bamako",2023,12.606547927628,-7.97691305715907,TRUE,"included"
"MR71FL","MRT","MRT:MR71FL:easternbasinregion",6630,45,1955,"easternbasinregion",2020,18.0908686042365,-7.08358814172998,TRUE,"included"
"MR71FL","MRT","MRT:MR71FL:westernbasinregion",6740,46,2012,"westernbasinregion",2020,16.5550756644458,-9.83830694510962,TRUE,"included"
"MR71FL","MRT","MRT:MR71FL:assaba",6264,41,1861,"assaba",2020,16.582908965407,-11.5378263936016,TRUE,"included"
"MR71FL","MRT","MRT:MR71FL:gorgol",7065,53,2095,"gorgol",2020,16.0138593773451,-12.8370942616141,TRUE,"included"
"MR71FL","MRT","MRT:MR71FL:brakna",6571,53,1933,"brakna",2020,17.2622991929926,-13.3902519873115,TRUE,"included"
"MR71FL","MRT","MRT:MR71FL:trarza",4860,27,1412,"trarza",2020,17.8772139012008,-14.8145358165863,TRUE,"included"
"MR71FL","MRT","MRT:MR71FL:adrar",2979,29,884,"adrar",2020,21.0530753469912,-10.127746526145,TRUE,"included"
"MR71FL","MRT","MRT:MR71FL:tiriszemourandinchiri",3126,21,907,"tiriszemourandinchiri",2020,23.722639536338,-10.2838509080866,TRUE,"included"
"MR71FL","MRT","MRT:MR71FL:tagant",4006,49,1162,"tagant",2020,18.5914325001837,-10.3383632326455,TRUE,"included"
"MR71FL","MRT","MRT:MR71FL:guidimagha",9082,64,2750,"guidimagha",2020,15.3760974205326,-12.1350443224562,TRUE,"included"
"MR71FL","MRT","MRT:MR71FL:northnouakchott",3103,12,917,"northnouakchott",2020,18.1007954178001,-15.9201277413273,TRUE,"included"
"MR71FL","MRT","MRT:MR71FL:westnouakchott",1983,9,603,"westnouakchott",2020,18.1236954845027,-15.9907954109315,TRUE,"included"
"MR71FL","MRT","MRT:MR71FL:southnouakchott",2883,11,854,"southnouakchott",2020,18.0177513752063,-15.9646016542669,TRUE,"included"
"NI51FL","NER","NER:NI51FL:maradi",6877,171,2315,"maradi",2006,14.117756948016,7.30137924084018,TRUE,"included"
"NI51FL","NER","NER:NI51FL:diffa",3699,46,1231,"diffa",2006,15.8660541559976,13.2286089540638,TRUE,"included"
"NI51FL","NER","NER:NI51FL:tillaberi",6152,156,2118,"tillaberi",2006,14.1881193265045,2.18829531413784,TRUE,"included"
"NI51FL","NER","NER:NI51FL:zinder",4965,152,1670,"zinder",2006,14.9916351312728,10.0328067908452,TRUE,"included"
"NI51FL","NER","NER:NI51FL:tahoua",6910,193,2349,"tahoua",2006,15.7508299600732,5.24331987462582,TRUE,"included"
"NI51FL","NER","NER:NI51FL:niamey",4211,80,1427,"niamey",2006,13.5327694974541,2.11135111821143,TRUE,"included"
"NI51FL","NER","NER:NI51FL:agadez",3661,53,1211,"agadez",2006,19.4915875194352,10.462989817903,TRUE,"included"
"NI51FL","NER","NER:NI51FL:dosso",6704,198,2312,"dosso",2006,13.1943781699064,3.54629948950746,TRUE,"included"
"NI61FL","NER","NER:NI61FL:zinder",10565,202,3209,"zinder",2012,14.9916351312728,10.0328067908452,TRUE,"included"
"NI61FL","NER","NER:NI61FL:maradi",15257,273,4626,"maradi",2012,14.117756948016,7.30137924084018,TRUE,"included"
"NI61FL","NER","NER:NI61FL:diffa",7009,33,2030,"diffa",2012,15.8660541559976,13.2286089540638,TRUE,"included"
"NI61FL","NER","NER:NI61FL:tahoua",11661,190,3540,"tahoua",2012,15.7508299600732,5.24331987462582,TRUE,"included"
"NI61FL","NER","NER:NI61FL:dosso",9743,229,2928,"dosso",2012,13.1943781699064,3.54629948950746,TRUE,"included"
"NI61FL","NER","NER:NI61FL:tillaberi",9563,230,2846,"tillaberi",2012,14.1881193265045,2.18829531413784,TRUE,"included"
"NI61FL","NER","NER:NI61FL:niamey",5614,69,1669,"niamey",2012,13.5327694974541,2.11135111821143,TRUE,"included"
"NI61FL","NER","NER:NI61FL:agadez",3569,24,1115,"agadez",2012,19.4915875194352,10.462989817903,TRUE,"included"
"SN4AFL","SEN","SEN:SN4AFL:diourbel",4919,94,1847,"diourbel",2005,14.7758749850723,-16.1806819556565,TRUE,"included"
"SN4AFL","SEN","SEN:SN4AFL:matam",4043,54,1536,"matam",2005,15.15711721694,-13.6021106511192,TRUE,"included"
"SN4AFL","SEN","SEN:SN4AFL:fatick",3974,68,1512,"fatick",2005,14.2172829898868,-16.2251434022141,TRUE,"included"
"SN4AFL","SEN","SEN:SN4AFL:dakar",3460,43,1308,"dakar",2005,14.7543734439117,-17.2725706058219,TRUE,"included"
"SN4AFL","SEN","SEN:SN4AFL:saintlouis",3705,56,1423,"saintlouis",2005,16.2142941779104,-15.0421401199118,TRUE,"included"
"SN4AFL","SEN","SEN:SN4AFL:tambacounda",4560,103,1683,"tambacounda",2005,13.5846680786301,-12.9279139798528,TRUE,"included"
"SN4AFL","SEN","SEN:SN4AFL:louga",4438,51,1686,"louga",2005,15.3735904537925,-15.3916521613655,TRUE,"included"
"SN4AFL","SEN","SEN:SN4AFL:kaolack",5544,121,2137,"kaolack",2005,14.1185330084647,-15.3864183472623,TRUE,"included"
"SN4AFL","SEN","SEN:SN4AFL:ziguinchor",2782,50,1048,"ziguinchor",2005,12.7844324571812,-16.3644813944822,TRUE,"included"
"SN4AFL","SEN","SEN:SN4AFL:thies",4592,65,1729,"thies",2005,14.8271308627079,-16.7598103500974,TRUE,"included"
"SN4AFL","SEN","SEN:SN4AFL:kolda",4891,132,1828,"kolda",2005,12.9861839053844,-14.8238280968842,TRUE,"included"
"SN5AFL","SEN","SEN:SN5AFL:dakar",4860,34,1445,"dakar",2008,14.7543734439117,-17.2725706058219,TRUE,"included"
"SN5AFL","SEN","SEN:SN5AFL:diourbel",6340,78,1847,"diourbel",2008,14.7758749850723,-16.1806819556565,TRUE,"included"
"SN5AFL","SEN","SEN:SN5AFL:fatick",5672,91,1700,"fatick",2008,14.2172829898868,-16.2251434022141,TRUE,"included"
"SN5AFL","SEN","SEN:SN5AFL:kaolack",19860,316,5932,"kaolack",2008,14.1185330084647,-15.3864183472623,TRUE,"included"
"SN5AFL","SEN","SEN:SN5AFL:kolda",12579,226,3686,"kolda",2008,12.9861839053844,-14.8238280968842,TRUE,"included"
"SN5AFL","SEN","SEN:SN5AFL:louga",5683,89,1713,"louga",2008,15.3735904537925,-15.3916521613655,TRUE,"included"
"SN5AFL","SEN","SEN:SN5AFL:matam",6143,106,1855,"matam",2008,15.15711721694,-13.6021106511192,TRUE,"included"
"SN5AFL","SEN","SEN:SN5AFL:saintlouis",11458,160,3460,"saintlouis",2008,16.2142941779104,-15.0421401199118,TRUE,"included"
"SN5AFL","SEN","SEN:SN5AFL:tambacounda",5789,113,1725,"tambacounda",2008,13.5846680786301,-12.9279139798528,TRUE,"included"
"SN5AFL","SEN","SEN:SN5AFL:thies",5160,50,1544,"thies",2008,14.8271308627079,-16.7598103500974,TRUE,"included"
"SN5AFL","SEN","SEN:SN5AFL:ziguinchor",3513,36,1064,"ziguinchor",2008,12.7844324571812,-16.3644813944822,TRUE,"included"
"SN61FL","SEN","SEN:SN61FL:fatick",4896,48,1505,"fatick",2010,14.2173077306213,-16.2250621394917,TRUE,"included"
"SN61FL","SEN","SEN:SN61FL:matam",4630,50,1384,"matam",2010,15.1575179132026,-13.6022019395453,TRUE,"included"
"SN61FL","SEN","SEN:SN61FL:diourbel",5924,74,1792,"diourbel",2010,14.7758749630307,-16.1806820613366,TRUE,"included"
"SN61FL","SEN","SEN:SN61FL:saintlouis",4415,46,1323,"saintlouis",2010,16.2143459351753,-15.042777572715,TRUE,"included"
"SN61FL","SEN","SEN:SN61FL:louga",5118,61,1562,"louga",2010,15.3736034749275,-15.3916787685765,TRUE,"included"
"SN61FL","SEN","SEN:SN61FL:thies",5139,42,1581,"thies",2010,14.8272251137378,-16.7594897326312,TRUE,"included"
"SN61FL","SEN","SEN:SN61FL:kaffrine",5209,65,1632,"kaffrine",2010,14.204879991823,-15.1861050887872,TRUE,"included"
"SN61FL","SEN","SEN:SN61FL:kaolack",6433,71,1974,"kaolack",2010,13.8819830687547,-15.9322713148697,TRUE,"included"
"SN61FL","SEN","SEN:SN61FL:tambacounda",5564,72,1695,"tambacounda",2010,13.880439711725,-13.216696781144,TRUE,"included"
"SN61FL","SEN","SEN:SN61FL:kolda",5785,105,1732,"kolda",2010,13.0326522681238,-14.4231496467518,TRUE,"included"
"SN61FL","SEN","SEN:SN61FL:dakar",4522,42,1320,"dakar",2010,14.7525418996636,-17.2711356755104,TRUE,"included"
"SN61FL","SEN","SEN:SN61FL:ziguinchor",3345,34,1005,"ziguinchor",2010,12.7844787637137,-16.3644228854304,TRUE,"included"
"SN61FL","SEN","SEN:SN61FL:sedhiou",5267,70,1597,"sedhiou",2010,12.8960545232332,-15.5848908061892,TRUE,"included"
"SN61FL","SEN","SEN:SN61FL:kedougou",2489,44,763,"kedougou",2010,12.8333729306407,-12.1987444476065,TRUE,"included"
"SN6DFL","SEN","SEN:SN6DFL:west",5204,45,1559,"west",2012,14.8274907599959,-16.7961503940941,TRUE,"included"
"SN6DFL","SEN","SEN:SN6DFL:center",13219,146,3940,"center",2012,14.2536742379147,-15.7662543418759,TRUE,"included"
"SN6DFL","SEN","SEN:SN6DFL:south",11714,139,3482,"south",2012,13.3791378839655,-13.6663010670006,TRUE,"included"
"SN6DFL","SEN","SEN:SN6DFL:north",8369,58,2451,"north",2012,15.520131799418,-14.6875580553484,TRUE,"included"
"SN71FL","SEN","SEN:SN71FL:west",4773,29,1401,"west",2014,14.8274907599959,-16.7961503940941,TRUE,"included"
"SN71FL","SEN","SEN:SN71FL:center",13560,107,3975,"center",2014,14.2536742379147,-15.7662543418759,TRUE,"included"
"SN71FL","SEN","SEN:SN71FL:south",11840,153,3555,"south",2014,13.3791378839655,-13.6663010670006,TRUE,"included"
"SN71FL","SEN","SEN:SN71FL:north",8693,84,2568,"north",2014,15.520131799418,-14.6875580553484,TRUE,"included"
"SN7AFL","SEN","SEN:SN7AFL:west",5264,27,1547,"west",2015,14.8274907599959,-16.7961503940941,TRUE,"included"
"SN7AFL","SEN","SEN:SN7AFL:south",13372,191,3985,"south",2015,13.3791378839655,-13.6663010670006,TRUE,"included"
"SN7AFL","SEN","SEN:SN7AFL:center",14064,147,4172,"center",2015,14.2536742379147,-15.7662543418759,TRUE,"included"
"SN7AFL","SEN","SEN:SN7AFL:north",7457,56,2260,"north",2015,15.520131799418,-14.6875580553484,TRUE,"included"
"SN7IFL","SEN","SEN:SN7IFL:west",5180,20,1540,"west",2016,14.8274907599959,-16.7961503940941,TRUE,"included"
"SN7IFL","SEN","SEN:SN7IFL:south",12490,165,3717,"south",2016,13.3791378839655,-13.6663010670006,TRUE,"included"
"SN7IFL","SEN","SEN:SN7IFL:center",13214,107,3952,"center",2016,14.2536742379147,-15.7662543418759,TRUE,"included"
"SN7IFL","SEN","SEN:SN7IFL:north",7938,67,2368,"north",2016,15.520131799418,-14.6875580553484,TRUE,"included"
"SN7ZFL","SEN","SEN:SN7ZFL:dakar",4401,24,1303,"dakar",2017,14.7542648398428,-17.2689572705252,TRUE,"included"
"SN7ZFL","SEN","SEN:SN7ZFL:fatick",5233,37,1579,"fatick",2017,14.1584226004644,-16.3443175504165,TRUE,"included"
"SN7ZFL","SEN","SEN:SN7ZFL:matam",5643,67,1717,"matam",2017,15.1460413354176,-13.7468816694091,TRUE,"included"
"SN7ZFL","SEN","SEN:SN7ZFL:louga",5135,54,1534,"louga",2017,15.4300758579032,-15.5350458136475,TRUE,"included"
"SN7ZFL","SEN","SEN:SN7ZFL:sedhiou",5268,47,1573,"sedhiou",2017,12.8966748263995,-15.5863466485171,TRUE,"included"
"SN7ZFL","SEN","SEN:SN7ZFL:kedougou",3853,41,1157,"kedougou",2017,12.8369570471586,-12.1997092065338,TRUE,"included"
"SN7ZFL","SEN","SEN:SN7ZFL:tambacounda",5812,56,1729,"tambacounda",2017,13.8855676727462,-13.2204300459406,TRUE,"included"
"SN7ZFL","SEN","SEN:SN7ZFL:kaolack",4424,29,1332,"kaolack",2017,13.9726834910302,-15.9362339163907,TRUE,"included"
"SN7ZFL","SEN","SEN:SN7ZFL:saintlouis",4545,40,1356,"saintlouis",2017,16.207170145436,-15.0323697613882,TRUE,"included"
"SN7ZFL","SEN","SEN:SN7ZFL:thies",5464,45,1640,"thies",2017,14.8336953089602,-16.755785646297,TRUE,"included"
"SN7ZFL","SEN","SEN:SN7ZFL:diourbel",6025,51,1804,"diourbel",2017,14.7826078582764,-16.1201897470573,TRUE,"included"
"SN7ZFL","SEN","SEN:SN7ZFL:ziguinchor",3443,25,1020,"ziguinchor",2017,12.7838888279382,-16.3672687856499,TRUE,"included"
"SN7ZFL","SEN","SEN:SN7ZFL:kolda",5317,73,1580,"kolda",2017,13.0319214336142,-14.4151285484481,TRUE,"included"
"SN7ZFL","SEN","SEN:SN7ZFL:kaffrine",6722,53,1961,"kaffrine",2017,14.2159304189681,-15.1877231849046,TRUE,"included"
"SN81FL","SEN","SEN:SN81FL:west",5391,34,1596,"west",2018,14.8274907599959,-16.7961503940941,TRUE,"included"
"SN81FL","SEN","SEN:SN81FL:south",12160,124,3606,"south",2018,13.3791378839655,-13.6663010670006,TRUE,"included"
"SN81FL","SEN","SEN:SN81FL:center",13933,102,4184,"center",2018,14.2536742379147,-15.7662543418759,TRUE,"included"
"SN81FL","SEN","SEN:SN81FL:north",7830,58,2373,"north",2018,15.520131799418,-14.6875580553484,TRUE,"included"
"SN8BFL","SEN","SEN:SN8BFL:west",4524,17,1369,"west",2019,14.8274907599959,-16.7961503940941,TRUE,"included"
"SN8BFL","SEN","SEN:SN8BFL:south",11642,97,3423,"south",2019,13.3791378839655,-13.6663010670006,TRUE,"included"
"SN8BFL","SEN","SEN:SN8BFL:center",12075,81,3612,"center",2019,14.2536742379147,-15.7662543418759,TRUE,"included"
"SN8BFL","SEN","SEN:SN8BFL:north",7091,48,2164,"north",2019,15.520131799418,-14.6875580553484,TRUE,"included"
"SN8SFL","SEN","SEN:SN8SFL:dakar",3749,19,1086,"dakar",2023,14.75426483371,-17.2689572629122,TRUE,"included"
"SN8SFL","SEN","SEN:SN8SFL:ziguinchor",2351,8,691,"ziguinchor",2023,12.7839123487987,-16.3673088044368,TRUE,"included"
"SN8SFL","SEN","SEN:SN8SFL:diourbel",4595,35,1349,"diourbel",2023,14.783877350788,-16.1218660007922,TRUE,"included"
"SN8SFL","SEN","SEN:SN8SFL:saintlouis",3927,15,1160,"saintlouis",2023,16.1807759489547,-14.9967204677537,TRUE,"included"
"SN8SFL","SEN","SEN:SN8SFL:tambacounda",5118,46,1532,"tambacounda",2023,13.8855676592194,-13.2204300255817,TRUE,"included"
"SN8SFL","SEN","SEN:SN8SFL:kaolack",4365,13,1231,"kaolack",2023,13.9726834911149,-15.9362339160209,TRUE,"included"
"SN8SFL","SEN","SEN:SN8SFL:thies",4526,23,1348,"thies",2023,14.8342340102509,-16.7563511140955,TRUE,"included"
"SN8SFL","SEN","SEN:SN8SFL:louga",4266,35,1271,"louga",2023,15.4305663767714,-15.5347827992682,TRUE,"included"
"SN8SFL","SEN","SEN:SN8SFL:fatick",5027,30,1469,"fatick",2023,14.159713672781,-16.3436521325051,TRUE,"included"
"SN8SFL","SEN","SEN:SN8SFL:kolda",4228,40,1278,"kolda",2023,13.031921428184,-14.4151285413786,TRUE,"included"
"SN8SFL","SEN","SEN:SN8SFL:matam",5070,33,1513,"matam",2023,15.1334872200626,-13.7341511393404,TRUE,"included"
"SN8SFL","SEN","SEN:SN8SFL:kaffrine",6243,40,1860,"kaffrine",2023,14.2162676050188,-15.1878309385762,TRUE,"included"
"SN8SFL","SEN","SEN:SN8SFL:kedougou",3688,30,1103,"kedougou",2023,12.8369570474716,-12.1997092058277,TRUE,"included"
"SN8SFL","SEN","SEN:SN8SFL:sedhiou",4781,55,1435,"sedhiou",2023,12.8966416017808,-15.586380521742,TRUE,"included"
"TD41FL","TCD","TCD:TD41FL:zone3",3187,79,1315,"zone3",2004,12.2996468684777,19.3086338664097,TRUE,"included"
"TD41FL","TCD","TCD:TD41FL:zone2",2490,56,1015,"zone2",2004,18.063643145425,18.5957489584172,TRUE,"included"
"TD41FL","TCD","TCD:TD41FL:zone4",1945,26,767,"zone4",2004,13.7951789934427,21.3985203209758,TRUE,"included"
"TD71FL","TCD","TCD:TD71FL:ouaddai",4822,66,1454,"ouaddai",2014,13.541366402951,21.1568630082221,TRUE,"included"
"TD71FL","TCD","TCD:TD71FL:borkoutibesti",3159,50,958,"borkoutibesti",2014,19.2803670282342,17.8237400240146,TRUE,"included"
"TD71FL","TCD","TCD:TD71FL:kanem",5641,67,1661,"kanem",2014,15.155606289377,15.3631736664481,TRUE,"included"
"TD71FL","TCD","TCD:TD71FL:hadjerlamis",5837,107,1769,"hadjerlamis",2014,12.5173937455792,16.2562608042669,TRUE,"included"
"TD71FL","TCD","TCD:TD71FL:lac",5471,80,1653,"lac",2014,13.613105947552,14.4410730599967,TRUE,"included"
"TD71FL","TCD","TCD:TD71FL:ndjamena",6748,146,2044,"ndjamena",2014,12.1306951526439,15.0559195617605,TRUE,"included"
"TD71FL","TCD","TCD:TD71FL:wadifira",4974,45,1523,"wadifira",2014,14.9950522748726,21.4793451268203,TRUE,"included"
"TD71FL","TCD","TCD:TD71FL:batha",4829,84,1441,"batha",2014,13.9797794242721,18.7928922178878,TRUE,"included"
"TD71FL","TCD","TCD:TD71FL:sila",5010,63,1486,"sila",2014,12.1421944388861,21.4425984646229,TRUE,"included"
"TD71FL","TCD","TCD:TD71FL:barhelgazal",5277,49,1567,"barhelgazal",2014,14.4196003770166,16.8828746431655,TRUE,"included"
