"iso3","year","age_band","allcause_deaths","age_person_years","pfpr_pct","map_population_coverage","population_weight_year","log_hr_zero_vs_current","attributable_fraction","attributable_deaths","zero_below_observed_support","current_outside_observed_support"
"AGO",2000,"<1",24803.8501857887,54613.5133100429,18.7513119732665,0.998084957706995,2020,-0.0552104949966917,0.0537140614675746,1332.31553351197,TRUE,FALSE
"AGO",2001,"<1",25071.3739235651,56658.0554991869,19.9350884571803,0.998084957706995,2020,-0.0590854463976456,0.0573737782990669,1438.43944914363,TRUE,FALSE
"AGO",2002,"<1",25292.4106731194,58796.2563131806,19.2672192888403,0.998084957706995,2020,-0.0568913298783193,0.0553032759033697,1398.75316571686,TRUE,FALSE
"AGO",2003,"<1",25467.7966004282,61048.7233064863,20.3441997893012,0.998084957706995,2020,-0.0604382095204027,0.0586480661911681,1493.63702076512,TRUE,FALSE
"AGO",2004,"<1",25636.9028913177,63399.3488647692,20.3357243060436,0.998084957706995,2020,-0.0604101249712229,0.0586216283752422,1502.876993987,TRUE,FALSE
"AGO",2005,"<1",25724.5129425046,65823.7910576055,20.1035553415068,0.998084957706995,2020,-0.0596417656024962,0.0578980335290475,1489.39871286355,TRUE,FALSE
"AGO",2006,"<1",26019.8630899995,68180.167225679,17.7577417027276,0.998084957706995,2020,-0.0520092413714406,0.0506799062172506,1318.68422118687,TRUE,FALSE
"AGO",2007,"<1",25780.8482464545,70505.1924016574,15.3360225930226,0.998084957706995,2020,-0.044390226770859,0.0434193987281086,1119.38892956167,TRUE,FALSE
"AGO",2008,"<1",25639.1943626311,72819.1689141094,12.8976230688025,0.998084957706995,2020,-0.0369521903257064,0.0362777905074049,930.133321866166,TRUE,FALSE
"AGO",2009,"<1",25603.7182804337,75007.9744558164,11.1637191997621,0.998084957706995,2020,-0.0317851892963825,0.0312853499936389,801.021287541901,TRUE,FALSE
"AGO",2010,"<1",25434.7539980618,77088.3450693502,10.4617271702512,0.998084957706995,2020,-0.0297185430641428,0.029281289383216,744.762392208156,TRUE,FALSE
"AGO",2011,"<1",25229.1219303498,79077.2789267663,10.0235342172417,0.998084957706995,2020,-0.0284352840915033,0.0280348062786481,707.293545897748,TRUE,FALSE
"AGO",2012,"<1",24879.217739063,80929.3021363014,9.8199125673824,0.998084957706995,2020,-0.0278406684756946,0.0274566887346128,683.10093742211,TRUE,FALSE
