"iso3","year","allcause_deaths","under5_person_years","leaf_deaths","leaf_person_years","age_rows","death_sum_relative_error","person_year_sum_relative_error","ihme_malaria_deaths","ihme_native_rate_per100000","malaria_native_person_years","malaria_denominator_relative_difference"
"LBR",2008,18353.7665864015,655074.383970162,18353.7665864015,655074.38397016,6,-1.22124532708767e-15,-3.21964677141295e-15,3792.71962406148,578.9754136126,655074.383970169,1.04360964314765e-14
"LBR",2009,18232.432931136,676056.816681678,18232.432931136,676056.816681682,6,4.44089209850063e-16,5.99520433297585e-15,3420.01195079544,505.87640955712,676056.816681679,6.66133814775094e-16
"LBR",2010,17900.0610741142,687339.987245253,17900.0610741142,687339.987245254,6,0,1.33226762955019e-15,3245.43466193076,472.17311987593,687339.98724526,1.08801856413265e-14
"LBR",2011,17592.7744379651,694671.63121962,17592.7744379652,694671.631219622,6,8.88178419700125e-16,2.44249065417534e-15,3217.3238487233,463.14311742869,694671.631219623,4.44089209850063e-15
"LBR",2012,17839.5445050398,711989.348714829,17839.5445050397,711989.348714827,6,-6.66133814775094e-16,-2.1094237467878e-15,2805.34637290043,394.01521637426,711989.348714831,3.10862446895044e-15
"LBR",2013,17651.4931074011,724429.146334566,17651.4931074011,724429.146334568,6,-6.66133814775094e-16,2.88657986402541e-15,2477.19672748666,341.95155454755,724429.146334586,2.73114864057789e-14
"LBR",2014,17470.2236862763,723600.655874677,17470.2236862763,723600.655874679,6,-6.66133814775094e-16,2.44249065417534e-15,2521.7726231157,348.50336337346,723600.655874686,1.26565424807268e-14
"LBR",2015,16738.7379224384,723610.434638034,16738.7379224384,723610.434638038,6,4.44089209850063e-16,6.21724893790088e-15,2549.96903104348,352.39528190593,723610.434638051,2.33146835171283e-14
"LBR",2016,15931.7856016057,725161.722766646,15931.7856016057,725161.722766649,6,2.22044604925031e-16,4.44089209850063e-15,2621.78912646109,361.54543795533,725161.722766647,1.55431223447522e-15
"LBR",2017,15373.7200919222,726787.392489504,15373.7200919222,726787.392489502,6,-7.7715611723761e-16,-2.88657986402541e-15,2650.51156996449,364.68871052998,726787.392489519,1.95399252334028e-14
"LBR",2018,14915.6602743918,729257.991533949,14915.6602743918,729257.991533949,6,0,2.22044604925031e-16,2614.6891884815,358.54104018547,729257.991533951,3.5527136788005e-15
"LBR",2019,14747.5407228511,735181.509607608,14747.5407228511,735181.509607608,6,-3.33066907387547e-16,0,2551.67270978837,347.0806428674,735181.509607616,1.06581410364015e-14
"LBR",2020,14727.1794265738,742699.905883583,14727.1794265738,742699.905883583,6,-8.88178419700125e-16,8.88178419700125e-16,3134.08191721694,421.98496221544,742699.905883581,-1.88737914186277e-15
"LBR",2021,14688.8285020272,751623.327632078,14688.8285020272,751623.32763208,6,0,2.22044604925031e-15,2865.93204073896,381.2989745499,751623.327632081,3.5527136788005e-15
"LBR",2022,14556.6295767564,759811.406704737,14556.6295767564,759811.406704737,6,-1.11022302462516e-16,-4.44089209850063e-16,2615.68053920537,344.25391829131,759811.406704735,-1.99840144432528e-15
"LBR",2023,14353.3560933786,764357.149530746,14353.3560933786,764357.149530747,6,-7.7715611723761e-16,1.11022302462516e-15,2347.92991666622,307.17707266919,764357.149530751,5.55111512312578e-15
"LBR",2024,14929.2413209443,787389.810896593,14929.2413209443,787151.557531231,6,-2.22044604925031e-16,-0.000302586294698148,2689.78371276534,341.393551974966,787883.572259905,0.000627086300175828
"LSO",2000,5804.87727751387,245577.705745847,5804.87727751387,245577.705745847,6,6.66133814775094e-16,1.55431223447522e-15,,,,
"LSO",2001,5933.73271769785,245985.154129178,5933.73271769785,245985.154129178,6,-3.33066907387547e-16,1.11022302462516e-15,,,,
"LSO",2002,6048.07217407445,245790.351135457,6048.07217407445,245790.35113546,6,-3.33066907387547e-16,9.10382880192628e-15,,,,
"LSO",2003,5881.96539980869,245013.882833694,5881.96539980869,245013.882833696,6,2.22044604925031e-16,6.21724893790088e-15,,,,
"LSO",2004,5479.45778739034,243914.71423431,5479.45778739034,243914.71423431,6,4.44089209850063e-16,-1.11022302462516e-16,,,,
"LSO",2005,4720.58173459787,242803.92811291,4720.58173459788,242803.928112912,6,6.66133814775094e-16,5.10702591327572e-15,,,,
"LSO",2006,4166.76134441157,241847.915529819,4166.76134441157,241847.915529821,6,2.22044604925031e-16,8.43769498715119e-15,,,,
"LSO",2007,4040.85390362237,240796.550598166,4040.85390362237,240796.550598168,6,2.22044604925031e-16,7.32747196252603e-15,,,,
"LSO",2008,3900.92405101158,239506.498081207,3900.92405101159,239506.49808121,6,1.11022302462516e-15,1.31006316905768e-14,,,,
"LSO",2009,3774.79575908517,237857.775225636,3774.79575908517,237857.775225636,6,-3.33066907387547e-16,1.77635683940025e-15,,,,
"LSO",2010,3699.48317324886,235806.141658664,3699.48317324886,235806.141658666,6,0,8.88178419700125e-15,,,,
"LSO",2011,3629.57688021964,233639.113948217,3629.57688021964,233639.113948219,6,-2.22044604925031e-16,9.32587340685131e-15,,,,
"LSO",2012,3527.58760253556,231716.691826567,3527.58760253556,231716.691826568,6,2.22044604925031e-16,6.43929354282591e-15,,,,
"LSO",2013,3423.38491961006,229954.943775504,3423.38491961006,229954.943775506,6,6.66133814775094e-16,1.24344978758018e-14,,,,
"LSO",2014,3326.91948908915,228119.545415406,3326.91948908915,228119.545415405,6,-4.44089209850063e-16,-4.32986979603811e-15,,,,
"LSO",2015,3209.90050536876,226047.883439358,3209.90050536876,226047.88343936,6,-1.11022302462516e-16,7.32747196252603e-15,,,,
"LSO",2016,3087.29929709618,223604.914740859,3087.29929709618,223604.914740863,6,-5.55111512312578e-16,1.57651669496772e-14,,,,
"LSO",2017,2986.65720896251,220715.46196296,2986.65720896251,220715.461962961,6,2.22044604925031e-16,1.11022302462516e-15,,,,
"LSO",2018,2898.3262452643,217570.173513439,2898.3262452643,217570.173513442,6,1.11022302462516e-15,1.33226762955019e-14,,,,
"LSO",2019,2813.58353483529,214407.439030181,2813.58353483529,214407.439030182,6,-1.11022302462516e-16,5.77315972805081e-15,,,,
"LSO",2020,2709.62278215758,211330.101387892,2709.62278215758,211330.101387896,6,-3.33066907387547e-16,1.75415237890775e-14,,,,
"LSO",2021,2654.19622736842,208368.656225582,2654.19622736842,208368.656225587,6,-6.66133814775094e-16,2.17603712826531e-14,,,,
"LSO",2022,2678.61474625196,205525.202603216,2678.61474625196,205525.202603218,6,2.22044604925031e-16,1.15463194561016e-14,,,,
"LSO",2023,2638.50480824946,202836.466661564,2638.50480824947,202836.466661566,6,2.22044604925031e-16,1.11022302462516e-14,,,,
"LSO",2024,2500.22260683638,198657.75337492,2500.22260683638,198709.339872772,6,2.22044604925031e-16,0.000259675230267709,,,,
"MDG",2000,67448.3512213452,2936741.84477486,67448.3512213452,2936741.84477485,6,0,-1.77635683940025e-15,3516.34329927593,119.73620716891,2936741.84477505,6.63913368725844e-14
"MDG",2001,66395.8099906094,3032479.32063696,66395.8099906094,3032479.32063696,6,2.22044604925031e-16,1.11022302462516e-15,3895.34295409691,128.45406488307,3032479.32063713,5.7065463465733e-14
"MDG",2002,65589.4345360361,3128886.76010646,65589.4345360361,3128886.76010646,6,0,2.22044604925031e-16,4049.43132646764,129.42083357244,3128886.76010658,3.59712259978551e-14
"MDG",2003,64265.5263868282,3223154.37993989,64265.5263868283,3223154.37993991,6,2.22044604925031e-16,3.99680288865056e-15,4364.90524769043,135.42339997291,3223154.37993994,1.37667655053519e-14
"MDG",2004,63380.42003423,3311653.04997919,63380.42003423,3311653.0499792,6,4.44089209850063e-16,3.10862446895044e-15,4699.71615852047,141.91450878436,3311653.04997935,4.9515946898282e-14
"MDG",2005,62155.6370120644,3393449.08850062,62155.6370120644,3393449.08850064,6,6.66133814775094e-16,5.77315972805081e-15,5743.20514220464,169.24388704302,3393449.08850077,4.66293670342566e-14
"MDG",2006,61447.0855934743,3468839.57388958,61447.0855934743,3468839.57388958,6,-2.22044604925031e-16,2.22044604925031e-16,5704.8868717079,164.46096021993,3468839.57388968,2.77555756156289e-14
"MDG",2007,61075.590007695,3539191.64525268,61075.590007695,3539191.64525269,6,-3.33066907387547e-16,2.66453525910038e-15,4719.48754764599,133.34930743229,3539191.64525273,1.48769885299771e-14
"MDG",2008,61179.3259679645,3606644.87538066,61179.3259679645,3606644.87538066,6,-3.33066907387547e-16,8.88178419700125e-16,4284.86241331275,118.80466642451,3606644.87538072,1.77635683940025e-14
"MDG",2009,61393.0068983281,3673848.20860713,61393.0068983281,3673848.20860714,6,0,3.5527136788005e-15,3703.31102574002,100.80196065433,3673848.20860718,1.46549439250521e-14
"MDG",2010,61904.6774409377,3741605.64603726,61904.6774409377,3741605.64603728,6,2.22044604925031e-16,4.88498130835069e-15,2972.73902973002,79.45089116696,3741605.64603742,4.19664303308309e-14
"MDG",2011,62367.3909130133,3810686.22195398,62367.3909130132,3810686.22195399,6,-6.66133814775094e-16,4.66293670342566e-15,2802.559069837,73.54473463837,3810686.221954,7.54951656745106e-15
"MDG",2012,62942.9004645571,3881690.45606512,62942.9004645571,3881690.45606514,6,-2.22044604925031e-16,6.21724893790088e-15,2903.0063601661,74.78716793685,3881690.45606513,2.66453525910038e-15
"MDG",2013,63587.2863026457,3954918.03368424,63587.2863026457,3954918.03368424,6,-2.22044604925031e-16,6.66133814775094e-16,3130.64276188007,79.15822111144,3954918.03368435,2.8199664825479e-14
"MDG",2014,64072.2649507569,4031548.05011626,64072.2649507568,4031548.0501163,6,-1.22124532708767e-15,7.7715611723761e-15,3446.44848798782,85.486975354,4031548.05011657,7.57172102794357e-14
"MDG",2015,64918.4040198668,4111240.95965579,64918.4040198668,4111240.95965578,6,-6.66133814775094e-16,-1.88737914186277e-15,3397.67118195632,82.64344550217,4111240.95965615,8.74855743404623e-14
"MDG",2016,64311.9609076749,4192492.29996509,64311.9609076749,4192492.2999651,6,-3.33066907387547e-16,1.11022302462516e-15,3260.69956994489,77.77473008053,4192492.29996514,1.13242748511766e-14
"MDG",2017,63539.3763520591,4273793.45142015,63539.3763520592,4273793.45142014,6,8.88178419700125e-16,-2.22044604925031e-15,3413.93726170316,79.88072658421,4273793.45142059,1.04360964314765e-13
"MDG",2018,63144.9328597212,4353205.64530731,63144.9328597212,4353205.64530733,6,2.22044604925031e-16,4.66293670342566e-15,3514.56428014952,80.73508505021,4353205.64530745,3.26405569239796e-14
"MDG",2019,61896.6058448737,4427471.78302249,61896.6058448737,4427471.78302251,6,-2.22044604925031e-16,5.99520433297585e-15,4030.82595750372,91.04125684008,4427471.78302265,3.70814490224802e-14
"MDG",2020,60323.6725553074,4494517.52035046,60323.6725553074,4494517.52035045,6,-5.55111512312578e-16,-9.99200722162641e-16,5351.57882397649,119.06903910698,4494517.52035074,6.23945339839338e-14
"MDG",2021,58962.599922307,4551950.80576876,58962.599922307,4551950.80576879,6,-6.66133814775094e-16,5.55111512312578e-15,5638.09991491986,123.86117854733,4551950.80576875,-1.99840144432528e-15
"MDG",2022,59231.9999826265,4596281.1291615,59231.9999826264,4596281.1291615,6,-6.66133814775094e-16,-1.22124532708767e-15,4733.82948583433,102.99260103565,4596281.12916165,3.33066907387547e-14
"MDG",2023,58528.3118665098,4628293.22922947,58528.3118665098,4628293.22922951,6,2.22044604925031e-16,8.43769498715119e-15,4892.04309367982,105.69864205631,4628293.22922959,2.57571741713036e-14
"MDG",2024,56616.2699064943,4690196.0162158,56616.2699064943,4689950.33816926,6,2.22044604925031e-16,-5.23811895477566e-05,4898.31220543322,104.469396442813,4688753.23513005,-0.000307616372696828
"MLI",2000,101143.871347624,2247944.5591826,101143.871347624,2247944.5591826,6,-3.33066907387547e-16,0,17865.6905049147,794.7567226218,2247944.5591826,2.88657986402541e-15
"MLI",2001,98019.9110853541,2326501.05995151,98019.9110853541,2326501.05995151,6,2.22044604925031e-16,6.66133814775094e-16,18025.3530812892,774.78378976818,2326501.05995151,-5.55111512312578e-16
"MLI",2002,95120.3831411239,2410021.71333154,95120.3831411239,2410021.71333154,6,2.22044604925031e-16,6.66133814775094e-16,20641.1264957482,856.47056130521,2410021.71333155,5.55111512312578e-15
"MLI",2003,92284.9295930891,2500294.47132624,92284.9295930891,2500294.47132625,6,-1.11022302462516e-16,6.66133814775094e-16,20861.8429608735,834.37543857815,2500294.47132624,-2.99760216648792e-15
"MLI",2004,89987.3593075675,2595895.51790974,89987.3593075675,2595895.51790974,6,-1.11022302462516e-16,-5.55111512312578e-16,20173.9338344709,777.14737343185,2595895.51790976,8.88178419700125e-15
"MLI",2005,87830.0017542328,2696183.12047767,87830.0017542328,2696183.12047768,6,2.22044604925031e-16,1.11022302462516e-15,19914.3514175643,738.61271759746,2696183.12047769,6.88338275267597e-15
"MLI",2006,86426.448948034,2799181.9342854,86426.448948034,2799181.9342854,6,-5.55111512312578e-16,-3.33066907387547e-16,19207.5670467016,686.18501753817,2799181.93428541,2.44249065417534e-15
"MLI",2007,85326.1226687698,2903094.70167072,85326.1226687698,2903094.70167072,6,0,-4.44089209850063e-16,17316.5606697766,596.48624827192,2903094.70167072,1.55431223447522e-15
"MLI",2008,84383.3774349507,3007036.59452775,84383.3774349508,3007036.59452775,6,4.44089209850063e-16,1.77635683940025e-15,17657.8475231229,587.21758010051,3007036.5945278,1.66533453693773e-14
"MLI",2009,83925.5490908682,3112058.79987119,83925.5490908682,3112058.7998712,6,0,6.66133814775094e-16,17469.7464124375,561.35656605076,3112058.7998712,1.99840144432528e-15
"MLI",2010,84062.4789839414,3218976.96919649,84062.4789839414,3218976.96919649,6,0,1.77635683940025e-15,17104.7474931016,531.37216130413,3218976.9691965,3.99680288865056e-15
"MLI",2011,84337.837221241,3326346.79567214,84337.837221241,3326346.79567214,6,-2.22044604925031e-16,-1.11022302462516e-16,17856.5640602263,536.8220801108,3326346.79567218,1.26565424807268e-14
"MLI",2012,84502.6053519229,3434765.54759143,84502.605351923,3434765.54759143,6,4.44089209850063e-16,1.11022302462516e-15,20200.6943634163,588.12440277275,3434765.54759144,3.33066907387547e-15
"MLI",2013,85049.5429287247,3522100.21351761,85049.5429287245,3522100.21351761,6,-1.33226762955019e-15,8.88178419700125e-16,20818.7900015328,591.09022286281,3522100.21351761,1.99840144432528e-15
"MLI",2014,85512.8471950756,3607356.25825419,85512.8471950755,3607356.2582542,6,-2.22044604925031e-16,1.33226762955019e-15,19843.9353007642,550.0963553394,3607356.25825422,7.54951656745106e-15
"MLI",2015,87968.261234185,3715120.82198648,87968.261234185,3715120.82198648,6,2.22044604925031e-16,1.77635683940025e-15,17514.868481058,471.44815257159,3715120.82198654,1.77635683940025e-14
"MLI",2016,87986.087849631,3823672.4469729,87986.0878496309,3823672.44697289,6,-4.44089209850063e-16,-1.4432899320127e-15,16045.6910134259,419.64083576585,3823672.44697297,1.90958360235527e-14
"MLI",2017,88603.7010190706,3931704.82735495,88603.7010190706,3931704.82735496,6,0,3.33066907387547e-15,14235.9257206803,362.08022590183,3931704.82735504,2.28705943072782e-14
"MLI",2018,88734.7558629522,4043687.82954897,88734.7558629522,4043687.82954899,6,8.88178419700125e-16,3.5527136788005e-15,13625.6859137478,336.96186471613,4043687.82954909,2.8421709430404e-14
"MLI",2019,88384.8283933605,4158199.18498887,88384.8283933605,4158199.18498888,6,2.22044604925031e-16,2.22044604925031e-15,14118.3873410395,339.53129017982,4158199.18498888,2.66453525910038e-15
"MLI",2020,88226.8784685773,4271293.9577989,88226.8784685773,4271293.9577989,6,0,6.66133814775094e-16,15941.5148974664,373.22448548311,4271293.95779898,1.93178806284777e-14
"MLI",2021,87829.2264043592,4386549.23967503,87829.2264043592,4386549.23967502,6,0,-2.55351295663786e-15,13665.8047726698,311.53884354167,4386549.23967513,2.24265050974282e-14
"MLI",2022,88455.4168749682,4497073.96846885,88455.4168749682,4497073.96846887,6,2.22044604925031e-16,4.44089209850063e-15,14141.2923861676,314.45541001369,4497073.96846884,-4.44089209850063e-16
"MLI",2023,88847.5332002553,4600201.22175712,88847.5332002554,4600201.22175714,6,8.88178419700125e-16,5.55111512312578e-15,14455.3436795002,314.23285597013,4600201.22175711,-9.99200722162641e-16
"MLI",2024,87756.7145398564,4755157.53288383,87756.7145398564,4755032.00518863,6,0,-2.63982201079704e-05,12944.5842730324,272.222484673848,4755148.82194299,-1.83189321933952e-06
"MOZ",2000,121955.877080466,3403554.87587248,121955.877080466,3403554.87587248,6,-3.33066907387547e-16,-2.22044604925031e-16,20248.528864094,594.92294387947,3403554.87587251,9.10382880192628e-15
"MOZ",2001,116911.222316971,3481815.91693642,116911.222316971,3481815.91693644,6,2.22044604925031e-16,4.66293670342566e-15,19873.8297525241,570.78921535893,3481815.91693648,1.66533453693773e-14
"MOZ",2002,113496.612778102,3576511.1167986,113496.612778102,3576511.11679861,6,-6.66133814775094e-16,2.88657986402541e-15,18972.243129073,530.46789201805,3576511.11679865,1.28785870856518e-14
"MOZ",2003,109628.396162689,3674503.47996027,109628.396162689,3674503.47996026,6,2.22044604925031e-16,-9.99200722162641e-16,17150.1132766216,466.7328081237,3674503.47996025,-3.21964677141295e-15
"MOZ",2004,106088.033279559,3774186.83292484,106088.033279559,3774186.83292485,6,4.44089209850063e-16,1.99840144432528e-15,14808.153107538,392.35347276282,3774186.83292491,1.84297022087776e-14
"MOZ",2005,99135.6037445079,3874728.15625756,99135.6037445078,3874728.15625756,6,-7.7715611723761e-16,4.44089209850063e-16,12272.1178087967,316.72203349227,3874728.15625761,1.4432899320127e-14
"MOZ",2006,92628.4539740881,3978794.55765957,92628.4539740881,3978794.55765957,6,0,-2.22044604925031e-16,12461.2669549881,313.19201769287,3978794.55765957,-1.55431223447522e-15
"MOZ",2007,89282.3095185435,4085418.90802654,89282.3095185436,4085418.90802654,6,4.44089209850063e-16,1.99840144432528e-15,11813.9957104021,289.1746471137,4085418.90802654,4.44089209850063e-16
"MOZ",2008,87115.4649051251,4191805.65745263,87115.4649051251,4191805.65745261,6,2.22044604925031e-16,-3.5527136788005e-15,9718.15035451244,231.8368538206,4191805.65745278,3.64153152077051e-14
"MOZ",2009,84465.9840089126,4297224.22793653,84465.9840089126,4297224.22793655,6,4.44089209850063e-16,5.77315972805081e-15,9674.46611106666,225.13291366488,4297224.22793653,1.11022302462516e-15
"MOZ",2010,81759.3052078703,4401842.23272084,81759.3052078703,4401842.23272086,6,0,2.44249065417534e-15,9149.07108760428,207.84641075037,4401842.23272087,5.55111512312578e-15
"MOZ",2011,79548.4699899517,4505386.41823458,79548.4699899516,4505386.41823459,6,-5.55111512312578e-16,1.55431223447522e-15,8129.22971335361,180.43357347667,4505386.41823481,4.9737991503207e-14
"MOZ",2012,77565.6192616318,4607977.21714686,77565.6192616318,4607977.21714688,6,-3.33066907387547e-16,5.77315972805081e-15,7950.02295950672,172.52739292902,4607977.21714688,5.55111512312578e-15
"MOZ",2013,76320.6074808476,4708839.10575215,76320.6074808475,4708839.10575214,6,-9.99200722162641e-16,-1.22124532708767e-15,7503.95098726849,159.35883173629,4708839.10575234,4.01900734914307e-14
"MOZ",2014,74894.4709435421,4808924.16605244,74894.4709435421,4808924.16605245,6,0,2.22044604925031e-15,6992.00641447975,145.39647898459,4808924.16605274,6.28386231937839e-14
"MOZ",2015,74024.3876125814,4908413.46692549,74024.3876125815,4908413.4669255,6,1.33226762955019e-15,6.66133814775094e-16,6527.55341006905,132.98703245058,4908413.46692565,3.15303338993544e-14
"MOZ",2016,75156.8750811543,5005108.65549509,75156.8750811544,5005108.65549513,6,1.55431223447522e-15,6.43929354282591e-15,6537.29064167157,130.61236212113,5005108.65549533,4.64073224293315e-14
"MOZ",2017,76095.0957467604,5097291.21616025,76095.0957467603,5097291.21616026,6,-5.55111512312578e-16,2.88657986402541e-15,6560.82928224711,128.71207478683,5097291.21616057,6.43929354282591e-14
"MOZ",2018,74987.7713360651,5187147.61249097,74987.7713360651,5187147.61249102,6,2.22044604925031e-16,9.10382880192628e-15,6836.0107536147,131.78747289074,5187147.61249134,7.17204073907851e-14
"MOZ",2019,74604.5598593555,5275894.35352082,74604.5598593555,5275894.35352082,6,-4.44089209850063e-16,-6.66133814775094e-16,7272.42328325974,137.84247363495,5275894.35352081,-2.66453525910038e-15
"MOZ",2020,73128.7643602405,5361798.34155153,73128.7643602405,5361798.34155156,6,2.22044604925031e-16,5.77315972805081e-15,9630.3553702951,179.61054774597,5361798.34155157,6.66133814775094e-15
"MOZ",2021,72491.1903922511,5444704.36197475,72491.1903922511,5444704.36197482,6,8.88178419700125e-16,1.19904086659517e-14,9627.94225261458,176.83131374138,5444704.36197498,4.17443857259059e-14
"MOZ",2022,72381.0109032624,5523275.04569387,72381.0109032625,5523275.04569392,6,6.66133814775094e-16,9.54791801177635e-15,9449.16077870792,171.07894683019,5523275.04569396,1.70974345792274e-14
"MOZ",2023,73743.4407203408,5596219.38208334,73743.4407203408,5596219.38208341,6,8.88178419700125e-16,1.11022302462516e-14,8054.41162157393,143.92594485056,5596219.38208356,3.86357612569554e-14
"MOZ",2024,75208.0645451154,5650334.27053511,75208.0645451154,5650009.65074727,6,2.22044604925031e-16,-5.74514307100094e-05,10284.9934524545,182.008892703646,5650819.19881844,8.58229372127095e-05
"MRT",2000,7814.64976383707,456314.452603212,7814.64976383707,456314.452603213,6,6.66133814775094e-16,8.88178419700125e-16,425.956847520505,93.34721814978,456314.452603223,2.37587727269783e-14
"MRT",2001,7824.39409692007,467373.2821662,7824.39409692007,467373.2821662,6,-3.33066907387547e-16,1.55431223447522e-15,408.356796766157,87.37273018121,467373.28216622,4.39648317751562e-14
"MRT",2002,7865.67339038327,479473.72049368,7865.67339038328,479473.720493681,6,4.44089209850063e-16,1.77635683940025e-15,344.662211951253,71.88344161936,479473.720493687,1.48769885299771e-14
"MRT",2003,7801.65477985508,492594.15712748,7801.65477985508,492594.157127485,6,2.22044604925031e-16,1.04360964314765e-14,411.861413939723,83.61069817422,492594.157127507,5.57331958361829e-14
"MRT",2004,7841.99691375718,506541.880650894,7841.99691375717,506541.880650897,6,-2.22044604925031e-16,5.55111512312578e-15,263.708563774918,52.06056475252,506541.880650945,1.00808250635964e-13
"MRT",2005,7861.39012005786,520959.741558372,7861.39012005786,520959.741558372,6,-1.11022302462516e-16,-8.88178419700125e-16,254.427955607677,48.83831423261,520959.741558385,2.48689957516035e-14
"MRT",2006,7773.59717742638,535634.349542644,7773.59717742639,535634.349542647,6,6.66133814775094e-16,5.10702591327572e-15,56.4783952833765,10.54420713152,535634.349542931,5.35571587079176e-13
"MRT",2007,7596.4375906923,550351.991251962,7596.4375906923,550351.991251964,6,-5.55111512312578e-16,3.99680288865056e-15,228.137431812469,41.45300379371,550351.991252045,1.49880108324396e-13
"MRT",2008,7453.86303211318,564778.707211461,7453.86303211318,564778.707211464,6,2.22044604925031e-16,5.77315972805081e-15,321.552729302026,56.93428686248,564778.707211544,1.47215573065296e-13
"MRT",2009,7466.68377908781,578574.018122914,7466.68377908781,578574.018122916,6,-1.11022302462516e-16,4.66293670342566e-15,165.351887614584,28.57921068613,578574.018123014,1.738609256563e-13
"MRT",2010,7361.08806625876,591556.293513346,7361.08806625876,591556.293513347,6,2.22044604925031e-16,1.77635683940025e-15,229.904216157263,38.86430060473,591556.293513443,1.64313007644523e-13
"MRT",2011,7230.82922533994,603609.522159491,7230.82922533993,603609.522159496,6,-7.7715611723761e-16,8.21565038222616e-15,295.121030473325,48.89270623456,603609.5221596,1.81188397618826e-13
"MRT",2012,7157.2548697472,614627.927640959,7157.2548697472,614627.92764096,6,2.22044604925031e-16,8.88178419700125e-16,171.568536254689,27.91421094599,614627.927641047,1.42774680966795e-13
"MRT",2013,7020.14565881276,624636.61533497,7020.14565881275,624636.615334974,6,-8.88178419700125e-16,6.88338275267597e-15,194.658174496203,31.16342681765,624636.61533511,2.23376872554581e-13
"MRT",2014,6800.01864952586,633769.198611581,6800.01864952586,633769.198611581,6,-4.44089209850063e-16,4.44089209850063e-16,321.101791420732,50.6654144954,633769.198611581,0
"MRT",2015,6687.89899376321,641996.575491843,6687.89899376321,641996.575491848,6,2.22044604925031e-16,7.99360577730113e-15,382.678216987015,59.60751686157,641996.575491864,3.24185123190546e-14
"MRT",2016,6487.90410609511,649270.34715668,6487.90410609511,649270.34715669,6,2.22044604925031e-16,1.48769885299771e-14,457.53694353734,70.46940393027,649270.347156727,7.21644966006352e-14
"MRT",2017,6445.30544535838,655475.704693158,6445.30544535838,655475.704693162,6,6.66133814775094e-16,5.77315972805081e-15,365.095521655593,55.69932173557,655475.704693259,1.53876911213047e-13
"MRT",2018,6241.24980044038,660467.64813679,6241.24980044038,660467.648136794,6,0,5.77315972805081e-15,371.0169338133,56.17488379028,660467.648136902,1.69197988952874e-13
"MRT",2019,6175.12227859355,664148.618529784,6175.12227859355,664148.618529782,6,-1.11022302462516e-16,-2.44249065417534e-15,268.574363210735,40.43889510833,664148.618529914,1.96509475358653e-13
"MRT",2020,6036.48755339339,666464.045586221,6036.48755339339,666464.045586235,6,0,2.1538326677728e-14,277.557939156139,41.64634851562,666464.045586222,1.99840144432528e-15
"MRT",2021,5962.72944256646,667407.75934896,5962.72944256646,667407.759348962,6,-5.55111512312578e-16,3.33066907387547e-15,137.415765936433,20.58947682455,667407.75934911,2.24043006369357e-13
"MRT",2022,5837.5502038921,666999.181282951,5837.5502038921,666999.181282954,6,-7.7715611723761e-16,3.5527136788005e-15,252.041184646631,37.78733043747,666999.18128301,8.81517081552374e-14
"MRT",2023,5711.39953181872,665793.09340398,5711.39953181872,665793.093403995,6,2.22044604925031e-16,2.26485497023532e-14,254.54304784918,38.23155427278,665793.093404023,6.43929354282591e-14
"MRT",2024,5487.39520476196,665993.310930152,5487.39520476196,665993.936063299,6,2.22044604925031e-16,9.38647785497793e-07,192.831907593039,28.9712434198757,665597.623127032,-0.000594131797761355
"MWI",2000,80988.7200004726,2165641.55135834,80988.7200004727,2165641.55135835,6,8.88178419700125e-16,3.77475828372553e-15,15235.184346363,703.49519923124,2165641.55135836,1.02140518265514e-14
"MWI",2001,78918.7534809864,2228810.29683575,78918.7534809864,2228810.29683576,6,-3.33066907387547e-16,2.22044604925031e-15,14138.0471586068,634.33156149173,2228810.29683576,4.2188474935756e-15
"MWI",2002,75953.8687493649,2284298.22442264,75953.8687493648,2284298.22442265,6,-7.7715611723761e-16,3.99680288865056e-15,12724.4795939082,557.0410841222,2284298.22442267,1.37667655053519e-14
"MWI",2003,70924.1585956622,2340801.1763893,70924.1585956621,2340801.1763893,6,-7.7715611723761e-16,-4.44089209850063e-16,10983.5982094598,469.22388455059,2340801.1763893,6.66133814775094e-16
"MWI",2004,66790.904413894,2399962.20413545,66790.904413894,2399962.20413545,6,-2.22044604925031e-16,-3.33066907387547e-16,9302.17481558042,387.59672129634,2399962.20413546,3.10862446895044e-15
"MWI",2005,61511.0868799983,2460040.03271284,61511.0868799982,2460040.03271284,6,-4.44089209850063e-16,-1.33226762955019e-15,8465.6610118672,344.1269613215,2460040.03271286,7.99360577730113e-15
"MWI",2006,57070.7243450505,2522157.75101123,57070.7243450505,2522157.75101123,6,4.44089209850063e-16,1.33226762955019e-15,7935.11512160299,314.61613051053,2522157.75101125,7.105427357601e-15
"MWI",2007,53834.3090920979,2584201.92776448,53834.3090920979,2584201.92776448,6,-1.11022302462516e-16,-1.11022302462516e-15,7440.23367371948,287.91224067214,2584201.92776452,1.70974345792274e-14
"MWI",2008,51508.0599285166,2639854.91745414,51508.0599285166,2639854.91745414,6,6.66133814775094e-16,1.33226762955019e-15,7146.61882947217,270.72013625522,2639854.91745421,2.95319324550292e-14
"MWI",2009,49579.4281107457,2686642.7849728,49579.4281107457,2686642.7849728,6,2.22044604925031e-16,3.5527136788005e-15,6876.10815429016,255.93682169994,2686642.78497281,5.10702591327572e-15
