"term","Estimate","Std. Error","Pr(>|t|)"
"(Intercept)",21.241961261623,2.30366227406935,1.90418557562726e-19
"hib3_wuenic",0.00466617930909984,0.00422866793084014,0.270110007231201
"pcv3_wuenic",-0.0137999806778759,0.00529853275642566,0.00934710765983719
"rotac_wuenic",0.00868484622088523,0.00539605106298449,0.107848588591449
"log_hiv_prev",-0.189009921058054,0.290977029294881,0.51612962644966
"log_gdp",-1.25296290871545,0.357376749633389,0.00047651058489646
"log_hexp_pc",1.6488831124995,0.340349962142024,1.48393715894897e-06
"year_c",0.263237974192744,0.0301868282874354,1.25114260825118e-17
