"variable","source","matched_region_years","total_region_years","countries_with_series","countries_without_series","min_prevalence_pct","max_prevalence_pct"
"log_hiv_prev","UNAIDS 2025 estimates (0-14 PLHIV) / World Bank SP.POP.0014.TO",1053,1096,88,"COM NGA STP",6.98152887132373e-05,4.6278168817126
