"prevalence","outcome","relative_change","lo","hi"
2.02809997426179,"All under-5",0.611483839503579,0.405859726521518,0.817529056153843
2.06539430600668,"All under-5",0.633735559722504,0.420613210107601,0.847310218225528
2.10337443588675,"All under-5",0.656401520331973,0.435640220622346,0.877648061648473
2.14205297490909,"All under-5",0.679489527625821,0.450945870939123,0.908553161526848
2.18144276598212,"All under-5",0.703007538524414,0.466535371052501,0.940036300147629
2.22155688817999,"All under-5",0.726963663611047,0.482414029980416,0.972108471271738
2.26240866108536,"All under-5",0.751366170234147,0.498587257705729,1.00478088452218
2.30401164921209,"All under-5",0.776223485677052,0.51506056715791,1.03806496987207
2.34637966650921,"All under-5",0.801544200397086,0.531839576235993,1.07197238223502
2.38952678094774,"All under-5",0.82733707133531,0.548930009873616,1.10651500616048
2.43346731919187,"All under-5",0.853611025299039,0.566337702147024,1.14170496063679
2.47821587135599,"All under-5",0.880375162418656,0.584068598427123,1.17755460400488
2.52378729584923,"All under-5",0.907638759680762,0.60212875757677,1.21407653898529
2.57019672430909,"All under-5",0.935411274539355,0.620524354193819,1.25128361782163
2.61745956662578,"All under-5",0.963702348607054,0.639261680901582,1.28918894754357
