"specification","outcome","n","countries","edf_total","AIC","pfpr_beta","pfpr_se","pct_change_per_10","pct_change_lo","pct_change_hi","pfpr_smooth_edf","pfpr_p","time_interaction_beta","time_interaction_se","time_interaction_edf","time_interaction_p","full_surface_edf","full_surface_p","role"
"linear_time_interaction","postneonatal_mortality",1108,35,67.2433396908783,8557.29700561847,0.0844608770455198,0.0161647764475078,8.81302725281234,5.41954983325499,12.3157414222445,NA,1.74159761465168e-07,0.00410603665272585,0.00099163936397342,NA,3.46315254155133e-05,NA,NA,"selected specification, REML"
"linear_time_interaction","u5mr",1108,35,64.9655815754541,9170.8138624925,0.0571779230121028,0.0129580404870375,5.88441863837805,3.22905453811284,8.60808674991727,NA,1.02163052302281e-05,0.00183715005807231,0.000836720701066636,NA,0.0281166406139906,NA,NA,"selected specification, REML"
"linear_time_interaction","nnmr",1108,35,46.9539668834376,7275.60401316653,0.0110236383139919,0.0110311710907447,1.1084622498019,-1.05415018116023,3.31834187322448,NA,0.317641086323609,-0.000676178727297118,0.000990032994201065,NA,0.494615655427243,NA,NA,"selected specification, REML"
"linear_no_interaction","postneonatal_mortality",1108,35,66.8449688645034,8567.64577411398,0.072184121911376,0.0159635204226307,7.48532298768312,4.17433646597141,10.9015430258141,NA,6.1310984707136e-06,NA,NA,NA,NA,NA,NA,"linear comparison effect, REML"
"linear_no_interaction","u5mr",1108,35,64.0125157812702,9172.82198055888,0.051274889404335,0.0124277975414957,5.26122054591107,2.72819247979734,7.85670694044307,NA,3.69411765237334e-05,NA,NA,NA,NA,NA,NA,"linear comparison effect, REML"
"linear_no_interaction","nnmr",1108,35,45.9991030421779,7274.23538677624,0.0133246946626542,0.0104874420639404,1.34138640178958,-0.720461322403654,3.4460547927021,NA,0.203893022021849,NA,NA,NA,NA,NA,NA,"linear comparison effect, REML"
