"iso3","pfpr_pct","share_1mo5y","gdp_pc","dtp3"
"AGO",20.3629860173891,35.0932777600372,2720.81900669715,64
"BDI",23.4233910534999,119.873124580657,216.231928531758,89
"BEN",36.4195176021028,35.3834459554036,1485.38018885134,63
"BFA",20.8895299226178,32.9870253892864,982.493100418428,91
"CAF",33.7173529884399,29.3359419485378,516.160999996036,42
"CIV",21.6097900536211,37.7394063494058,2727.8935220697,77
"CMR",25.154436708263,45.6137047023174,1830.00833684727,77
"COD",36.0389696426312,23.1275115711089,692.887665085098,65
"COG",23.0367083039643,32.474449312904,2482.2489948456,78
"COM",2.0569309592247,0.863844698022552,1857.87060684189,75
"ERI",1.01174970161902,2.37030526532882,688.68165957684,95
"ETH",3.96603043268051,11.6326663454072,1133.88279681256,73
"GAB",18.3941089285982,23.3426740298325,8230.04311451151,61
"GHA",16.1684528452277,45.6707656271417,2419.2518672482,95
"GIN",21.3918844138873,26.0464270397123,1694.95375862185,63
"GMB",7.44128485616308,9.16699745039827,871.340287547821,80
"GNB",6.45858719241253,12.337210851199,998.376093392688,68
"GNQ",22.7908740948625,30.591209046279,7003.58055684906,68
"KEN",4.56630179838788,10.5467454742587,2133.46193404026,91
"LBR",15.0772926520803,33.6361379705308,851.497723870206,83
"MDG",9.5834111098206,13.7196532518451,550.37875528856,60
"MLI",17.8159583489328,35.3119922050849,1093.2523323649,82
"MOZ",23.8959888516995,25.8909357861184,656.976148587772,70
"MRT",2.77560525533352,6.97085759089732,2104.54260769051,86
"MWI",19.1949461379247,37.162382536347,522.365366146003,91
"NAM",0.94554297582227,0.742193041842626,4501.84849548225,74
"NER",17.3322123852766,26.7467305444622,729.856664168989,86
"NGA",24.7029050973954,25.9860357443815,1084.16041805058,67
"RWA",2.95286330052362,30.222685570458,1059.93709298801,98
"SDN",4.74760862160875,2.14312019564072,984.607666015625,39
"SEN",6.77121703113813,9.95568091841273,1738.73223822106,91
"SLE",30.8228777964225,44.3722631827811,806.654650274255,91
"SOM",3.0050584106644,2.36827518136617,629.538899449007,70
"SSD",23.0925969704235,21.4503740290109,1080.14718624765,73
"SWZ",2.08958935754062,0.0881761501394095,3909.55892378182,84
"TCD",15.0399054719793,9.35749693492362,980.668312111718,68
"TGO",20.988802052246,21.8366347677796,1266.08777721447,90
"TZA",8.82259173357379,26.297360769232,1192.60668945313,83
"UGA",21.8989085169071,60.3369020191408,1077.91278438613,91
"ZMB",14.2547402661023,27.9945141610271,1187.10943350064,91
"ZWE",3.38456270889392,1.96037226017872,2496.15514995576,91
