"elpd_diff","se_diff","elpd_loo","se_elpd_loo","p_loo","se_p_loo","looic","se_looic","model"
0,0,-4296.84458546761,41.2929436110007,67.1766883348977,2.99501910031083,8593.68917093522,82.5858872220015,"by_region"
-8.24231329504597,4.34637510065494,-4305.08689876265,41.3114662764694,58.4351636030807,2.61187942728004,8610.1737975253,82.6229325529387,"pooled"
