"label","n","deaths_2000","deaths_2024","decline_pct","af30_2000","af30_2024"
"Period 60, additive spline (primary structure)",1111,930217.341611001,462588.442796263,50.2709289427858,32.169182978394,32.169182978394
"Period 60, spline x time interaction",876,839990.199277802,560291.367881396,33.2978684319035,28.9422251649614,39.644717983722
"Period 24, additive spline",872,962715.586030545,423221.82439907,56.0387480435326,30.7614152117198,30.7614152117198
"Period 24, spline x time interaction",872,584581.04197206,518470.013560703,11.3091297296154,18.3546552460586,37.8071239334348
"Period 24, linear x time interaction",872,431586.80731166,473400.959677682,-9.68846861341313,11.5672070363262,34.9378100637787
"Period 24, additive linear",872,793233.258321863,293744.058171863,62.9687667416647,21.9352674998465,21.9352674998465
