"divergent_transitions","max_rhat","min_bulk_ess","min_tail_ess","variable","mean","q5","q95","rhat"
0,1.00554839295757,760.648666805146,1113.94318597619,"sd_country__Intercept",0.283888073747306,0.222335322142556,0.363363289092308,1.00184186269351
0,1.00554839295757,760.648666805146,1113.94318597619,"sds_t2pfpr10year_c_1",0.676118312989396,0.0432584387330855,1.80140919873258,1.00216239439318
0,1.00554839295757,760.648666805146,1113.94318597619,"sds_t2pfpr10year_c_2",0.958011208036295,0.0715552050119921,2.4375229577352,1.00138035945214
0,1.00554839295757,760.648666805146,1113.94318597619,"sds_t2pfpr10year_c_3",1.37182493083816,0.474157589742569,2.71083327558973,1.00220266517448
