"grouping","age_group","sensitivity","cells","af10","af10_lo","af10_hi","af30","af30_lo","af30_hi","af50","af50_lo","af50_hi"
"six bands (4-month split)","12-23 months","window 1 only (12 months before interview)",1117,0.206335493801909,0.0755157081200991,0.318643535718949,0.458002206694674,0.301188788064862,0.579626653192409,0.482867733153063,0.327558716981155,0.602306122233192
"six bands (4-month split)","12-23 months","prevalence lagged one year",4349,0.253247117377898,0.18543435152172,0.315414455856117,0.472451338578255,0.384399675714208,0.547908636190596,0.481319170592029,0.394199636452473,0.555910133133761
"six bands (4-month split)","12-23 months","Poisson likelihood",5232,0.274484656274177,0.220974731050716,0.32431907543699,0.507928057922053,0.441753285539596,0.56625844826618,0.520163922025883,0.456000238701084,0.576759627291326
"six bands (4-month split)","12-23 months","no survey intercept",5232,0.240110232340186,0.178091377492079,0.297449323220208,0.45438779508336,0.372097257707335,0.525893648645281,0.482921684324071,0.403726285491599,0.551598572875732
"six bands (4-month split)","24-35 months","primary (NB, windows 1-5, lag 0)",5232,0.333187473991218,0.268494400158524,0.392159205700448,0.567011794767062,0.491658984728025,0.631194847084029,0.555608033123715,0.478003532430991,0.621675178868781
"six bands (4-month split)","24-35 months","windows 1-4 only",4296,0.334330485632358,0.261924658796276,0.399633238477015,0.569331357391271,0.48452098489366,0.640188107971412,0.56556324941221,0.479756086888769,0.637217686733559
"six bands (4-month split)","24-35 months","window 1 only (12 months before interview)",1117,0.290461906453899,0.147914912452144,0.409161932827794,0.524132259964349,0.348554414204787,0.65238830234729,0.529100498259271,0.348873722617288,0.65944188025861
"six bands (4-month split)","24-35 months","prevalence lagged one year",4349,0.347048620081232,0.277840400968981,0.409624264345602,0.576767612008934,0.49680043546158,0.644026611173778,0.578340866215494,0.498499400517763,0.645471161375556
"six bands (4-month split)","24-35 months","Poisson likelihood",5232,0.313686643473223,0.256537792799805,0.366442545720126,0.557524152490624,0.490644938003465,0.615622008620633,0.567624231926931,0.502400124382686,0.624298931777563
"six bands (4-month split)","24-35 months","no survey intercept",5232,0.32159610271354,0.257662593059457,0.38002336464459,0.549406377328618,0.473163793906422,0.614615300839715,0.544187085967921,0.46638381070244,0.610646347008487
"six bands (4-month split)","36-59 months","primary (NB, windows 1-5, lag 0)",10464,0.239336206900789,0.172974062092196,0.300373326142786,0.439690083222178,0.350423816638888,0.516689172292144,0.420367783055313,0.327029408153205,0.500760492374236
"six bands (4-month split)","36-59 months","windows 1-4 only",8592,0.222235355622325,0.148440575397724,0.289635198005752,0.40869713930156,0.304890564910016,0.497001399463242,0.389811273306054,0.281154057223939,0.482044399184473
"six bands (4-month split)","36-59 months","window 1 only (12 months before interview)",2234,0.225662967260365,0.105839221123578,0.329429500334983,0.427086310778083,0.262583532341012,0.554891828846906,0.473459237228784,0.31493163138778,0.595302910538222
"six bands (4-month split)","36-59 months","prevalence lagged one year",8698,0.183936987186642,0.111986927551471,0.2500573904326,0.362795296839615,0.256678626000648,0.453762735833736,0.351846541910269,0.241314871670632,0.446275023000982
"six bands (4-month split)","36-59 months","Poisson likelihood",10464,0.221848746009017,0.16188666021748,0.277520896821826,0.429333320491954,0.34846372834292,0.500165265899206,0.419777236101028,0.336916812118711,0.492283227957766
"six bands (4-month split)","36-59 months","no survey intercept",10464,0.226519026531038,0.161197844728278,0.286753363044605,0.417970582199057,0.327770917771051,0.496067260192813,0.402679863478362,0.30844940068623,0.484070513642423
