"iso3","CountryName","year","SurveyType","SurveyId","FileName","no_extension","svkey","local_recode","boundary_file","recode_available","boundary_available","country","in_aggregate","in_analysis","in_main_sample","map_extraction_cached","recode_on_disk","boundary_on_disk","has_map_series","n_boundary_units","n_recode_units","n_region_overlap","omission_cause"
"MDG","Madagascar",2008,"DHS","MD2008DHS","MDBR51FL.ZIP","MDBR51FL","MD51FL","/Users/jameswatson/.rdhs_cache/datasets_reformatted/MDBR51FL.rds","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs_boundaries/MD2008DHS.rds",TRUE,TRUE,"Madagascar",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA
"MDG","Madagascar",2021,"DHS","MD2021DHS","MDBR81FL.ZIP","MDBR81FL","MD81FL","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs/MDBR81FL.rds","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs_boundaries/MD2021DHS.rds",TRUE,TRUE,"Madagascar",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA
"MLI","Mali",2001,"DHS","ML2001DHS","MLBR41FL.zip","MLBR41FL","ML41FL","/Users/jameswatson/.rdhs_cache/datasets_reformatted/MLBR41FL.rds","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs_boundaries/ML2001DHS.rds",TRUE,TRUE,"Mali",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA
"MLI","Mali",2006,"DHS","ML2006DHS","MLBR53FL.ZIP","MLBR53FL","ML53FL","/Users/jameswatson/.rdhs_cache/datasets_reformatted/MLBR53FL.rds","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs_boundaries/ML2006DHS.rds",TRUE,TRUE,"Mali",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA
"MLI","Mali",2012,"DHS","ML2012DHS","MLBR6AFL.ZIP","MLBR6AFL","ML6AFL","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs/MLBR6AFL.rds","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs_boundaries/ML2012DHS.rds",TRUE,TRUE,"Mali",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA
"MLI","Mali",2018,"DHS","ML2018DHS","MLBR7AFL.ZIP","MLBR7AFL","ML7AFL","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs/MLBR7AFL.rds","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs_boundaries/ML2018DHS.rds",TRUE,TRUE,"Mali",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA
"MLI","Mali",2023,"DHS","ML2023DHS","MLBR8AFL.zip","MLBR8AFL","ML8AFL","/Users/jameswatson/.rdhs_cache/datasets_reformatted/MLBR8AFL.rds","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs_boundaries/ML2023DHS.rds",TRUE,TRUE,"Mali",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA
"MOZ","Mozambique",2003,"DHS","MZ2003DHS","MZBR41FL.zip","MZBR41FL","MZ41FL","/Users/jameswatson/.rdhs_cache/datasets_reformatted/MZBR41FL.rds","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs_boundaries/MZ2003DHS.rds",TRUE,TRUE,"Mozambique",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA
"MOZ","Mozambique",2011,"DHS","MZ2011DHS","MZBR62FL.ZIP","MZBR62FL","MZ62FL","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs/MZBR62FL.rds","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs_boundaries/MZ2011DHS.rds",TRUE,TRUE,"Mozambique",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA
"MOZ","Mozambique",2022,"DHS","MZ2022DHS","MZBR81FL.ZIP","MZBR81FL","MZ81FL","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs/MZBR81FL.rds","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs_boundaries/MZ2022DHS.rds",TRUE,TRUE,"Mozambique",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA
"MRT","Mauritania",2020,"DHS","MR2020DHS","MRBR71FL.ZIP","MRBR71FL","MR71FL","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs/MRBR71FL.rds","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs_boundaries/MR2020DHS.rds",TRUE,TRUE,"Mauritania",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA
"MWI","Malawi",2000,"DHS","MW2000DHS","MWBR41FL.zip","MWBR41FL","MW41FL","/Users/jameswatson/.rdhs_cache/datasets_reformatted/MWBR41FL.rds","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs_boundaries/MW2000DHS.rds",TRUE,TRUE,"Malawi",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA
"MWI","Malawi",2004,"DHS","MW2004DHS","MWBR4EFL.ZIP","MWBR4EFL","MW4EFL","/Users/jameswatson/.rdhs_cache/datasets_reformatted/MWBR4EFL.rds","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs_boundaries/MW2004DHS.rds",TRUE,TRUE,"Malawi",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,3,3,3,"unattributed"
"MWI","Malawi",2010,"DHS","MW2010DHS","MWBR61FL.ZIP","MWBR61FL","MW61FL","/Users/jameswatson/.rdhs_cache/datasets_reformatted/MWBR61FL.rds","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs_boundaries/MW2010DHS.rds",TRUE,TRUE,"Malawi",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA
"MWI","Malawi",2015,"DHS","MW2015DHS","MWBR7AFL.ZIP","MWBR7AFL","MW7AFL","/Users/jameswatson/.rdhs_cache/datasets_reformatted/MWBR7AFL.rds","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs_boundaries/MW2015DHS.rds",TRUE,TRUE,"Malawi",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,3,0,"no_key_overlap"
"MWI","Malawi",2024,"DHS","MW2024DHS","MWBR81FL.zip","MWBR81FL","MW81FL","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs/MWBR81FL.rds","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs_boundaries/MW2024DHS.rds",TRUE,TRUE,"Malawi",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA
"NAM","Namibia",2000,"DHS","NM2000DHS","NMBR41FL.zip","NMBR41FL","NM41FL","/Users/jameswatson/.rdhs_cache/datasets_reformatted/NMBR41FL.rds","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs_boundaries/NM2000DHS.rds",TRUE,TRUE,"Namibia",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA
"NAM","Namibia",2006,"DHS","NM2006DHS","NMBR51FL.ZIP","NMBR51FL","NM51FL","/Users/jameswatson/.rdhs_cache/datasets_reformatted/NMBR51FL.rds","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs_boundaries/NM2006DHS.rds",TRUE,TRUE,"Namibia",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA
"NAM","Namibia",2013,"DHS","NM2013DHS","NMBR61FL.ZIP","NMBR61FL","NM61FL","/Users/jameswatson/.rdhs_cache/datasets_reformatted/NMBR61FL.rds","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs_boundaries/NM2013DHS.rds",TRUE,TRUE,"Namibia",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA
"NER","Niger",2006,"DHS","NI2006DHS","NIBR51FL.zip","NIBR51FL","NI51FL","/Users/jameswatson/.rdhs_cache/datasets_reformatted/NIBR51FL.rds","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs_boundaries/NI2006DHS.rds",TRUE,TRUE,"Niger",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA
"NER","Niger",2012,"DHS","NI2012DHS","NIBR61FL.ZIP","NIBR61FL","NI61FL","/Users/jameswatson/.rdhs_cache/datasets_reformatted/NIBR61FL.rds","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs_boundaries/NI2012DHS.rds",TRUE,TRUE,"Niger",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA
"NGA","Nigeria",2003,"DHS","NG2003DHS","NGBR4BFL.zip","NGBR4BFL","NG4BFL","/Users/jameswatson/.rdhs_cache/datasets_reformatted/NGBR4BFL.rds","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs_boundaries/NG2003DHS.rds",TRUE,TRUE,"Nigeria",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA
"NGA","Nigeria",2008,"DHS","NG2008DHS","NGBR53FL.ZIP","NGBR53FL","NG53FL","/Users/jameswatson/.rdhs_cache/datasets_reformatted/NGBR53FL.rds","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs_boundaries/NG2008DHS.rds",TRUE,TRUE,"Nigeria",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA
"NGA","Nigeria",2010,"MIS","NG2010MIS","NGBR61FL.ZIP","NGBR61FL","NG61FL","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs/NGBR61FL.rds","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs_boundaries/NG2010MIS.rds",TRUE,TRUE,"Nigeria",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA
"NGA","Nigeria",2013,"DHS","NG2013DHS","NGBR6AFL.ZIP","NGBR6AFL","NG6AFL","/Users/jameswatson/.rdhs_cache/datasets_reformatted/NGBR6AFL.rds","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs_boundaries/NG2013DHS.rds",TRUE,TRUE,"Nigeria",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA
"NGA","Nigeria",2018,"DHS","NG2018DHS","NGBR7BFL.ZIP","NGBR7BFL","NG7BFL","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs/NGBR7BFL.rds","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs_boundaries/NG2018DHS.rds",TRUE,TRUE,"Nigeria",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA
"NGA","Nigeria",2024,"DHS","NG2024DHS","NGBR8BFL.zip","NGBR8BFL","NG8BFL","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs/NGBR8BFL.rds","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs_boundaries/NG2024DHS.rds",TRUE,TRUE,"Nigeria",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA
"RWA","Rwanda",2000,"DHS","RW2000DHS","RWBR41FL.ZIP","RWBR41FL","RW41FL","/Users/jameswatson/.rdhs_cache/datasets_reformatted/RWBR41FL.rds","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs_boundaries/RW2000DHS.rds",TRUE,TRUE,"Rwanda",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA
"RWA","Rwanda",2005,"DHS","RW2005DHS","RWBR53FL.ZIP","RWBR53FL","RW53FL","/Users/jameswatson/.rdhs_cache/datasets_reformatted/RWBR53FL.rds","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs_boundaries/RW2005DHS.rds",TRUE,TRUE,"Rwanda",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA
"RWA","Rwanda",2008,"DHS","RW2008DHS","RWBR5AFL.ZIP","RWBR5AFL","RW5AFL","/Users/jameswatson/.rdhs_cache/datasets_reformatted/RWBR5AFL.rds","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs_boundaries/RW2008DHS.rds",TRUE,TRUE,"Rwanda",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5,5,0,"no_key_overlap"
"RWA","Rwanda",2010,"DHS","RW2010DHS","RWBR61FL.ZIP","RWBR61FL","RW61FL","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs/RWBR61FL.rds","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs_boundaries/RW2010DHS.rds",TRUE,TRUE,"Rwanda",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA
"RWA","Rwanda",2015,"DHS","RW2015DHS","RWBR70FL.ZIP","RWBR70FL","RW70FL","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs/RWBR70FL.rds","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs_boundaries/RW2015DHS.rds",TRUE,TRUE,"Rwanda",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA
"RWA","Rwanda",2019,"DHS","RW2019DHS","RWBR81FL.ZIP","RWBR81FL","RW81FL","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs/RWBR81FL.rds","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs_boundaries/RW2019DHS.rds",TRUE,TRUE,"Rwanda",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA
"SEN","Senegal",2005,"DHS","SN2005DHS","SNBR4AFL.ZIP","SNBR4AFL","SN4AFL","/Users/jameswatson/.rdhs_cache/datasets_reformatted/SNBR4AFL.rds","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs_boundaries/SN2005DHS.rds",TRUE,TRUE,"Senegal",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA
"SEN","Senegal",2008,"MIS","SN2008MIS","SNBR5AFL.ZIP","SNBR5AFL","SN5AFL","/Users/jameswatson/.rdhs_cache/datasets_reformatted/SNBR5AFL.rds","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs_boundaries/SN2008MIS.rds",TRUE,TRUE,"Senegal",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11,11,11,"unattributed"
"SEN","Senegal",2010,"DHS","SN2010DHS","SNBR61FL.ZIP","SNBR61FL","SN61FL","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs/SNBR61FL.rds","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs_boundaries/SN2010DHS.rds",TRUE,TRUE,"Senegal",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA
"SEN","Senegal",2012,"DHS","SN2012DHS","SNBR6DFL.ZIP","SNBR6DFL","SN6DFL","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs/SNBR6DFL.rds","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs_boundaries/SN2012DHS.rds",TRUE,TRUE,"Senegal",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,4,14,0,"boundary_granularity"
"SEN","Senegal",2014,"DHS","SN2014DHS","SNBR71FL.ZIP","SNBR71FL","SN71FL","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs/SNBR71FL.rds","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs_boundaries/SN2014DHS.rds",TRUE,TRUE,"Senegal",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,4,14,0,"boundary_granularity"
"SEN","Senegal",2015,"DHS","SN2015DHS","SNBR7AFL.ZIP","SNBR7AFL","SN7AFL","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs/SNBR7AFL.rds","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs_boundaries/SN2015DHS.rds",TRUE,TRUE,"Senegal",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,4,14,0,"boundary_granularity"
"SEN","Senegal",2016,"DHS","SN2016DHS","SNBR7IFL.ZIP","SNBR7IFL","SN7IFL","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs/SNBR7IFL.rds","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs_boundaries/SN2016DHS.rds",TRUE,TRUE,"Senegal",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA
"SEN","Senegal",2017,"DHS","SN2017DHS","SNBR7ZFL.ZIP","SNBR7ZFL","SN7ZFL","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs/SNBR7ZFL.rds","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs_boundaries/SN2017DHS.rds",TRUE,TRUE,"Senegal",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA
"SEN","Senegal",2018,"DHS","SN2018DHS","SNBR81FL.ZIP","SNBR81FL","SN81FL","/Users/jameswatson/.rdhs_cache/datasets_reformatted/SNBR81FL.rds","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs_boundaries/SN2018DHS.rds",TRUE,TRUE,"Senegal",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,4,14,0,"boundary_granularity"
"SEN","Senegal",2019,"DHS","SN2019DHS","SNBR8BFL.ZIP","SNBR8BFL","SN8BFL","/Users/jameswatson/.rdhs_cache/datasets_reformatted/SNBR8BFL.rds","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs_boundaries/SN2019DHS.rds",TRUE,TRUE,"Senegal",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,4,14,0,"boundary_granularity"
"SEN","Senegal",2023,"DHS","SN2023DHS","SNBR8SFL.ZIP","SNBR8SFL","SN8SFL","/Users/jameswatson/.rdhs_cache/datasets_reformatted/SNBR8SFL.rds","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs_boundaries/SN2023DHS.rds",TRUE,TRUE,"Senegal",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA
"SLE","Sierra Leone",2008,"DHS","SL2008DHS","SLBR51FL.ZIP","SLBR51FL","SL51FL","/Users/jameswatson/.rdhs_cache/datasets_reformatted/SLBR51FL.rds","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs_boundaries/SL2008DHS.rds",TRUE,TRUE,"Sierra Leone",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA
"SLE","Sierra Leone",2013,"DHS","SL2013DHS","SLBR61FL.ZIP","SLBR61FL","SL61FL","/Users/jameswatson/.rdhs_cache/datasets_reformatted/SLBR61FL.rds","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs_boundaries/SL2013DHS.rds",TRUE,TRUE,"Sierra Leone",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA
"SLE","Sierra Leone",2019,"DHS","SL2019DHS","SLBR7AFL.ZIP","SLBR7AFL","SL7AFL","/Users/jameswatson/.rdhs_cache/datasets_reformatted/SLBR7AFL.rds","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs_boundaries/SL2019DHS.rds",TRUE,TRUE,"Sierra Leone",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA
"STP","Sao Tome and Principe",2008,"DHS","ST2008DHS","STBR51FL.ZIP","STBR51FL","ST51FL","/Users/jameswatson/.rdhs_cache/datasets_reformatted/STBR51FL.rds","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs_boundaries/ST2008DHS.rds",TRUE,TRUE,"São Tomé & Príncipe",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4,4,0,"no_map_series"
"SWZ","Eswatini",2006,"DHS","SZ2006DHS","SZBR51FL.ZIP","SZBR51FL","SZ51FL","/Users/jameswatson/.rdhs_cache/datasets_reformatted/SZBR51FL.rds","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs_boundaries/SZ2006DHS.rds",TRUE,TRUE,"Eswatini",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA
"TCD","Chad",2004,"DHS","TD2004DHS","TDBR41FL.zip","TDBR41FL","TD41FL","/Users/jameswatson/.rdhs_cache/datasets_reformatted/TDBR41FL.rds","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs_boundaries/TD2004DHS.rds",TRUE,TRUE,"Chad",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA
"TCD","Chad",2014,"DHS","TD2014DHS","TDBR71FL.ZIP","TDBR71FL","TD71FL","/Users/jameswatson/.rdhs_cache/datasets_reformatted/TDBR71FL.rds","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs_boundaries/TD2014DHS.rds",TRUE,TRUE,"Chad",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA
"TGO","Togo",2013,"DHS","TG2013DHS","TGBR61FL.ZIP","TGBR61FL","TG61FL","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs/TGBR61FL.rds","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs_boundaries/TG2013DHS.rds",TRUE,TRUE,"Togo",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA
"TZA","Tanzania",2004,"DHS","TZ2004DHS","TZBR4IFL.ZIP","TZBR4IFL","TZ4IFL","/Users/jameswatson/.rdhs_cache/datasets_reformatted/TZBR4IFL.rds","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs_boundaries/TZ2004DHS.rds",TRUE,TRUE,"Tanzania",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,8,26,0,"boundary_granularity"
"TZA","Tanzania",2010,"DHS","TZ2010DHS","TZBR63FL.ZIP","TZBR63FL","TZ63FL","/Users/jameswatson/.rdhs_cache/datasets_reformatted/TZBR63FL.rds","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs_boundaries/TZ2010DHS.rds",TRUE,TRUE,"Tanzania",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA
"TZA","Tanzania",2015,"DHS","TZ2015DHS","TZBR7BFL.ZIP","TZBR7BFL","TZ7BFL","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs/TZBR7BFL.rds","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs_boundaries/TZ2015DHS.rds",TRUE,TRUE,"Tanzania",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA
"TZA","Tanzania",2022,"DHS","TZ2022DHS","TZBR82FL.ZIP","TZBR82FL","TZ82FL","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs/TZBR82FL.rds","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs_boundaries/TZ2022DHS.rds",TRUE,TRUE,"Tanzania",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA
"UGA","Uganda",2000,"DHS","UG2000DHS","UGBR41FL.zip","UGBR41FL","UG41FL","/Users/jameswatson/.rdhs_cache/datasets_reformatted/UGBR41FL.rds","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs_boundaries/UG2000DHS.rds",TRUE,TRUE,"Uganda",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA
"UGA","Uganda",2006,"DHS","UG2006DHS","UGBR52FL.ZIP","UGBR52FL","UG52FL","/Users/jameswatson/.rdhs_cache/datasets_reformatted/UGBR52FL.rds","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs_boundaries/UG2006DHS.rds",TRUE,TRUE,"Uganda",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA
"UGA","Uganda",2009,"MIS","UG2009MIS","UGBR5AFL.ZIP","UGBR5AFL","UG5AFL","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs/UGBR5AFL.rds","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs_boundaries/UG2009MIS.rds",TRUE,TRUE,"Uganda",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA
"UGA","Uganda",2011,"DHS","UG2011DHS","UGBR61FL.ZIP","UGBR61FL","UG61FL","/Users/jameswatson/.rdhs_cache/datasets_reformatted/UGBR61FL.rds","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs_boundaries/UG2011DHS.rds",TRUE,TRUE,"Uganda",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,10,10,"unattributed"
"UGA","Uganda",2016,"DHS","UG2016DHS","UGBR7BFL.ZIP","UGBR7BFL","UG7BFL","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs/UGBR7BFL.rds","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs_boundaries/UG2016DHS.rds",TRUE,TRUE,"Uganda",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA
"ZAF","South Africa",2016,"DHS","ZA2016DHS","ZABR71FL.ZIP","ZABR71FL","ZA71FL","/Users/jameswatson/.rdhs_cache/datasets_reformatted/ZABR71FL.rds","/Users/jameswatson/Documents/Claude Projects/MIS:DHS malaria prevalence/data/dhs_boundaries/ZA2016DHS.rds",TRUE,TRUE,"South Africa",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA
