"subregion","n","countries","pfpr_median","pfpr_max","smooth_edf","smooth_p","pct_change_per_10","lo","hi","af10","af30","af50"
"West Africa",343,14,27.1136390862127,81.2009432892331,2.94201225340449,0.000396405299061986,8.33378887011897,3.83786130447987,13.024379195772,17.7033039629427,36.8204567486529,43.6086987440516
"Central Africa",141,6,22.9275345776255,72.3734692508558,1.99482271312018,0.123350408445915,7.38420046634971,-0.401329526468686,15.7783176720384,10.952037161797,28.4407158394555,30.2450046840797
"East & Southern",387,13,8.6942655379237,71.3409487401028,1.00148341770699,0.000724985529213906,11.7987926228599,4.80223139324774,19.2624418942907,9.54900807087329,27.6329611013931,42.1027088984375
