"prevalence","af","lo","hi","outcome"
10,0.0754753278751834,0.0486722936871017,0.10152320415404,"postneonatal"
30,0.2234277801133,0.148519096172015,0.291746403250417,"postneonatal"
50,0.347703278362766,0.23788645618899,0.441696035303373,"postneonatal"
10,0.0517580887965546,0.0300329105550003,0.0729966697352072,"all_under_5"
30,0.15738659945951,0.0935828622454175,0.216699118764187,"all_under_5"
50,0.251248722101593,0.152969171268159,0.338125063294496,"all_under_5"
10,0.00927955202218866,0,0.0284653874439662,"neonatal"
30,0.0295936482963496,0,0.0888543971083015,"neonatal"
50,0.0494912168726336,0,0.145489724257256,"neonatal"
