"subset","n","sds_mean","sds_q5","sds_q95"
"all data",1055,0.627270134475201,0.0473480017936071,1.71001118888423
"before 2013",536,0.41256640979882,0.0247314652833048,1.24695766493144
"2013 onwards",519,0.544498046434917,0.034520023344612,1.58683217414709
"West",413,0.988777267071756,0.0523799034385822,2.58906251375708
"Central & East",642,0.341207594750503,0.0197526950364548,1.00705485676984
"West, before 2013",212,0.72267177846437,0.0464958983961202,2.06964628147249
"Central & East, before 2013",324,0.438007251230677,0.0271522645370958,1.27531767550547
"West, 2013 onwards",201,0.512930162843394,0.0318560342485898,1.53170185851613
"Central & East, 2013 onwards",318,0.677924317180786,0.0918370318694642,1.71147918520809
