"label","n","median_exposure","pct_change_per_10","lo","hi","ci_width","p_value","af10","af30","af50"
"Survey year (primary)",869,710,1.1139396028012,-1.1265453440545,3.40519422099641,4.53173956505091,0.332546717228764,0.989570634710124,3.15774508633689,5.28131091658375
"Lag 1 year",869,710,0.764727112447972,-1.57928344920304,3.16456317208036,4.7438466212834,0.525827380219237,0.68301111109178,2.18476770027762,3.66386494065792
"Lag 2 years",869,710,0.53594826561536,-1.83866701161284,2.96800772726098,4.80667473887382,0.661173025749684,0.479849560007672,1.53863801613499,2.58548932796753
"5-year window mean",869,710,0.880527825963018,-1.54500015850861,3.36581088648897,4.91081104499759,0.480171577300737,0.785821667963138,2.51037085881755,4.20471275096447
