"age_band","pfpr","af","af_lo","af_hi","attributable_per_1000cy","attributable_lo","attributable_hi","allcause_rate_per_1000cy","rate_lo","rate_hi","reference_rate_per_1000cy"
"1-3 months",28,0.122812454562161,0.0258387883688369,0.216058282533406,4.58801369648591,0.957276509806677,8.22443307058834,37.1600806182276,33.1649596076487,41.297352156368,32.5720669217418
"1-3 months",29,0.126845082053288,0.0292385404346852,0.221405078324799,4.7617984908305,1.07336053997686,8.51554521788702,37.3338654125722,33.3223207493771,41.5352936600421,32.5720669217418
"1-3 months",30,0.130820932494521,0.0324808763593743,0.226583034017745,4.93466629388409,1.14976278478193,8.77299847083024,37.5067332156258,33.4592134221019,41.7802921291945,32.5720669217418
"1-3 months",31,0.134734908261487,0.0344369352423263,0.231576162577054,5.10635077776536,1.23486710142337,9.0641336342363,37.6784176995071,33.6018674375612,41.901177267645,32.5720669217418
"1-3 months",32,0.138581965197719,0.0362299764731616,0.234905042978596,5.27658034076226,1.32504850734743,9.31064553169467,37.848647262504,33.7581368359965,42.1104776908504,32.5720669217418
"1-3 months",33,0.142357165037291,0.0395010225059796,0.238691546599985,5.44508043180795,1.46368647009704,9.54521924947399,38.0171473535497,33.9045558117371,42.3189750859671,32.5720669217418
"1-3 months",34,0.146055725009702,0.0409040712215681,0.243048045760417,5.61157600230618,1.55913314080177,9.77075810978719,38.1836429240479,34.0787236206779,42.5608193091253,32.5720669217418
"1-3 months",35,0.149673064194197,0.043947376054408,0.24840311568837,5.77579405537764,1.71024338152861,9.98324760563612,38.3478609771194,34.1829991537027,42.8189757987846,32.5720669217418
"1-3 months",36,0.153204846314523,0.0476808648587229,0.253114653617811,5.93746625789128,1.84380403482032,10.2013697350637,38.509533179633,34.2705674809943,43.0344952452094,32.5720669217418
"1-3 months",37,0.156647018772895,0.0504390744355878,0.25653751655277,6.09633157650785,1.94786575365793,10.384363590353,38.6683984982496,34.3651332813965,43.2175888293674,32.5720669217418
"1-3 months",38,0.15999584781975,0.0533212283759611,0.259462339338195,6.25213889612147,2.00949847699036,10.6070697431614,38.8242058178632,34.5121561317882,43.4311277575898,32.5720669217418
"1-3 months",39,0.163247949826543,0.056869655053596,0.262198370752206,6.40464957703686,2.14697410499097,10.7416398286528,38.9767164987786,34.6322128672025,43.6252889085189,32.5720669217418
"1-3 months",40,0.166400315607034,0.0602710305924259,0.264750676585454,6.55363975909881,2.30850490706255,10.9093740517597,39.1257066808406,34.7542696757204,43.8182286503502,32.5720669217418
"1-3 months",41,0.16945031384687,0.063910777426624,0.268464019358096,6.69890168615628,2.4455933936125,11.0986893353508,39.270968607898,34.8933294813891,44.0314727206373,32.5720669217418
"1-3 months",42,0.172395723875511,0.0665829034455819,0.271555979157751,6.84024641520796,2.50757547814672,11.2548272784187,39.4123133369498,34.9609135906371,44.2451847755198,32.5720669217418
"1-3 months",43,0.17523476245046,0.0691058076896176,0.273828095312354,6.97750621869271,2.66492939206235,11.4585349903564,39.5495731404345,35.0026938797979,44.4392183368555,32.5720669217418
"1-3 months",44,0.177966096249225,0.0706584822089258,0.277240451379709,7.11053622411302,2.75283433716493,11.6696639833016,39.6826031458547,35.1462923488922,44.5472352738329,32.5720669217418
"1-3 months",45,0.180588850736646,0.0722890064938296,0.280357235319708,7.23921576640418,2.83417179022131,11.8506646526292,39.8112826881459,35.2988619458733,44.7399106663615,32.5720669217418
"1-3 months",46,0.183102615462935,0.0756655921781645,0.282848995539473,7.36344943576251,2.88106244721906,11.9525207961658,39.9355163575043,35.3856131237743,44.9046705437356,32.5720669217418
"1-3 months",47,0.185507445766688,0.0779691741375679,0.28409683351008,7.48316780862417,2.95690639594932,12.1056849083383,40.0552347303659,35.5441106539293,44.9699517240712,32.5720669217418
"1-3 months",48,0.187803860822196,0.0800134345572332,0.286099751722975,7.59832785669608,2.98019030536478,12.2770327633285,40.1703947784378,35.5608316069276,45.1075480612964,32.5720669217418
"1-3 months",49,0.189992837946568,0.0817643916355417,0.290070128249341,7.70891303619745,3.02978708560735,12.5202756430667,40.2809799579392,35.6372212770277,45.1743669264226,32.5720669217418
"1-3 months",50,0.192075796417711,0.0841950133785548,0.292091189371169,7.81493273729885,3.08154510828023,12.6307128694317,40.3869996590406,35.7733974365977,45.3679085340427,32.5720669217418
"1-3 months",51,0.194054560492729,0.08487450573089,0.293916620487323,7.91642059625551,3.13925451154311,12.8164120850334,40.4884875179972,35.7292428670895,45.5576257279592,32.5720669217418
"1-3 months",52,0.19593136368546,0.0862312789244513,0.296018842707759,8.0134347694872,3.18464881181903,12.95275380684,40.585501691229,35.7884878027618,45.6898575076707,32.5720669217418
"1-3 months",53,0.197708831947648,0.088534656402365,0.298957924166465,8.1060571282714,3.23650955849015,13.1081580139399,40.6781240500131,35.8383260690112,45.8799712791074,32.5720669217418
"1-3 months",54,0.199389936907415,0.0897916413170595,0.301812772476897,8.19439093457102,3.29355339640076,13.2585797463142,40.7664578563128,35.8810214367065,46.0359121677407,32.5720669217418
