"subregion","n","countries","pfpr_median","smooth_edf","smooth_p","pct_change_per_10","lo","hi","af10","af30","af50"
"West Africa",427,14,25.643544245016,3.48047460431934,0.000808645487132831,5.4640427492116,1.66533520643788,9.40468833769403,18.2547382944579,35.0650536463932,38.0324036689105
"Central Africa",199,7,23.2638845343916,3.06690988923802,0.00835828221652912,5.3872453144632,-3.14066146607647,14.6659851603361,17.6779181809396,37.0438007113858,32.2009239644803
"East & Southern",482,14,8.57145757383427,1.1155950954577,0.000932810200089895,11.3343842115542,4.80858648416702,18.2665039532661,9.42601864002416,27.075922625633,40.9394389044386
