"iso3","year","regkey","month","measured","map","gap","sahel","era"
"AGO",2015,"uige",11.6085319741336,24.103526424717,18.0921795220523,-6.0113469026647,FALSE,"2013-2018"
"AGO",2015,"zaire",12.3346806955563,15.8576037684347,19.7722014882068,3.91459771977214,FALSE,"2013-2018"
"AGO",2023,"bengo",9.67350376571002,28.5180788221829,15.3172708651532,-13.2008079570297,FALSE,"2019-2024"
"AGO",2023,"benguela",9.7712324835759,9.80519223928078,28.2745960065671,18.4694037672863,FALSE,"2019-2024"
"AGO",2023,"bie",9.66044375663929,28.3983157321661,28.4529715472114,0.0546558150452903,FALSE,"2019-2024"
"AGO",2023,"cabinda",9.79440355298303,12.8116447032136,27.9566506239455,15.1450059207319,FALSE,"2019-2024"
"AGO",2023,"cuandocubango",9.3441323211955,5.62849056109647,21.263534271587,15.6350437104905,FALSE,"2019-2024"
"AGO",2023,"cuanzanorte",9.91412683968596,29.4169244797574,NA,NA,FALSE,"2019-2024"
"AGO",2023,"cuanzasul",9.95184712027333,17.5444756409494,NA,NA,FALSE,"2019-2024"
"AGO",2023,"cunene",10.2592612893544,0.941086131256514,20.1971825326909,19.2560964014344,FALSE,"2019-2024"
"AGO",2023,"huambo",10.1909504119437,15.2029381735581,34.1816615515045,18.9787233779464,FALSE,"2019-2024"
"AGO",2023,"huila",9.97381937402161,8.67426598665535,27.3110479937611,18.6367820071058,FALSE,"2019-2024"
"AGO",2023,"luanda",10.074076024129,1.95307439847379,9.15256230592339,7.1994879074496,FALSE,"2019-2024"
"AGO",2023,"lundanorte",10.2316368070699,22.3832749798353,NA,NA,FALSE,"2019-2024"
"AGO",2023,"lundasul",9.41275435858423,6.15263254407819,NA,NA,FALSE,"2019-2024"
"AGO",2023,"malanje",10.2106360015376,27.2557978494111,36.8088810996339,9.55308325022279,FALSE,"2019-2024"
"AGO",2023,"moxico",9.14415462384096,20.9648754890709,22.8252761394997,1.86040065042882,FALSE,"2019-2024"
"AGO",2023,"namibe",10.0635030139046,2.07118651686614,13.3586100125455,11.2874234956794,FALSE,"2019-2024"
"AGO",2023,"uige",9.61299503250273,30.4673260803277,40.8834699017843,10.4161438214566,FALSE,"2019-2024"
"AGO",2023,"zaire",9.88880366237165,16.9029534643291,41.7168580753884,24.8139046110593,FALSE,"2019-2024"
"BFA",2010,"boucledemouhoun",8.70741379816878,80.6842310563072,NA,NA,TRUE,"2009-2012"
"BFA",2010,"cascades",9.27865682944964,62.6581572480558,66.2628469278618,3.604689679806,TRUE,"2009-2012"
"BFA",2010,"centre",5.66226953279666,28.954018188479,36.0325061227408,7.07848793426181,TRUE,"2009-2012"
"BFA",2010,"centreest",9.32075890387114,69.8956602633361,69.4405443637524,-0.455115899583745,TRUE,"2009-2012"
"BFA",2010,"centrenord",11.1778602440111,72.0667960379424,69.320832714056,-2.74596332388644,TRUE,"2009-2012"
"BFA",2010,"centreouest",8.82437676107287,79.8325518987536,76.4856020978722,-3.3469498008814,TRUE,"2009-2012"
"BFA",2010,"centresud",8.67675444794579,78.4622640166794,73.8797090591851,-4.58255495749427,TRUE,"2009-2012"
"BFA",2010,"est",9.32930177688134,72.2835943375091,75.5750602771903,3.29146593968122,TRUE,"2009-2012"
"BFA",2010,"hautsbasins",9.19868238358811,62.1379250229132,NA,NA,TRUE,"2009-2012"
"BFA",2010,"nord",11.1048582362781,66.8975699685435,64.3212842577497,-2.57628571079381,TRUE,"2009-2012"
"BFA",2010,"plateaucentral",10.7950931943856,63.5970551353628,62.8038568181943,-0.793198317168503,TRUE,"2009-2012"
"BFA",2010,"sahel",9.52791475713285,76.8745115250817,75.1773424882967,-1.697169036785,TRUE,"2009-2012"
"BFA",2010,"sudouest",8.83558142906895,81.1548683697076,80.744019608043,-0.410848761664553,TRUE,"2009-2012"
"BFA",2021,"boucledumouhoun",8.92751615176528,11.0642674331174,18.244281302319,7.18001386920155,TRUE,"2019-2024"
"BFA",2021,"cascades",9.19539064696768,5.70953363327481,21.6001038076989,15.8905701744241,TRUE,"2019-2024"
"BFA",2021,"centre",10.0136357245532,5.09520729899405,20.1443449594937,15.0491376604996,TRUE,"2019-2024"
"BFA",2021,"centreest",8.9211921663624,10.9842493643227,21.1633945751918,10.1791452108691,TRUE,"2019-2024"
"BFA",2021,"centrenord",8.61381303849353,13.7271008673886,25.6305307975309,11.9034299301423,TRUE,"2019-2024"
"BFA",2021,"centreouest",9.16558511357229,28.1639780872608,31.1164040837524,2.95242599649155,TRUE,"2019-2024"
"BFA",2021,"centresud",9.05788393927303,15.1520869062649,27.9012264532273,12.7491395469624,TRUE,"2019-2024"
"BFA",2021,"est",9.42642840266472,28.6579286892675,34.2431980590806,5.58526936981308,TRUE,"2019-2024"
"BFA",2021,"hautsbassins",9.19478679675871,6.91065086259632,19.9922641211867,13.0816132585904,TRUE,"2019-2024"
"BFA",2021,"nord",8.79859817702699,11.8491217040859,21.3821379512942,9.5330162472083,TRUE,"2019-2024"
"BFA",2021,"plateaucentral",9.65853708046115,20.7405815764584,25.4280278093875,4.68744623292907,TRUE,"2019-2024"
"BFA",2021,"sahel",8.93819996384229,30.5226979840036,25.0606543640013,-5.4620436200023,TRUE,"2019-2024"
"BFA",2021,"sudouest",8.75209921506809,15.2751907788197,27.981303673041,12.7061128942213,TRUE,"2019-2024"
"BEN",2012,"alibori",1.66074318471142,47.835576816144,48.1562688535521,0.320692037408094,FALSE,"2009-2012"
"BEN",2012,"atacora",1.53449475156264,56.1199553713687,49.5683671475206,-6.55158822384815,FALSE,"2009-2012"
"BEN",2012,"atlantique",1.15720260130942,23.2167086530816,24.4938944106946,1.27718575761295,FALSE,"2009-2012"
"BEN",2012,"borgou",1.89934044933228,34.9322261659098,39.6222836717817,4.69005750587186,FALSE,"2009-2012"
"BEN",2012,"collines",1.73224939010342,23.8774146838897,30.7828220728235,6.90540738893382,FALSE,"2009-2012"
"BEN",2012,"couffo",1.6434962138794,39.8294625325905,33.4858323913592,-6.34363014123132,FALSE,"2009-2012"
"BEN",2012,"donga",2.66282459906214,47.7304367843326,51.8786421269879,4.14820534265526,FALSE,"2009-2012"
"BEN",2012,"littoral",12.43896215938,22.323361175973,17.44013058463,-4.88323059134298,FALSE,"2009-2012"
"BEN",2012,"mono",1.50134567024374,12.1769139980323,23.9078318698499,11.7309178718176,FALSE,"2009-2012"
"BEN",2012,"oueme",1.24835731020542,16.8931415427339,18.4437444156701,1.55060287293622,FALSE,"2009-2012"
"BEN",2012,"plateau",1.57638067131549,24.2491334924077,24.275987981264,0.0268544888562658,FALSE,"2009-2012"
"BEN",2012,"zou",1.57288657632912,27.5841181030749,31.2510095264015,3.66689142332661,FALSE,"2009-2012"
"BEN",2017,"alibori",0.82940569913995,38.9289569681715,39.7891265116426,0.860169543471095,FALSE,"2013-2018"
"BEN",2017,"atacora",12.3269825000454,51.9709488769778,50.7261000401382,-1.24484883683961,FALSE,"2013-2018"
"BEN",2017,"atlantic",12.0733305336107,35.8264790933925,33.2886210865307,-2.53785800686183,FALSE,"2013-2018"
"BEN",2017,"borgou",12.2638898699191,46.7548685192418,43.3308044176112,-3.42406410163065,FALSE,"2013-2018"
"BEN",2017,"collines",12.4951276795537,44.3608599954874,47.531725964916,3.17086596942861,FALSE,"2013-2018"
"BEN",2017,"couffo",12.3699583242455,53.6679194541528,55.7785260789463,2.11060662479349,FALSE,"2013-2018"
"BEN",2017,"donga",0.902503370797623,49.0529170085079,51.2162068466502,2.16328983814227,FALSE,"2013-2018"
"BEN",2017,"littoral",0.521087702358739,17.2838486536803,19.2965042659496,2.01265561226931,FALSE,"2013-2018"
"BEN",2017,"mono",0.596079823524208,40.0168262805387,49.1732100578486,9.15638377730995,FALSE,"2013-2018"
"BEN",2017,"oueme",0.713950976332345,27.5648363146592,26.3059626181534,-1.25887369650576,FALSE,"2013-2018"
"BEN",2017,"plateau",12.4935276187109,38.7976437402199,35.8413411207569,-2.95630261946304,FALSE,"2013-2018"
"BEN",2017,"zou",12.3269958208221,38.6606469435624,41.6876551641187,3.02700822055634,FALSE,"2013-2018"
"BDI",2016,"bubanza",11.7883778457486,20.5751965417421,13.7442630402431,-6.83093350149899,FALSE,"2013-2018"
"BDI",2016,"bujumburamairie",12.3358452867995,2.60090313850076,6.07892076655891,3.47801762805815,FALSE,"2013-2018"
"BDI",2016,"bujumburarural",11.8305100590669,4.99322911348745,7.6308426543042,2.63761354081675,FALSE,"2013-2018"
"BDI",2016,"bururi",11.2606618249369,7.84608242084386,8.35534698349855,0.509264562654685,FALSE,"2013-2018"
"BDI",2016,"cankuzo",12.0672123245544,44.9676861491222,33.9248387431639,-11.0428474059583,FALSE,"2013-2018"
"BDI",2016,"cibitoke",12.4007442988574,27.1910168985625,18.3066193005808,-8.88439759798173,FALSE,"2013-2018"
"BDI",2016,"gitega",12.2395100848822,34.7756963588901,15.157244109509,-19.6184522493811,FALSE,"2013-2018"
"BDI",2016,"karusi",12.2972073397804,31.0054615494972,24.3532340105804,-6.65222753891677,FALSE,"2013-2018"
"BDI",2016,"kayanza",12.2271681881655,26.0523628566929,15.6099640829441,-10.4423987737488,FALSE,"2013-2018"
"BDI",2016,"kirundo",12.2346270916558,56.274792781792,38.8208648834389,-17.453927898353,FALSE,"2013-2018"
"BDI",2016,"makamba",11.9029818471032,23.9555103872662,13.5866246126256,-10.3688857746406,FALSE,"2013-2018"
"BDI",2016,"muramvya",11.8413536461589,20.557488551383,12.2190392548577,-8.33844929652528,FALSE,"2013-2018"
"BDI",2016,"muyinga",11.2642486952584,48.8917249769626,35.2323892482486,-13.659335728714,FALSE,"2013-2018"
"BDI",2016,"mwaro",11.9654140945736,17.0396219197513,12.2407435905905,-4.7988783291608,FALSE,"2013-2018"
"BDI",2016,"ngozi",12.233162183528,41.6158716026519,21.8809199566621,-19.7349516459897,FALSE,"2013-2018"
"BDI",2016,"rumonge",12.404263281411,16.1566739098427,8.1029604142987,-8.05371349554404,FALSE,"2013-2018"
"BDI",2016,"rutana",0.504652517963582,25.9146992338317,21.2035466483529,-4.7111525854788,FALSE,"2013-2018"
"BDI",2016,"ruyigi",11.99550460153,40.171787881468,31.7660873074495,-8.40570057401855,FALSE,"2013-2018"
"COD",2013,"bandundu",12.0165344358516,14.9706890030324,15.3278580068544,0.357169003822028,FALSE,"2013-2018"
"COD",2013,"bascongo",12.0012787672844,24.909972505323,35.712663774185,10.802691268862,FALSE,"2013-2018"
"COD",2013,"equateur",12.1598895117225,19.9516149538163,33.3429676154131,13.3913526615968,FALSE,"2013-2018"
"COD",2013,"kasaioccidental",12.0002852795961,33.4368077423659,35.5115125130537,2.07470477068778,FALSE,"2013-2018"
"COD",2013,"kasaioriental",11.9709756999681,30.4697478791553,35.5133366048563,5.04358872570097,FALSE,"2013-2018"
"COD",2013,"katanga",12.0229296372302,33.4274450510082,40.3303078725577,6.90286282154951,FALSE,"2013-2018"
"COD",2013,"kinshasa",8.36277415719947,19.0852104678687,18.8761992330767,-0.20901123479198,FALSE,"2013-2018"
"COD",2013,"maniema",12.1260133846594,35.580609482812,44.2612283117679,8.68061882895588,FALSE,"2013-2018"
"COD",2013,"nordkivu",11.9757453106175,5.19069796345423,14.8204554412333,9.62975747777907,FALSE,"2013-2018"
"COD",2013,"orientale",11.9052824927593,39.6754498249221,44.2260330734669,4.5505832485448,FALSE,"2013-2018"
"COD",2013,"sudkivu",0.51411991939911,10.4155062587664,19.5838162794464,9.16831002067999,FALSE,"2013-2018"
"COD",2023,"basuele",12.127369987152,47.4225545631897,48.9866275125482,1.5640729493585,FALSE,"2019-2024"
"COD",2023,"equateur",12.1171511754232,16.7258928211874,41.2524800617955,24.5265872406081,FALSE,"2019-2024"
"COD",2023,"hautkatanga",12.2248432176268,16.077979646355,25.1805901192018,9.1026104728468,FALSE,"2019-2024"
"COD",2023,"hautlomami",12.4341173365142,34.0254602185695,34.6565233704194,0.631063151849901,FALSE,"2019-2024"
"COD",2023,"hautuele",0.578972796266388,15.5491498215627,47.6798264277977,32.130676606235,FALSE,"2019-2024"
"COD",2023,"ituri",12.2044977340281,26.1903338576099,40.4016845953057,14.2113507376959,FALSE,"2019-2024"
"COD",2023,"kasai",10.5705727610715,29.0633837696188,39.8518626512811,10.7884788816623,FALSE,"2019-2024"
"COD",2023,"kasaicentral",12.2422162545923,45.2785636566886,38.7244380351428,-6.55412562154579,FALSE,"2019-2024"
"COD",2023,"kasaioriental",11.8432666457319,33.8750351264735,21.4060308564105,-12.469004270063,FALSE,"2019-2024"
"COD",2023,"kinshasa",10.4402346026344,3.97564360509559,42.4992786071567,38.5236350020611,FALSE,"2019-2024"
"COD",2023,"kongocentral",10.4331461378847,39.4691718090496,36.9694583574078,-2.49971345164175,FALSE,"2019-2024"
"COD",2023,"kwango",10.4416110171499,38.9972316207331,42.2059800972142,3.20874847648106,FALSE,"2019-2024"
"COD",2023,"kwilu",10.4830655410326,23.0098851162185,45.9633450306007,22.9534599143822,FALSE,"2019-2024"
"COD",2023,"lomami",12.2208324071222,40.0505048123942,41.0374990634748,0.986994251080574,FALSE,"2019-2024"
"COD",2023,"lualaba",0.535005045156255,38.8803021763157,39.5899821106873,0.709679934371628,FALSE,"2019-2024"
"COD",2023,"maindombe",10.6626841067747,11.9347815113144,39.5738024510783,27.6390209397639,FALSE,"2019-2024"
"COD",2023,"maniema",12.4587668715578,44.449883937047,29.0136126507798,-15.4362712862672,FALSE,"2019-2024"
"COD",2023,"mongala",12.3086786444963,9.1308936990047,47.7909604523418,38.6600667533371,FALSE,"2019-2024"
"COD",2023,"nordkivu",12.2650570643225,6.7644018554355,20.0535302586674,13.2891284032319,FALSE,"2019-2024"
"COD",2023,"nordubangi",12.0855622256098,18.5067297610049,51.9139524846358,33.4072227236309,FALSE,"2019-2024"
"COD",2023,"sankuru",10.1261633234136,32.6080485950416,30.0827047940721,-2.52534380096954,FALSE,"2019-2024"
"COD",2023,"sudkivu",12.4207880108983,17.726255479,21.7992252130413,4.07296973404127,FALSE,"2019-2024"
"COD",2023,"sudubangi",12.2601259860951,19.5007121186359,46.4839051895132,26.9831930708773,FALSE,"2019-2024"
"COD",2023,"tanganyika",12.2374687927258,34.8974061714943,34.9994554672926,0.102049295798302,FALSE,"2019-2024"
"COD",2023,"tshopo",12.2748976606209,33.9242832823243,52.0043797456289,18.0800964633046,FALSE,"2019-2024"
"COD",2023,"tshuapa",12.1429254761026,32.8185269300421,63.0571140133599,30.2385870833178,FALSE,"2019-2024"
"CIV",2012,"centre",2.20376382574542,19.5158217512832,NA,NA,FALSE,"2009-2012"
"CIV",2012,"centreest",1.52952637178925,17.6942585838692,NA,NA,FALSE,"2009-2012"
"CIV",2012,"centrenord",2.17897217121271,14.0168041307236,NA,NA,FALSE,"2009-2012"
"CIV",2012,"centreouest",2.17190936283297,25.2308598564875,NA,NA,FALSE,"2009-2012"
"CIV",2012,"nord",1.97060375030986,14.8270395749919,NA,NA,FALSE,"2009-2012"
"CIV",2012,"nordest",2.2001843429058,20.586554721266,NA,NA,FALSE,"2009-2012"
"CIV",2012,"nordouest",2.78476681862828,12.0589586856694,NA,NA,FALSE,"2009-2012"
"CIV",2012,"ouest",1.90144077848384,25.9373972311791,NA,NA,FALSE,"2009-2012"
"CIV",2012,"sudouest",2.16174732205777,18.0941174346574,NA,NA,FALSE,"2009-2012"
"CIV",2012,"sudsansabidjan",1.648108215713,19.4523437433248,NA,NA,FALSE,"2009-2012"
"CIV",2012,"villedabidjan",12.0613322094879,4.93202716252823,NA,NA,FALSE,"2009-2012"
"CIV",2021,"abidjan",9.03363722870875,1.07780912077982,10.3671445727734,9.28933545199358,FALSE,"2019-2024"
"CIV",2021,"bassassandra",10.3626716328255,37.7951229712164,35.2635461585744,-2.53157681264199,FALSE,"2019-2024"
"CIV",2021,"comoe",10.672675595068,13.1974685559931,18.7295015156502,5.53203295965706,FALSE,"2019-2024"
"CIV",2021,"denguele",10.1481349137065,31.3950905908155,27.336849111372,-4.05824147944352,FALSE,"2019-2024"
"CIV",2021,"gohdjiboua",11.69637701087,22.226585985774,26.7656590936071,4.53907310783308,FALSE,"2019-2024"
"CIV",2021,"lacs",10.5294092350348,33.3154300457539,30.4186906751066,-2.89673937064734,FALSE,"2019-2024"
"CIV",2021,"lagunes",10.5995330169222,28.8540731317551,21.7540985447661,-7.09997458698899,FALSE,"2019-2024"
"CIV",2021,"montagnes",11.6271529075661,39.5823147948148,38.6184765461955,-0.963838248619268,FALSE,"2019-2024"
"CIV",2021,"sassandramarahoue",10.3073772947718,43.1391530657952,39.0380165237127,-4.10113654208252,FALSE,"2019-2024"
"CIV",2021,"savanes",10.312913647536,21.333450161682,18.7354237928873,-2.59802636879466,FALSE,"2019-2024"
"CIV",2021,"valleedubandama",11.6717583310656,19.5820676406243,24.1115928506148,4.52952520999048,FALSE,"2019-2024"
"CIV",2021,"woroba",11.2143522275943,41.6378269070399,34.9420628459773,-6.69576406106257,FALSE,"2019-2024"
"CIV",2021,"yamoussoukro",11.7288096160952,9.11498342726774,20.0046811845883,10.8896977573206,FALSE,"2019-2024"
"CIV",2021,"zanzan",11.2678788239887,46.4979815027369,34.7003873628339,-11.797594139903,FALSE,"2019-2024"
"CMR",2018,"adamawa",8.17717507609996,24.3419179082556,33.8519167713662,9.50999886311062,FALSE,"2013-2018"
"CMR",2018,"centrewithoutyaoundecentresansyaounde",9.08621901049293,36.3446965948571,NA,NA,FALSE,"2013-2018"
"CMR",2018,"douala",7.48582099922173,6.90711437999528,18.8526335098172,11.9455191298219,FALSE,"2013-2018"
"CMR",2018,"east",8.59390671602416,27.3207585481063,44.5416289496159,17.2208704015096,FALSE,"2013-2018"
"CMR",2018,"farnorth",9.07002403700699,16.96828920269,16.8277312514797,-0.140557951210297,FALSE,"2013-2018"
"CMR",2018,"littoralwithoutdouala",9.55904859120894,15.8767609125306,NA,NA,FALSE,"2013-2018"
"CMR",2018,"north",8.61080680713013,20.2334252490614,23.3543765274648,3.12095127840336,FALSE,"2013-2018"
"CMR",2018,"northwest",7.75529611443754,7.39540775123759,13.1579270147973,5.76251926355971,FALSE,"2013-2018"
"CMR",2018,"south",8.72777663590523,25.2890503861566,36.1155637663572,10.8265133802006,FALSE,"2013-2018"
"CMR",2018,"southwest",11.9418793700192,7.5314168577722,24.3724601602138,16.8410433024416,FALSE,"2013-2018"
"CMR",2018,"west",9.22758549194907,12.1277384825087,14.5367182878728,2.40897980536412,FALSE,"2013-2018"
"CMR",2018,"yaounde",6.7101674156152,11.4592825104464,19.4471941268339,7.98791161638754,FALSE,"2013-2018"
"GAB",2020,"estuairewithoutlibreville",2.82872310287711,0.00659713801119401,NA,NA,FALSE,"2019-2024"
"GAB",2020,"hautogooue",8.09682788181564,0.00659713801119401,NA,NA,FALSE,"2019-2024"
"GAB",2020,"libreville",11.6484881060512,0.00659713801119401,NA,NA,FALSE,"2019-2024"
"GAB",2020,"moyenogooue",2.64727896038886,0.00659713801119401,NA,NA,FALSE,"2019-2024"
"GAB",2020,"ngounie",8.66058751935074,0.00659713801119401,NA,NA,FALSE,"2019-2024"
"GAB",2020,"nyanga",2.33421768263753,0.00659713801119401,NA,NA,FALSE,"2019-2024"
"GAB",2020,"ogooueivindo",3.9357858448959,0.00659713801119401,NA,NA,FALSE,"2019-2024"
"GAB",2020,"ogoouelolo",2.98764392294244,0.00659713801119401,NA,NA,FALSE,"2019-2024"
"GAB",2020,"ogoouemaritimewithoutportgentil",7.2212005937597,0.00659713801119401,NA,NA,FALSE,"2019-2024"
"GAB",2020,"portgentil",1.10572025764747,0.00659713801119401,NA,NA,FALSE,"2019-2024"
"GAB",2020,"woleuntem",9.92055143465992,0.00659713801119401,NA,NA,FALSE,"2019-2024"
"GHA",2014,"ashanti",10.031044660893,20.1680468270238,22.4588110184588,2.29076419143502,FALSE,"2013-2018"
"GHA",2014,"brongahafo",10.1543479808474,32.9608455837831,45.7941824334821,12.833336849699,FALSE,"2013-2018"
"GHA",2014,"central",9.86872317067321,41.1201382664511,42.8675519647798,1.74741369832871,FALSE,"2013-2018"
"GHA",2014,"eastern",10.013129679752,35.1299089553382,41.3665342869292,6.23662533159097,FALSE,"2013-2018"
"GHA",2014,"greateraccra",9.75124946721415,12.3153154444585,16.5874402720744,4.27212482761589,FALSE,"2013-2018"
"GHA",2014,"northern",10.4216191306035,41.7477777573864,50.3283164615479,8.58053870416155,FALSE,"2013-2018"
"GHA",2014,"uppereast",9.82074306096378,12.3802867433533,20.9077626082867,8.52747586493341,FALSE,"2013-2018"
"GHA",2014,"upperwest",10.3220882850181,39.7523114584578,50.6082210892515,10.8559096307937,FALSE,"2013-2018"
"GHA",2014,"volta",10.4150356940151,27.1102157537345,37.427173064721,10.3169573109865,FALSE,"2013-2018"
"GHA",2014,"western",10.1513258837867,41.7000571928968,36.75256304376,-4.94749414913677,FALSE,"2013-2018"
"GHA",2022,"ahafo",11.850904558376,12.3194381226567,20.7636069783853,8.44416885572858,FALSE,"2019-2024"
"GHA",2022,"ashanti",11.2609339049941,7.6690657470925,14.8988307944646,7.2297650473721,FALSE,"2019-2024"
"GHA",2022,"bono",0.53966919806498,10.282875927179,21.2332325271773,10.9503565999983,FALSE,"2019-2024"
"GHA",2022,"bonoeast",12.1622247054751,12.5716323420285,23.9171243365965,11.345491994568,FALSE,"2019-2024"
"GHA",2022,"central",11.5477214596188,9.98978124679684,20.9748534355935,10.9850721887967,FALSE,"2019-2024"
"GHA",2022,"eastern",11.4335645660855,6.95470498169703,21.1921329831914,14.2374280014944,FALSE,"2019-2024"
"GHA",2022,"greateraccra",11.4942474260402,2.10824299895459,13.4332558396436,11.325012840689,FALSE,"2019-2024"
"GHA",2022,"northeast",11.0704637025938,10.8021183092535,20.3126641995418,9.51054589028825,FALSE,"2019-2024"
"GHA",2022,"northern",10.9000150491343,11.0773982005901,18.2931945935421,7.215796392952,FALSE,"2019-2024"
"GHA",2022,"oti",10.898780453987,15.4296590963612,20.3996076790661,4.96994858270489,FALSE,"2019-2024"
"GHA",2022,"savannah",11.0759846807382,12.5171327241585,21.6574706357954,9.14033791163686,FALSE,"2019-2024"
"GHA",2022,"uppereast",10.9917535552131,12.6928483032105,21.8787017080537,9.18585340484323,FALSE,"2019-2024"
"GHA",2022,"upperwest",10.9897078805708,13.9939069783496,22.1495591611844,8.15565218283481,FALSE,"2019-2024"
"GHA",2022,"volta",11.5811676267993,6.63440089081539,19.9931517027557,13.3587508119403,FALSE,"2019-2024"
"GHA",2022,"western",11.3506755606197,9.83693604918317,23.3775315288042,13.540595479621,FALSE,"2019-2024"
"GHA",2022,"westernnorth",11.1885988041317,4.61241994183534,22.3329891470085,17.7205692051732,FALSE,"2019-2024"
"GMB",2013,"banjul",1.99999999999999,0.00659713801119401,18.0556900574288,18.0490929194176,TRUE,"2013-2018"
"GMB",2013,"basse",3.48333724614733,0.990357837862271,28.1708007291147,27.1804428912524,TRUE,"2013-2018"
"GMB",2013,"brikama",2.93551053018469,1.06365486504566,18.8853341848098,17.8216793197641,TRUE,"2013-2018"
"GMB",2013,"janjanbureh",3.4401332562865,0.252126374131559,20.1625979215719,19.9104715474403,TRUE,"2013-2018"
"GMB",2013,"kanifing",2,1.18320481311006,17.4920331987834,16.3088283856733,TRUE,"2013-2018"
"GMB",2013,"kerewan",3.5637541302968,0.121288977909489,17.4490457999502,17.3277568220407,TRUE,"2013-2018"
"GMB",2013,"kuntaur",3.65914320792787,0.166196891198659,17.9885569834809,17.8223600922822,TRUE,"2013-2018"
"GMB",2013,"mansakonko",3.54608969846407,0.00659713801119401,18.4604153690541,18.4538182310429,TRUE,"2013-2018"
"GMB",2020,"banjul",11.3706048819436,0.00659713801119401,NA,NA,TRUE,"2019-2024"
"GMB",2020,"basse",2.23848752372139,0.403090268668265,NA,NA,TRUE,"2019-2024"
"GMB",2020,"brikama",1.76857698465728,0.502794609208264,NA,NA,TRUE,"2019-2024"
"GMB",2020,"janjanbureh",1.72984043046564,0.364782842416837,NA,NA,TRUE,"2019-2024"
"GMB",2020,"kanifing",11.8249882469716,0.254538609262451,NA,NA,TRUE,"2019-2024"
"GMB",2020,"kerewan",1.84213953705356,0.00659713801119401,NA,NA,TRUE,"2019-2024"
"GMB",2020,"kuntaur",1.97305342284515,0.138086190969342,NA,NA,TRUE,"2019-2024"
"GMB",2020,"mansakonko",2.09685041274775,0.00659713801119401,NA,NA,TRUE,"2019-2024"
"GIN",2012,"boke",8.15605796371247,24.3745764976961,29.9404808566518,5.56590435895569,FALSE,"2009-2012"
"GIN",2012,"conakry",6.00000000000003,3.26706100981594,15.4927597727791,12.2256987629632,FALSE,"2009-2012"
"GIN",2012,"faranah",7.74673202732331,69.2500490243451,68.1545536115567,-1.09549541278841,FALSE,"2009-2012"
"GIN",2012,"kankan",8.11367129427753,52.4938018691116,55.5075991836799,3.01379731456832,FALSE,"2009-2012"
"GIN",2012,"kindia",8.07831133225433,56.8456100913132,42.0215936763154,-14.8240164149978,FALSE,"2009-2012"
"GIN",2012,"labe",7.86362834821086,38.7113974895949,37.6005953314441,-1.11080215815083,FALSE,"2009-2012"
"GIN",2012,"mamou",8.33007099218564,48.6295191019019,43.7095064969832,-4.92001260491871,FALSE,"2009-2012"
"GIN",2012,"nzerekore",8.41983133769895,62.0004324868479,61.5797109675483,-0.420721519299633,FALSE,"2009-2012"
"LBR",2009,"monrovia",12.0027562195028,17.1729473958721,14.4151306702503,-2.7578167256218,FALSE,"2009-2012"
