"outcome","panel","n","correlation","median_ratio","median_width_ratio"
"postneonatal","1-year window",1128,0.904980019945888,1.05887440441867,1.90359679437834
"postneonatal","2-year window",1128,0.955423656179745,0.999813554578576,1.4389776747698
"postneonatal","3-year window",1128,0.981036932927458,0.988018836501956,1.21416784129924
"postneonatal","4-year window",1128,0.995040610733407,0.991146263960556,1.08231595463632
"neonatal","1-year window",1128,0.652735292163322,1.0015705076799,1.91609274449812
"neonatal","2-year window",1128,0.799565449653354,0.980020838562284,1.45526705556032
"neonatal","3-year window",1128,0.891310418001729,0.994753764708586,1.24129752820652
"neonatal","4-year window",1128,0.955787330661892,1.00694057782368,1.11848082373069
