"label","n","median_exposure","pct_change_per_10","lo","hi","ci_width","p_value","af10","af30","af50"
"60 months (primary, 0-5y)",875,696,8.99932407935968,6.07995846094886,11.9990318824547,5.91907342150584,4.93413751661833e-10,14.8322812655534,35.3892181635942,41.5256081983411
"36 months (0-3y)",875,572,9.25917624325041,6.32924599561164,12.2698414869446,5.94059549133295,1.71264333104399e-10,13.6661486120087,34.3949029701621,41.3872010896111
"24 months (0-2y)",871,503,9.41599284402781,6.42964631499807,12.4861343108426,6.05648799584448,1.84715494796187e-10,11.7766014774537,31.3256408276565,40.1223470323308
