"subset","split","region","era","prevalence","af","lo","hi"
"all data","reference","Both regions","All years",59.7659829676425,-0.0399698398361006,-0.252284271946427,0.128955326618582
"all data","reference","Both regions","All years",61.5237070165824,-0.0439502610743389,-0.256510157243507,0.128706479300683
"all data","reference","Both regions","All years",63.2814310655222,-0.0470069911904933,-0.264434747763653,0.126410803780327
"all data","reference","Both regions","All years",65.039155114462,-0.0491866954768091,-0.27144275632731,0.126869386213406
"all data","reference","Both regions","All years",66.7968791634018,-0.0505639661656778,-0.274380626580669,0.128372609417061
"all data","reference","Both regions","All years",68.5546032123417,-0.0512300058143884,-0.272850564264779,0.129089462462032
"all data","reference","Both regions","All years",70.3123272612815,-0.0512851130018888,-0.278681408797192,0.130277637120092
"before 2013","era","Both regions","before 2013",1.92184237768387,0.000655152176475249,-0.008599732654481,0.0109451594983001
"before 2013","era","Both regions","before 2013",3.82811333701216,0.00195148899609747,-0.0265690765832675,0.0331607864641429
"before 2013","era","Both regions","before 2013",5.73438429634044,0.00323657626055637,-0.0440360839249303,0.0545388208455137
"before 2013","era","Both regions","before 2013",7.64065525566873,0.00463225561109532,-0.0601641518090885,0.0751865275213377
"before 2013","era","Both regions","before 2013",9.54692621499701,0.00625369062367603,-0.074937958044409,0.0963066237838606
"before 2013","era","Both regions","before 2013",11.4531971743253,0.00817473322305561,-0.0883477762979899,0.116949469169064
"before 2013","era","Both regions","before 2013",13.3594681336536,0.010400857442075,-0.0979257263198137,0.133124747823361
"before 2013","era","Both regions","before 2013",15.2657390929819,0.0128735047418098,-0.102280888267326,0.146149545530147
"before 2013","era","Both regions","before 2013",17.1720100523101,0.015476389787792,-0.10697133187445,0.159613147335903
"before 2013","era","Both regions","before 2013",19.0782810116384,0.0180415138769546,-0.111165140946245,0.17312859029315
"before 2013","era","Both regions","before 2013",20.9845519709667,0.0203715215311715,-0.112903791750032,0.181383875201308
"before 2013","era","Both regions","before 2013",22.890822930295,0.0222664967638335,-0.118404089534243,0.188334132308987
"before 2013","era","Both regions","before 2013",24.7970938896233,0.0235443394869339,-0.12187916616507,0.196146824224307
"before 2013","era","Both regions","before 2013",26.7033648489516,0.0240546221184627,-0.125505619930573,0.198891562586788
"before 2013","era","Both regions","before 2013",28.6096358082799,0.0236675605254997,-0.129961494775799,0.202629306188207
"before 2013","era","Both regions","before 2013",30.5159067676081,0.0222783433589488,-0.135959934281535,0.204042847112645
"before 2013","era","Both regions","before 2013",32.4221777269364,0.0198440421087446,-0.143897958737479,0.200878625336574
"before 2013","era","Both regions","before 2013",34.3284486862647,0.0163886558968432,-0.148736993521901,0.197262560555664
"before 2013","era","Both regions","before 2013",36.234719645593,0.0120010588857419,-0.158013227887011,0.192692288047573
"before 2013","era","Both regions","before 2013",38.1409906049213,0.00682421174198204,-0.166719641641929,0.187745774474236
"before 2013","era","Both regions","before 2013",40.0472615642496,0.00103478911690668,-0.176472740387114,0.182356192778304
"before 2013","era","Both regions","before 2013",41.9535325235778,-0.00516392577219383,-0.186168612794891,0.175397345019106
"before 2013","era","Both regions","before 2013",43.8598034829061,-0.0115592608783669,-0.196775525429928,0.168681448302199
"before 2013","era","Both regions","before 2013",45.7660744422344,-0.017947357356251,-0.208346643125418,0.162471035470595
"before 2013","era","Both regions","before 2013",47.6723454015627,-0.0241406275028406,-0.220484560169223,0.156418667167521
"before 2013","era","Both regions","before 2013",49.578616360891,-0.0299810056056688,-0.232410965602272,0.152514553662959
"before 2013","era","Both regions","before 2013",51.4848873202193,-0.0353653543425706,-0.238161652341838,0.147946249826923
"before 2013","era","Both regions","before 2013",53.3911582795475,-0.040238446112706,-0.247113462520182,0.144655661946661
"before 2013","era","Both regions","before 2013",55.2974292388758,-0.0445851621245285,-0.257866673102294,0.144039027922098
"before 2013","era","Both regions","before 2013",57.2037001982041,-0.0484183175406708,-0.264416456219361,0.144229913089213
"before 2013","era","Both regions","before 2013",59.1099711575324,-0.0517768870848427,-0.275553948627855,0.146172942572737
"before 2013","era","Both regions","before 2013",61.0162421168607,-0.0547170565451461,-0.286125319628438,0.14456477108965
"before 2013","era","Both regions","before 2013",62.922513076189,-0.0573055587499218,-0.292247233421273,0.144905027953447
"before 2013","era","Both regions","before 2013",64.8287840355173,-0.0596127956595471,-0.298088617497389,0.146085446456553
"before 2013","era","Both regions","before 2013",66.7350549948455,-0.0617096799851857,-0.30619398562056,0.146863119177542
"before 2013","era","Both regions","before 2013",68.6413259541738,-0.0636664036582138,-0.31246640264611,0.149187404482322
"before 2013","era","Both regions","before 2013",70.5475969135021,-0.0655520819946036,-0.31881886788683,0.151166153499159
"before 2013","era","Both regions","before 2013",72.4538678728304,-0.0674251071195265,-0.327528847229595,0.152300890051196
"before 2013","era","Both regions","before 2013",74.3601388321587,-0.0693336389925635,-0.338838698341008,0.154933256902785
"before 2013","era","Both regions","before 2013",76.266409791487,-0.071320595695611,-0.348443091551452,0.155753376525852
"2013 onwards","era","Both regions","2013 onwards",1.69978791190614,-0.000758727362248481,-0.0154342620017131,0.0095883538704878
"2013 onwards","era","Both regions","2013 onwards",2.95102666690518,-0.00221174157791135,-0.043564877224847,0.0264340762409777
"2013 onwards","era","Both regions","2013 onwards",4.20226542190421,-0.0037497495208823,-0.0719974563149979,0.0426474812415202
"2013 onwards","era","Both regions","2013 onwards",5.45350417690325,-0.00527815117538715,-0.0990743340103365,0.0579533622222853
"2013 onwards","era","Both regions","2013 onwards",6.70474293190228,-0.00666323720739894,-0.126263877397492,0.0721086172332861
"2013 onwards","era","Both regions","2013 onwards",7.95598168690132,-0.00774914701078082,-0.150384562598573,0.0845821138919681
"2013 onwards","era","Both regions","2013 onwards",9.20722044190035,-0.00836813272901857,-0.169076441216087,0.095305755752821
"2013 onwards","era","Both regions","2013 onwards",10.4584591968994,-0.00835422748676377,-0.185851590565833,0.105369134932552
"2013 onwards","era","Both regions","2013 onwards",11.7096979518984,-0.00755250802163104,-0.196170934775393,0.114521726071622
"2013 onwards","era","Both regions","2013 onwards",12.9609367068975,-0.005826056186605,-0.205534314274714,0.12419910179244
"2013 onwards","era","Both regions","2013 onwards",14.2121754618965,-0.00306220783859531,-0.215970042293624,0.133166173001818
"2013 onwards","era","Both regions","2013 onwards",15.4634142168955,0.000818606269716285,-0.219507096491856,0.14328714241872
"2013 onwards","era","Both regions","2013 onwards",16.7146529718946,0.00585173102395096,-0.216987339160702,0.152444087916979
"2013 onwards","era","Both regions","2013 onwards",17.9658917268936,0.0120184585790321,-0.209852024707378,0.160688713455676
"2013 onwards","era","Both regions","2013 onwards",19.2171304818926,0.0192454031693009,-0.197724688335068,0.170224293904051
"2013 onwards","era","Both regions","2013 onwards",20.4683692368917,0.0274065828334995,-0.189166740622913,0.180440232328314
"2013 onwards","era","Both regions","2013 onwards",21.7196079918907,0.0363240988215475,-0.176087470097986,0.191248165523861
"2013 onwards","era","Both regions","2013 onwards",22.9708467468897,0.0457733251774299,-0.164686046474878,0.201010499950214
"2013 onwards","era","Both regions","2013 onwards",24.2220855018888,0.0555072035505381,-0.15191970655158,0.212165973051669
"2013 onwards","era","Both regions","2013 onwards",25.4733242568878,0.0652835186298317,-0.133986379292845,0.221462557112414
"2013 onwards","era","Both regions","2013 onwards",26.7245630118868,0.0748803064384114,-0.119285007988183,0.231116206378727
"2013 onwards","era","Both regions","2013 onwards",27.9758017668859,0.0841107742047294,-0.110969834844908,0.239812815232137
"2013 onwards","era","Both regions","2013 onwards",29.2270405218849,0.0928311616012075,-0.0989392589895276,0.248201289875513
"2013 onwards","era","Both regions","2013 onwards",30.4782792768839,0.10093126302833,-0.0903853480192645,0.256823552645034
"2013 onwards","era","Both regions","2013 onwards",31.729518031883,0.108324657155157,-0.082466661489306,0.266068101103766
"2013 onwards","era","Both regions","2013 onwards",32.980756786882,0.114942824954072,-0.0759983450291439,0.27557482930306
"2013 onwards","era","Both regions","2013 onwards",34.231995541881,0.120739370312582,-0.072562261068851,0.281893217809571
"2013 onwards","era","Both regions","2013 onwards",35.4832342968801,0.125700110146918,-0.069162351321201,0.289655002000127
"2013 onwards","era","Both regions","2013 onwards",36.7344730518791,0.12985025109809,-0.0670264544333144,0.29424919172327
"2013 onwards","era","Both regions","2013 onwards",37.9857118068782,0.133256317540667,-0.0670769611460064,0.298099657298586
"2013 onwards","era","Both regions","2013 onwards",39.2369505618772,0.136010563224247,-0.0668881284926896,0.300152313699495
"2013 onwards","era","Both regions","2013 onwards",40.4881893168762,0.1382181657644,-0.0687937065392321,0.305603326206423
"2013 onwards","era","Both regions","2013 onwards",41.7394280718753,0.139994062890016,-0.0710522630186773,0.308701525216981
"2013 onwards","era","Both regions","2013 onwards",42.9906668268743,0.141455846638345,-0.070666356435934,0.313332092679381
"2013 onwards","era","Both regions","2013 onwards",44.2419055818733,0.14271387456496,-0.0751826515123855,0.317881961164473
"2013 onwards","era","Both regions","2013 onwards",45.4931443368724,0.143865577402071,-0.0777600094402309,0.321474648876578
"2013 onwards","era","Both regions","2013 onwards",46.7443830918714,0.144990971016388,-0.0780594759674988,0.326499340873399
"2013 onwards","era","Both regions","2013 onwards",47.9956218468704,0.1461553226365,-0.0789211512392826,0.329843742265021
"2013 onwards","era","Both regions","2013 onwards",49.2468606018695,0.147401719559784,-0.0847293851651991,0.335625571849088
"2013 onwards","era","Both regions","2013 onwards",50.4980993568685,0.148747909431507,-0.0909713729613005,0.34224326270065
"West","region","West","All years",2.0161155659881,-0.0105157507729811,-0.0352610650169794,0.0055807017053084
"West","region","West","All years",3.9036877549088,-0.0305481922914209,-0.1036591340496,0.0158412098182137
"West","region","West","All years",5.7912599438295,-0.0505310052162726,-0.173139205997293,0.0258320780516903
"West","region","West","All years",7.6788321327502,-0.0692765767997663,-0.240787191023152,0.0360616395177459
"West","region","West","All years",9.5664043216709,-0.0855796899119072,-0.302503320733809,0.0467754325040648
"West","region","West","All years",11.4539765105916,-0.0983682764392394,-0.355322763064008,0.0581811918207849
"West","region","West","All years",13.3415486995123,-0.106855800128749,-0.393496698689424,0.0719723204425855
"West","region","West","All years",15.229120888433,-0.110609231430109,-0.416575599625614,0.0845186783257662
"West","region","West","All years",17.1166930773537,-0.109647989996071,-0.425690559730364,0.0988066279308337
"West","region","West","All years",19.0042652662744,-0.104480886846847,-0.427857541728244,0.115733850066871
"West","region","West","All years",20.8918374551951,-0.0960759046589786,-0.414810770416843,0.130816214926926
"West","region","West","All years",22.7794096441158,-0.0857714482307635,-0.398381512340657,0.147701423925453
"West","region","West","All years",24.6669818330365,-0.0750488082284426,-0.374722031677924,0.165384556234309
"West","region","West","All years",26.5545540219572,-0.0653158615022037,-0.356699981410654,0.178356316882146
"West","region","West","All years",28.4421262108779,-0.057762584476703,-0.342028884102257,0.187356669265236
"West","region","West","All years",30.3296983997986,-0.0533113337550362,-0.33829646466737,0.196651077187748
"West","region","West","All years",32.2172705887193,-0.0525884676024051,-0.342324312942664,0.205695788714763
"West","region","West","All years",34.10484277764,-0.0559309273877943,-0.347750785082871,0.204336308435712
"West","region","West","All years",35.9924149665607,-0.0633294143220755,-0.363217718192256,0.200244525295184
"West","region","West","All years",37.8799871554814,-0.0744405889558889,-0.381684802524448,0.191053482174255
"West","region","West","All years",39.7675593444021,-0.0887231853539056,-0.405658120195388,0.181560500465202
"West","region","West","All years",41.6551315333228,-0.105421966521146,-0.44037962280855,0.169069773280463
"West","region","West","All years",43.5427037222435,-0.123615869030868,-0.474743571461176,0.157384405270205
"West","region","West","All years",45.4302759111642,-0.142309482500256,-0.506215409299713,0.14712446670167
"West","region","West","All years",47.3178481000849,-0.160505517843657,-0.538913287178589,0.138412052216679
"West","region","West","All years",49.2054202890056,-0.17724698132697,-0.577435605248197,0.130139164332187
"West","region","West","All years",51.0929924779263,-0.191773018926082,-0.598544116228502,0.122284394714777
"West","region","West","All years",52.980564666847,-0.203603075185522,-0.622880834152282,0.114183126427554
"West","region","West","All years",54.8681368557677,-0.212504834365193,-0.638002073292255,0.107832604396205
"West","region","West","All years",56.7557090446884,-0.218390626154832,-0.651660037907934,0.105353659043374
"West","region","West","All years",58.643281233609,-0.221352451292028,-0.661796895719583,0.10774345880918
"West","region","West","All years",60.5308534225297,-0.221601557599573,-0.666322422790118,0.108390717047805
"West","region","West","All years",62.4184256114504,-0.219432042068831,-0.656173064926565,0.114175005378758
"West","region","West","All years",64.3059978003711,-0.215191260974195,-0.644022877268215,0.118243857343649
"West","region","West","All years",66.1935699892918,-0.209257131585412,-0.632188151936157,0.121092812273956
"West","region","West","All years",68.0811421782125,-0.202014509079138,-0.621942577648473,0.130903683660299
"West","region","West","All years",69.9687143671332,-0.193841041047654,-0.608590620632152,0.135195226208489
"West","region","West","All years",71.8562865560539,-0.185080001655393,-0.607522133303948,0.147293075663951
"West","region","West","All years",73.7438587449746,-0.1760285036098,-0.587485861371048,0.162356023825292
"West","region","West","All years",75.6314309338953,-0.166951324936097,-0.590388326934151,0.181552117026464
"Central & East","region","Central & East","All years",1.68096353999423,-0.000484778056095342,-0.00774569847427251,0.0057749549493355
"Central & East","region","Central & East","All years",3.16705389128621,-0.00157703979191364,-0.0248382794093405,0.018228608183756
"Central & East","region","Central & East","All years",4.6531442425782,-0.00270613274592175,-0.0420737158266088,0.0302924701191887
"Central & East","region","Central & East","All years",6.13923459387018,-0.00384716808531513,-0.0584089253941011,0.0415010888135341
"Central & East","region","Central & East","All years",7.62532494516217,-0.00496382990033578,-0.0744132083243043,0.0511005481983213
"Central & East","region","Central & East","All years",9.11141529645416,-0.00601283615946171,-0.0895515050762509,0.0603551806092871
"Central & East","region","Central & East","All years",10.5975056477461,-0.00694926634079054,-0.101618195456915,0.0692619860697717
"Central & East","region","Central & East","All years",12.0835959990381,-0.00773112101240293,-0.110689771971258,0.0763631153594327
"Central & East","region","Central & East","All years",13.5696863503301,-0.0083218624069424,-0.122031346946459,0.0820160596817126
"Central & East","region","Central & East","All years",15.0557767016221,-0.00869197216429918,-0.129278926846894,0.087586265151408
"Central & East","region","Central & East","All years",16.5418670529141,-0.0088205925963436,-0.1357761916564,0.0929228971946161
"Central & East","region","Central & East","All years",18.0279574042061,-0.008698434112995,-0.143644447292916,0.0993042167740916
"Central & East","region","Central & East","All years",19.5140477554981,-0.00832912911602367,-0.148643289017482,0.10410939816903
"Central & East","region","Central & East","All years",21.00013810679,-0.00772738609962811,-0.148786646912432,0.108790802859671
"Central & East","region","Central & East","All years",22.486228458082,-0.00691916749859555,-0.147976362058292,0.112404353725356
"Central & East","region","Central & East","All years",23.972318809374,-0.00594105202040923,-0.151115373419744,0.116894551285293
"Central & East","region","Central & East","All years",25.458409160666,-0.00483991373359499,-0.151563521382082,0.121405652266798
"Central & East","region","Central & East","All years",26.944499511958,-0.00366914590013246,-0.149216964601944,0.126302308138903
"Central & East","region","Central & East","All years",28.43058986325,-0.00248588921760239,-0.149332884808395,0.130719456512571
"Central & East","region","Central & East","All years",29.916680214542,-0.00134954592231106,-0.148838105088115,0.133789532464198
"Central & East","region","Central & East","All years",31.402770565834,-0.000319307754858257,-0.150409257151745,0.137284334723808
"Central & East","region","Central & East","All years",32.8888609171259,0.000547946767471459,-0.152731379761003,0.141067301851013
"Central & East","region","Central & East","All years",34.3749512684179,0.00119966246365713,-0.152529993391998,0.144463337319386
"Central & East","region","Central & East","All years",35.8610416197099,0.00158986096999855,-0.153428078048597,0.148632180368837
"Central & East","region","Central & East","All years",37.3471319710019,0.00168300446207972,-0.155911427417992,0.151336260565321
"Central & East","region","Central & East","All years",38.8332223222939,0.00145495928870638,-0.159133180455455,0.152883831201341
"Central & East","region","Central & East","All years",40.3193126735859,0.000889170823254678,-0.164250283558065,0.155021202148227
"Central & East","region","Central & East","All years",41.8054030248778,-2.31221068795905e-05,-0.169820174666175,0.156246566688501
"Central & East","region","Central & East","All years",43.2914933761698,-0.00127910788654301,-0.174370343156311,0.157210360806579
"Central & East","region","Central & East","All years",44.7775837274618,-0.0028658323014473,-0.181381081823984,0.156597664186033
"Central & East","region","Central & East","All years",46.2636740787538,-0.00476405970624731,-0.189100565839301,0.157576590050722
"Central & East","region","Central & East","All years",47.7497644300458,-0.00695050482394591,-0.19439158424198,0.159454901457621
"Central & East","region","Central & East","All years",49.2358547813378,-0.0093976021339972,-0.203506364502311,0.161853073384332
"Central & East","region","Central & East","All years",50.7219451326298,-0.0120739266963308,-0.213813346368608,0.163636964632588
"Central & East","region","Central & East","All years",52.2080354839217,-0.0149461544852194,-0.223226922951212,0.165433184244155
"Central & East","region","Central & East","All years",53.6941258352137,-0.0179805057517687,-0.230395273039603,0.166994296679232
"Central & East","region","Central & East","All years",55.1802161865057,-0.0211444098178502,-0.242102577340299,0.167400845113547
"Central & East","region","Central & East","All years",56.6663065377977,-0.0244067832087143,-0.251029975635599,0.168378500014761
"Central & East","region","Central & East","All years",58.1523968890897,-0.0277392084143371,-0.264670436735444,0.172125807017063
"Central & East","region","Central & East","All years",59.6384872403817,-0.0311186963549831,-0.274705075119902,0.175398504997604
"West, before 2013","era x region","West","before 2013",2.79634605187871,-0.000371205355634404,-0.0356244426484594,0.0341822799391055
"West, before 2013","era x region","West","before 2013",4.71532129192461,-0.00103280108512854,-0.0749415904685506,0.0695087163493554
"West, before 2013","era x region","West","before 2013",6.63429653197051,-0.00171549501338534,-0.114650768376237,0.103202136134405
"West, before 2013","era x region","West","before 2013",8.55327177201641,-0.00204407731736416,-0.152275031413139,0.135714171089069
"West, before 2013","era x region","West","before 2013",10.4722470120623,-0.00166884392205644,-0.186619915924749,0.166373782338628
"West, before 2013","era x region","West","before 2013",12.3912222521082,-0.000340291517007989,-0.215466527918839,0.196364435469713
"West, before 2013","era x region","West","before 2013",14.3101974921541,0.00201885842045557,-0.237274641401635,0.222531467223409
"West, before 2013","era x region","West","before 2013",16.2291727322,0.00533877681958883,-0.255566759775583,0.247976354082891
"West, before 2013","era x region","West","before 2013",18.1481479722459,0.00937856427847996,-0.265493844890958,0.269012844012256
"West, before 2013","era x region","West","before 2013",20.0671232122918,0.0137753560219851,-0.269905351317021,0.290012401920012
"West, before 2013","era x region","West","before 2013",21.9860984523377,0.0180611205665586,-0.274074293364318,0.309744216366964
"West, before 2013","era x region","West","before 2013",23.9050736923836,0.0217264330070946,-0.282016297613962,0.325038060930804
"West, before 2013","era x region","West","before 2013",25.8240489324295,0.0242585070145075,-0.290676053970666,0.340319465661623
"West, before 2013","era x region","West","before 2013",27.7430241724754,0.0251640742872866,-0.303413036446684,0.351399551246508
"West, before 2013","era x region","West","before 2013",29.6619994125213,0.0239814297995655,-0.313244731623951,0.356072506321663
"West, before 2013","era x region","West","before 2013",31.5809746525672,0.0203436149524366,-0.33263032657027,0.358673632878662
"West, before 2013","era x region","West","before 2013",33.4999498926131,0.0140564221210152,-0.354283000498281,0.352951167302659
"West, before 2013","era x region","West","before 2013",35.418925132659,0.00510653996492075,-0.373972101077362,0.344031047470829
"West, before 2013","era x region","West","before 2013",37.3379003727049,-0.00630785098089649,-0.395842683604962,0.33638897265796
"West, before 2013","era x region","West","before 2013",39.2568756127508,-0.0198649388736396,-0.415642913303686,0.32137828660783
"West, before 2013","era x region","West","before 2013",41.1758508527967,-0.0350830276243847,-0.443980195908216,0.305311833708004
"West, before 2013","era x region","West","before 2013",43.0948260928426,-0.0513284828371868,-0.471542121852946,0.293106502136447
"West, before 2013","era x region","West","before 2013",45.0138013328885,-0.0678818562563663,-0.500803698539098,0.283169363363578
"West, before 2013","era x region","West","before 2013",46.9327765729344,-0.0840182963980989,-0.534947888328766,0.27255361549056
"West, before 2013","era x region","West","before 2013",48.8517518129803,-0.0990477546082326,-0.566244031337312,0.266268360834915
"West, before 2013","era x region","West","before 2013",50.7707270530262,-0.112426469176096,-0.592951137564565,0.257217783371817
"West, before 2013","era x region","West","before 2013",52.6897022930721,-0.123854367098491,-0.620376318727328,0.249611954592973
"West, before 2013","era x region","West","before 2013",54.608677533118,-0.133238554689396,-0.645038774232555,0.248761805664416
"West, before 2013","era x region","West","before 2013",56.5276527731639,-0.140638577015482,-0.659569338236542,0.249663220927103
"West, before 2013","era x region","West","before 2013",58.4466280132098,-0.146277883515086,-0.673046265168566,0.247024239205571
"West, before 2013","era x region","West","before 2013",60.3656032532557,-0.150475995248447,-0.682806961444058,0.246322424389219
"West, before 2013","era x region","West","before 2013",62.2845784933016,-0.153587286899532,-0.689359152536707,0.248359296980552
"West, before 2013","era x region","West","before 2013",64.2035537333475,-0.155962398960965,-0.684309940723687,0.25210924682582
"West, before 2013","era x region","West","before 2013",66.1225289733934,-0.157916860768925,-0.682690526588647,0.260802774409958
"West, before 2013","era x region","West","before 2013",68.0415042134393,-0.159724848015212,-0.689485765530195,0.2635270268101
"West, before 2013","era x region","West","before 2013",69.9604794534852,-0.161628094180474,-0.700113049219511,0.262158850054066
"West, before 2013","era x region","West","before 2013",71.8794546935311,-0.163800854267388,-0.700918701398714,0.26059667443264
"West, before 2013","era x region","West","before 2013",73.798429933577,-0.166337608038444,-0.702456032048318,0.261510100219324
"West, before 2013","era x region","West","before 2013",75.7174051736229,-0.169308164059487,-0.713017076669966,0.26608072015124
"West, before 2013","era x region","West","before 2013",77.6363804136688,-0.172736989978994,-0.722289341710767,0.265477131510828
"Central & East, before 2013","era x region","Central & East","before 2013",1.71078200326254,0.00175738403871288,-0.00596213733896256,0.0131699705843242
"Central & East, before 2013","era x region","Central & East","before 2013",3.46692626821443,0.00598653938762563,-0.0208254992374287,0.0448522971064921
"Central & East, before 2013","era x region","Central & East","before 2013",5.22307053316632,0.0100472876724993,-0.0357645769836566,0.0750712309252582
"Central & East, before 2013","era x region","Central & East","before 2013",6.97921479811821,0.0139214193701543,-0.0504274366311899,0.10367498475456
"Central & East, before 2013","era x region","Central & East","before 2013",8.73535906307009,0.0175778842061246,-0.0646219372815036,0.130185913538074
"Central & East, before 2013","era x region","Central & East","before 2013",10.491503328022,0.0209744676594259,-0.0766353095928741,0.151528471907683
"Central & East, before 2013","era x region","Central & East","before 2013",12.2476475929739,0.0240560250048937,-0.0873713546821756,0.170390371327345
"Central & East, before 2013","era x region","Central & East","before 2013",14.0037918579258,0.0267555510948426,-0.0980369462964972,0.188917432059931
"Central & East, before 2013","era x region","Central & East","before 2013",15.7599361228776,0.0290003397232859,-0.107275321495899,0.205104753268421
"Central & East, before 2013","era x region","Central & East","before 2013",17.5160803878295,0.0307210391115103,-0.117747243259735,0.219796156011169
"Central & East, before 2013","era x region","Central & East","before 2013",19.2722246527814,0.0318637250917524,-0.130875634057637,0.22960327801407
"Central & East, before 2013","era x region","Central & East","before 2013",21.0283689177333,0.0323994378471068,-0.139520018835978,0.238640481324007
"Central & East, before 2013","era x region","Central & East","before 2013",22.7845131826852,0.0323188055471153,-0.14721784898108,0.244763869094441
"Central & East, before 2013","era x region","Central & East","before 2013",24.5406574476371,0.0316323297370149,-0.157882635733873,0.249885549951689
"Central & East, before 2013","era x region","Central & East","before 2013",26.296801712589,0.0303739524611927,-0.16938113734155,0.250599922242693
"Central & East, before 2013","era x region","Central & East","before 2013",28.0529459775409,0.0285857189053199,-0.177231098943537,0.252916829235976
"Central & East, before 2013","era x region","Central & East","before 2013",29.8090902424928,0.0263156069334147,-0.186754228512489,0.255268144693875
"Central & East, before 2013","era x region","Central & East","before 2013",31.5652345074446,0.0236242746384962,-0.20033759664557,0.253325737730854
"Central & East, before 2013","era x region","Central & East","before 2013",33.3213787723965,0.0205850857033746,-0.211158646911424,0.250323167147138
"Central & East, before 2013","era x region","Central & East","before 2013",35.0775230373484,0.0172795155897642,-0.220201479747123,0.246226646904318
"Central & East, before 2013","era x region","Central & East","before 2013",36.8336673023003,0.0137929488660418,-0.231785983203114,0.244088888874122
"Central & East, before 2013","era x region","Central & East","before 2013",38.5898115672522,0.0102109632409088,-0.242477397844777,0.243468578921113
"Central & East, before 2013","era x region","Central & East","before 2013",40.3459558322041,0.00661628570697803,-0.254492063508882,0.241301144135563
"Central & East, before 2013","era x region","Central & East","before 2013",42.102100097156,0.00308151156871099,-0.262907778114355,0.241896384046048
"Central & East, before 2013","era x region","Central & East","before 2013",43.8582443621079,-0.000343849685906438,-0.274368830915299,0.242850771070179
"Central & East, before 2013","era x region","Central & East","before 2013",45.6143886270597,-0.00363774684878789,-0.285854666840911,0.242928540905954
"Central & East, before 2013","era x region","Central & East","before 2013",47.3705328920116,-0.00679261646742906,-0.296555706407778,0.24044049105407
