"regkey","clusters","exposure","u5mr","u5mr_se","nnmr","nnmr_se","postneonatal","postneonatal_se","u5mr_lo","u5mr_hi","nnmr_lo","nnmr_hi","postneonatal_lo","postneonatal_hi","svkey","iso3","year","horizon_months"
"mesoendemicstable",60,2007.847392,108.020735880808,8.45658528418548,25.1500802307987,4.70494514359851,82.870655650009,7.31723701072127,91.4458287238042,124.595643037811,15.9283877493457,34.3717727122518,68.5288711089953,97.2124401910227,"AO62FL","AGO",2011,36
"mesoendemicunstable",58,984.964036,114.252500490324,13.0085212347866,23.6571576710848,4.53307237816692,90.5953428192393,11.8929587049181,88.7557988701423,139.749202110506,14.7723358098776,32.5419795322919,67.2851437575999,113.905541880879,"AO62FL","AGO",2011,36
"hyperendemic",60,1531.874217,70.1352590619689,8.58176353229532,20.1582849670744,3.48607783104898,49.9769740948945,6.79934724416332,53.3150025386701,86.9555155852678,13.3255724182184,26.9909975159304,36.6502534963344,63.3036946934546,"AO62FL","AGO",2011,48
"luanda",60,1228.683751,68.147032492962,8.71228636852898,23.7500312641475,4.75300327174683,44.3970012288146,6.30065660248957,51.0709512106453,85.2231137752788,14.4341448515237,33.0659176767713,32.047714287935,56.7462881696941,"AO62FL","AGO",2011,48
"mesoendemicstable",60,2703.1755725,106.30361457969,8.48332766276272,25.5837314836493,4.45887014645762,80.7198830960409,7.13652121909429,89.6762923606752,122.930936798705,16.8443459965924,34.3231169707062,66.7323015066161,94.7074646854657,"AO62FL","AGO",2011,48
"mesoendemicunstable",58,1278.745217,111.88081099839,10.5029047100327,25.4632604424436,4.37056464379924,86.4175505559461,9.69487237978617,91.2951177667256,132.466504230054,16.896953740597,34.0295671442901,67.4156006915652,105.419500420327,"AO62FL","AGO",2011,48
"hyperendemic",60,1871.6869095,68.5253447320378,8.18130404995156,20.226431999844,3.22230966942452,48.2989127321937,6.5905729851932,52.4899887941327,84.5607006699428,13.910705047772,26.5421589519161,35.381389681215,61.2164357831724,"AO62FL","AGO",2011,60
"luanda",60,1501.9631705,65.0758174204389,8.07745305018095,22.9933727259792,4.09406702505822,42.0824446944596,5.73828042542124,49.2440094420842,80.9076253987936,14.9690013568651,31.0177440950933,30.835415060634,53.3294743282853,"AO62FL","AGO",2011,60
"mesoendemicstable",60,3370.250413,104.031606448186,7.87878202666045,24.1373102978387,4.24039262835051,79.8942961503471,6.42811390704345,88.5891936759313,119.47401922044,15.8261407462717,32.4484798494057,67.2951928925419,92.4933994081523,"AO62FL","AGO",2011,60
"mesoendemicunstable",58,1600.717839,112.189562622009,10.4271204198339,26.4511211585242,4.08494400427263,85.7384414634849,9.51240965086897,91.7524065991347,132.626718644883,18.4446309101498,34.4576114068985,67.0941185477817,104.382764379188,"AO62FL","AGO",2011,60
"bengo",33,32.047005,0,0,0,0,0,0,0,0,0,0,0,0,"AO71FL","AGO",2015,12
"benguela",33,236.442182,100.165010468927,23.5615359159418,50.8231352728761,20.3047429092959,49.3418751960513,16.0549607163184,53.9844000736816,146.345620864173,11.0258391706561,90.6204313750962,17.8741521920673,80.8095982000353,"AO71FL","AGO",2015,12
"bie",33,162.4187125,75.6846220766844,26.2918884031808,22.7475236266265,12.1459602962176,52.9370984500579,19.3993768476393,24.1525208064499,127.216723346919,0,46.553605807213,14.9143198286848,90.959877071431,"AO71FL","AGO",2015,12
"cabinda",33,52.8259015,50.46801441345,16.6903560937337,13.5551496456715,8.35633244934174,36.9128647677785,14.6046480892186,17.754916469732,83.1811123571679,0,29.9335612463813,8.28775451290998,65.537975022647,"AO71FL","AGO",2015,12
"cuandocubango",33,59.945926,88.2292642038879,19.2156213405015,45.1686157955088,16.8047574028247,43.0606484083791,14.6419001521894,50.5666463765049,125.891882031271,12.2312912859723,78.1059403050452,14.362524110088,71.7587727066703,"AO71FL","AGO",2015,12
"cuanzanorte",33,38.710564,97.9643711873094,28.3425837339334,41.9963656432389,19.3687123578673,55.9680055440705,28.8775583303082,42.4129070688,153.515835305819,4.03368942181895,79.9590418646588,0,112.568019871475,"AO71FL","AGO",2015,12
"cuanzasul",33,212.213876,96.8895159152324,21.1097017555188,22.5925000304881,10.6330772934717,74.2970158847443,18.0700732093792,55.5145004744156,138.264531356049,1.75166853528359,43.4333315256926,38.879672394361,109.714359375128,"AO71FL","AGO",2015,12
"cunene",32,124.867589,37.1724099918648,13.0898302532314,15.3045879663777,10.1753715463845,21.867822025487,8.41367899338291,11.5163426955312,62.8284772881984,0,35.2483161972913,5.37701119845653,38.3586328525176,"AO71FL","AGO",2015,12
"huambo",33,238.0995275,84.5439482429711,20.635676994345,44.5850233785113,19.8923396764162,39.9589248644597,12.8757706691384,44.0980213340549,124.989875151887,5.59603761273565,83.574009144287,14.7224143529484,65.195435375971,"AO71FL","AGO",2015,12
"huila",33,298.117184,78.0491251714815,18.6616969115195,33.070547519998,16.4366350195369,44.9785776514835,14.0641410026728,41.4721992249033,114.62605111806,0.854742881705747,65.2863521582903,17.4128612862448,72.5442940167222,"AO71FL","AGO",2015,12
"luanda",66,874.1178995,46.741261130266,13.0571141676725,23.3315179927854,8.07699216421124,23.4097431374806,8.51108436764217,21.1493173616279,72.3332048989041,7.50061335093133,39.1624226346394,6.72801777690197,40.0914684980593,"AO71FL","AGO",2015,12
"lundanorte",33,91.152218,45.0297674669528,15.2493902285573,11.1948894101513,7.82343076893231,33.8348780568015,12.9283794974337,15.1409626189805,74.918572314925,0,26.5288137172586,8.49525424183138,59.1745018717716,"AO71FL","AGO",2015,12
"lundasul",33,65.402399,81.967301373205,19.4448446168237,11.2678129742611,6.62867117637995,70.6994883989439,17.9775723239222,43.8554059242305,120.079196822179,0,24.2600084799658,35.4634466440564,105.935530153831,"AO71FL","AGO",2015,12
"malanje",33,119.7717555,59.4072329503555,18.3499954810145,23.0486018049556,11.1594845181318,36.3586311454,16.1803579609278,23.4412418075672,95.3732240931439,1.17601214941719,44.921191460494,4.64512954198142,68.0721327488185,"AO71FL","AGO",2015,12
"moxico",32,56.6616305,19.4943913588932,12.3652466583292,19.4943913588932,12.3652466583292,-1.77635683940025e-14,1.72421746288547e-13,0,43.7302748092183,0,43.7302748092185,0,3.20183054331549e-13,"AO71FL","AGO",2015,12
"namibe",33,41.052214,59.1235152615995,17.6304032553919,12.0786177330168,7.66622195897415,47.0448975285828,16.8421338262247,24.5679248810313,93.6791056421677,0,27.1044127726061,14.0343152291823,80.0554798279832,"AO71FL","AGO",2015,12
"uige",33,156.860018,82.7871985672151,20.8501665391005,25.2064678457451,12.2973671682722,57.5807307214699,18.6559887309673,41.9208721505781,123.653524983852,1.10362819593152,49.3093074955587,21.014992808774,94.1464686341659,"AO71FL","AGO",2015,12
"zaire",33,66.8459065,69.0316025011608,21.0409876668898,36.0986726988286,18.3541344435403,32.9329298023322,18.8460731725772,27.7912666740568,110.271938328265,0.124569189489627,72.0727762081676,0,69.8712332205834,"AO71FL","AGO",2015,12
"bengo",33,60.66525,7.72788769417632,4.92936373934116,6.80369733908621,4.84178721358942,0.924190355090103,0.930206380400822,0,17.389440623285,0,16.2936002777215,0,2.74739486067571,"AO71FL","AGO",2015,24
"benguela",33,496.46092,96.6689604458799,14.57822510295,40.3531722094057,11.4371381102112,56.3157882364742,12.5817835492324,68.0956392440979,125.242281647662,17.9363815133918,62.7699629054196,31.6554924799787,80.9760839929696,"AO71FL","AGO",2015,24
"bie",33,322.849017,81.064935381253,18.0852331517451,26.888153727908,9.24309092296178,54.176781653345,14.5862141523661,45.6178784038326,116.511992358673,8.77169551890296,45.0046119369131,25.5878019147075,82.7657613919825,"AO71FL","AGO",2015,24
"cabinda",33,109.3125215,53.4455719881305,13.527358153308,19.1183678806641,9.60214947681673,34.3272041074664,10.6397645016475,26.9319500076469,79.9591939686141,0.298154906103289,37.9385808552249,13.4732656842373,55.1811425306955,"AO71FL","AGO",2015,24
"cuandocubango",33,111.176364,74.8524994921949,14.3276720470928,27.4788893078029,9.89184994254671,47.373610184392,12.5068551005723,46.7702622798929,102.934736704497,8.09086342041133,46.8669151951944,22.8601741872703,71.8870461815137,"AO71FL","AGO",2015,24
"cuanzanorte",33,76.4521515,73.0197052918815,18.2437542028236,29.4308787372714,11.2145353934204,43.5888265546101,20.8459898091142,37.2619470543472,108.777463529416,7.45038936616745,51.4113681083753,2.73068652874633,84.4469665804739,"AO71FL","AGO",2015,24
"cuanzasul",33,460.101399,116.475737984946,20.883759874282,26.6738919435452,9.70646382118854,89.8018460414004,19.8935418133272,75.5435686313528,157.407907338538,7.64922285401571,45.6985610330748,50.810504087279,128.793187995522,"AO71FL","AGO",2015,24
"cunene",32,227.233395,38.8747608908064,11.339297899116,10.1423824609935,6.24595621461151,28.732378429813,9.4591646155005,16.6497370085391,61.0997847730738,0,22.384456641632,10.192415783432,47.272341076194,"AO71FL","AGO",2015,24
"huambo",33,468.742164,67.5454767832904,11.5313773027816,35.5882301213253,10.5479821080396,31.9572466619651,8.30943579593665,44.9439772698385,90.1469762967423,14.9141851895677,56.2622750530829,15.6707525019292,48.2437408220009,"AO71FL","AGO",2015,24
"huila",33,559.451463,103.700837190502,18.6578686164069,40.2601038510467,12.0495501148871,63.4407333394558,13.7595330642191,67.1314147023449,140.27025967866,16.6429856258679,63.8772220762255,36.4720485335864,90.4094181453252,"AO71FL","AGO",2015,24
"luanda",66,1590.766494,44.1445061342932,12.2183399746478,19.6329116295808,6.08558086738565,24.5115945047125,8.53480755821357,20.1965597839835,68.0924524846029,7.70517312950488,31.5606501296566,7.78337169061387,41.239817318811,"AO71FL","AGO",2015,24
"lundanorte",33,186.9592245,57.8664489740587,12.537208747863,12.7580893982581,6.58363906944764,45.1083595758006,10.2285352934932,33.2935198282473,82.4393781198701,0,25.6620219743754,25.0604304005539,65.1562887510473,"AO71FL","AGO",2015,24
"lundasul",33,116.642669,65.6308273316736,14.4235533934372,7.97008511525058,4.08308292232764,57.660742216423,13.4180295921263,37.3606626805366,93.9009919828106,0,15.9729276430127,31.3614042158555,83.9600802169905,"AO71FL","AGO",2015,24
"malanje",33,228.196947,59.5743156427935,13.1771489327171,23.2780721645676,9.79732420459222,36.2962434782259,11.70082014806,33.7471037346679,85.401527550919,4.07531672356681,42.4808276055683,13.3626359880283,59.2298509684235,"AO71FL","AGO",2015,24
"moxico",32,121.816823,14.9673526017938,6.8337750809366,10.8583278353927,6.27420341568017,4.10902476640117,2.94975504402584,1.5731534431581,28.3615517604296,0,23.1557665301258,0,9.89054465269182,"AO71FL","AGO",2015,24
"namibe",33,80.24252,73.0812917410802,18.1001420918293,27.8615626727575,8.60574596243545,45.2197290683227,15.4324537679247,37.6050132410948,108.557570241066,10.9943005863841,44.728824759131,14.9721196831904,75.4673384534551,"AO71FL","AGO",2015,24
"uige",33,304.1567735,64.9060829380172,13.2619787832805,14.2670207540191,6.65272763991451,50.6390621839981,12.1263454900663,38.9126045227874,90.8995613532471,1.2276745797867,27.3063669282516,26.8714250234682,74.406699344528,"AO71FL","AGO",2015,24
"zaire",33,128.001053,50.6395497807947,13.4320786937356,22.0050064744389,10.3652273557776,28.6345433063557,12.9097998862804,24.312675541073,76.9664240205163,1.68916085711489,42.320852091763,3.3313355292461,53.9377510834654,"AO71FL","AGO",2015,24
"bengo",33,88.248817,16.6887559326437,6.16857623950358,9.05656333047501,5.26333886733838,7.63219260216873,4.17345429758102,4.59834650321672,28.7791653620708,0,19.3727075104582,0,15.8121630254275,"AO71FL","AGO",2015,36
"benguela",33,718.8834985,91.6440471136317,12.3782395801381,33.7960727304133,8.29889520602941,57.8479743832184,11.2643185134587,67.382697536561,115.905396690702,17.5302381265957,50.061907334231,35.7699100968393,79.9260386695975,"AO71FL","AGO",2015,36
"bie",33,457.95633,86.2712490789044,14.3419880262707,28.4710553078282,7.43831490587312,57.8001937710762,12.0468737899289,58.1609525474138,114.381545610395,13.8919580923168,43.0501525233395,34.1883211428156,81.4120663993368,"AO71FL","AGO",2015,36
"cabinda",33,161.3138275,38.3416676936144,9.56488346969191,12.9553494104527,6.508806667061,25.3863182831616,7.68033506226485,19.5944960930182,57.0888392942105,0.198088343013181,25.7126104778923,10.3328615611225,40.4397750052007,"AO71FL","AGO",2015,36
"cuandocubango",33,159.159384,73.2098707889017,15.2524906936468,29.3350249458115,9.56543407315369,43.8748458430902,13.5821157985594,43.314989029354,103.104752548449,10.5867741624303,48.0832757291928,17.2538988779138,70.4957928082665,"AO71FL","AGO",2015,36
"cuanzanorte",33,112.439376,65.3544628855577,21.817011283746,31.8607602375879,11.7576054468443,33.4937026479697,13.4636302906226,22.5931207694155,108.1158050017,8.81585356177311,54.9056669134028,7.10498727834949,59.88241801759,"AO71FL","AGO",2015,36
"cuanzasul",33,693.7496915,102.068114496147,16.5998627247508,21.8993855941772,7.38343393976206,80.1687289019699,16.3781365053435,69.5323835556355,134.603845436659,7.4278550722436,36.3709161161109,48.0675813514967,112.269876452443,"AO71FL","AGO",2015,36
"cunene",32,329.580074,44.728080622736,9.25816875186597,16.0217270902124,6.11997595920976,28.7063535325237,7.33780463884314,26.5820698690787,62.8740913763933,4.02657421016125,28.0168799702635,14.3242564403911,43.0884506246562,"AO71FL","AGO",2015,36
"huambo",33,683.42819,77.8974890981241,10.323057924323,42.47781614042,8.13316317196921,35.4196729577041,8.05413961895536,57.6642955664509,98.1306826297973,26.5368163233603,58.4188159574796,19.6335593045516,51.2057866108567,"AO71FL","AGO",2015,36
"huila",33,814.3756645,101.676077595843,17.4146915084125,40.1893443366762,11.4846466664492,61.4867332591667,11.9718229192459,67.5432822393543,135.808872952331,17.6794368704358,62.6992518029166,38.0219603374448,84.9515061808885,"AO71FL","AGO",2015,36
"luanda",66,2308.214153,44.6488043761988,10.5169897593321,17.4928409253195,4.70823350295454,27.1559634508793,8.35281045065169,24.0355044479079,65.2621043044897,8.26470325952857,26.7209785911104,10.784454967602,43.5274719341566,"AO71FL","AGO",2015,36
"lundanorte",33,272.77651,63.6973073687026,14.0036432967929,14.4017936148534,7.54364065234984,49.2955137538492,9.79000782732605,36.2501665069885,91.1444482304167,0,29.1873292934591,30.1070984122901,68.4839290954082,"AO71FL","AGO",2015,36
"lundasul",33,176.853507,65.3448377403628,12.6059808598346,12.0570523942169,4.38586272531638,53.287785346146,11.6941409681943,40.637115255087,90.0525602256386,3.46076145259677,20.653343335837,30.3672690484851,76.2083016438068,"AO71FL","AGO",2015,36
"malanje",33,331.4084045,58.1062275137824,9.291352018917,24.1261247193265,7.10009700588988,33.9801027944559,9.06284628954981,39.895177556705,76.3172774708597,10.2099345877823,38.0423148508706,16.2169240669383,51.7432815219735,"AO71FL","AGO",2015,36
"moxico",32,172.7524545,16.0305323183727,7.2409178898525,7.65677688243787,4.43170519912952,8.37375543593483,4.79361638231916,1.8383332542618,30.2227313824836,0,16.3429190727317,0,17.7692435452804,"AO71FL","AGO",2015,36
"namibe",33,112.0002395,67.2260715230911,14.6357188070961,22.2550059814827,6.18644070171519,44.9710655416084,13.1364129940401,38.5400626611827,95.9120803849995,10.129582206121,34.3804297568445,19.2236960732899,70.7184350099269,"AO71FL","AGO",2015,36
"uige",33,460.248709,60.8291292972357,12.3725778416721,13.8174401701581,5.98305797892949,47.0116891270776,10.9839645939839,36.5788767275585,85.079381866913,2.09064653145628,25.5442338088599,25.4831185228692,68.5402597312861,"AO71FL","AGO",2015,36
"zaire",33,180.3606505,52.6876312555493,10.2369382594264,24.6116045140345,8.80975848163378,28.0760267415148,10.6942018210114,32.6232322670735,72.7520302440251,7.34447789003229,41.8787311380367,7.1153911723325,49.0366623106971,"AO71FL","AGO",2015,36
"bengo",33,114.002066,21.5469279864341,6.58508599056766,10.4852661178965,5.49474247864188,11.0616618685376,4.68916769300813,8.64015944492149,34.4536965279467,0,21.2549613760346,1.87089319024167,20.2524305468335,"AO71FL","AGO",2015,48
"benguela",33,968.3870285,106.548444600026,12.0889939441028,38.95769345283,7.20452420721842,67.5907511471958,11.3318299846624,82.8540164695843,130.242872730467,24.8368260066819,53.0785608989781,45.3803643772576,89.8011379171341,"AO71FL","AGO",2015,48
"bie",33,602.380174,79.8077369354252,12.0806403183182,22.4229574328587,5.61086772917951,57.3847795025665,10.2159063617071,56.1296819115215,103.485791959329,11.4256566836668,33.4202581820505,37.3616030336206,77.4079559715125,"AO71FL","AGO",2015,48
"cabinda",33,213.926964,33.1667921947428,6.75374413501381,11.3063400460355,4.99172708293594,21.8604521487073,5.76468907218726,19.9294536901158,46.4041306993699,1.52255496348108,21.09012512859,10.5616615672203,33.1592427301943,"AO71FL","AGO",2015,48
"cuandocubango",33,198.745068,67.5286550097908,13.4768045453996,24.5022784666032,7.9716497339395,43.0263765431875,12.3813792086133,41.1141181008075,93.943191918774,8.87784498808182,40.1267119451247,18.7588732943054,67.2938797920697,"AO71FL","AGO",2015,48
"cuanzanorte",33,151.494307,61.4816401442987,16.773171214027,29.4716289239833,9.34136920294365,32.0100112203154,10.3438524758296,28.6062245648059,94.3570557237915,11.1625452862137,47.7807125617528,11.7360603676895,52.2839620729414,"AO71FL","AGO",2015,48
"cuanzasul",33,901.1897965,102.74868316746,16.1560579826592,25.2153570626895,7.66544399963573,77.5333261047703,13.7591507970035,71.0828095214477,134.414556813472,10.1910868234035,40.2396273019755,50.5653905426435,104.501261666897,"AO71FL","AGO",2015,48
"cunene",32,424.7495465,56.9008936928859,11.3674272035361,18.7457598615706,7.34888708925767,38.1551338313153,10.2636518977929,34.6207363739551,79.1810510118167,4.34194116662552,33.1495785565156,18.0383761116413,58.2718915509893,"AO71FL","AGO",2015,48
"huambo",33,915.3311305,73.5102056214171,8.68259655209714,36.8963076581388,7.16293291843006,36.6138979632783,7.41168593615426,56.4923163793067,90.5280948635275,22.8569591380159,50.9356561782617,22.0869935284159,51.1408023981406,"AO71FL","AGO",2015,48
"huila",33,1047.70956,100.908275164572,15.0198674036004,38.7148495619339,9.2528035683425,62.1934256026376,11.2240745696913,71.4693350535148,130.347215275628,20.5793545679826,56.8503445558852,40.1942394460427,84.1926117592325,"AO71FL","AGO",2015,48
"luanda",66,3066.2122925,42.6908869283779,9.16593263736222,15.924706883289,3.80836569703375,26.7661800450889,6.88384186859521,24.7256589591479,60.6561148976078,8.46031011710282,23.3891036494751,13.2738499826423,40.2585101075355,"AO71FL","AGO",2015,48
"lundanorte",33,353.044832,62.9188731979825,13.8282010482164,13.6021705028103,6.11344538257002,49.3167026951723,10.2794776458785,35.8155991434784,90.0221472524866,1.61981755297303,25.5845234526475,29.1689265092504,69.4644788810941,"AO71FL","AGO",2015,48
"lundasul",33,230.027196,58.0289239283015,10.5782145821383,12.8152716342289,4.21482471445734,45.2136522940727,9.4069711161498,37.2956233473104,78.7622245092926,4.55421519389246,21.0763280745652,26.775988906419,63.6513156817263,"AO71FL","AGO",2015,48
"malanje",33,442.108535,57.9973622890806,8.60509622685411,21.5895424864394,6.04753569454802,36.4078198026411,7.3204667916365,41.1313736844465,74.8633508937146,9.73637252512532,33.4427124477536,22.0597048910336,50.7559347142487,"AO71FL","AGO",2015,48
"moxico",32,229.5120975,19.3594828741467,8.12657405275519,5.76321254699875,3.32913621992821,13.5962703271479,6.61815392953147,3.43139773074651,35.2875680175469,0,12.288319538058,0.624688625266245,26.5678520290296,"AO71FL","AGO",2015,48
"namibe",33,139.463071,69.8346603267687,13.4714859427329,22.6172848294729,7.24279762845763,47.2173754972958,12.5097004364859,43.4305478790121,96.2387727745252,8.42140147769593,36.8131681812498,22.6983626417835,71.7363883528081,"AO71FL","AGO",2015,48
"uige",33,619.3802875,61.9916802191094,10.3583301515756,17.219372678211,5.85806384527026,44.7723075408983,8.97000326873902,41.6893531220212,82.2940073161976,5.73756754148133,28.7011778149408,27.1911011341699,62.3535139476268,"AO71FL","AGO",2015,48
"zaire",33,230.6015595,57.8989321594175,13.5296351542241,21.9012308977902,6.59584324845113,35.9977012616274,10.8979163684554,31.3808472571383,84.4170170616968,8.97337813082596,34.8290836647544,14.6377851794549,57.3576173437999,"AO71FL","AGO",2015,48
"bengo",33,143.859113,21.8478827367709,6.62013888647432,8.30911559978824,4.36164466511841,13.5387671369826,5.77677660390212,8.87241051928119,34.8233549542605,0,16.8579391434203,2.21628499333445,24.8612492806308,"AO71FL","AGO",2015,60
"benguela",33,1205.968766,116.146467864646,13.1284688761495,46.2827077894653,7.21855069634947,69.8637600751808,11.7825982412912,90.4146688673932,141.878266861899,32.1343484246203,60.4310671543102,46.7698675222502,92.9576526281115,"AO71FL","AGO",2015,60
"bie",33,725.2179945,78.2741879502019,11.5598872530842,20.4743237379778,5.24308735043797,57.7998642122241,9.27959752106818,55.6168089341569,100.931566966247,10.1978725311194,30.7507749448362,39.6118530709305,75.9878753535177,"AO71FL","AGO",2015,60
"cabinda",33,261.2890615,35.7760942912541,6.36596671144168,14.7190987556898,5.27594708714032,21.0569955355643,4.90801830017284,23.2987995368284,48.2533890456797,4.37824246489475,25.0599550464848,11.4372796672255,30.676711403903,"AO71FL","AGO",2015,60
"cuandocubango",33,239.6883215,60.2633921361856,11.5809748713012,21.5398020549783,7.28923703083153,38.7235900812073,10.4061158049628,37.5646813884352,82.962102883936,7.2528974745485,35.8267066354081,18.3276031034802,59.1195770589344,"AO71FL","AGO",2015,60
"cuanzanorte",33,182.9971925,64.13850238512,14.5218936145614,32.9928832104897,8.64843315371235,31.1456191746303,8.07863630248738,35.6755909005796,92.6014138696603,16.0419542292135,49.9438121917659,15.311492021755,46.9797463275056,"AO71FL","AGO",2015,60
"cuanzasul",33,1138.832075,101.715859289802,15.938298953408,25.362630394828,6.89703657556662,76.3532288949736,12.0856891317025,70.4767933411218,132.954925238481,11.8444387067174,38.8808220829385,52.6652781968366,100.04117959311,"AO71FL","AGO",2015,60
"cunene",32,516.725114,59.8176804662602,13.2098786925396,18.7299934487024,6.91976231959776,41.0876870175578,12.0714746571917,33.9263182288826,85.7090427036379,5.16725930229079,32.292727595114,17.427596689462,64.7477773456536,"AO71FL","AGO",2015,60
"huambo",33,1129.154903,78.7388460870452,10.611409005063,36.3544035374923,8.09986065985855,42.3844425495528,7.26923688865859,57.9404844371217,99.5372077369687,20.4786766441696,52.2301304308151,28.136738247782,56.6321468513237,"AO71FL","AGO",2015,60
"huila",33,1306.9119475,97.6380648267777,12.2457612359624,36.8533733983635,7.49794842057003,60.7846914284142,9.53044276032183,73.6363728042914,121.639756849264,22.1573944940463,51.5493523026808,42.1050236181834,79.464359238645,"AO71FL","AGO",2015,60
"luanda",66,3715.8758035,42.6120849222268,8.68596223374264,16.5769910668114,3.5233179654601,26.0350938554154,6.0019291736608,25.5875989440912,59.6365709003624,9.67128785450957,23.4826942791132,14.2713126750403,37.7988750357906,"AO71FL","AGO",2015,60
"lundanorte",33,418.8311235,67.4428674886688,15.4494582469061,19.4945612727369,6.4789216466216,47.9483062159319,10.4169510454669,37.1619293247329,97.7238056526047,6.79587484535861,32.1932477001153,27.5310821668166,68.3655302650471,"AO71FL","AGO",2015,60
"lundasul",33,272.8494985,57.5523181052069,10.6908765337857,11.2221243463271,3.53448303234184,46.3301937588798,9.59767142932159,36.598200098987,78.5064361114268,4.29453760293714,18.1497110897171,27.5187577574094,65.1416297603501,"AO71FL","AGO",2015,60
"malanje",33,548.802901,52.2256289103824,7.44600214213457,17.3922568240943,4.93200365475738,34.8333720862881,6.0841060644609,37.6314647117986,66.8197931089662,7.72552966076985,27.0589839874188,22.9085241999447,46.7582199726315,"AO71FL","AGO",2015,60
"moxico",32,276.754154,18.6252523048615,7.49643709989764,4.77942961607723,2.79321416178132,13.8458226887842,6.42840940553491,3.93223558906208,33.3182690206608,0,10.2541293731686,1.24614025393579,26.4455051236326,"AO71FL","AGO",2015,60
"namibe",33,168.5878,66.3408861374106,12.2174174733827,21.3587371090909,5.99435825635193,44.9821490283197,11.9067423394297,42.3947478895805,90.2870243852408,9.60979492664114,33.1076792915407,21.6449340430374,68.3193640136019,"AO71FL","AGO",2015,60
"uige",33,754.2708405,61.5494456066393,9.96665860201819,18.0504101033188,5.88295378569929,43.4990355033205,7.91644556943491,42.0147947466837,81.084096466595,6.51982068334824,29.5809995232895,27.9828021872281,59.0152688194129,"AO71FL","AGO",2015,60
"zaire",33,278.185158,53.2422880734371,10.6157065816597,20.1047965326748,5.47472188901692,33.1374915407623,8.93824529529619,32.4355031733841,74.0490729734901,9.37434163020168,30.835251435148,15.6185307619818,50.6564523195428,"AO71FL","AGO",2015,60
"bengo",31,57.2312015,44.4324099120275,24.2687927465662,6.10261519671224,6.3067259804567,38.3297947153152,23.2523726997426,0,91.9992436952972,0,18.4637981184074,0,83.9044452068108,"AO81FL","AGO",2023,12
"benguela",39,186.7793285,69.6044159255328,20.5338162834427,25.7807651342959,11.8326659871756,43.8236507912369,17.5175935339711,29.3581360099852,109.85069584108,2.58873979943181,48.97279046916,9.4891674646536,78.1581341178202,"AO81FL","AGO",2023,12
