"model","label","elpd_loo","se_elpd_loo","p_loo","elpd_diff","se_diff","sd_country","sd_country_q5","sd_country_q95","nb_shape","nb_shape_q5","nb_shape_q95","neonatal_pct_per_sd","neonatal_pct_q5","neonatal_pct_q95","af10","af30","af50","af30_lo","af30_hi","af50_2020_minus_2005","af50_diff_lo","af50_diff_hi","divergent","max_rhat"
"none","Without neonatal mortality",-4072.26886357622,39.5160403276191,52.5241027369926,-14.8249502370804,6.17658766346884,0.223221045045701,0.165143462325767,0.291751713806612,7.74128665838173,6.95196042066359,8.59029720364267,NA,NA,NA,0.115640299461227,0.277722993928672,0.360329952589703,0.157313023768836,0.389095239987886,0.227497696022163,0.0651327905668297,0.399805787193189,0,1.00555772313751
"m12","With 12-month neonatal rate",-4066.61135156052,39.5542298412511,53.3020640353334,-9.16743822137063,5.34296130751891,0.218101715315434,0.16128072531263,0.284179935090041,7.85825383488637,7.08628660140041,8.69892098553441,5.66988479375823,3.15647097581231,8.29381461686216,0.117512505601563,0.279472073855634,0.365179202684889,0.159951214505574,0.392537689425207,0.218291783437937,0.0571810452295356,0.39246527945719,0,1.00361518498002
"m60","With 60-month neonatal rate",-4057.44391333914,39.3750118811725,53.758896950857,0,0,0.21293902684213,0.157163838133488,0.279059415967115,8.0807759464215,7.27436748607235,8.93109081686375,9.74195521639025,6.79674558369614,12.6233341821579,0.121425315734482,0.277651046248827,0.35461381799353,0.155079358773152,0.39365384918946,0.224038455281301,0.0619597838445831,0.401245419301764,0,1.00368242314174
