"iso3","year","pfpr_pct","share_pn","malaria_deaths","allcause_pn","hib3_wuenic","pcv3_wuenic","rotac_wuenic","log_hiv_prev","log_gdp","log_hexp_pc","hiv_imputed"
"BEN",2001,40.751571757204,20.0608933027462,5352.70979704726,26682.3102853277,0,0,0,-1.48937273519878,6.19929443961247,2.78931052287505,FALSE
"BEN",2002,44.0680907255241,22.6566046216323,5921.42485367255,26135.5351014019,0,0,0,-1.43985044407905,6.30346811998829,2.82837392942679,FALSE
"BEN",2003,46.648531691318,25.0882905356879,6447.80420254287,25700.4525412798,0,0,0,-1.39592173253654,6.51619733355503,3.04782921145857,FALSE
"BEN",2004,51.592051405095,29.227956516491,7364.3116397314,25196.1221975143,0,0,0,-1.3678516796458,6.63160091153444,3.1997604156156,FALSE
"BEN",2005,56.4754532293332,31.5815022034761,7882.71211201263,24959.9023543123,35,0,0,-1.34346141742458,6.65857286203182,3.22385752079002,FALSE
"BEN",2006,57.0471968833618,32.2923988172615,8058.41945631353,24954.5396175585,74,0,0,-1.3514800654339,6.69598069596985,3.28101053641911,FALSE
"BEN",2007,55.179268946685,32.6358808448624,8095.2632376421,24804.794686326,82,0,0,-1.37952399381897,6.8160108063884,3.28828250016654,FALSE
"BEN",2008,48.488447117192,32.2907069440836,8061.19934555678,24964.4560570198,75,0,0,-1.4072145010211,6.96659246430508,3.33665390975677,FALSE
"BEN",2009,43.0161685754455,31.221405963129,7908.33323774279,25329.8434000126,79,0,0,-1.43325261026191,6.93157217027088,3.39095362070592,FALSE
"BEN",2010,38.8079247926428,29.448436443515,7592.83538697841,25783.492449734,76,0,0,-1.45884592627179,6.88063508350014,3.38021915976535,FALSE
"BEN",2011,34.3556395957272,26.6397796856617,7019.52187517024,26349.7745026336,75,36,0,-1.48551551943143,6.96547081565256,3.45846464617025,FALSE
"BEN",2012,31.9928779582779,26.0699802545317,6993.49933045391,26825.871221127,80,67,0,-1.52277358265464,6.97683892720184,3.49517847043435,FALSE
"BEN",2013,31.9620148829627,25.2949559262928,6874.8587313849,27178.7733151923,77,70,0,-1.55024577422395,7.06384150682059,3.51256782437497,FALSE
"BEN",2014,33.3330783798451,24.3234993628165,6655.07985485853,27360.7006771082,74,69,0,-1.60863363075295,7.09373612133414,3.47852327197347,FALSE
"BEN",2015,36.170253709291,26.5712015397635,7298.77480376705,27468.7420244979,74,72,0,-1.71193284307614,6.91017122702415,3.30861904367771,FALSE
"BEN",2016,39.7299679776193,27.6747552326188,7412.18212567678,26783.189456868,78,73,0,-1.8089920592675,6.91823408026852,3.59965633384055,FALSE
"BEN",2017,39.4030702218752,27.0202547573029,7074.05908570541,26180.5787889304,76,72,0,-1.89753336097267,6.9612714775213,3.65735321415044,FALSE
"BEN",2018,38.3265147740599,28.5811117737174,7272.97791694035,25446.7984818856,74,72,0,-1.9750073986082,7.04902996384364,3.67751166013691,FALSE
"BEN",2019,37.8530198398128,27.0827076685774,6754.79388696028,24941.3536106565,72,71,0,-2.05354646087855,7.03069950908468,3.52476302281878,FALSE
"BEN",2020,35.2863835813134,30.9801695139437,7496.17762209921,24196.6965956248,70,70,63,-2.14904707160712,7.09023871065522,3.60060888540233,FALSE
"BEN",2021,36.1841538142644,32.9048921500025,7747.63721447986,23545.5481183799,70,70,69,-2.21624258317198,7.18436496372997,3.64937250625941,FALSE
"BEN",2022,37.1121870084628,32.1626986103057,7478.37870121983,23251.7140176278,69,69,69,-2.30182428641272,7.14395491572794,3.63132747680863,FALSE
"BEN",2023,35.8485141126237,31.0716451180356,7119.81888390118,22914.1999300464,69,70,70,-2.35536897233623,7.24006016368371,3.84005903452184,FALSE
"BEN",2024,36.2947064834239,31.1618717471041,7361.29305522589,23622.7564087513,69,67,67,-2.44728831880109,7.30342603789793,3.84005903452184,FALSE
"BFA",2000,70.1713528280792,30.5872548024748,23542.5760621073,76968.5812412379,0,0,0,-0.582657403671896,5.51708546721081,2.30348743376214,FALSE
"BFA",2001,72.9033438750318,33.0169355947404,25104.6047760301,76035.5385011239,0,0,0,-0.607752326205304,5.55869975832737,2.32973274998302,FALSE
"BFA",2002,71.3277583934426,37.1349272654334,27573.9996201934,74253.5441717705,0,0,0,-0.633139968913073,5.65478159501919,2.4798879228532,FALSE
"BFA",2003,64.6885097360888,38.6848658019894,27700.1536408615,71604.6264258644,0,0,0,-0.692158858997712,5.89267655169931,2.77424769226273,FALSE
"BFA",2004,56.606854408503,37.8065813527541,26086.3357949982,68999.456871278,0,0,0,-0.753278861428335,6.00095149694004,3.05035261345753,FALSE
"BFA",2005,53.1744527501911,37.4740362917978,24966.6794975544,66623.940114556,0,0,0,-0.816361471954268,6.0894170239144,3.06071704432613,FALSE
"BFA",2006,53.3829560950889,38.1255784016232,24340.9480732737,63844.1411087873,76,0,0,-0.881960889261285,6.12142569565794,3.15921195942752,FALSE
"BFA",2007,55.6500451558668,37.2053500716918,22589.0460762842,60714.5102324178,89,0,0,-0.989160451995874,6.24355399671578,3.39198274466322,FALSE
"BFA",2008,59.174559366652,40.6794942979017,22780.5257229772,56000.0219180507,93,0,0,-1.06074310623004,6.42881186185477,3.42650121359878,FALSE
"BFA",2009,62.8962437015747,41.6811651729919,21861.9794559742,52450.4998006633,92,0,0,-1.1342693854289,6.39954210757535,3.44242267628599,FALSE
"BFA",2010,64.3786185658488,42.5369715526278,20736.2964420882,48748.8781763242,91,0,0,-1.25604139809124,6.43768325095688,3.49826943905428,FALSE
"BFA",2011,61.457343485955,42.6694381979875,19280.0845249411,45184.7630040989,91,0,0,-1.33536113347947,6.58620581665112,3.5176193115824,FALSE
"BFA",2012,56.5236408777824,42.2458584141647,17818.817425896,42178.8504122845,90,0,0,-1.41687742146084,6.59505639784681,3.51652333568279,FALSE
"BFA",2013,48.1916673889421,40.2052417507953,15863.7299444318,39456.8699344234,88,0,9,-1.50066280826652,6.63300531211635,3.74402943291171,FALSE
"BFA",2014,42.3252292443181,37.8640168353697,14101.2033111406,37241.6993486235,91,91,91,-1.64728544763301,6.63969500062259,3.6440171935958,FALSE
"BFA",2015,39.2408335974427,37.6707947226772,13545.8717646912,35958.5505546471,91,91,91,-1.73935924663199,6.44591781684995,3.47622818454325,FALSE
"BFA",2016,34.348786366947,34.8652915626685,12513.274518678,35890.3481308512,91,91,91,-1.76522975909576,6.49789406942842,3.67655144476473,FALSE
"BFA",2017,31.1778771009613,33.4175583977858,11892.3279258753,35587.0640946146,91,91,91,-1.85817803001875,6.56398462383298,3.76994682195159,FALSE
