"iso3","year","pfpr_pct","share_pn","malaria_deaths","allcause_pn","hib3_wuenic","pcv3_wuenic","rotac_wuenic","log_hiv_prev","log_gdp","log_hexp_pc","hiv_imputed"
"BFA",2018,27.3147240433431,34.1635576960766,11989.0285940589,35093.0330521045,91,91,91,-1.95329926568533,6.65603942251492,3.65028760196612,FALSE
"BFA",2019,24.1690763715692,33.5607809130155,11647.0100092249,34704.2282460954,91,91,91,-2.05076864586562,6.63968376018543,3.71525256314715,FALSE
"BFA",2020,23.9348875540189,36.9714285664462,12701.0882593436,34353.7935963626,91,91,88,-2.15183217966941,6.7156706648026,4.04613233891267,FALSE
"BFA",2021,23.8803485503533,33.7322449302223,11420.2812314227,33855.6809813471,91,66,91,-2.25879954481675,6.79742162713752,4.15248316232805,FALSE
"BFA",2022,21.6176181162995,32.6679305369253,11145.2695233403,34116.8520324313,91,91,82,-2.32050307652727,6.71820466760762,4.16485583528703,FALSE
"BFA",2023,21.5877477947102,32.6084557263769,11130.0864322007,34132.5161963973,91,91,83,-2.38398247242891,6.77216240487287,4.27297250713356,FALSE
"BFA",2024,20.8674487845733,31.4133198610766,10708.7756030255,34089.9199778451,91,91,87,-2.46120211040042,6.89009332124388,4.27297250713356,FALSE
"CAF",2000,50.1007632145664,15.2754011402718,2975.50562606514,19479.0670224729,0,0,0,0.0865950043546055,5.47710825505353,2.29377998152675,FALSE
"CAF",2001,50.7756790453649,15.4302505782129,3039.63517153292,19699.1951370174,0,0,0,0.116525951118341,5.47206772259399,2.22028467652962,FALSE
"CAF",2002,53.1015253935424,16.5468977564023,3254.80210422824,19670.1650795473,0,0,0,0.145420565082248,5.51600321557613,2.34577159929173,FALSE
"CAF",2003,54.7622677477932,17.6191822074194,3470.76651616297,19698.7946165937,0,0,0,0.124800097751777,5.62907326798009,2.49732929571248,FALSE
"CAF",2004,56.6497447439333,18.2785908322992,3632.08424650765,19870.7016302897,0,0,0,0.151040672432716,5.71525415971835,2.56249202299447,FALSE
"CAF",2005,57.3400501724416,18.8162123238232,3752.68743335549,19943.9045902145,0,0,0,0.129770163236068,5.74284299273114,2.63441621485583,FALSE
"CAF",2006,57.0014021460436,19.9998535897109,4013.67591903313,20068.526507104,0,0,0,0.0613643894246469,5.81096888206776,2.71832753524965,FALSE
"CAF",2007,55.4460126627914,20.2985362303298,4083.49806965733,20117.2046265869,0,0,0,0.038926470732543,5.94250287143491,2.90396178320072,FALSE
"CAF",2008,53.1525010924267,19.808663287663,3959.56023587,19989.0329719323,0,0,0,-0.03326406519101,6.08050116815025,2.89197518782616,FALSE
"CAF",2009,50.1633488861996,19.6183565242027,3912.55608836811,19943.3427746166,42,0,0,-0.0324032965184199,6.1235266475039,3.06235014462555,FALSE
"CAF",2010,46.8957066983541,18.4663510689837,3709.04358838151,20085.4168456229,45,0,0,-0.0829915539301173,6.16725185828865,2.83380612950067,FALSE
"CAF",2011,43.8378461430208,17.1611956609717,3439.35208404527,20041.4478803892,47,8,0,-0.160938542454892,6.2805031018808,2.97705430170572,FALSE
"CAF",2012,41.6793620619287,16.7788136780611,3313.20902985752,19746.3843000395,47,47,0,-0.241060665122302,6.29967664610237,3.06012472277358,FALSE
"CAF",2013,40.5091966499757,15.8589190785105,3197.11643417514,20159.7373588176,23,23,0,-0.322668020332314,5.89816149883988,2.85462624970589,FALSE
"CAF",2014,38.9888039978822,15.5856760055654,3143.14773373345,20166.900252585,45,45,0,-0.401063434942745,6.01579242481189,2.92916645082854,FALSE
"CAF",2015,36.659273694072,14.9903373353835,2950.93257259004,19685.5648179751,43,44,0,-0.48272240165351,5.90351505915197,2.91462753850397,FALSE
"CAF",2016,34.7793749260473,14.2102995568297,2774.55506455831,19524.9583125418,42,43,0,-0.574737361977716,5.9588798954671,3.04822799081632,FALSE
"CAF",2017,35.0103979759844,14.4013757553803,2862.9391127856,19879.6223459138,42,41,0,-0.592061276402384,6.06917536654441,3.36093760545645,FALSE
"CAF",2018,34.4963733245593,15.4052126720378,3067.66974136255,19913.1930643887,40,39,0,-0.690168164360806,6.12083345736555,3.93874491175483,FALSE
"CAF",2019,33.9847645138133,15.0788578369452,3011.98428102764,19974.8834666236,38,37,0,-0.790067633426357,6.10753159485989,3.57685763840074,FALSE
"CAF",2020,32.3380117260431,16.3598504980985,3311.0269460636,20238.7359618502,37,36,0,-0.804279868767008,6.13746583486134,3.75267001505213,FALSE
"CAF",2021,32.6190507301754,17.3163837405088,3504.18846870825,20236.2601869973,35,34,0,-0.918327855528078,6.19901341666612,3.83406971192442,FALSE
"CAF",2022,32.8148157268122,17.1126499688038,3463.82565235186,20241.3165621127,33,32,0,-0.940091757472353,6.14709946425182,3.86943348329255,FALSE
"CAF",2023,33.3553884163137,17.2609409625238,3502.25370910974,20290.0509115562,40,39,0,-0.980801094720548,6.20653338003096,3.98548472793611,FALSE
"CAF",2024,33.7126920376516,18.5529646340819,3864.81190981826,20831.2363336185,42,42,0,-1.0545099655357,6.24641873231104,3.98548472793611,FALSE
"CIV",2000,61.839141876371,28.8694508194286,16801.4672085851,58198.0838973148,0,0,0,0.0422579514837343,6.8422953108814,3.41216153011172,FALSE
"CIV",2001,65.4794442307874,30.8051377444744,17510.402579921,56842.4745416432,0,0,0,0.0373420651249593,6.82949887778834,3.42046694370168,FALSE
"CIV",2002,66.4455757115556,32.740955763666,18306.2098484026,55912.2646893461,0,0,0,0.0328366403983214,6.87504184647119,3.48287554970256,FALSE
"CIV",2003,68.8841272762681,34.3370440054322,18702.8360491632,54468.3929292354,0,0,0,0.00652336579122345,7.01317000896132,3.77991489842337,FALSE
"CIV",2004,69.7532772968672,35.4190719589813,19019.3689556567,53698.100779385,0,0,0,-0.0189717027511965,7.08993119624239,3.85114728292607,FALSE
"CIV",2005,62.0937705451644,35.4588800028764,18927.1407480006,53377.7173629433,0,0,0,-0.0664185415842329,7.08819687792397,3.84362344304139,FALSE
"CIV",2006,57.5400048240302,36.6352703993799,19492.7595465413,53207.6311544606,0,0,0,-0.113689544559218,7.11511944270954,3.85204033404244,FALSE
"CIV",2007,53.6873584980847,36.5283400897263,19059.8307413793,52178.2010750056,0,0,0,-0.172958551398898,7.22076745143717,4.02804158650525,FALSE
"CIV",2008,55.2620478528471,37.2643704641198,19156.6121318891,51407.3145293951,0,0,0,-0.260263780642871,7.36769005390349,4.16940237871416,FALSE
"CIV",2009,60.7663043989734,38.6789741476972,19729.3418487994,51007.9242884315,81,0,0,-0.357633802927066,7.3398324154124,4.26359219427449,FALSE
"CIV",2010,65.0744590126687,39.085890796843,19760.4609712265,50556.506627764,79,0,0,-0.451499046030465,7.34829718664627,4.24915289760367,FALSE
"CIV",2011,59.6724798383221,37.2437349337971,18849.3786054643,50610.8708994149,62,0,0,-0.539437811386791,7.37564935071275,4.21915736484351,FALSE
"CIV",2012,38.7184399347278,33.6822100514059,17125.0739137386,50843.082706278,82,0,0,-0.655488546725247,7.34403795563529,4.24652229750216,FALSE
"CIV",2013,27.0200071200671,27.8015745449186,14171.0828586706,50972.2312158062,75,0,0,-0.764103428326191,7.4878225706581,4.20665327232287,FALSE
"CIV",2014,23.7097854693893,24.3047105096948,12270.4832654165,50486.0292844137,73,2,0,-0.874295180788639,7.5965758101963,4.3088933414048,FALSE
"CIV",2015,21.3585786042294,24.0562125964977,12113.9747572197,50356.9492023168,79,70,0,-1.00551192183784,7.50368566628902,4.06786060309481,FALSE
"CIV",2016,21.6195344960441,23.7973870880985,11857.2050966269,49825.6596521764,87,80,0,-1.11750573372016,7.52972647687941,4.1248261692926,FALSE
"CIV",2017,22.8923651727402,23.7445008633211,11674.0196747585,49165.1508783312,83,81,52,-1.23413195588928,7.58289087210158,4.15543073068596,FALSE
"CIV",2018,24.7891885604687,24.9067226495282,12079.4219527534,48498.6407996243,84,82,68,-1.35583644229414,7.66428383979941,4.18782768351651,FALSE
"CIV",2019,26.0261116774755,28.4004867667464,13488.8503302613,47495.1378159306,79,76,71,-1.44902080617098,7.66938710403077,4.22397873037731,FALSE
"CIV",2020,26.1643776161925,29.945657260849,14202.9139272608,47428.9604116646,73,68,71,-1.58487583932308,7.68695599593312,4.36916513858317,FALSE
"CIV",2021,25.4498157050607,30.0926004312901,13991.4860053602,46494.7721527313,71,57,60,-1.68822715257109,7.80628166562701,4.52608248934632,FALSE
"CIV",2022,24.4789702220245,29.626946679735,13954.7290787898,47101.475658762,69,58,62,-1.84556647243402,7.75506940338533,4.44146413637727,FALSE
"CIV",2023,23.0515091206168,29.1603125048505,13760.4444574536,47188.947152623,72,64,64,-1.91258403458399,7.8601719033779,4.47370583453268,FALSE
"CIV",2024,21.6145073637869,27.3491598679155,12847.9944570404,46977.6567875963,68,57,57,-2.03830960329861,7.91128498670223,4.47370583453268,FALSE
"CMR",2000,42.9886526778872,24.1511234131398,14751.9053696592,61081.6528792743,0,0,0,-0.738450618395896,6.56324283058734,3.4156950146135,FALSE
"CMR",2001,49.7153270345586,26.2837534724402,16312.1251787152,62061.6275214241,0,0,0,-0.642637497197719,6.572940083768,3.39527901093899,FALSE
"CMR",2002,52.0755703596343,29.2708700383451,18606.7821552736,63567.5746258946,0,0,0,-0.584721001894633,6.67155664353156,3.45933340234063,FALSE
"CMR",2003,51.2495300733959,30.7402849913069,19775.8302608122,64331.9678604301,0,0,0,-0.533727923901588,6.89592687521332,3.6523176937704,FALSE
"CMR",2004,49.490675806199,31.4695053501071,20405.6137637564,64842.4992281837,0,0,0,-0.511518747136842,7.03297130362323,3.74367026240039,FALSE
"CMR",2005,48.6938287511571,31.2872323350933,20518.3763959582,65580.6693804097,0,0,0,-0.470778461964043,7.04108323061987,3.76371571357349,FALSE
"CMR",2006,48.1459907354178,30.0239364783899,19953.8751301462,66459.8899098665,0,0,0,-0.475324085898227,7.08293018411272,3.79594367778671,FALSE
"CMR",2007,46.6296680458113,29.1124151083431,19312.7547669571,66338.55245291,0,0,0,-0.460572672244615,7.18967514337381,3.91818622471338,FALSE
"CMR",2008,42.740237448244,27.5723946711829,18369.1144968615,66621.396929516,0,0,0,-0.487272166092211,7.30796841829118,3.99983408715202,FALSE
"CMR",2009,34.8659913197251,25.4698081286331,16990.0112016055,66706.4750382055,80,0,0,-0.514423902190342,7.28714331132722,3.93472806638962,FALSE
"CMR",2010,27.5463235489682,23.1123066509212,15403.2321816632,66645.1532264059,84,0,0,-0.561978824667437,7.24321773469651,3.91268989720638,FALSE
"CMR",2011,24.0137637904469,22.0305199884383,14494.089203679,65790.9536919033,81,23,0,-0.630908084638718,7.32248439003129,4.06612200020547,FALSE
"CMR",2012,23.4390739012031,21.2450461568728,13589.142228335,63963.8159785255,79,84,0,-0.701399150322067,7.27869708604632,4.04242673408201,FALSE
"CMR",2013,24.9318692511321,21.6162759944122,13507.4592765851,62487.4482546242,76,75,0,-0.796814549367557,7.36260010517769,4.04703830097394,FALSE
"CMR",2014,25.3653131557073,21.522557589363,13044.5047047033,60608.5250349159,76,77,42,-0.897166040881069,7.40819317094962,4.27124006457227,FALSE
"CMR",2015,25.3221934693375,21.083253316812,12490.1867607554,59242.2173801591,76,77,67,-0.976554894456336,7.25488487870327,4.0670244149965,FALSE
"CMR",2016,25.148246100407,22.6980494241696,13012.2484443921,57327.6064441745,78,78,75,-1.05935127756002,7.27359224392972,4.06033481193454,FALSE
"CMR",2017,23.8373237947381,23.2131537970365,12926.1801909081,55684.7221361118,74,73,72,-1.17585733653841,7.31060999478726,4.0385811073273,FALSE
"CMR",2018,22.2824681222603,22.1050908432486,12049.8310338225,54511.565318913,68,68,68,-1.26612557557409,7.38442192091887,4.0661010071287,FALSE
"CMR",2019,21.7986162840487,21.9003972187168,11604.8850188897,52989.381439035,67,67,67,-1.32425891157975,7.34937654053308,4.03944718671913,FALSE
"CMR",2020,23.7904512221767,27.7122641886931,14297.5016157524,51592.686611244,68,69,68,-1.41827381984428,7.34961898502978,4.19225517780907,FALSE
"CMR",2021,24.8729981932535,27.8288766960971,13942.4977971535,50100.8285365285,71,70,69,-1.51641177022886,7.42197109359672,4.28492790916232,FALSE
"CMR",2022,25.0624089150597,28.3281858758766,14071.6851736234,49673.7956863181,71,70,66,-1.57741786547985,7.38080256506958,4.27846323892274,FALSE
"CMR",2023,25.1428196587965,26.2280237764135,12850.7221633687,48996.1511127084,75,75,72,-1.68375159719377,7.4503557534938,4.37071246971664,FALSE
"CMR",2024,25.1747465384929,31.5393866326542,16295.439261067,51666.950441565,77,76,73,-1.79753674856531,7.51207580147934,4.37071246971664,FALSE
"COD",2000,62.2589873210127,38.6482412585097,92002.5884769829,238051.164764776,0,0,0,-0.908331008124797,5.93469687848558,2.86338415372886,FALSE
"COD",2001,62.2048972880189,39.0188514884058,91769.6976585747,235193.2313688,0,0,0,-0.919463797635336,4.96059134249463,1.69269411591022,FALSE
"COD",2002,62.49455664872,38.807203242648,90827.9254676232,234049.140051932,0,0,0,-0.930213767384055,5.08994252567687,1.42930260884605,FALSE
"COD",2003,63.1827272621995,39.8005358838924,91838.7227725912,230747.452849646,0,0,0,-0.960981863373521,5.08445284113647,1.79717413012422,FALSE
"COD",2004,64.1252671856768,40.5423327517252,90842.3996953748,224068.013677652,0,0,0,-0.991494751160489,5.19664318668459,2.0583517496925,FALSE
"COD",2005,64.5649421485996,41.816801130283,90901.2946546033,217379.83824108,0,0,0,-1.02240245808617,5.36849499148047,2.14600815367825,FALSE
"COD",2006,64.158550627155,43.0503160200622,91295.4391108646,212066.826799412,0,0,0,-1.06413240887342,5.54300802098412,2.33953951022993,FALSE
"COD",2007,62.3901103262739,43.9214002749056,90704.9741526415,206516.580948959,0,0,0,-1.11683286975012,5.6839253372974,2.4478019908786,FALSE
"COD",2008,57.6263499200205,43.833791248154,88899.5654206364,202810.578070589,0,0,0,-1.15928032510189,5.86618576035481,2.73219601511979,FALSE
"COD",2009,51.4386769845683,42.9893060920143,85522.6138014672,198939.274847597,71,0,0,-1.21299614706843,5.6354286526329,2.54612880363484,FALSE
"COD",2010,47.1495281077559,41.3943140933001,80860.2027604474,195341.327744177,60,0,0,-1.27781772646296,5.86476802560137,2.49669613818861,FALSE
"COD",2011,42.9600558570423,39.8658028733185,76910.956691461,192924.640037631,70,3,0,-1.33195094861155,5.92027535621509,2.47649044266502,FALSE
"COD",2012,37.5992352054712,39.0927421345723,74405.5066277289,190330.743163517,71,23,0,-1.40014272712431,6.01598988908449,2.58066790284349,FALSE
"COD",2013,33.0133973462133,38.4137905131624,72184.8149854766,187913.803926073,71,34,0,-1.47103157081691,6.13203124151836,2.73300404005781,FALSE
"COD",2014,30.7173251710427,38.7097217599253,71938.8167133952,185841.730301122,73,48,0,-1.5565123725309,6.19272224499501,2.90267425148745,FALSE
"COD",2015,31.3291578219202,39.879684420801,72887.450903449,182768.374329039,70,64,0,-1.61665365407817,6.20622633541308,2.92168354487611,FALSE
"COD",2016,32.6938727749905,40.5401241826752,71754.7462642194,176996.858571252,70,66,0,-1.66406133660121,6.13071556896458,2.96069615954028,FALSE
"COD",2017,35.2674549569262,41.7220112817713,71429.2455297822,171202.785616882,71,69,0,-1.71239321287948,6.06623002960337,2.89847705383534,FALSE
"COD",2018,37.9282646802803,40.8028805794464,68325.6490664447,167453.003553044,71,70,0,-1.74684437753551,6.25030265366489,2.85017291871132,FALSE
"COD",2019,39.2785586460967,40.3451452457692,67435.8441536517,167147.357489618,73,72,4,-1.82349927861424,6.22258458435199,2.95533312451782,FALSE
"COD",2020,39.3974315673014,42.4166792861662,68056.9700810099,160448.604714811,70,69,27,-1.85733644554956,6.18708390468574,3.02331373865719,FALSE
"COD",2021,38.6088199880681,43.4277418570617,67784.4519689651,156085.601208719,65,63,52,-1.89062099910952,6.38980949090678,3.07216010404007,FALSE
"COD",2022,36.6121779989663,40.2910271408218,62226.7125553996,154443.103021201,65,64,59,-1.92324124773124,6.53340880578069,3.19376355883564,FALSE
"COD",2023,36.4329763374413,40.0015620254458,60666.5894270438,151660.55112661,60,59,52,-1.95532072005447,6.49256107491737,3.1540807605329,FALSE
"COD",2024,36.0595229709644,41.0424841510057,61774.2754897226,150513.003215009,65,63,63,-1.98654551249647,6.54086788660607,3.1540807605329,FALSE
"COG",2000,42.4866161066885,24.1347571666424,1833.66736458637,7597.62094114109,0,0,0,-0.195749930647119,6.9317662847868,2.85364397596166,FALSE
"COG",2001,41.2355336992739,25.2719370050025,1879.84201093674,7438.45638173534,0,0,0,-0.133571808474457,6.75063155083271,3.01081325621337,FALSE
"COG",2002,35.5111181712528,24.1069847645866,1780.75458398858,7386.8822724131,0,0,0,-0.156493647219996,6.80852939189186,2.83264333339571,FALSE
"COG",2003,34.5219714816095,24.3467029561296,1795.86304260982,7376.20632184074,0,0,0,-0.181067993634088,6.92443896323359,3.0687390792178,FALSE
"COG",2004,34.281954479281,24.8359169365502,1803.7873561289,7262.8176392164,0,0,0,-0.208135491686934,7.17480192033608,3.3142066731862,FALSE
"COG",2005,32.7571098597598,25.0254116392254,1798.4947973644,7186.67418259526,0,0,0,-0.237037251970097,7.49501490705893,3.43085468228882,FALSE
"COG",2006,31.7513333457271,23.9466867533991,1699.90159246892,7098.6922323508,0,0,0,-0.267629226353487,7.65139695057869,3.58190879425828,FALSE
"COG",2007,30.2829707272608,21.6500903910036,1527.42658192285,7055.05868260738,0,0,0,-0.386436108757429,7.69914969408183,3.73688639045004,FALSE
"COG",2008,27.456939534752,20.1015647301801,1393.5791558254,6932.68993996825,0,0,0,-0.419191678323973,7.94877086169543,4.14975102967016,FALSE
"COG",2009,25.0881083547901,19.1665473469999,1313.08369886675,6850.91412185034,72,0,0,-0.455722017149054,7.72804255516602,3.88471629185611,FALSE
"COG",2010,23.7691034660215,18.8540221896217,1284.22443103672,6811.40829325864,74,0,0,-0.494715642978281,7.98839298189773,3.99934235908809,FALSE
"COG",2011,22.6959236877571,19.8261650522594,1315.15260316846,6633.41901826134,71,0,0,-0.532431437178699,8.13040214995433,4.08620286066913,FALSE
"COG",2012,21.4365192269676,20.5348512910834,1331.1291005109,6482.29238012014,64,10,0,-0.568134208147961,8.22478727869983,4.26656888391465,FALSE
"COG",2013,20.7805514765105,19.9143056974955,1251.65958122018,6285.22831894458,85,85,0,-0.601652213566778,8.21538976264776,4.27469537072781,FALSE
"COG",2014,19.5627792800372,19.5454616716845,1192.05698400444,6098.89397358863,90,85,60,-0.633557364056854,8.18903256015002,4.26311906171237,FALSE
"COG",2015,19.1772059686948,19.4646538608888,1162.69867040741,5973.38477589714,80,80,80,-0.663733817741576,7.79948766580678,4.04835133866504,FALSE
"COG",2016,20.7326862878595,19.5019246075662,1137.32121980105,5831.84092179192,71,67,64,-0.691436172165022,7.64640498037186,3.99452449397484,FALSE
"COG",2017,22.3359716028801,20.6492481362307,1170.01994579914,5666.16245821682,69,66,64,-0.716567587343793,7.70148648032573,3.95699300127552,FALSE
"COG",2018,27.2628502539986,22.4421040786087,1234.63673379437,5501.4303893689,75,73,72,-0.740084547108357,7.8989434916913,3.8567262341265,FALSE
"COG",2019,27.2657952466324,20.9218940596291,1167.45217132932,5580.05010445992,79,68,71,-0.76154769481981,7.81940512548723,4.06767654876153,FALSE
"COG",2020,26.8081594634081,24.2267196916569,1275.82440601303,5266.18717783899,73,71,60,-0.694280704545491,7.59769064314292,4.38324278324034,FALSE
"COG",2021,25.4826904779951,24.4644899323712,1256.40900295149,5135.64356512098,77,75,23,-0.712879135424247,7.8304902228297,4.36439070485252,FALSE
"COG",2022,23.5221588464439,23.6465637149598,1181.17754235901,4995.13399323957,78,76,45,-0.729908140229281,7.87124940922572,3.97253323369012,FALSE
"COG",2023,22.7694816764473,23.7099691119809,1174.076245949,4951.82528667121,78,76,45,-0.745024637624584,7.81519836782065,4.32483865651456,FALSE
"COG",2024,23.1096800626508,27.5029506591615,1414.45241393579,5142.91150598645,83,82,63,-0.75823867378027,7.81692028097681,4.32483865651456,FALSE
"COM",2000,2.47634388506412,0.75890148492911,7.28211060587685,959.559409289743,0,0,0,-0.991494751160489,6.45095850644963,3.8627234914021,TRUE
"COM",2001,2.2996699437499,1.3358763903739,11.3083982344903,846.515315037879,0,0,0,-0.991494751160489,6.52380289045196,3.8143283780669,TRUE
"COM",2002,3.56088429689407,1.34413280101588,11.6578763939804,867.31581769075,0,0,0,-0.991494751160489,6.63937047520723,3.93420705547316,TRUE
"COM",2003,3.56453768908978,1.27076631292418,10.1327716644834,797.374903743454,0,0,0,-0.991494751160489,6.86661140907682,4.15759885189984,TRUE
"COM",2004,2.82205455005169,1.307364938006,9.92680146154447,759.298430986294,0,0,0,-0.991494751160489,6.97754631612658,4.25728598825564,TRUE
"COM",2005,1.49344289675355,0.798700184766281,6.01667570728837,753.30841560391,0,0,0,-0.991494751160489,7.00831345363835,4.21657101703133,TRUE
"COM",2006,3.68686318397522,2.12348807001014,15.2463556699187,717.98640572753,0,0,0,-0.991494751160489,7.0374485138317,4.18554272532257,TRUE
"COM",2007,1.40217142179608,0.916507149047884,6.88299552341887,751.002927862515,0,0,0,-0.991494751160489,7.16219306604525,4.24666534795679,TRUE
"COM",2008,1.22754173353314,0.821050540399623,5.77456561800632,703.314270421857,0,0,0,-0.991494751160489,7.28278020757292,4.30074864879578,TRUE
"COM",2009,3.59820947051048,2.08454737418239,14.3759782780939,689.645073848828,38,0,0,-0.991494751160489,7.2515613922908,4.24110937354996,TRUE
"COM",2010,8.43402370810509,21.0912838806462,138.285980016973,655.654633447266,74,0,0,-0.991494751160489,7.23459219862031,4.23722096628921,TRUE
"COM",2011,6.6912867128849,19.2953005092129,126.389979276902,655.02985670814,83,0,0,-0.991494751160489,7.33396354789691,4.39689848495818,TRUE
"COM",2012,8.00175815820694,19.5598743570895,124.160734927418,634.772660911372,86,0,0,-0.991494751160489,7.30674228710956,4.34513185824135,TRUE
"COM",2013,7.54861831665039,16.9925788301563,105.86922469107,623.032123312482,83,0,0,-0.991494751160489,7.37983583427733,4.4044930818054,TRUE
"COM",2018,1.94809567183256,0.660013550998763,3.76411380109562,570.308563422612,77,0,0,-0.991494751160489,7.33999948654188,4.31604073685852,TRUE
"COM",2019,1.839954033494,0.434178309291943,2.46302401413806,567.283984811391,78,0,0,-0.991494751160489,7.3259811967666,4.35973945712231,TRUE
"COM",2021,1.07303699478507,0.271252029340964,1.60952793144097,593.369913342764,72,0,0,-0.991494751160489,7.37006053072697,4.61015939764699,TRUE
"COM",2022,2.15687658637762,0.532497453780256,3.02267463589765,567.64114352836,78,0,0,-0.991494751160489,7.33555415731766,4.82143927109245,TRUE
"COM",2023,2.08568703383207,0.740016967702175,4.15135633241291,560.981236052367,75,0,0,-0.991494751160489,7.45234139916553,4.62723513534205,TRUE
"COM",2024,2.0569309592247,0.621089144763529,3.33028598949748,536.20096528421,75,0,0,-0.991494751160489,7.52718627585179,4.62723513534205,TRUE
"DJI",2003,1.11355499916316,1.64376076971966,17.3371918126693,1054.72719218297,0,0,0,-0.673492792275821,6.63939789639681,3.83460659016095,FALSE
"DJI",2014,0.603803999921212,1.5736693328686,17.7696958541534,1129.1886728047,78,78,0,-0.980971550579254,7.70283649014013,4.18261886577304,FALSE
"DJI",2016,0.670407177275688,1.85624904862945,20.4860383082976,1103.62552500287,68,68,72,-1.14896832578544,7.82820933523114,4.23160270037506,FALSE
"DJI",2017,0.510809600209572,1.43588443951923,15.6372440476076,1089.03221019955,76,76,80,-1.282781096576,7.87053074297687,4.17352489400257,FALSE
"DJI",2018,0.914932776402615,2.9388541588373,30.8972948499136,1051.3381467741,84,84,87,-1.35501238968145,7.90768227414924,4.23107314963885,FALSE
"DJI",2019,2.37852526029901,2.41393933919455,24.8869816759049,1030.96963837579,85,85,88,-1.43323321918326,7.95056201125385,4.22646122771695,FALSE
"DJI",2020,2.96267750978239,3.19112477188443,32.6140171945109,1022.02262606146,70,70,72,-1.51937606931819,7.95327901590247,4.19766602838074,FALSE
"DJI",2021,2.73554700976885,3.09605715996377,31.6311526872963,1021.65919597126,59,59,66,-1.60057556921783,8.01496756944229,4.46455522252387,FALSE
"DJI",2022,1.77778123689402,2.27578824812228,22.2337020125677,976.967080786728,59,59,66,-1.67415415215379,8.04982857219024,4.37111536734036,FALSE
"DJI",2023,1.71443135948384,1.6228071697362,15.281427974833,941.666284190571,72,72,75,-1.73747632958736,8.12601487842308,4.35119206138742,FALSE
"DJI",2024,4.54489563154219,2.17497840336795,19.4005119570286,891.986418209349,77,76,84,-1.8243058606645,8.17546972943539,4.35119206138742,FALSE
"ERI",2000,0.804627921756288,0.280160227663057,28.745259053018,10260.2925807118,0,0,0,-1.53048521654242,5.75053054486399,2.64122268496887,FALSE
"ERI",2001,1.62870593487167,0.901498548912332,88.1275863561756,9775.67700608088,0,0,0,-1.55297241355334,5.78508334900936,2.70181468796842,FALSE
"ERI",2003,0.516137462588772,0.320960093069683,29.9077537236637,9318.21568146496,0,0,0,-1.59964190603594,5.85492958278251,2.98642924274194,FALSE
"ERI",2010,0.54741938770321,0.430974628194585,41.5058124785338,9630.68583698481,95,0,0,-2.26638620951105,6.29101252554727,3.25834732272622,FALSE
"ERI",2014,0.701451816801359,0.432232944139095,39.3894191051731,9113.00715025956,94,0,25,-2.76327798101287,6.53477913169923,3.49452021132707,FALSE
"ERI",2016,0.60397919955004,0.35873422724123,31.8475996930076,8877.77002432271,95,95,96,-3.05433207640892,6.53477913169923,3.25832436668195,FALSE
"ERI",2017,0.640668725937781,0.39531961778146,34.7595743065141,8792.77747499236,95,95,96,-3.1967044387211,6.53477913169923,3.2229756853428,FALSE
"ERI",2018,0.589144306103886,0.348801669436,30.1515383436459,8644.32168355153,95,95,96,-3.97043756332204,6.53477913169923,3.28398965148583,FALSE
"ERI",2019,1.27775237930516,0.692409223104061,58.8569865694506,8500.31810749077,95,95,96,-3.97269807303099,6.53477913169923,3.34742058277077,FALSE
"ERI",2020,1.07851618194537,0.596733066015311,50.4659406754122,8457.03775264187,95,95,96,-3.97388018498017,6.53477913169923,3.32023960243833,FALSE
"ERI",2021,0.602578453322396,0.357177819005626,29.7269371281835,8322.72765731716,95,95,96,-3.97593407976214,6.53477913169923,3.31736621480303,FALSE
"ERI",2022,0.889294179049806,0.479637404205622,40.4404730255488,8431.46774437381,95,95,96,-3.97896289098087,6.53477913169923,3.29915747999152,FALSE
"ERI",2023,1.18234601973482,0.586716650868246,48.6391851563762,8290.06388081847,95,95,96,-3.98323272455827,6.53477913169923,3.34278500912099,FALSE
"ERI",2024,0.997536730544655,0.548469229116555,43.3765641194195,7908.65955949582,95,95,96,-3.98777887619367,6.53477913169923,3.34278500912099,FALSE
"ETH",2000,3.65949852387827,4.63093556829326,12410.5484527996,267992.250589087,0,0,0,-0.832551077478018,4.80622519255202,1.66576316117727,FALSE
"ETH",2001,6.61253512592823,10.4107698635015,26173.8261996315,251411.053580128,0,0,0,-0.864350551609314,4.77455174982121,1.70648314071636,FALSE
"ETH",2002,7.13882146038305,10.9554626515437,25904.7914881702,236455.477163441,0,0,0,-0.894383715904511,4.69678092778386,1.63892710254404,FALSE
"ETH",2003,9.40767730497852,14.1292995284528,31518.179495177,223069.65346518,0,0,0,-0.922820821496487,4.7604672752892,1.74219130524524,FALSE
"ETH",2004,13.8826053960939,19.2372639513456,40270.8560015607,209337.752517264,0,0,0,-1.02428278507476,4.89162509982436,1.74721515616243,FALSE
"ETH",2005,10.263917680128,16.2240127171796,31593.2561718979,194731.455914379,0,0,0,-1.05063822985563,5.06413472103846,1.86902930527472,FALSE
"ETH",2006,7.71501278519092,14.6459452162554,26721.6731468363,182450.997544209,0,0,0,-1.15567934802672,5.24357464298493,2.13110105200214,FALSE
"ETH",2007,6.33300212186916,12.9721240605163,22079.5374505783,170207.572388107,47,0,0,-1.17903953778073,5.46867706470716,2.45376910059772,FALSE
