"year","iso3","country","previous_deaths","rerun_deaths","difference_deaths"
2005,"AGO","Angola",25905.0229330596,21635.4282798953,-4269.59465316433
2005,"BDI","Burundi",12534.8307861437,10823.5814595416,-1711.24932660206
2005,"BEN","Benin",11829.7617667668,10835.0104286629,-994.751338103897
2005,"BFA","Burkina Faso",31806.640014694,28655.5929056779,-3151.04710901607
2005,"BWA","Botswana",2.52892092831887,1.95103457751189,-0.577886350806977
2005,"CAF","Central African Republic",8695.03789445171,7952.37270355738,-742.665190894332
2005,"CIV","Cote d'Ivoire",23927.7443991399,22309.4053084997,-1618.33909064018
2005,"CMR","Cameroon",30989.695564457,27824.0125603139,-3165.68300414315
2005,"COD","Democratic Republic of the Congo",97923.9235399962,90632.651693993,-7291.27184600318
2005,"COG","Congo",3069.97056026712,2670.60330497424,-399.367255292876
2005,"COM","Comoros",26.6880525449881,21.0187732809109,-5.66927926407724
2005,"CPV","Cape Verde",,,
2005,"DJI","Djibouti",3.93832690082183,3.08648270533302,-0.851844195488806
2005,"ERI","Eritrea",77.1412625016378,59.3698422101003,-17.7714202915375
2005,"ETH","Ethiopia",44335.2016168361,36049.1703265488,-8286.03129028732
2005,"GAB","Gabon",416.381447204506,343.62390691691,-72.7575402875963
2005,"GHA","Ghana",16204.5477171621,14187.045921859,-2017.50179530306
2005,"GIN","Guinea",15713.6841839947,13914.4727168632,-1799.21146713153
2005,"GMB","The Gambia",527.718993907696,423.398812756106,-104.32018115159
2005,"GNB","Guinea-Bissau",710.858153151824,563.827650065882,-147.030503085942
2005,"GNQ","Equatorial Guinea",796.933768233809,695.637518186376,-101.296250047433
2005,"KEN","Kenya",13333.6058471959,10900.9763647499,-2432.62948244605
2005,"LBR","Liberia",5655.70472338904,5037.85146101445,-617.853262374589
2005,"LSO","Lesotho",,,
2005,"MDG","Madagascar",13459.2926549637,11154.2144739165,-2305.07818104715
2005,"MLI","Mali",29582.0984832857,25916.4212284716,-3665.67725481409
2005,"MOZ","Mozambique",30466.8668692224,27222.3856286192,-3244.48124060316
2005,"MRT","Mauritania",422.783510934885,336.444951375439,-86.3385595594458
2005,"MWI","Malawi",19369.584689361,16755.4192479584,-2614.16544140264
2005,"NAM","Namibia",246.879063242378,194.407250054541,-52.4718131878374
2005,"NER","Niger",44696.9738880632,37762.7187841743,-6934.25510388894
2005,"NGA","Nigeria",320943.546607234,284682.49474985,-36261.0518573845
2005,"RWA","Rwanda",3429.68893683691,2703.7999915094,-725.888945327513
2005,"SEN","Senegal",3540.41768212531,2808.38148494797,-732.036197177345
2005,"SLE","Sierra Leone",12414.3368630478,10961.6056092744,-1452.7312537734
2005,"SOM","Somalia",14686.2871250559,11753.4896651033,-2932.79745995257
2005,"SSD","South Sudan",11577.611381288,10005.7333090254,-1571.87807226259
2005,"STP","Sao Tome and Principe",,,
2005,"SWZ","Swaziland",134.847515835398,105.845469218539,-29.0020466168593
2005,"TCD","Chad",20177.4947435629,16675.5433817704,-3501.95136179252
2005,"TGO","Togo",7375.98445853272,6720.45931958582,-655.5251389469
2005,"TZA","Tanzania",35328.9569685261,29783.9640570588,-5544.99291146727
2005,"UGA","Uganda",44853.4887613364,39817.1669210708,-5036.32184026558
2005,"ZMB","Zambia",14110.1790334462,11800.847321888,-2309.33171155817
2005,"ZWE","Zimbabwe",1842.73443142722,1452.7213068866,-390.013124540616
2015,"AGO","Angola",13787.7805136136,11229.3700497138,-2558.41046389976
2015,"BDI","Burundi",8659.815373073,7169.53869496851,-1490.27667810449
2015,"BEN","Benin",13049.3879411617,11383.5203547634,-1665.86758639828
2015,"BFA","Burkina Faso",16685.0999689355,14761.6425083666,-1923.45746056888
2015,"BWA","Botswana",1.8947004948822,1.46043362973747,-0.434266865144735
2015,"CAF","Central African Republic",8333.93032449711,7310.8535009438,-1023.07682355331
2015,"CIV","Cote d'Ivoire",18226.5269114967,15378.2983566938,-2848.22855480294
2015,"CMR","Cameroon",24701.6804531115,21027.054512509,-3674.62594060253
2015,"COD","Democratic Republic of the Congo",78164.620994841,67387.6118321048,-10777.0091627362
2015,"COG","Congo",2034.65529278996,1705.44689236558,-329.208400424382
2015,"COM","Comoros",3.52344076079335,2.767286382823,-0.756154377970347
2015,"CPV","Cape Verde",,,
2015,"DJI","Djibouti",10.0503901452315,7.90680291608374,-2.14358722914776
2015,"ERI","Eritrea",118.829923004929,91.6757620614168,-27.1541609435122
2015,"ETH","Ethiopia",12364.3490996427,9885.10709656174,-2479.24200308096
2015,"GAB","Gabon",411.054799496436,343.952728986058,-67.1020705103775
2015,"GHA","Ghana",10643.5832613529,9228.40687950674,-1415.17638184616
2015,"GIN","Guinea",14705.0290383336,12862.4270414031,-1842.6019969305
2015,"GMB","The Gambia",783.279896674774,656.281408876352,-126.998487798422
2015,"GNB","Guinea-Bissau",478.733409070948,381.7634274648,-96.9699816061482
2015,"GNQ","Equatorial Guinea",634.76446315885,556.98845097846,-77.7760121803901
2015,"KEN","Kenya",4174.42133024668,3356.85533247772,-817.565997768964
2015,"LBR","Liberia",4573.18768555443,4006.12775246759,-567.059933086844
2015,"LSO","Lesotho",,,
2015,"MDG","Madagascar",6329.94871050366,5044.50914835585,-1285.43956214781
2015,"MLI","Mali",26188.8750265543,22554.2073010235,-3634.66772553085
2015,"MOZ","Mozambique",19955.2471777865,17581.602805083,-2373.64437270352
2015,"MRT","Mauritania",483.097532605981,390.665141362465,-92.4323912435157
2015,"MWI","Malawi",8780.76029325301,7342.82051725845,-1437.93977599456
2015,"NAM","Namibia",34.6119293945113,26.8486902708044,-7.76323912370689
2015,"NER","Niger",43726.584897295,36805.1162198194,-6921.46867747563
2015,"NGA","Nigeria",256388.667556157,217381.1812357,-39007.4863204569
2015,"RWA","Rwanda",1379.29344795812,1086.59231961205,-292.701128346074
2015,"SEN","Senegal",1280.6270797667,1021.24996071476,-259.377119051942
2015,"SLE","Sierra Leone",9562.93405349014,8446.49875242431,-1116.43530106583
2015,"SOM","Somalia",4256.09209856939,3328.57277055357,-927.519328015825
2015,"SSD","South Sudan",10487.2657041681,8881.43919343725,-1605.82651073085
2015,"STP","Sao Tome and Principe",,,
2015,"SWZ","Swaziland",47.5983160013976,37.2638799914713,-10.3344360099263
2015,"TCD","Chad",17404.1833435069,14352.2374882665,-3051.94585524036
2015,"TGO","Togo",5953.87757429165,5209.55291041258,-744.324663879069
2015,"TZA","Tanzania",12701.4581424038,10415.3678120988,-2286.09033030498
2015,"UGA","Uganda",25085.824518618,21275.4125262728,-3810.41199234521
2015,"ZMB","Zambia",9330.48702529323,7795.14084248711,-1535.34618280612
2015,"ZWE","Zimbabwe",2609.89517477088,2096.03660620352,-513.858568567364
2024,"AGO","Angola",19892.3734859602,16669.1052852758,-3223.26820068444
2024,"BDI","Burundi",11645.5909175121,9843.24449106964,-1802.34642644246
2024,"BEN","Benin",11184.9627345763,9773.55214547112,-1411.41058910518
