"age_band","rows","deaths","share_of_observed_under5_deaths_pct","pfpr_edf","hr_40_to_20","hr_40_to_20_lower_95","hr_40_to_20_upper_95","hr_20_to_zero","hr_20_to_zero_lower_95","hr_20_to_zero_upper_95"
"<1",1131361,32994,36.281862367767,2.27791169383661,0.947478415753497,0.919543342616731,0.976262136555892,0.93859215958222,0.892633411169087,0.986917172275036
"1-5",1011107,13525,14.872770458994,2.04217624796128,0.918237301429079,0.881552043285185,0.956449194529282,0.904951511359562,0.845547102984552,0.968529411337734
"6-11",967350,12573,13.8259033627307,2.4212578900736,0.814780948883724,0.776836798801752,0.854578459321004,0.757630171930998,0.695943414579661,0.824784695702427
"12-23",835276,12383,13.6169698036025,3.39160677757698,0.854310467587697,0.800538489910016,0.911694296063076,0.589667414812112,0.521393148205547,0.666881912982339
"24-35",828103,9999,10.9954034616992,3.53495654286605,0.85402691309094,0.79490663469705,0.917544195063373,0.508761127226871,0.442899478570012,0.584416774237047
"36-47",802270,5981,6.57700851129341,3.21596411524758,0.847074324274515,0.783130108155792,0.916239719776402,0.584044651636929,0.50345002827458,0.677541237359236
"48-59",782335,3483,3.83008203391322,3.30147345777335,0.981434314355739,0.889722478302747,1.08259972843708,0.572103520932868,0.480238201487182,0.681541863288276
