"stage","started_at","finished_at","elapsed_seconds","exit_status"
"prepare","2026-09-18 19:04:01.825673","2026-09-18 19:04:55.018868",53.1933569908142,0
"fit","2026-09-18 19:04:55.02125","2026-09-18 22:51:53.707008",13618.6859309673,0
"effects","2026-09-18 22:51:53.710249","2026-09-18 22:51:54.536106",0.82599401473999,0
"diagnostics","2026-09-18 22:51:54.537351","2026-09-18 23:17:53.175347",1558.63856720924,0
"comparison","2026-09-18 23:17:53.180007","2026-09-18 23:17:56.958925",3.77967095375061,0
"report","2026-09-18 23:17:56.96174","2026-09-18 23:18:04.684244",7.7228729724884,0
