"group","records","observed_deaths","fitted_deaths","age_band","grouping","observed_probability","fitted_probability","residual_deaths"
"RWA",36215,477,477.236499999157,"1-5","country",0.013171337843435,0.0131778682865983,-0.236499999156877
"SEN",91443,937,932.550716558066,"1-5","country",0.0102468204236519,0.0101981640645874,4.44928344193363
"SLE",24628,582,563.141908141086,"1-5","country",0.0236316387851226,0.0228659212335994,18.8580918589142
"STP",1759,17,18.1622057559076,"1-5","country",0.00966458214894827,0.0103253017372982,-1.1622057559076
"SWZ",1856,78,61.4854568010642,"1-5","country",0.0420258620689655,0.0331279400867803,16.5145431989358
"TCD",20869,392,387.816530369591,"1-5","country",0.0187838420623892,0.0185833787133831,4.18346963040881
"TGO",5670,62,61.910368631892,"1-5","country",0.0109347442680776,0.0109189362666476,0.0896313681079732
"TZA",33709,336,345.141441389719,"1-5","country",0.00996766442196446,0.010238851386565,-9.14144138971938
"UGA",30745,418,427.352396925792,"1-5","country",0.0135957066189624,0.0138998990706063,-9.35239692579177
"ZAF",2349,23,21.6257203356564,"1-5","country",0.0097914005959983,0.00920635178188863,1.37427966434361
"ZMB",37515,430,438.607623294783,"1-5","country",0.0114620818339331,0.01169152667719,-8.60762329478308
"ZWE",14527,248,242.142468314117,"1-5","country",0.017071659668204,0.016668442783377,5.85753168588258
"AO62FL",7515,98,93.2792409922581,"1-5","survey",0.0130405854956753,0.0124124073176657,4.72075900774193
"AO71FL",12767,133,136.861033051676,"1-5","survey",0.0104174825722566,0.0107199054634351,-3.8610330516756
"AO81FL",10242,89,97.9896379982697,"1-5","survey",0.00868970904120289,0.00956743194671643,-8.98963799826969
"BU61FL",6390,84,97.2932413672995,"1-5","survey",0.0131455399061033,0.0152258593689045,-13.2932413672995
"BU71FL",12052,154,136.78331833902,"1-5","survey",0.0127779621639562,0.0113494290025739,17.2166816609795
"BJ41FL",312,4,5.8307809199289,"1-5","survey",0.0128205128205128,0.0186884003843875,-1.8307809199289
"BJ51FL",14460,226,231.689282191434,"1-5","survey",0.0156293222683264,0.0160227719357838,-5.68928219143402
"BJ61FL",12146,129,135.989980154364,"1-5","survey",0.0106207805038696,0.0111962769763185,-6.98998015436425
"BJ71FL",12129,137,122.612438806241,"1-5","survey",0.0112952428064968,0.0101090311490017,14.3875611937585
"BF43FL",6648,150,145.584568881114,"1-5","survey",0.0225631768953069,0.021899002539277,4.41543111888632
"BF62FL",13567,196,187.639164971151,"1-5","survey",0.0144468194884647,0.0138305568637983,8.36083502884858
"BF81FL",11222,82,89.8342408019917,"1-5","survey",0.00730707538763144,0.00800518987720475,-7.8342408019917
"CI62FL",6476,108,111.919645916876,"1-5","survey",0.0166769610870908,0.0172822183318215,-3.91964591687591
"CI81FL",9552,124,112.107671150082,"1-5","survey",0.0129815745393635,0.0117365652376551,11.8923288499185
"CM44FL",6485,135,137.081130841227,"1-5","survey",0.0208172706245181,0.0211381851721244,-2.08113084122667
"CM61FL",10575,130,133.474676800341,"1-5","survey",0.0122931442080378,0.0126217188463679,-3.474676800341
"CM71FL",7197,71,72.4906949250894,"1-5","survey",0.00986522162011949,0.0100723488849645,-1.49069492508939
"CD51FL",7977,209,193.811338342892,"1-5","survey",0.0262003259370691,0.0242962690664275,15.188661657108
"CD61FL",16701,253,274.719552960065,"1-5","survey",0.01514879348542,0.0164492876450551,-21.7195529600648
"CD81FL",21708,324,315.278211428512,"1-5","survey",0.0149253731343284,0.0145235955144883,8.72178857148771
"CG51FL",4277,71,73.0392516459763,"1-5","survey",0.01660042085574,0.0170772157226973,-2.03925164597625
"CG61FL",8390,103,104.599711819196,"1-5","survey",0.0122765196662694,0.012467188536257,-1.59971181919593
