"series","age_band","edf"
"map_full","<1",2.27791169383661
"map_full","1-5",2.04217624796128
"map_full","6-11",2.4212578900736
"map_full","12-23",3.39160677757698
"map_full","24-35",3.53495654286605
"map_full","36-47",3.21596411524758
"map_full","48-59",3.30147345777335
