survey,country,variable,national,n
MC_SOM2006,SOM,measles_pct,45.0726278610227,347
MC_SOM2006,SOM,stunting_pct,48.3950323137321,3402
MC_SOM2006,SOM,wasting_pct,12.3328269822101,3461
MC_SOM2011NE,SOM,mean_maternal_age_first_birth,20.5799569156714,2632
MC_SOM2011NE,SOM,mean_maternal_education_years,1.60302114502202,2637
MC_SOM2011NE,SOM,mean_wealth_quintile,2.97694862139297,2637
MC_SOM2011NE,SOM,urban_pct,62.3917233364332,2637
MC_SOM2011NE,SOM,facility_delivery_pct,11.8783820660278,1481
MC_SOM2011NE,SOM,short_birth_interval_pct,44.1858710371808,3833
MC_SOM2011NE,SOM,improved_water_pct,89.2563855535137,4766
MC_SOM2011NE,SOM,improved_sanitation_pct,78.1288332704282,4766
MC_SOM2011NE,SOM,electricity_pct,34.9117907534516,4774
MC_SOM2011NE,SOM,dtp3_pct,33.2998198854896,224
MC_SOM2011NE,SOM,measles_pct,72.5707345336072,276
MC_SOM2011SL,SOM,mean_maternal_age_first_birth,20.3018043040802,2493
MC_SOM2011SL,SOM,mean_maternal_education_years,1.36906913969598,2494
MC_SOM2011SL,SOM,mean_wealth_quintile,2.86832883654854,2494
MC_SOM2011SL,SOM,urban_pct,47.548031549776,2494
MC_SOM2011SL,SOM,facility_delivery_pct,29.6804587618293,1527
MC_SOM2011SL,SOM,short_birth_interval_pct,49.00571238174,3944
MC_SOM2011SL,SOM,improved_water_pct,83.3192869774524,4817
MC_SOM2011SL,SOM,improved_sanitation_pct,53.7487424380993,4812
MC_SOM2011SL,SOM,electricity_pct,35.6230779744083,4817
MC_SOM2011SL,SOM,dtp3_pct,29.4159682731129,338
MC_SOM2011SL,SOM,measles_pct,66.0300677280981,438
MC_SSD2010,SSD,mean_maternal_age_first_birth,19.6870415591926,6086
MC_SSD2010,SSD,mean_maternal_education_years,0.949300412867757,6161
MC_SSD2010,SSD,mean_wealth_quintile,2.9777620330697,6163
MC_SSD2010,SSD,urban_pct,24.732447919792,6163
MC_SSD2010,SSD,facility_delivery_pct,8.63416483870726,3884
MC_SSD2010,SSD,short_birth_interval_pct,26.5838339651644,8115
MC_SSD2010,SSD,improved_water_pct,71.526145534655,9356
MC_SSD2010,SSD,improved_sanitation_pct,12.502666063234,9353
MC_SSD2010,SSD,electricity_pct,2.89016817344286,9335
MC_SSD2010,SSD,dtp3_pct,47.9985253716703,457
MC_SSD2010,SSD,measles_pct,59.9959833882693,686
MC_SSD2010,SSD,stunting_pct,31.6459220032663,5781
MC_SSD2010,SSD,wasting_pct,22.5720701713594,5547
MC_STP2014,STP,mean_maternal_age_first_birth,19.4187901154274,1512
MC_STP2014,STP,mean_maternal_education_years,7.94019152720624,554
MC_STP2014,STP,mean_wealth_quintile,2.90521398843058,1512
MC_STP2014,STP,urban_pct,65.3013529236478,1512
MC_STP2014,STP,facility_delivery_pct,91.4124121972161,754
MC_STP2014,STP,short_birth_interval_pct,10.5370623017643,1488
MC_STP2014,STP,improved_water_pct,93.8228923253134,3492
MC_STP2014,STP,improved_sanitation_pct,46.3741780197549,3477
MC_STP2014,STP,electricity_pct,68.6506450016404,3491
MC_STP2014,STP,dtp3_pct,96.7535648638515,379
MC_STP2014,STP,measles_pct,94.8193201764386,381
MC_STP2014,STP,stunting_pct,17.170750175271,1942
MC_STP2014,STP,wasting_pct,3.99860053182462,1946
MC_STP2019,STP,mean_maternal_age_first_birth,19.4975987443264,1434
MC_STP2019,STP,mean_maternal_education_years,6.97237938031009,1402
MC_STP2019,STP,mean_wealth_quintile,2.88039824875922,1434
MC_STP2019,STP,urban_pct,66.6198892628964,1434
MC_STP2019,STP,facility_delivery_pct,95.2057148416929,685
MC_STP2019,STP,short_birth_interval_pct,7.81153208437441,1317
MC_STP2019,STP,improved_water_pct,97.4651646950155,3426
MC_STP2019,STP,improved_sanitation_pct,50.2052007031309,3423
MC_STP2019,STP,electricity_pct,79.6817153511549,3425
MC_STP2019,STP,dtp3_pct,98.8632202689323,331
MC_STP2019,STP,measles_pct,89.7083557606504,342
MC_STP2019,STP,stunting_pct,11.7359463489805,1812
MC_STP2019,STP,wasting_pct,4.09440165780284,1809
MC_SWZ2010,SWZ,mean_maternal_age_first_birth,19.2656988075053,1948
MC_SWZ2010,SWZ,mean_maternal_education_years,8.49361983434042,1948
MC_SWZ2010,SWZ,mean_wealth_quintile,3.07256645389157,1948
MC_SWZ2010,SWZ,urban_pct,27.9243680363823,1948
MC_SWZ2010,SWZ,facility_delivery_pct,80.7393409674456,993
MC_SWZ2010,SWZ,short_birth_interval_pct,16.4131704437777,1669
MC_SWZ2010,SWZ,improved_water_pct,75.7899314921636,4833
MC_SWZ2010,SWZ,improved_sanitation_pct,80.0988512756256,4830
MC_SWZ2010,SWZ,electricity_pct,45.5895869365565,4831
MC_SWZ2010,SWZ,dtp3_pct,92.4899107664385,504
MC_SWZ2010,SWZ,measles_pct,94.500482848202,506
MC_SWZ2010,SWZ,stunting_pct,30.9441862859318,2559
MC_SWZ2010,SWZ,wasting_pct,0.761813451113045,2558
MC_SWZ2014,SWZ,mean_maternal_age_first_birth,19.622205423048,1907
MC_SWZ2014,SWZ,mean_maternal_education_years,8.91241156040066,1907
MC_SWZ2014,SWZ,mean_wealth_quintile,3.05954676267897,1907
MC_SWZ2014,SWZ,urban_pct,31.4106364806993,1907
MC_SWZ2014,SWZ,facility_delivery_pct,87.728167784116,982
MC_SWZ2014,SWZ,short_birth_interval_pct,11.5017432779383,1612
MC_SWZ2014,SWZ,improved_water_pct,80.0896363964983,4864
MC_SWZ2014,SWZ,improved_sanitation_pct,84.8925824264922,4857
MC_SWZ2014,SWZ,electricity_pct,64.9570643826172,4865
MC_SWZ2014,SWZ,dtp3_pct,93.3669913204028,527
MC_SWZ2014,SWZ,measles_pct,92.7110407518638,529
MC_SWZ2014,SWZ,stunting_pct,25.4906285330431,2632
MC_SWZ2014,SWZ,wasting_pct,1.99786945602887,2635
MC_SWZ2021,SWZ,mean_maternal_age_first_birth,20.3430536002515,1665
MC_SWZ2021,SWZ,mean_maternal_education_years,9.95163245297551,1665
MC_SWZ2021,SWZ,mean_wealth_quintile,2.91601018298568,1665
MC_SWZ2021,SWZ,urban_pct,29.7346003127617,1665
MC_SWZ2021,SWZ,facility_delivery_pct,93.7344157386451,831
MC_SWZ2021,SWZ,short_birth_interval_pct,12.0332442018951,1327
MC_SWZ2021,SWZ,improved_water_pct,86.4298473266138,4672
MC_SWZ2021,SWZ,improved_sanitation_pct,87.2032170541173,4672
MC_SWZ2021,SWZ,electricity_pct,80.4544512245786,4671
MC_SWZ2021,SWZ,dtp3_pct,92.4391916173793,400
MC_SWZ2021,SWZ,measles_pct,93.4818116176309,403
MC_SWZ2021,SWZ,stunting_pct,19.9716816682844,2180
MC_SWZ2021,SWZ,wasting_pct,1.81327386696599,2176
MC_TCD2019,TCD,mean_maternal_age_first_birth,18.6716321556415,13305
MC_TCD2019,TCD,mean_maternal_education_years,2.05327077372383,13302
MC_TCD2019,TCD,mean_wealth_quintile,2.92856067580435,13305
MC_TCD2019,TCD,urban_pct,16.8146113494595,13305
MC_TCD2019,TCD,facility_delivery_pct,27.1389546364071,7989
MC_TCD2019,TCD,short_birth_interval_pct,30.3058456607837,19023
MC_TCD2019,TCD,improved_water_pct,63.3084693296817,18073
MC_TCD2019,TCD,improved_sanitation_pct,15.3924249798753,18075
MC_TCD2019,TCD,electricity_pct,7.59920786997031,18075
MC_TCD2019,TCD,stunting_pct,37.4466070682775,20475
MC_TCD2019,TCD,wasting_pct,13.6410660220468,20328
MC_TGO2017,TGO,mean_maternal_age_first_birth,20.555154405736,3533
MC_TGO2017,TGO,mean_maternal_education_years,4.51142941051345,3534
MC_TGO2017,TGO,mean_wealth_quintile,2.97887654717815,3534
MC_TGO2017,TGO,urban_pct,40.59394592511,3534
MC_TGO2017,TGO,facility_delivery_pct,71.2669220684556,1559
MC_TGO2017,TGO,short_birth_interval_pct,12.9884341541998,3758
MC_TGO2017,TGO,improved_water_pct,77.4547964520378,7916
MC_TGO2017,TGO,improved_sanitation_pct,47.8044128784541,7916
MC_TGO2017,TGO,electricity_pct,54.9135207658835,7916
MC_TGO2017,TGO,dtp3_pct,84.7012802402593,910
MC_TGO2017,TGO,measles_pct,79.5692754540536,747
MC_TGO2017,TGO,stunting_pct,23.7839292633874,4910
MC_TGO2017,TGO,wasting_pct,5.71823330247802,4908
MC_ZWE2009,ZWE,mean_maternal_age_first_birth,19.4509051086056,5372
MC_ZWE2009,ZWE,mean_maternal_education_years,8.9535433329305,5372
MC_ZWE2009,ZWE,mean_wealth_quintile,2.91856301643512,5372
MC_ZWE2009,ZWE,urban_pct,31.4916621618329,5372
MC_ZWE2009,ZWE,facility_delivery_pct,57.5554491406142,2815
MC_ZWE2009,ZWE,short_birth_interval_pct,9.77249734404017,4500
MC_ZWE2009,ZWE,improved_water_pct,74.6560427702012,11468
MC_ZWE2009,ZWE,improved_sanitation_pct,63.3283465491775,11455
MC_ZWE2009,ZWE,electricity_pct,38.9157619776938,11453
MC_ZWE2009,ZWE,dtp3_pct,81.1391396457707,559
MC_ZWE2009,ZWE,measles_pct,95.2891655920292,1166
MC_ZWE2009,ZWE,stunting_pct,35.0553357827084,6179
MC_ZWE2009,ZWE,wasting_pct,2.43379477361576,6213
MC_ZWE2014,ZWE,mean_maternal_age_first_birth,19.507737820204,7372
MC_ZWE2014,ZWE,mean_maternal_education_years,9.16887594856827,7373
MC_ZWE2014,ZWE,mean_wealth_quintile,3.0452085906167,7373
MC_ZWE2014,ZWE,urban_pct,30.6950476509685,7373
MC_ZWE2014,ZWE,facility_delivery_pct,80.1067988946264,3906
MC_ZWE2014,ZWE,short_birth_interval_pct,10.9902654912839,6774
MC_ZWE2014,ZWE,improved_water_pct,78.4036824620397,15684
MC_ZWE2014,ZWE,improved_sanitation_pct,64.9503335573859,15675
MC_ZWE2014,ZWE,electricity_pct,32.3130363135057,15686
MC_ZWE2014,ZWE,dtp3_pct,91.8020886720636,1885
MC_ZWE2014,ZWE,measles_pct,91.5953208709386,1895
MC_ZWE2014,ZWE,stunting_pct,27.6106852249026,9549
MC_ZWE2014,ZWE,wasting_pct,3.25809402341787,9544
MC_ZWE2019,ZWE,mean_maternal_age_first_birth,19.6039885411963,4696
MC_ZWE2019,ZWE,mean_maternal_education_years,8.03039826609622,4694
MC_ZWE2019,ZWE,mean_wealth_quintile,2.96161522956452,4696
MC_ZWE2019,ZWE,urban_pct,32.9729495337961,4696
MC_ZWE2019,ZWE,facility_delivery_pct,85.0599112863481,2337
MC_ZWE2019,ZWE,short_birth_interval_pct,9.81553891500439,4123
MC_ZWE2019,ZWE,improved_water_pct,79.4605810926302,11091
MC_ZWE2019,ZWE,improved_sanitation_pct,71.2913077151567,11091
MC_ZWE2019,ZWE,electricity_pct,56.3010333432991,11090
MC_ZWE2019,ZWE,dtp3_pct,96.100215416752,1095
MC_ZWE2019,ZWE,measles_pct,92.8330934646517,1098
MC_ZWE2019,ZWE,stunting_pct,23.49697349369,5964
MC_ZWE2019,ZWE,wasting_pct,2.87321930134276,5962
