"edf","Ref.df","Chi.sq","p-value","term"
1.00269677883079,1.00501095547665,3.61553904636579,0.0578491675275559,"s(pfpr_pct):age_band<1"
1.00395189714085,1.0074521854835,0.5011619900292,0.482176341012116,"s(pfpr_pct):age_band1-5"
1.8241504201096,2.25339209311709,17.1189515210857,0.000331577269270245,"s(pfpr_pct):age_band6-11"
3.50076128066976,3.84784581256062,48.1032586205824,0,"s(pfpr_pct):age_band12-23"
3.7773711981189,3.9617990105987,79.9593582202392,0,"s(pfpr_pct):age_band24-35"
3.16241126435358,3.63024484021892,21.3031195037485,0.000193085563213735,"s(pfpr_pct):age_band36-47"
3.01576230948406,3.50987745350643,12.0865431316643,0.00961267102666835,"s(pfpr_pct):age_band48-59"
2.86246029841703,3.47424950062373,119.613312029664,0,"s(calendar_year)"
27.4198452819089,52,2341.66507338096,0.0127802207477972,"s(survey)"
126.624999150891,203,1964.29876709896,0.000391263433930256,"s(country_age)"
289.510586389415,454,2499.73047668287,5.88137767782992e-05,"s(region)"
