"edf","Ref.df","Chi.sq","p-value","term"
1.85186606819803,2.18371373359618,7.34311052734505,0.0282302237375875,"s(pfpr_pct)"
3.43406906842567,4.00703459085975,56.251784012397,0,"s(calendar_year)"
23.0582066825966,104,101.546456607665,0.0916301323216782,"s(survey)"
25.2976256908297,33,1113.03755344013,0,"s(country)"
315.540222328554,1014,620.729923809059,3.33708651600872e-07,"s(region)"
