"iso3","country","pfpr_pct","status","map_population_coverage_within_raster","map_coverage_below_95pct","ihme_under5_deaths","counterfactual_under5_deaths","attributable_under5_deaths","attributable_fraction","model_id","hiv_treatment","year","ihme_malaria_deaths","ihme_malaria_lower","ihme_malaria_upper","comparison_status","model_to_ihme_ratio","difference_deaths","age","sex"
"AGO","Angola",12.001303326479,"estimated",0.998084957706995,FALSE,77321.0488630937,64482.0099786372,12839.0388844565,0.166048431484544,"age_band_separate_v1","posterior_median",2015,6832.55631081913,2626.00292893894,13246.8139681913,"matched",1.87909741250523,6006.48257363737,"Under 5","Both"
"BDI","Burundi",16.717817650048,"estimated",0.903118502531811,TRUE,39468.6283250787,31434.2189995328,8034.40932554586,0.203564442609239,"age_band_separate_v1","posterior_median",2015,7621.7837339771,3430.18819217347,13581.0522154878,"matched",1.05413766724045,412.625591568757,"Under 5","Both"
"BEN","Benin",36.3793100261877,"estimated",1,FALSE,38817.0754924683,26988.4482920411,11828.6272004272,0.304727418291012,"age_band_separate_v1","posterior_median",2015,7298.77480376705,3667.24415952149,12404.5235119608,"matched",1.62063188938535,4529.85239666015,"Under 5","Both"
"BFA","Burkina Faso",39.2003452509794,"estimated",1,FALSE,55253.1036656593,40318.7592815333,14934.344384126,0.270289692222447,"age_band_separate_v1","posterior_median",2015,13545.8717646912,7370.283627214,20183.5042642166,"matched",1.10250153283261,1388.47261943481,"Under 5","Both"
"BWA","Botswana",0.0668556239324968,"estimated",0.500006041684288,TRUE,2000.78906689539,1999.08880488849,1.70026200689591,0.000849795730608521,"age_band_separate_v1","posterior_median",2015,0.518384167820944,0.165585635836969,1.36680681240625,"matched",3.27992657268654,1.18187783907497,"Under 5","Both"
"CAF","Central African Republic",36.7348327663838,"estimated",1,FALSE,28150.8022278888,20666.1033911732,7484.69883671562,0.265878704845597,"age_band_separate_v1","posterior_median",2015,2950.93257259004,1275.84899816674,5674.30750552269,"matched",2.53638422857838,4533.76626412558,"Under 5","Both"
"CIV","Cote d'Ivoire",21.3567298975211,"estimated",0.999044906250652,FALSE,77900.2697353517,61154.103344105,16746.1663912467,0.214969299183917,"age_band_separate_v1","posterior_median",2015,12113.9747572197,5388.33547346046,21607.4072693297,"matched",1.38238412468759,4632.19163402703,"Under 5","Both"
"CMR","Cameroon",25.339889009207,"estimated",0.994188327616715,FALSE,86832.2296518058,64139.9697359202,22692.2599158856,0.261334529896108,"age_band_separate_v1","posterior_median",2015,12490.1867607554,5769.43506884855,21986.7206419516,"matched",1.81680709428505,10202.0731551302,"Under 5","Both"
"COD","Democratic Republic of the Congo",31.2906693790223,"estimated",0.967925701459564,FALSE,248211.14235586,177063.743633547,71147.3987223138,0.286640632032182,"age_band_separate_v1","posterior_median",2015,72887.450903449,40972.4632485226,104601.724842688,"matched",0.976126861900547,-1740.05218113516,"Under 5","Both"
"COG","Congo",19.1216915715156,"estimated",0.999999884856155,FALSE,9147.10580862238,7269.80513505426,1877.30067356812,0.205234389198659,"age_band_separate_v1","posterior_median",2015,1162.69867040741,414.527240320528,2355.93477814886,"matched",1.61460636478609,714.602003160714,"Under 5","Both"
"COM","Comoros",0.242446595277091,"estimated",0.977875023773357,FALSE,1091.49777195399,1088.25998986497,3.23778208902262,0.00296636619168389,"age_band_separate_v1","posterior_median",2015,0.566885759376502,0.187797556424396,1.2327422031974,"matched",5.71152482747802,2.67089632964612,"Under 5","Both"
"CPV","Cape Verde",,"missing_MAP_no_estimate",,,297.674343911654,,,,"age_band_separate_v1","posterior_median",2015,0.0236627273474872,0.0074668468880378,0.0588027842436955,"missing_model_MAP",,,"Under 5","Both"
"DJI","Djibouti",0.446388006068223,"estimated",0.900244405140964,TRUE,1975.83391624404,1966.68150027223,9.15241597180649,0.00463217879628505,"age_band_separate_v1","posterior_median",2015,15.5983083618225,4.8391081900928,36.3267353362527,"matched",0.586756958479384,-6.44589239001598,"Under 5","Both"
"ERI","Eritrea",0.437883754324056,"estimated",0.941587510523092,TRUE,12707.9072451884,12596.9856581803,110.921587008119,0.00872854867980856,"age_band_separate_v1","posterior_median",2015,22.6752348843585,8.36517689717983,45.1375639179734,"matched",4.89175029823543,88.2463521237605,"Under 5","Both"
"ETH","Ethiopia",4.44168903034584,"estimated",0.827586281480413,TRUE,222280.681072973,210820.552151473,11460.1289214996,0.0515570173088381,"age_band_separate_v1","posterior_median",2015,11813.4580723826,4069.93984948674,24582.458353023,"matched",0.970090963313356,-353.329150883028,"Under 5","Both"
"GAB","Gabon",16.5336880312919,"estimated",0.999284909726468,FALSE,2235.68864689905,1856.58798301172,379.100663887335,0.169567736729869,"age_band_separate_v1","posterior_median",2015,307.793775942293,118.191954723557,547.761722140888,"matched",1.23167098726003,71.3068879450421,"Under 5","Both"
"GHA","Ghana",27.1359006682193,"estimated",0.999730304961018,FALSE,45615.0682451127,35971.7373223598,9643.33092275288,0.211406697254829,"age_band_separate_v1","posterior_median",2015,9488.9556894683,5007.3561069148,13631.516668359,"matched",1.0162689381568,154.375233284582,"Under 5","Both"
"GIN","Guinea",37.0047253732389,"estimated",0.996935005435981,FALSE,45918.3793797175,32661.9840965455,13256.395283172,0.288694754959655,"age_band_separate_v1","posterior_median",2015,8411.25835546664,4320.05333621892,14960.9162372487,"matched",1.5760299735124,4845.13692770536,"Under 5","Both"
"GMB","The Gambia",16.1615436677223,"estimated",0.99989435444155,FALSE,4466.05170786417,3739.60006377807,726.451644086098,0.162660822490458,"age_band_separate_v1","posterior_median",2015,380.221418593574,144.682155232417,757.254989715821,"matched",1.91060158255476,346.230225492524,"Under 5","Both"
"GNB","Guinea-Bissau",5.43390998716656,"estimated",0.996068689009789,FALSE,5858.71311364055,5411.40951910067,447.303594539874,0.076348437935703,"age_band_separate_v1","posterior_median",2015,240.020921747807,76.9436137076401,555.881821650185,"matched",1.8636025196581,207.282672792067,"Under 5","Both"
"GNQ","Equatorial Guinea",34.4631748290858,"estimated",0.967788791016353,FALSE,2397.90491647384,1832.04625990464,565.858656569197,0.23598043970872,"age_band_separate_v1","posterior_median",2015,720.251418626558,419.43544670619,974.011395271617,"matched",0.785640461004893,-154.392762057361,"Under 5","Both"
"KEN","Kenya",5.61238811543549,"estimated",0.822215895130027,TRUE,58800.8181651059,54944.0096686144,3856.80849649151,0.0655910685742848,"age_band_separate_v1","posterior_median",2015,2218.91481903351,940.960426118234,4247.59978016723,"matched",1.7381507678476,1637.893677458,"Under 5","Both"
"LBR","Liberia",33.370745219075,"estimated",0.999979141849584,FALSE,16738.7379224384,12640.2755771551,4098.46234528327,0.244848946454275,"age_band_separate_v1","posterior_median",2015,2549.96903104348,1019.69997668584,4499.08328591514,"matched",1.60725965507358,1548.49331423979,"Under 5","Both"
"LSO","Lesotho",,"missing_MAP_no_estimate",0,TRUE,3209.90050536876,,,,"age_band_separate_v1","posterior_median",2015,,,,"missing_model_MAP",,,"Under 5","Both"
"MDG","Madagascar",6.1292538325627,"estimated",0.965066759112986,FALSE,64918.4040198668,59027.4208933365,5890.98312653028,0.0907444231797116,"age_band_separate_v1","posterior_median",2015,3397.67118195632,1262.80921992746,7644.20624670544,"matched",1.73382967657816,2493.31194457396,"Under 5","Both"
"MLI","Mali",29.3609132094117,"estimated",0.97767054940682,FALSE,87968.2612341849,64054.3269685585,23913.9342656264,0.271847299584152,"age_band_separate_v1","posterior_median",2015,17514.868481058,8247.46778994208,28702.3687969988,"matched",1.36535049015577,6399.06578456838,"Under 5","Both"
"MOZ","Mozambique",34.6327854633793,"estimated",0.999790945132115,FALSE,74024.3876125815,56185.5183057836,17838.8693067979,0.240986381409334,"age_band_separate_v1","posterior_median",2015,6527.55341006905,2721.70587516308,12009.6399564793,"matched",2.73285688927196,11311.3158967289,"Under 5","Both"
"MRT","Mauritania",6.4035707842887,"estimated",0.840119682930452,TRUE,6687.89899376321,6239.99194706256,447.907046700647,0.0669727588766431,"age_band_separate_v1","posterior_median",2015,382.678216987015,135.34368500214,851.195489292069,"matched",1.17045346930694,65.2288297136324,"Under 5","Both"
"MWI","Malawi",18.220052663991,"estimated",0.999764978481837,FALSE,39889.0024103965,31752.7897006128,8136.2127097837,0.203971325882623,"age_band_separate_v1","posterior_median",2015,4821.92982126994,2104.05647120281,8686.3266327928,"matched",1.687335363923,3314.28288851376,"Under 5","Both"
"NAM","Namibia",0.747527078008077,"estimated",0.611389973186959,TRUE,2917.63286683462,2885.73457955223,31.8982872823856,0.0109329339016504,"age_band_separate_v1","posterior_median",2015,8.80805539286492,3.32416450590835,19.9623667989573,"matched",3.62149031308604,23.0902318895207,"Under 5","Both"
"NER","Niger",24.4675094266675,"estimated",0.952363358910006,FALSE,130781.033490802,90222.312370267,40558.7211205351,0.310126935366263,"age_band_separate_v1","posterior_median",2015,23833.605476099,10121.3890321542,44060.094990954,"matched",1.70174509103159,16725.1156444361,"Under 5","Both"
"NGA","Nigeria",24.7148386742744,"estimated",0.999968748812492,FALSE,864459.156359802,627671.068702478,236788.087657324,0.273914719874595,"age_band_separate_v1","posterior_median",2015,131749.412498181,62441.3548126631,238908.67254998,"matched",1.79726105162399,105038.675159143,"Under 5","Both"
"RWA","Rwanda",3.51517020020461,"estimated",0.814603360177058,TRUE,24192.851240852,22911.5094822438,1281.34175860812,0.0529636521901333,"age_band_separate_v1","posterior_median",2015,2258.86330735559,870.03480445098,4637.2406895935,"matched",0.567250685083801,-977.521548747472,"Under 5","Both"
"SEN","Senegal",3.7940130969993,"estimated",0.99558981120801,FALSE,25792.154911383,24599.8484484818,1192.30646290114,0.0462274853341135,"age_band_separate_v1","posterior_median",2015,1477.05079283071,699.03960362758,3078.09707633243,"matched",0.807221030372377,-284.744329929567,"Under 5","Both"
"SLE","Sierra Leone",39.4884460983626,"estimated",0.99816935916103,FALSE,30658.3071959905,22073.8985435976,8584.40865239291,0.280002695436348,"age_band_separate_v1","posterior_median",2015,5877.6609699097,2799.48498479381,10197.4704582101,"matched",1.46051442850144,2706.74768248321,"Under 5","Both"
"SOM","Somalia",3.06207942936047,"estimated",0.983183349547194,FALSE,74992.4241087958,71039.4326067987,3952.9915019971,0.0527118778859885,"age_band_separate_v1","posterior_median",2015,1156.96102925527,478.436995853156,2228.23017880584,"matched",3.41670237980412,2796.03047274183,"Under 5","Both"
"SSD","South Sudan",26.9542365045867,"estimated",0.998944588913762,FALSE,37596.1477230601,28063.3446792283,9532.80304383181,0.253557973919353,"age_band_separate_v1","posterior_median",2015,4239.80271119919,1983.95067658242,7364.95521595065,"matched",2.24840722391433,5293.00033263262,"Under 5","Both"
