"iso3","age_band","ihme_deaths","implied_person_years","ihme_rate_per100000","age_mapping","Location","pfpr_pct","population_weight_on_map","population_weight_within_raster","map_population_coverage_within_raster","legacy_density_weighted_pfpr_pct","status","map_coverage_below_95pct","exposure_year","population_weight_year","log_hr_zero_vs_current","log_hr_se","hr_zero_vs_current","hr_lower_95","hr_upper_95","monte_carlo_se_log_hr","imputations","attributable_fraction","af_lower_95","af_upper_95","counterfactual_rate_per100000","attributable_rate_per100000","attributable_rate_per100000_lower_95","attributable_rate_per100000_upper_95","counterfactual_deaths","attributable_deaths","attributable_deaths_lower_95","attributable_deaths_upper_95","model_id","hiv_treatment","uncertainty","zero_below_observed_support","current_pfpr_outside_central95","negative_attributable_estimate"
"BEN","24-35",3861.53630762324,392681.128546799,983.37710343089,"IHME 2-4 rate shared; deaths and person-time divided equally","Benin",36.3793100261877,13527325,13527325,1,36.170253709291,"estimated",FALSE,2015,2020,-0.87905052244478,0.0904344698676643,0.415176925770678,0.34774047937248,0.49569115451686,0,1,0.584823074229322,0.50430884548314,0.65225952062752,408.275482675711,575.101620755179,495.925771705786,641.417078079911,1603.22077295087,2258.31553467237,1947.4069170887,2518.7238208961,"age_band_separate_v1","posterior_median","conditional model uncertainty only; HIV imputation held fixed",TRUE,FALSE,FALSE
"BEN","36-47",3861.53630762324,392681.128546799,983.37710343089,"IHME 2-4 rate shared; deaths and person-time divided equally","Benin",36.3793100261877,13527325,13527325,1,36.170253709291,"estimated",FALSE,2015,2020,-0.811387830124562,0.0965668446875872,0.444241107013796,0.367638423812805,0.536805046420639,0,1,0.555758892986204,0.463194953579361,0.632361576187195,436.856533040159,546.520570390731,455.495311774678,621.849895111956,1715.45316407252,2146.08314355073,1788.64413075457,2441.88718599272,"age_band_separate_v1","posterior_median","conditional model uncertainty only; HIV imputation held fixed",TRUE,FALSE,FALSE
"BEN","48-59",3861.53630762324,392681.128546799,983.37710343089,"IHME 2-4 rate shared; deaths and person-time divided equally","Benin",36.3793100261877,13527325,13527325,1,36.170253709291,"estimated",FALSE,2015,2020,-0.651926671558636,0.110540617327327,0.521040934322135,0.419545917931371,0.647089254444116,0,1,0.478959065677865,0.352910745555884,0.580454082068629,512.379724762626,470.997378668264,347.044346734381,570.805253899284,2012.01848564286,1849.51782198038,1362.77765731444,2241.44451281613,"age_band_separate_v1","posterior_median","conditional model uncertainty only; HIV imputation held fixed",TRUE,FALSE,FALSE
"BFA","<1",19294.5531110122,63302.8421189232,30479.7580411393,"0-27 days mapped to model <1 completed month","Burkina Faso",39.2003452509794,22752144,22752144,1,39.2408335974427,"estimated",FALSE,2015,2020,-0.0429018336215775,0.039336774646238,0.958005429374717,0.886919997517661,1.03478826194035,0,1,0.0419945706252832,-0.0347882619403452,0.113080002482339,29199.7736894391,1279.98435170017,-1060.3378066135,3446.65111495313,18484.2866377085,810.266473303681,-671.223967647796,2181.82811368889,"age_band_separate_v1","posterior_median","conditional model uncertainty only; HIV imputation held fixed",TRUE,FALSE,FALSE
"BFA","1-5",8627.79264781068,344520.65601082,2504.28892935224,"direct age match","Burkina Faso",39.2003452509794,22752144,22752144,1,39.2408335974427,"estimated",FALSE,2015,2020,-0.144467279738758,0.0559191255075796,0.865483230777224,0.775640024965627,0.965733070298657,0,1,0.134516769222776,0.0342669297013433,0.224359975034373,2167.42007337541,336.868855976828,85.8142926939654,561.862201668325,7467.20985530317,1160.58279250751,295.647964140295,1935.73134306455,"age_band_separate_v1","posterior_median","conditional model uncertainty only; HIV imputation held fixed",TRUE,FALSE,FALSE
"BFA","6-11",6873.05209595555,396131.414847632,1735.04343213961,"direct age match","Burkina Faso",39.2003452509794,22752144,22752144,1,39.2408335974427,"estimated",FALSE,2015,2020,-0.422579055495652,0.0691672803752958,0.655354442908567,0.572269963981701,0.750501464119706,0,1,0.344645557091433,0.249498535880294,0.427730036018299,1137.06842189202,597.975010247588,432.890796007553,742.130189722388,4504.28522742651,2368.76686852904,1714.8164349699,2939.81082055871,"age_band_separate_v1","posterior_median","conditional model uncertainty only; HIV imputation held fixed",TRUE,FALSE,FALSE
"BFA","12-23",8293.19182341789,761552.922745789,1088.98430768497,"direct age match","Burkina Faso",39.2003452509794,22752144,22752144,1,39.2408335974427,"estimated",FALSE,2015,2020,-0.671321459801063,0.0837614209651288,0.511032822061488,0.433661575862353,0.602208172824195,0,1,0.488967177938512,0.397791827175805,0.566338424137647,556.506723936926,532.477583748044,433.189057519783,616.733656724932,4238.0932214185,4055.09860199939,3298.96392855685,4696.7531883457,"age_band_separate_v1","posterior_median","conditional model uncertainty only; HIV imputation held fixed",TRUE,FALSE,FALSE
"BFA","24-35",4054.837995821,691996.2180849,585.9624503502,"IHME 2-4 rate shared; deaths and person-time divided equally","Burkina Faso",39.2003452509794,22752144,22752144,1,39.2408335974427,"estimated",FALSE,2015,2020,-0.880375338358497,0.0903903565968291,0.4146272569578,0.347310119564397,0.49499209072275,0,1,0.5853727430422,0.50500790927725,0.652689880435603,242.956003468974,343.006446881226,295.915671966329,382.451761658825,1681.24635561552,2373.59164020547,2047.72525872751,2646.55172667815,"age_band_separate_v1","posterior_median","conditional model uncertainty only; HIV imputation held fixed",TRUE,FALSE,FALSE
"BFA","36-47",4054.837995821,691996.2180849,585.9624503502,"IHME 2-4 rate shared; deaths and person-time divided equally","Burkina Faso",39.2003452509794,22752144,22752144,1,39.2408335974427,"estimated",FALSE,2015,2020,-0.811228825162923,0.0964419124924794,0.444311749170053,0.367786931034275,0.536758959584007,0,1,0.555688250829947,0.463241040415993,0.632213068965725,260.350001263068,325.612449087132,271.441855144932,370.453119034576,1801.61216252442,2253.22583329658,1878.36737190242,2563.52157349682,"age_band_separate_v1","posterior_median","conditional model uncertainty only; HIV imputation held fixed",TRUE,FALSE,FALSE
"BFA","48-59",4054.837995821,691996.2180849,585.9624503502,"IHME 2-4 rate shared; deaths and person-time divided equally","Burkina Faso",39.2003452509794,22752144,22752144,1,39.2408335974427,"estimated",FALSE,2015,2020,-0.638158708235248,0.110254572718426,0.528264217644272,0.425600698435916,0.655692259596548,0,1,0.471735782355728,0.344307740403452,0.574399301564084,309.542995403169,276.419454947031,201.751407241347,336.576422223934,2142.02582153665,1912.81217428435,1396.11210804319,2329.09611275509,"age_band_separate_v1","posterior_median","conditional model uncertainty only; HIV imputation held fixed",TRUE,FALSE,FALSE
"BWA","<1",411.042195792295,3799.30585800134,10818.8761619873,"0-27 days mapped to model <1 completed month","Botswana",0.0668556239324968,1200011,2399993,0.500006041684288,0.0482546894370636,"estimated",TRUE,2015,2020,-8.90514165177986e-05,0.000119552610983784,0.999910952548442,0.999676682050213,1.00014527794709,0,1,8.9047451558133e-05,-0.000145277947087186,0.000323317949786683,10817.9127686364,0.963393350948004,-1.57174411860401,3.49793685968976,411.005593532276,0.036602260018163,-0.0597153663709136,0.132897320019381,"age_band_separate_v1","posterior_median","conditional model uncertainty only; HIV imputation held fixed",TRUE,TRUE,FALSE
"BWA","1-5",753.486241753978,20844.1807240208,3614.85179835186,"direct age match","Botswana",0.0668556239324968,1200011,2399993,0.500006041684288,0.0482546894370636,"estimated",TRUE,2015,2020,-0.000283980383643193,0.000161875368571543,0.999716059934969,0.9993989304387,1.00003329006284,0,1,0.000283940065030741,-3.32900628430277e-05,0.00060106956130046,3613.82539709716,1.02640125470052,-0.120338643535365,2.17277738460153,753.272296821495,0.213944932483393,-0.0250836043393467,0.452897644776996,"age_band_separate_v1","posterior_median","conditional model uncertainty only; HIV imputation held fixed",TRUE,TRUE,FALSE
"BWA","6-11",415.639433009315,24271.46685295,1712.46111958329,"direct age match","Botswana",0.0668556239324968,1200011,2399993,0.500006041684288,0.0482546894370636,"estimated",TRUE,2015,2020,-0.000932163552633907,0.000242591929860431,0.999068270776845,0.99859335525535,0.9995434121608,0,1,0.00093172922315532,0.00045658783920044,0.00140664474464947,1710.86556951466,1.59555006863303,0.7818889223053,2.40882443427838,415.252169603285,0.387263406030487,0.189775910604219,0.584657024111637,"age_band_separate_v1","posterior_median","conditional model uncertainty only; HIV imputation held fixed",TRUE,TRUE,FALSE
"BWA","12-23",267.75021981923,48609.3318881458,550.82061287192,"direct age match","Botswana",0.0668556239324968,1200011,2399993,0.500006041684288,0.0482546894370636,"estimated",TRUE,2015,2020,-0.00237083151363309,0.000374669229941499,0.997631976687704,0.996899646342854,0.998364845008203,0,1,0.00236802331229591,0.00163515499179723,0.00310035365714567,549.516256819746,1.30435605217383,0.900677074722328,1.70773870154868,267.116181056826,0.634038762404292,0.43781310849222,0.830120373218109,"age_band_separate_v1","posterior_median","conditional model uncertainty only; HIV imputation held fixed",TRUE,TRUE,FALSE
"BWA","24-35",50.956992173523,48761.3787302703,104.50277145648,"IHME 2-4 rate shared; deaths and person-time divided equally","Botswana",0.0668556239324968,1200011,2399993,0.500006041684288,0.0482546894370636,"estimated",TRUE,2015,2020,-0.00301231825652681,0.00041330829327905,0.996992214221881,0.996184908398677,0.997800174283757,0,1,0.00300778577811889,0.00219982571624255,0.00381509160132265,104.188449506719,0.314321949760809,0.229887884068583,0.398687645698557,50.8037244571678,0.153267716355238,0.112096501805686,0.194405592869872,"age_band_separate_v1","posterior_median","conditional model uncertainty only; HIV imputation held fixed",TRUE,TRUE,FALSE
"BWA","36-47",50.956992173523,48761.3787302703,104.50277145648,"IHME 2-4 rate shared; deaths and person-time divided equally","Botswana",0.0668556239324968,1200011,2399993,0.500006041684288,0.0482546894370636,"estimated",TRUE,2015,2020,-0.00271129281197736,0.000441388870428943,0.997292379422794,0.996429988596816,0.998155516631304,0,1,0.00270762057720553,0.00184448336869603,0.00357001140318414,104.219817602109,0.282953854370572,0.192753623934119,0.373076085763979,50.8190199729615,0.137972200561532,0.0939893245828367,0.181917043131442,"age_band_separate_v1","posterior_median","conditional model uncertainty only; HIV imputation held fixed",TRUE,TRUE,FALSE
"BWA","48-59",50.956992173523,48761.3787302703,104.50277145648,"IHME 2-4 rate shared; deaths and person-time divided equally","Botswana",0.0668556239324968,1200011,2399993,0.500006041684288,0.0482546894370636,"estimated",TRUE,2015,2020,-0.00269556119750148,0.000515384251008719,0.997308068565435,0.996301161849521,0.998315992906514,0,1,0.00269193143456525,0.00168400709348593,0.00369883815047933,104.221457160997,0.281314295482887,0.175983408421651,0.386538837894051,50.8198194444802,0.137172729042802,0.0858119362829197,0.188481666685104,"age_band_separate_v1","posterior_median","conditional model uncertainty only; HIV imputation held fixed",TRUE,TRUE,FALSE
"CAF","<1",8465.2374099137,18282.7116102384,46301.8702607174,"0-27 days mapped to model <1 completed month","Central African Republic",36.7348327663838,5328369.5,5328369.5,1,36.659273694072,"estimated",FALSE,2015,2020,-0.0424989868763488,0.0384877619858967,0.958391436489487,0.888755051358675,1.03348402254616,0,1,0.0416085635105135,-0.0334840225461588,0.111244948641325,44375.3159513188,1926.55430939861,-1550.37286773918,5150.8491791508,8113.01104151173,352.226368401969,-283.450200292137,941.714900902473,"age_band_separate_v1","posterior_median","conditional model uncertainty only; HIV imputation held fixed",TRUE,FALSE,FALSE
"CAF","1-5",5909.77350905939,98844.7233372392,5978.84571834592,"direct age match","Central African Republic",36.7348327663838,5328369.5,5328369.5,1,36.659273694072,"estimated",FALSE,2015,2020,-0.137971752913669,0.0545505229810682,0.871123298093274,0.782791569419209,0.969422551451257,0,1,0.128876701906726,0.0305774485487427,0.217208430580791,5208.31180095635,770.53391738957,182.817847333593,1298.6556951666,5148.14139019608,761.632118863311,180.705795407986,1283.65262899072,"age_band_separate_v1","posterior_median","conditional model uncertainty only; HIV imputation held fixed",TRUE,FALSE,FALSE
"CAF","6-11",4597.78923346703,113436.281951511,4053.19105525019,"direct age match","Central African Republic",36.7348327663838,5328369.5,5328369.5,1,36.659273694072,"estimated",FALSE,2015,2020,-0.406435553386174,0.0683674717492541,0.666020016967816,0.582495781441645,0.761520816346459,0,1,0.333979983032184,0.238479183653541,0.417504218558355,2699.50637539153,1353.68467985866,966.601694047901,1692.22436418994,3062.21966328815,1535.56957017888,1096.47702300826,1919.59640101467,"age_band_separate_v1","posterior_median","conditional model uncertainty only; HIV imputation held fixed",TRUE,FALSE,FALSE
"CAF","12-23",2243.13564726023,218584.473379446,1026.20996477015,"direct age match","Central African Republic",36.7348327663838,5328369.5,5328369.5,1,36.659273694072,"estimated",FALSE,2015,2020,-0.668154540073286,0.0837182495059216,0.512653787365944,0.435073936246523,0.604067225832921,0,1,0.487346212634056,0.395932774167079,0.564926063753477,526.090425072089,500.119539698061,406.310158229346,579.732755982195,1149.95198514351,1093.18366211671,888.130919652808,1267.20579167183,"age_band_separate_v1","posterior_median","conditional model uncertainty only; HIV imputation held fixed",TRUE,FALSE,FALSE
"CAF","24-35",2311.62214272948,198200.249891772,1166.30637145601,"IHME 2-4 rate shared; deaths and person-time divided equally","Central African Republic",36.7348327663838,5328369.5,5328369.5,1,36.659273694072,"estimated",FALSE,2015,2020,-0.879331705291522,0.0904178169121322,0.415060201551982,0.347654061422972,0.495535620113967,0,1,0.584939798448018,0.504464379886033,0.652345938577028,484.087357607892,682.219013848118,588.360020433685,760.835224555839,959.46235247332,1352.15979025616,1166.13103076285,1507.9773163343,"age_band_separate_v1","posterior_median","conditional model uncertainty only; HIV imputation held fixed",TRUE,FALSE,FALSE
"CAF","36-47",2311.62214272948,198200.249891772,1166.30637145601,"IHME 2-4 rate shared; deaths and person-time divided equally","Central African Republic",36.7348327663838,5328369.5,5328369.5,1,36.659273694072,"estimated",FALSE,2015,2020,-0.811569220456981,0.0965450496080252,0.44416053327959,0.367587445912069,0.536684757646487,0,1,0.55583946672041,0.463315242353513,0.632412554087931,518.027259913285,648.279111542725,540.367519149588,737.586791221522,1026.73132365563,1284.89081907384,1071.00977328845,1461.89886336976,"age_band_separate_v1","posterior_median","conditional model uncertainty only; HIV imputation held fixed",TRUE,FALSE,FALSE
"CAF","48-59",2311.62214272948,198200.249891772,1166.30637145601,"IHME 2-4 rate shared; deaths and person-time divided equally","Central African Republic",36.7348327663838,5328369.5,5328369.5,1,36.659273694072,"estimated",FALSE,2015,2020,-0.650154922857197,0.110497373300485,0.521964906202204,0.420325530662632,0.648181810125046,0,1,0.478035093797796,0.351818189874954,0.579674469337368,608.770995780069,557.535375675941,410.327796445279,676.078026958554,1206.58563490473,1105.03650782475,813.270717929946,1339.98833889522,"age_band_separate_v1","posterior_median","conditional model uncertainty only; HIV imputation held fixed",TRUE,FALSE,FALSE
"CIV","<1",27543.3205330349,68378.3232370811,40280.7779265613,"0-27 days mapped to model <1 completed month","Cote d'Ivoire",21.3567298975211,27757124,27783660,0.999044906250652,21.3585786042294,"estimated",FALSE,2015,2020,-0.0282798873807011,0.0303520327838995,0.972116245651653,0.91597264481344,1.03170111073823,0,1,0.027883754348347,-0.0317011107382348,0.0840273551865599,39157.5986098968,1123.17931666455,-1276.94540167216,3384.68723402611,26775.309349354,768.011183680927,-873.153854316436,2314.39237744659,"age_band_separate_v1","posterior_median","conditional model uncertainty only; HIV imputation held fixed",TRUE,FALSE,FALSE
"CIV","1-5",14287.7443456846,370479.14083561,3856.55837828247,"direct age match","Cote d'Ivoire",21.3567298975211,27757124,27783660,0.999044906250652,21.3585786042294,"estimated",FALSE,2015,2020,-0.0872349347859438,0.0418932425546653,0.916461761591629,0.844218289153781,0.994887425740947,0,1,0.0835382384083709,0.00511257425905254,0.155781710846219,3534.38828504171,322.170093240761,19.7169410933404,600.781262147163,13094.171352217,1193.57299346766,73.0471539616707,2225.76925830415,"age_band_separate_v1","posterior_median","conditional model uncertainty only; HIV imputation held fixed",TRUE,FALSE,FALSE
"CIV","6-11",10617.9526447007,424664.354471786,2500.31643411836,"direct age match","Cote d'Ivoire",21.3567298975211,27757124,27783660,0.999044906250652,21.3585786042294,"estimated",FALSE,2015,2020,-0.273667110718273,0.0585814788780371,0.760585223792169,0.67808359683193,0.853124725850532,0,1,0.239414776207831,0.146875274149468,0.32191640316807,1901.70373459515,598.61269952321,367.234661721555,804.892873253396,8075.85788848434,2542.09475621637,1559.51470559649,3418.09312439094,"age_band_separate_v1","posterior_median","conditional model uncertainty only; HIV imputation held fixed",TRUE,FALSE,FALSE
"CIV","12-23",10406.0468161142,824611.943816745,1261.93258467121,"direct age match","Cote d'Ivoire",21.3567298975211,27757124,27783660,0.999044906250652,21.3585786042294,"estimated",FALSE,2015,2020,-0.592535297339916,0.0822530988379296,0.552923680273238,0.470599244221621,0.649649569056525,0,1,0.447076319726762,0.350350430943475,0.529400755778379,697.752408973125,564.180175698085,442.118624861172,668.068064066302,5753.74970266145,4652.2971134527,3645.76298644357,5508.96904911603,"age_band_separate_v1","posterior_median","conditional model uncertainty only; HIV imputation held fixed",TRUE,FALSE,FALSE
