"iso3","source_age","deaths","rate_per100000","implied_person_years","ihme_deaths_lower","ihme_deaths_upper","ihme_rate_lower","ihme_rate_upper"
"BEN","7 to 27 days (late neonatal)",1808.04396259,6973.2032881975,25928.4562325927,1653.49611531861,1932.58707876391,6377.14833650654,7453.53699976398
"BEN","1 to 5 months",4927.19384652888,2612.32385599535,188613.438384404,4576.58322985157,5349.78339120445,2426.43539561812,2836.37445827232
"BEN","6-11 months",5585.59762511073,2583.39871786949,216211.209925703,5205.01737074283,6036.48791175472,2407.3762745842,2791.94030403375
"BEN","12 to 23 months",5371.34162998856,1273.62816067924,421735.463757646,4949.97841422179,5841.87808106053,1173.71642643417,1385.19962940978
"BEN","2 to 4",11584.6089228697,983.37710343089,1178043.3856404,10779.3098105567,12451.8690839734,915.01806656272,1056.99579792678
"BFA","0 to 6 days (early neonatal)",15265.4093024963,95566.9928921094,15973.5164208109,14331.5717015771,16128.7087789234,89720.83118095,100971.560387983
"BFA","7 to 27 days (late neonatal)",4029.1438085159,8512.9964331535,47329.3256981123,3736.34555871435,4344.76568173625,7894.35620221264,9179.85966977245
"BFA","1 to 5 months",8627.79264781068,2504.28892935224,344520.65601082,7946.81098355464,9293.4028520442,2306.62830948082,2697.48785447347
"BFA","6-11 months",6873.05209595555,1735.04343213961,396131.414847632,6374.45848443208,7435.20964102169,1609.1777237319,1876.95531390299
"BFA","12 to 23 months",8293.19182341789,1088.98430768497,761552.922745789,7703.02787851181,9019.66679526685,1011.48950367604,1184.37819958018
"BFA","2 to 4",12164.513987463,585.9624503502,2075988.6542547,11351.6089206557,13131.9322662684,546.8049595257,632.56281479933
"BWA","0 to 6 days (early neonatal)",317.400717492581,33153.7665474924,957.359451264485,299.293400146791,337.417995112181,31262.3852777014,35244.650759599
"BWA","7 to 27 days (late neonatal)",93.6414782997133,3294.97692418602,2841.94640673686,87.56439336,99.6423327477881,3081.14161310107,3506.12990137974
"BWA","1 to 5 months",753.486241753978,3614.85179835186,20844.1807240208,704.514316937661,805.98138071243,3379.90888807531,3866.69733573945
"BWA","6-11 months",415.639433009315,1712.46111958329,24271.46685295,390.190410359962,439.867036433177,1607.60951418367,1812.28039944242
